Labels,T10,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,1.195E+4,
2E05,3.095E+4,
4E05,3.064E+4,
6E05,3.013E+4,
800000.060000,2.918E+4,
1E06,2.938E+4,
1.2E06,2.826E+4,
1.4E06,2.863E+4,
1.6E06,2.815E+4,
1.8E06,2.769E+4,
2E06,2.710E+4,
2.2E06,2.689E+4,
2.4E06,2.672E+4,
2.6E06,2.597E+4,
2.8E06,2.543E+4,
3E06,2.532E+4,
3.2E06,2.468E+4,
3.4E06,2.455E+4,
3.6E06,2.472E+4,
3.8E06,2.405E+4,
4E06,2.373E+4,
4.2E06,2.359E+4,
4.4E06,2.305E+4,
4.6E06,2.278E+4,
4.8E06,2.273E+4,
5E06,2.244E+4,
5.2E06,2.211E+4,
5.4E06,2.198E+4,
5.6E06,2.138E+4,
5.8E06,2.134E+4,
6E06,2.084E+4,
6.2E06,2.033E+4,
6400000.500000,2.060E+4,
6600000.500000,1.988E+4,
6800000.500000,1.997E+4,
7000000.500000,1.975E+4,
7200000.600000,1.938E+4,
7400000.600000,1.945E+4,
7600000.600000,1.883E+4,
7800000.600000,1.893E+4,
8000000.600000,1.855E+4,
8200000.600000,1.807E+4,
8400000.700000,1.821E+4,
8600000.700000,1.801E+4,
8800000.700000,1.766E+4,
9000000.700000,1.759E+4,
9200000.700000,1.732E+4,
9400000.700000,1.730E+4,
9600000.800000,1.709E+4,
9800000.800000,1.671E+4,
1E07,1.668E+4,
1.02E07,1.651E+4,
1.04E07,1.617E+4,
1.06E07,1.615E+4,
1.08E07,1.596E+4,
1.1E07,1.588E+4,
1.12E07,1.576E+4,
1.14E07,1.573E+4,
1.16E07,1.528E+4,
1.18E07,1.513E+4,
1.2E07,1.506E+4,
1.22E07,1.493E+4,
1.24E07,1.447E+4,
1.26E07,1.481E+4,
1.28E07,1.462E+4,
1.3E07,1.431E+4,
1.32E07,1.428E+4,
1.34E07,1.412E+4,
1.36E07,1.422E+4,
1.38E07,1.399E+4,
1.4E07,1.364E+4,
1.42E07,1.371E+4,
1.44E07,1.330E+4,
1.46E07,1.332E+4,
1.48E07,1.321E+4,
1.5E07,1.316E+4,
1.52E07,1.293E+4,
1.54E07,1.278E+4,
1.56E07,1.287E+4,
1.58E07,1.283E+4,
1.6E07,1.270E+4,
1.62E07,1.263E+4,
1.64E07,1.251E+4,
1.66E07,1.233E+4,
1.68E07,1.230E+4,
1.7E07,1.233E+4,
1.72E07,1.197E+4,
1.74E07,1.206E+4,
1.76E07,1.174E+4,
1.78E07,1.154E+4,
1.8E07,1.167E+4,
1.82E07,1.172E+4,
1.84E07,1.162E+4,
1.86E07,1.127E+4,
1.88E07,1.134E+4,
1.9E07,1.148E+4,
1.92E07,1.131E+4,
1.94E07,1.141E+4,
1.96E07,1.118E+4,
1.98E07,1.115E+4,
2E07,1.102E+4,
2.02E07,1.080E+4,
2.04E07,1.073E+4,
2.06E07,1.070E+4,
2.08E07,1.078E+4,
2.1E07,1.066E+4,
2.12E07,1.061E+4,
2.14E07,1.049E+4,
2.16E07,1.019E+4,
2.18E07,1.053E+4,
2.2E07,1.040E+4,
2.22E07,1.026E+4,
2.24E07,1.032E+4,
2.26E07,1.000E+4,
2.28E07,9.976E+3,
2.3E07,1.005E+4,
2.32E07,1.017E+4,
2.34E07,9.881E+3,
2.36E07,9.975E+3,
2.38E07,9.865E+3,
2.4E07,9.714E+3,
2.42E07,9.922E+3,
2.44E07,9.936E+3,
2.46E07,9.577E+3,
2.48E07,9.625E+3,
2.5E07,9.705E+3,
2.52E07,9.534E+3,
2.54E07,9.464E+3,
2.56E07,9.593E+3,
2.58E07,9.429E+3,
2.6E07,9.341E+3,
2.62E07,9.394E+3,
2.64E07,9.209E+3,
2.66E07,9.293E+3,
2.68E07,9.095E+3,
2.7E07,9.253E+3,
2.72E07,9.315E+3,
2.74E07,8.963E+3,
2.76E07,8.968E+3,
2.78E07,9.080E+3,
2.8E07,8.987E+3,
2.82E07,9.029E+3,
2.84E07,8.941E+3,
2.86E07,9.042E+3,
2.88E07,8.922E+3,
2.9E07,8.858E+3,
2.92E07,8.775E+3,
2.94E07,8.796E+3,
2.96E07,8.708E+3,
2.98E07,8.832E+3,
3E07,8.711E+3,
3.02E07,8.782E+3,
3.04E07,8.462E+3,
3.06E07,8.755E+3,
3.08E07,8.701E+3,
3.1E07,8.617E+3,
3.12E07,8.813E+3,
3.14E07,8.588E+3,
3.16E07,8.557E+3,
3.18E07,8.540E+3,
3.2E07,8.358E+3,
3.22E07,8.348E+3,
3.24E07,8.407E+3,
3.26E07,8.429E+3,
3.28E07,8.394E+3,
3.3E07,8.434E+3,
3.32E07,8.217E+3,
3.34E07,8.250E+3,
3.36E07,8.325E+3,
3.38E07,8.309E+3,
3.4E07,8.346E+3,
3.42E07,8.294E+3,
3.44E07,8.268E+3,
3.46E07,8.288E+3,
3.48E07,8.277E+3,
3.5E07,8.246E+3,
3.52E07,8.230E+3,
3.54E07,8.105E+3,
3.56E07,8.192E+3,
3.58E07,8.116E+3,
3.6E07,8.153E+3,
3.62E07,7.999E+3,
3.64E07,8.063E+3,
3.66E07,8.052E+3,
3.68E07,7.893E+3,
3.7E07,8.103E+3,
3.72E07,8.029E+3,
3.74E07,7.933E+3,
3.76E07,7.897E+3,
3.78E07,7.925E+3,
3.8E07,7.966E+3,
3.82E07,7.730E+3,
3.84E07,7.953E+3,
3.86E07,7.802E+3,
3.88E07,7.888E+3,
3.9E07,7.727E+3,
3.92E07,7.683E+3,
3.94E07,7.746E+3,
3.96E07,7.904E+3,
3.98E07,7.862E+3,
4E07,7.577E+3,
4.02E07,7.758E+3,
4.04E07,7.782E+3,
4.06E07,7.917E+3,
4.08E07,7.733E+3,
4.1E07,7.846E+3,
4.12E07,7.831E+3,
4.14E07,7.811E+3,
4.16E07,7.820E+3,
4.18E07,7.793E+3,
4.2E07,7.773E+3,
4.22E07,7.633E+3,
4.24E07,7.707E+3,
4.26E07,7.701E+3,
4.28E07,7.659E+3,
4.3E07,7.784E+3,
4.32E07,7.680E+3,
4.34E07,7.604E+3,
4.36E07,7.691E+3,
4.38E07,7.704E+3,
4.4E07,7.652E+3,
4.42E07,7.627E+3,
4.44E07,7.616E+3,
4.46E07,7.572E+3,
4.48E07,7.455E+3,
4.5E07,7.335E+3,
4.52E07,7.620E+3,
4.54E07,7.554E+3,
4.56E07,7.768E+3,
4.58E07,7.520E+3,
4.6E07,7.443E+3,
4.62E07,7.540E+3,
4.64E07,7.580E+3,
4.66E07,7.548E+3,
4.68E07,7.494E+3,
4.7E07,7.730E+3,
4.72E07,7.548E+3,
4.74E07,7.519E+3,
4.76E07,7.633E+3,
4.78E07,7.561E+3,
4.8E07,7.515E+3,
4.82E07,7.453E+3,
4.84E07,7.578E+3,
4.86E07,7.356E+3,
4.88E07,7.343E+3,
4.9E07,7.383E+3,
4.92E07,7.503E+3,
4.94E07,7.552E+3,
4.96E07,7.476E+3,
4.98E07,7.352E+3,
5E07,7.620E+3,
5.02E07,7.397E+3,
5.04E07,7.624E+3,
5.06E07,7.586E+3,
5.08E07,7.637E+3,
5.1E07,7.496E+3,
5.12E07,7.497E+3,
5.14E07,7.438E+3,
5.16E07,7.474E+3,
5.18E07,7.322E+3,
5.2E07,7.459E+3,
5.22E07,7.520E+3,
5.24E07,7.418E+3,
5.26E07,7.285E+3,
5.28E07,7.409E+3,
5.3E07,7.521E+3,
5.32E07,7.269E+3,
5.34E07,7.420E+3,
5.36E07,7.295E+3,
5.38E07,7.505E+3,
5.4E07,7.300E+3,
5.42E07,7.302E+3,
5.44E07,7.498E+3,
5.46E07,7.304E+3,
5.48E07,7.389E+3,
5.5E07,7.417E+3,
5.52E07,7.333E+3,
5.54E07,7.417E+3,
5.56E07,7.666E+3,
5.58E07,7.334E+3,
5.6E07,7.490E+3,
5.62E07,7.442E+3,
5.64E07,7.208E+3,
5.66E07,7.391E+3,
5.68E07,7.295E+3,
5.7E07,7.387E+3,
5.72E07,7.431E+3,
5.74E07,7.454E+3,
5.76E07,7.380E+3,
5.78E07,7.236E+3,
5.8E07,7.581E+3,
5.82E07,7.413E+3,
5.84E07,7.441E+3,
5.86E07,7.258E+3,
5.88E07,7.372E+3,
5.9E07,7.259E+3,
5.92E07,7.362E+3,
5.94E07,7.346E+3,
5.96E07,7.339E+3,
5.98E07,7.164E+3,
6E07,7.241E+3,
6.02E07,7.171E+3,
6.04E07,7.326E+3,
6.06E07,7.398E+3,
6.08E07,7.263E+3,
6.1E07,7.384E+3,
6.12E07,7.429E+3,
6.14E07,7.319E+3,
6.16E07,7.333E+3,
6.18E07,7.333E+3,
6.2E07,7.301E+3,
6.22E07,7.235E+3,
6.24E07,7.253E+3,
6.26E07,7.256E+3,
6.28E07,7.227E+3,
6.3E07,7.391E+3,
6.32E07,7.237E+3,
6.34E07,7.180E+3,
6.36E07,7.418E+3,
6.38E07,7.252E+3,
64000005.000000,7.242E+3,
64200005.000000,7.189E+3,
64400005.000000,7.334E+3,
64600005.000000,7.348E+3,
64800005.000000,7.429E+3,
65000005.000000,7.300E+3,
65200005.000000,7.252E+3,
65400005.000000,7.265E+3,
65600005.000000,7.187E+3,
65800005.000000,7.271E+3,
66000005.000000,7.425E+3,
