Labels,T2_100ms,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,3.996E008,
Step,4E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,2.855E+4,
4E05,8.845E+4,
800000.060000,1.449E+5,
1.2E06,1.980E+5,
1.6E06,2.479E+5,
2E06,2.935E+5,
2.4E06,3.390E+5,
2.8E06,3.788E+5,
3.2E06,4.174E+5,
3.6E06,4.536E+5,
4E06,4.880E+5,
4.4E06,5.206E+5,
4.8E06,5.509E+5,
5.2E06,5.812E+5,
5.6E06,6.077E+5,
6E06,6.349E+5,
6400000.500000,6.592E+5,
6800000.500000,6.824E+5,
7200000.600000,7.055E+5,
7600000.600000,7.269E+5,
8000000.600000,7.470E+5,
8400000.700000,7.670E+5,
8800000.700000,7.847E+5,
9200000.700000,8.023E+5,
9600000.800000,8.195E+5,
1E07,8.349E+5,
1.04E07,8.514E+5,
1.08E07,8.653E+5,
1.12E07,8.812E+5,
1.16E07,8.945E+5,
1.2E07,9.059E+5,
1.24E07,9.212E+5,
1.28E07,9.296E+5,
1.32E07,9.419E+5,
1.36E07,9.514E+5,
1.4E07,9.628E+5,
1.44E07,9.732E+5,
1.48E07,9.806E+5,
1.52E07,9.915E+5,
1.56E07,1.001E+6,
1.6E07,1.009E+6,
1.64E07,1.017E+6,
1.68E07,1.025E+6,
1.72E07,1.032E+6,
1.76E07,1.039E+6,
1.8E07,1.046E+6,
1.84E07,1.052E+6,
1.88E07,1.061E+6,
1.92E07,1.067E+6,
1.96E07,1.073E+6,
2E07,1.077E+6,
2.04E07,1.083E+6,
2.08E07,1.089E+6,
2.12E07,1.093E+6,
2.16E07,1.100E+6,
2.2E07,1.104E+6,
2.24E07,1.110E+6,
2.28E07,1.113E+6,
2.32E07,1.116E+6,
2.36E07,1.121E+6,
2.4E07,1.125E+6,
2.44E07,1.129E+6,
2.48E07,1.133E+6,
2.52E07,1.137E+6,
2.56E07,1.139E+6,
2.6E07,1.143E+6,
2.64E07,1.147E+6,
2.68E07,1.150E+6,
2.72E07,1.152E+6,
2.76E07,1.157E+6,
2.8E07,1.157E+6,
2.84E07,1.160E+6,
2.88E07,1.163E+6,
2.92E07,1.165E+6,
2.96E07,1.169E+6,
3E07,1.172E+6,
3.04E07,1.174E+6,
3.08E07,1.175E+6,
3.12E07,1.178E+6,
3.16E07,1.179E+6,
3.2E07,1.181E+6,
3.24E07,1.183E+6,
3.28E07,1.184E+6,
3.32E07,1.186E+6,
3.36E07,1.189E+6,
3.4E07,1.191E+6,
3.44E07,1.193E+6,
3.48E07,1.194E+6,
3.52E07,1.197E+6,
3.56E07,1.196E+6,
3.6E07,1.198E+6,
3.64E07,1.199E+6,
3.68E07,1.201E+6,
3.72E07,1.200E+6,
3.76E07,1.203E+6,
3.8E07,1.205E+6,
3.84E07,1.204E+6,
3.88E07,1.206E+6,
3.92E07,1.209E+6,
3.96E07,1.209E+6,
4E07,1.209E+6,
4.04E07,1.210E+6,
4.08E07,1.211E+6,
4.12E07,1.213E+6,
4.16E07,1.214E+6,
4.2E07,1.213E+6,
4.24E07,1.215E+6,
4.28E07,1.217E+6,
4.32E07,1.219E+6,
4.36E07,1.218E+6,
4.4E07,1.221E+6,
4.44E07,1.218E+6,
4.48E07,1.221E+6,
4.52E07,1.221E+6,
4.56E07,1.220E+6,
4.6E07,1.222E+6,
4.64E07,1.222E+6,
4.68E07,1.223E+6,
4.72E07,1.223E+6,
4.76E07,1.224E+6,
4.8E07,1.224E+6,
4.84E07,1.225E+6,
4.88E07,1.226E+6,
4.92E07,1.225E+6,
4.96E07,1.227E+6,
5E07,1.226E+6,
5.04E07,1.227E+6,
5.08E07,1.227E+6,
5.12E07,1.228E+6,
5.16E07,1.229E+6,
5.2E07,1.228E+6,
5.24E07,1.228E+6,
5.28E07,1.229E+6,
5.32E07,1.230E+6,
5.36E07,1.230E+6,
5.4E07,1.231E+6,
5.44E07,1.232E+6,
5.48E07,1.232E+6,
5.52E07,1.232E+6,
5.56E07,1.230E+6,
5.6E07,1.232E+6,
5.64E07,1.232E+6,
5.68E07,1.233E+6,
5.72E07,1.232E+6,
5.76E07,1.233E+6,
5.8E07,1.233E+6,
5.84E07,1.234E+6,
5.88E07,1.234E+6,
5.92E07,1.234E+6,
5.96E07,1.233E+6,
6E07,1.233E+6,
6.04E07,1.234E+6,
6.08E07,1.234E+6,
6.12E07,1.233E+6,
6.16E07,1.234E+6,
6.2E07,1.237E+6,
6.24E07,1.235E+6,
6.28E07,1.235E+6,
6.32E07,1.235E+6,
6.36E07,1.236E+6,
64000005.000000,1.236E+6,
64400005.000000,1.235E+6,
64800005.000000,1.238E+6,
65200005.000000,1.235E+6,
65600005.000000,1.237E+6,
66000005.000000,1.238E+6,
66400005.000000,1.236E+6,
66800005.000000,1.236E+6,
67200005.000000,1.235E+6,
67600005.000000,1.237E+6,
68000005.000000,1.238E+6,
68400005.000000,1.238E+6,
68800005.000000,1.237E+6,
69200005.000000,1.237E+6,
69600005.000000,1.237E+6,
70000005.000000,1.238E+6,
70400006.000000,1.237E+6,
70800006.000000,1.238E+6,
71200006.000000,1.238E+6,
71600006.000000,1.238E+6,
72000006.000000,1.238E+6,
72400006.000000,1.236E+6,
72800006.000000,1.239E+6,
73200006.000000,1.238E+6,
73600006.000000,1.238E+6,
74000006.000000,1.237E+6,
74400006.000000,1.238E+6,
74800006.000000,1.239E+6,
75200006.000000,1.237E+6,
75600006.000000,1.238E+6,
76000006.000000,1.238E+6,
76400006.000000,1.238E+6,
76800006.000000,1.237E+6,
77200006.000000,1.239E+6,
77600006.000000,1.238E+6,
78000006.000000,1.239E+6,
78400006.000000,1.239E+6,
78800006.000000,1.238E+6,
79200006.000000,1.239E+6,
79600006.000000,1.238E+6,
80000006.000000,1.241E+6,
80400006.000000,1.238E+6,
80800006.000000,1.238E+6,
81200006.000000,1.240E+6,
81600006.000000,1.239E+6,
82000006.000000,1.238E+6,
82400006.000000,1.237E+6,
82800006.000000,1.240E+6,
83200007.000000,1.239E+6,
83600007.000000,1.239E+6,
84000007.000000,1.238E+6,
84400007.000000,1.238E+6,
84800007.000000,1.240E+6,
85200007.000000,1.240E+6,
85600007.000000,1.238E+6,
86000007.000000,1.238E+6,
86400007.000000,1.239E+6,
86800007.000000,1.238E+6,
87200007.000000,1.239E+6,
87600007.000000,1.240E+6,
88000007.000000,1.238E+6,
88400007.000000,1.240E+6,
88800007.000000,1.239E+6,
89200007.000000,1.238E+6,
89600007.000000,1.240E+6,
90000007.000000,1.239E+6,
90400007.000000,1.240E+6,
90800007.000000,1.239E+6,
91200007.000000,1.239E+6,
91600007.000000,1.239E+6,
92000007.000000,1.239E+6,
92400007.000000,1.239E+6,
92800007.000000,1.239E+6,
93200007.000000,1.241E+6,
93600007.000000,1.239E+6,
94000007.000000,1.239E+6,
94400007.000000,1.241E+6,
94800007.000000,1.240E+6,
95200007.000000,1.239E+6,
95600007.000000,1.239E+6,
96000008.000000,1.238E+6,
96400008.000000,1.241E+6,
96800008.000000,1.239E+6,
97200008.000000,1.239E+6,
97600008.000000,1.241E+6,
98000008.000000,1.238E+6,
98400008.000000,1.240E+6,
98800008.000000,1.237E+6,
99200008.000000,1.216E+6,
99600008.000000,1.190E+6,
1E08,1.166E+6,
1.004E008,1.143E+6,
1.008E008,1.117E+6,
1.012E008,1.095E+6,
1.016E008,1.072E+6,
1.02E08,1.048E+6,
1.024E008,1.025E+6,
1.028E008,1.001E+6,
1.032E008,9.788E+5,
1.036E008,9.567E+5,
1.04E08,9.347E+5,
1.044E008,9.141E+5,
1.048E008,8.932E+5,
1.052E008,8.718E+5,
1.056E008,8.509E+5,
1.06E08,8.288E+5,
1.064E008,8.099E+5,
1.068E008,7.919E+5,
1.072E008,7.714E+5,
1.076E008,7.530E+5,
1.08E08,7.355E+5,
1.084E008,7.176E+5,
1.088E008,6.995E+5,
1.092E008,6.819E+5,
1.096E008,6.650E+5,
1.1E08,6.474E+5,
1.104E008,6.315E+5,
1.108E008,6.166E+5,
1.112E008,5.993E+5,
1.116E008,5.840E+5,
1.12E08,5.691E+5,
1.124E008,5.535E+5,
1.128E008,5.380E+5,
1.132E008,5.266E+5,
1.136E008,5.103E+5,
1.14E08,4.974E+5,
1.144E008,4.854E+5,
1.148E008,4.721E+5,
1.152E008,4.581E+5,
1.156E008,4.476E+5,
1.16E08,4.359E+5,
1.164E008,4.231E+5,
1.168E008,4.123E+5,
1.172E008,4.010E+5,
1.176E008,3.900E+5,
1.18E08,3.789E+5,
1.184E008,3.685E+5,
1.188E008,3.582E+5,
1.192E008,3.481E+5,
1.196E008,3.395E+5,
1.2E08,3.295E+5,
1.204E008,3.213E+5,
1.208E008,3.125E+5,
1.212E008,3.033E+5,
1.216E008,2.948E+5,
1.22E08,2.867E+5,
1.224E008,2.796E+5,
1.228E008,2.712E+5,
1.232E008,2.639E+5,
1.236E008,2.574E+5,
1.24E08,2.499E+5,
1.244E008,2.422E+5,
1.248E008,2.354E+5,
1.252E008,2.288E+5,
1.256E008,2.238E+5,
1.26E08,2.161E+5,
1.264E008,2.104E+5,
1.268E008,2.044E+5,
1.272E008,1.995E+5,
1.276E008,1.937E+5,
1.28E08,1.884E+5,
1.284E008,1.826E+5,
1.288E008,1.777E+5,
1.292E008,1.725E+5,
1.296E008,1.688E+5,
