Labels,100us_310k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,8.640E+3,
2E05,1.032E+4,
4E05,1.009E+4,
6E05,1.006E+4,
800000.060000,9.971E+3,
1E06,9.918E+3,
1.2E06,9.651E+3,
1.4E06,9.631E+3,
1.6E06,9.613E+3,
1.8E06,9.312E+3,
2E06,9.229E+3,
2.2E06,9.352E+3,
2.4E06,9.110E+3,
2.6E06,9.148E+3,
2.8E06,8.944E+3,
3E06,9.032E+3,
3.2E06,9.089E+3,
3.4E06,9.188E+3,
3.6E06,8.988E+3,
3.8E06,8.704E+3,
4E06,8.661E+3,
4.2E06,8.571E+3,
4.4E06,8.691E+3,
4.6E06,8.576E+3,
4.8E06,8.544E+3,
5E06,8.605E+3,
5.2E06,8.386E+3,
5.4E06,8.552E+3,
5.6E06,8.360E+3,
5.8E06,8.325E+3,
6E06,8.213E+3,
6.2E06,8.352E+3,
6400000.500000,8.110E+3,
6600000.500000,8.212E+3,
6800000.500000,8.068E+3,
7000000.500000,7.916E+3,
7200000.600000,8.077E+3,
7400000.600000,8.082E+3,
7600000.600000,7.981E+3,
7800000.600000,7.940E+3,
8000000.600000,7.795E+3,
8200000.600000,7.722E+3,
8400000.700000,7.758E+3,
8600000.700000,7.871E+3,
8800000.700000,7.880E+3,
9000000.700000,7.671E+3,
9200000.700000,7.591E+3,
9400000.700000,7.684E+3,
9600000.800000,7.592E+3,
9800000.800000,7.578E+3,
1E07,7.670E+3,
1.02E07,7.554E+3,
1.04E07,7.631E+3,
1.06E07,7.677E+3,
1.08E07,7.460E+3,
1.1E07,7.475E+3,
1.12E07,7.701E+3,
1.14E07,7.323E+3,
1.16E07,7.233E+3,
1.18E07,7.184E+3,
1.2E07,7.323E+3,
1.22E07,7.222E+3,
1.24E07,7.219E+3,
1.26E07,7.287E+3,
1.28E07,7.193E+3,
1.3E07,7.284E+3,
1.32E07,7.120E+3,
1.34E07,7.124E+3,
1.36E07,7.143E+3,
1.38E07,7.117E+3,
1.4E07,6.850E+3,
1.42E07,6.970E+3,
1.44E07,7.149E+3,
1.46E07,7.031E+3,
1.48E07,6.969E+3,
1.5E07,6.897E+3,
1.52E07,7.080E+3,
1.54E07,6.982E+3,
1.56E07,6.924E+3,
1.58E07,6.888E+3,
1.6E07,6.882E+3,
1.62E07,6.909E+3,
1.64E07,6.697E+3,
1.66E07,6.974E+3,
1.68E07,6.968E+3,
1.7E07,6.916E+3,
1.72E07,6.794E+3,
1.74E07,6.809E+3,
1.76E07,6.996E+3,
1.78E07,6.839E+3,
1.8E07,6.771E+3,
1.82E07,6.795E+3,
1.84E07,6.681E+3,
1.86E07,6.773E+3,
1.88E07,6.753E+3,
1.9E07,6.694E+3,
1.92E07,6.788E+3,
1.94E07,6.718E+3,
1.96E07,6.601E+3,
1.98E07,6.593E+3,
2E07,6.696E+3,
2.02E07,6.583E+3,
2.04E07,6.645E+3,
2.06E07,6.696E+3,
2.08E07,6.629E+3,
2.1E07,6.607E+3,
2.12E07,6.499E+3,
2.14E07,6.488E+3,
2.16E07,6.419E+3,
2.18E07,6.479E+3,
2.2E07,6.530E+3,
2.22E07,6.575E+3,
2.24E07,6.638E+3,
2.26E07,6.567E+3,
2.28E07,6.407E+3,
2.3E07,6.499E+3,
2.32E07,6.616E+3,
2.34E07,6.387E+3,
2.36E07,6.358E+3,
2.38E07,6.450E+3,
2.4E07,6.520E+3,
2.42E07,6.453E+3,
2.44E07,6.516E+3,
2.46E07,6.440E+3,
2.48E07,6.443E+3,
2.5E07,6.490E+3,
2.52E07,6.335E+3,
2.54E07,6.474E+3,
2.56E07,6.349E+3,
2.58E07,6.482E+3,
2.6E07,6.187E+3,
2.62E07,6.412E+3,
2.64E07,6.411E+3,
2.66E07,6.378E+3,
2.68E07,6.176E+3,
2.7E07,6.381E+3,
2.72E07,6.360E+3,
2.74E07,6.466E+3,
2.76E07,6.250E+3,
2.78E07,6.368E+3,
2.8E07,6.248E+3,
2.82E07,6.276E+3,
2.84E07,6.370E+3,
2.86E07,6.412E+3,
2.88E07,6.220E+3,
2.9E07,6.342E+3,
2.92E07,6.286E+3,
2.94E07,6.268E+3,
2.96E07,6.169E+3,
2.98E07,6.215E+3,
3E07,6.126E+3,
3.02E07,6.263E+3,
3.04E07,6.145E+3,
3.06E07,6.288E+3,
3.08E07,6.074E+3,
3.1E07,6.300E+3,
3.12E07,6.161E+3,
3.14E07,6.140E+3,
3.16E07,6.491E+3,
3.18E07,6.201E+3,
3.2E07,6.269E+3,
3.22E07,6.336E+3,
3.24E07,6.237E+3,
3.26E07,6.316E+3,
3.28E07,6.228E+3,
3.3E07,6.190E+3,
3.32E07,6.242E+3,
3.34E07,6.106E+3,
3.36E07,6.179E+3,
3.38E07,6.218E+3,
3.4E07,6.153E+3,
3.42E07,6.188E+3,
3.44E07,6.234E+3,
3.46E07,5.988E+3,
3.48E07,6.053E+3,
3.5E07,6.183E+3,
3.52E07,6.130E+3,
3.54E07,6.054E+3,
3.56E07,6.172E+3,
3.58E07,6.018E+3,
3.6E07,6.157E+3,
3.62E07,6.208E+3,
3.64E07,6.177E+3,
3.66E07,6.187E+3,
3.68E07,5.974E+3,
3.7E07,6.177E+3,
3.72E07,6.223E+3,
3.74E07,6.295E+3,
3.76E07,6.128E+3,
3.78E07,6.013E+3,
3.8E07,6.340E+3,
3.82E07,6.300E+3,
3.84E07,6.140E+3,
3.86E07,6.200E+3,
3.88E07,6.251E+3,
3.9E07,6.092E+3,
3.92E07,6.158E+3,
3.94E07,6.099E+3,
3.96E07,6.289E+3,
3.98E07,6.035E+3,
4E07,6.196E+3,
4.02E07,6.196E+3,
4.04E07,6.058E+3,
4.06E07,6.057E+3,
4.08E07,5.995E+3,
4.1E07,6.150E+3,
4.12E07,6.099E+3,
4.14E07,5.937E+3,
4.16E07,6.271E+3,
4.18E07,6.076E+3,
4.2E07,6.245E+3,
4.22E07,6.100E+3,
4.24E07,6.008E+3,
4.26E07,6.247E+3,
4.28E07,6.070E+3,
4.3E07,6.110E+3,
4.32E07,6.090E+3,
4.34E07,5.923E+3,
4.36E07,6.041E+3,
4.38E07,6.043E+3,
4.4E07,6.048E+3,
4.42E07,6.276E+3,
4.44E07,6.277E+3,
4.46E07,6.027E+3,
4.48E07,6.029E+3,
4.5E07,6.096E+3,
4.52E07,6.154E+3,
4.54E07,6.037E+3,
4.56E07,6.068E+3,
4.58E07,6.071E+3,
4.6E07,6.057E+3,
4.62E07,6.028E+3,
4.64E07,6.074E+3,
4.66E07,6.164E+3,
4.68E07,6.034E+3,
4.7E07,5.975E+3,
4.72E07,6.156E+3,
4.74E07,6.148E+3,
4.76E07,5.970E+3,
4.78E07,5.860E+3,
4.8E07,5.885E+3,
4.82E07,5.923E+3,
4.84E07,5.885E+3,
4.86E07,5.982E+3,
4.88E07,6.220E+3,
4.9E07,5.950E+3,
4.92E07,5.981E+3,
4.94E07,5.946E+3,
4.96E07,6.007E+3,
4.98E07,5.982E+3,
5E07,6.023E+3,
5.02E07,6.102E+3,
5.04E07,6.014E+3,
5.06E07,6.006E+3,
5.08E07,5.907E+3,
5.1E07,6.070E+3,
5.12E07,6.033E+3,
5.14E07,6.020E+3,
5.16E07,6.023E+3,
5.18E07,5.957E+3,
5.2E07,6.081E+3,
5.22E07,5.989E+3,
5.24E07,6.003E+3,
5.26E07,6.095E+3,
5.28E07,6.110E+3,
5.3E07,6.161E+3,
5.32E07,5.950E+3,
5.34E07,5.840E+3,
5.36E07,5.986E+3,
5.38E07,6.022E+3,
5.4E07,6.003E+3,
5.42E07,6.146E+3,
5.44E07,6.039E+3,
5.46E07,5.956E+3,
5.48E07,5.971E+3,
5.5E07,5.939E+3,
5.52E07,5.904E+3,
5.54E07,5.983E+3,
5.56E07,5.910E+3,
5.58E07,5.943E+3,
5.6E07,6.082E+3,
5.62E07,6.060E+3,
5.64E07,6.146E+3,
5.66E07,5.955E+3,
5.68E07,5.950E+3,
5.7E07,6.051E+3,
5.72E07,6.156E+3,
5.74E07,6.076E+3,
5.76E07,6.054E+3,
5.78E07,6.102E+3,
5.8E07,5.925E+3,
5.82E07,6.070E+3,
5.84E07,5.983E+3,
5.86E07,6.156E+3,
5.88E07,5.975E+3,
5.9E07,6.012E+3,
5.92E07,5.960E+3,
5.94E07,6.031E+3,
5.96E07,5.918E+3,
5.98E07,6.025E+3,
6E07,5.904E+3,
6.02E07,5.935E+3,
6.04E07,6.167E+3,
6.06E07,6.007E+3,
6.08E07,6.125E+3,
6.1E07,6.125E+3,
6.12E07,6.013E+3,
6.14E07,5.960E+3,
6.16E07,5.997E+3,
6.18E07,6.047E+3,
6.2E07,5.986E+3,
6.22E07,6.106E+3,
6.24E07,6.098E+3,
6.26E07,6.016E+3,
6.28E07,6.168E+3,
6.3E07,6.008E+3,
6.32E07,5.920E+3,
6.34E07,5.965E+3,
6.36E07,5.901E+3,
6.38E07,6.029E+3,
64000005.000000,5.974E+3,
64200005.000000,5.872E+3,
64400005.000000,6.012E+3,
64600005.000000,6.007E+3,
64800005.000000,6.148E+3,
65000005.000000,5.897E+3,
65200005.000000,6.079E+3,
65400005.000000,5.972E+3,
65600005.000000,5.988E+3,
65800005.000000,5.919E+3,
