Labels,65ms_310k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,8.642E+3,
2E05,1.844E+4,
4E05,2.717E+4,
6E05,3.600E+4,
800000.060000,4.422E+4,
1E06,5.266E+4,
1.2E06,5.957E+4,
1.4E06,6.733E+4,
1.6E06,7.430E+4,
1.8E06,8.133E+4,
2E06,8.820E+4,
2.2E06,9.503E+4,
2.4E06,1.014E+5,
2.6E06,1.071E+5,
2.8E06,1.131E+5,
3E06,1.195E+5,
3.2E06,1.247E+5,
3.4E06,1.302E+5,
3.6E06,1.362E+5,
3.8E06,1.410E+5,
4E06,1.465E+5,
4.2E06,1.505E+5,
4.4E06,1.561E+5,
4.6E06,1.604E+5,
4.8E06,1.650E+5,
5E06,1.698E+5,
5.2E06,1.730E+5,
5.4E06,1.790E+5,
5.6E06,1.824E+5,
5.8E06,1.860E+5,
6E06,1.896E+5,
6.2E06,1.936E+5,
6400000.500000,1.974E+5,
6600000.500000,2.009E+5,
6800000.500000,2.048E+5,
7000000.500000,2.073E+5,
7200000.600000,2.115E+5,
7400000.600000,2.147E+5,
7600000.600000,2.183E+5,
7800000.600000,2.213E+5,
8000000.600000,2.236E+5,
8200000.600000,2.272E+5,
8400000.700000,2.295E+5,
8600000.700000,2.327E+5,
8800000.700000,2.349E+5,
9000000.700000,2.378E+5,
9200000.700000,2.408E+5,
9400000.700000,2.432E+5,
9600000.800000,2.455E+5,
9800000.800000,2.474E+5,
1E07,2.496E+5,
1.02E07,2.529E+5,
1.04E07,2.548E+5,
1.06E07,2.573E+5,
1.08E07,2.597E+5,
1.1E07,2.614E+5,
1.12E07,2.638E+5,
1.14E07,2.660E+5,
1.16E07,2.684E+5,
1.18E07,2.701E+5,
1.2E07,2.716E+5,
1.22E07,2.731E+5,
1.24E07,2.752E+5,
1.26E07,2.772E+5,
1.28E07,2.786E+5,
1.3E07,2.825E+5,
1.32E07,2.836E+5,
1.34E07,2.842E+5,
1.36E07,2.856E+5,
1.38E07,2.869E+5,
1.4E07,2.889E+5,
1.42E07,2.901E+5,
1.44E07,2.927E+5,
1.46E07,2.926E+5,
1.48E07,2.958E+5,
1.5E07,2.946E+5,
1.52E07,2.969E+5,
1.54E07,2.979E+5,
1.56E07,2.997E+5,
1.58E07,3.009E+5,
1.6E07,3.025E+5,
1.62E07,3.035E+5,
1.64E07,3.034E+5,
1.66E07,3.055E+5,
1.68E07,3.073E+5,
1.7E07,3.074E+5,
1.72E07,3.092E+5,
1.74E07,3.111E+5,
1.76E07,3.125E+5,
1.78E07,3.138E+5,
1.8E07,3.138E+5,
1.82E07,3.141E+5,
1.84E07,3.154E+5,
1.86E07,3.171E+5,
1.88E07,3.168E+5,
1.9E07,3.182E+5,
1.92E07,3.207E+5,
1.94E07,3.210E+5,
1.96E07,3.205E+5,
1.98E07,3.209E+5,
2E07,3.222E+5,
2.02E07,3.236E+5,
2.04E07,3.250E+5,
2.06E07,3.249E+5,
2.08E07,3.262E+5,
2.1E07,3.251E+5,
2.12E07,3.258E+5,
2.14E07,3.277E+5,
2.16E07,3.282E+5,
2.18E07,3.289E+5,
2.2E07,3.296E+5,
2.22E07,3.311E+5,
2.24E07,3.316E+5,
2.26E07,3.331E+5,
2.28E07,3.319E+5,
2.3E07,3.323E+5,
2.32E07,3.331E+5,
2.34E07,3.357E+5,
2.36E07,3.350E+5,
2.38E07,3.362E+5,
2.4E07,3.368E+5,
2.42E07,3.358E+5,
2.44E07,3.369E+5,
2.46E07,3.370E+5,
2.48E07,3.382E+5,
2.5E07,3.387E+5,
2.52E07,3.392E+5,
2.54E07,3.393E+5,
2.56E07,3.393E+5,
2.58E07,3.390E+5,
2.6E07,3.408E+5,
2.62E07,3.404E+5,
2.64E07,3.417E+5,
2.66E07,3.426E+5,
2.68E07,3.445E+5,
2.7E07,3.449E+5,
2.72E07,3.441E+5,
2.74E07,3.441E+5,
2.76E07,3.432E+5,
2.78E07,3.456E+5,
2.8E07,3.444E+5,
2.82E07,3.456E+5,
2.84E07,3.469E+5,
2.86E07,3.461E+5,
2.88E07,3.461E+5,
2.9E07,3.465E+5,
2.92E07,3.465E+5,
2.94E07,3.458E+5,
2.96E07,3.467E+5,
2.98E07,3.471E+5,
3E07,3.482E+5,
3.02E07,3.486E+5,
3.04E07,3.487E+5,
3.06E07,3.485E+5,
3.08E07,3.492E+5,
3.1E07,3.497E+5,
3.12E07,3.504E+5,
3.14E07,3.515E+5,
3.16E07,3.517E+5,
3.18E07,3.509E+5,
3.2E07,3.519E+5,
3.22E07,3.519E+5,
3.24E07,3.509E+5,
3.26E07,3.517E+5,
3.28E07,3.522E+5,
3.3E07,3.527E+5,
3.32E07,3.525E+5,
3.34E07,3.518E+5,
3.36E07,3.522E+5,
3.38E07,3.534E+5,
3.4E07,3.527E+5,
3.42E07,3.529E+5,
3.44E07,3.542E+5,
3.46E07,3.547E+5,
3.48E07,3.548E+5,
3.5E07,3.539E+5,
3.52E07,3.547E+5,
3.54E07,3.543E+5,
3.56E07,3.548E+5,
3.58E07,3.553E+5,
3.6E07,3.572E+5,
3.62E07,3.578E+5,
3.64E07,3.563E+5,
3.66E07,3.554E+5,
3.68E07,3.558E+5,
3.7E07,3.565E+5,
3.72E07,3.564E+5,
3.74E07,3.570E+5,
3.76E07,3.574E+5,
3.78E07,3.557E+5,
3.8E07,3.563E+5,
3.82E07,3.558E+5,
3.84E07,3.572E+5,
3.86E07,3.576E+5,
3.88E07,3.571E+5,
3.9E07,3.581E+5,
3.92E07,3.578E+5,
3.94E07,3.583E+5,
3.96E07,3.570E+5,
3.98E07,3.581E+5,
4E07,3.573E+5,
4.02E07,3.583E+5,
4.04E07,3.586E+5,
4.06E07,3.599E+5,
4.08E07,3.602E+5,
4.1E07,3.598E+5,
4.12E07,3.592E+5,
4.14E07,3.594E+5,
4.16E07,3.597E+5,
4.18E07,3.599E+5,
4.2E07,3.597E+5,
4.22E07,3.593E+5,
4.24E07,3.593E+5,
4.26E07,3.589E+5,
4.28E07,3.595E+5,
4.3E07,3.603E+5,
4.32E07,3.591E+5,
4.34E07,3.597E+5,
4.36E07,3.598E+5,
4.38E07,3.617E+5,
4.4E07,3.605E+5,
4.42E07,3.607E+5,
4.44E07,3.600E+5,
4.46E07,3.604E+5,
4.48E07,3.597E+5,
4.5E07,3.598E+5,
4.52E07,3.627E+5,
4.54E07,3.621E+5,
4.56E07,3.616E+5,
4.58E07,3.605E+5,
4.6E07,3.602E+5,
4.62E07,3.607E+5,
4.64E07,3.606E+5,
4.66E07,3.614E+5,
4.68E07,3.614E+5,
4.7E07,3.604E+5,
4.72E07,3.606E+5,
4.74E07,3.615E+5,
4.76E07,3.615E+5,
4.78E07,3.614E+5,
4.8E07,3.602E+5,
4.82E07,3.610E+5,
4.84E07,3.620E+5,
4.86E07,3.619E+5,
4.88E07,3.604E+5,
4.9E07,3.617E+5,
4.92E07,3.614E+5,
4.94E07,3.618E+5,
4.96E07,3.615E+5,
4.98E07,3.619E+5,
5E07,3.611E+5,
5.02E07,3.616E+5,
5.04E07,3.618E+5,
5.06E07,3.608E+5,
5.08E07,3.618E+5,
5.1E07,3.614E+5,
5.12E07,3.617E+5,
5.14E07,3.627E+5,
5.16E07,3.615E+5,
5.18E07,3.621E+5,
5.2E07,3.627E+5,
5.22E07,3.622E+5,
5.24E07,3.627E+5,
5.26E07,3.619E+5,
5.28E07,3.629E+5,
5.3E07,3.629E+5,
5.32E07,3.620E+5,
5.34E07,3.621E+5,
5.36E07,3.626E+5,
5.38E07,3.629E+5,
5.4E07,3.637E+5,
5.42E07,3.624E+5,
5.44E07,3.633E+5,
5.46E07,3.634E+5,
5.48E07,3.631E+5,
5.5E07,3.631E+5,
5.52E07,3.632E+5,
5.54E07,3.638E+5,
5.56E07,3.639E+5,
5.58E07,3.635E+5,
5.6E07,3.637E+5,
5.62E07,3.633E+5,
5.64E07,3.638E+5,
5.66E07,3.628E+5,
5.68E07,3.629E+5,
5.7E07,3.624E+5,
5.72E07,3.631E+5,
5.74E07,3.634E+5,
5.76E07,3.639E+5,
5.78E07,3.631E+5,
5.8E07,3.621E+5,
5.82E07,3.636E+5,
5.84E07,3.627E+5,
5.86E07,3.628E+5,
5.88E07,3.631E+5,
5.9E07,3.640E+5,
5.92E07,3.640E+5,
5.94E07,3.632E+5,
5.96E07,3.633E+5,
5.98E07,3.640E+5,
6E07,3.641E+5,
6.02E07,3.635E+5,
6.04E07,3.645E+5,
6.06E07,3.630E+5,
6.08E07,3.644E+5,
6.1E07,3.633E+5,
6.12E07,3.638E+5,
6.14E07,3.635E+5,
6.16E07,3.631E+5,
6.18E07,3.632E+5,
6.2E07,3.651E+5,
6.22E07,3.641E+5,
6.24E07,3.629E+5,
6.26E07,3.634E+5,
6.28E07,3.633E+5,
6.3E07,3.635E+5,
6.32E07,3.635E+5,
6.34E07,3.636E+5,
6.36E07,3.636E+5,
6.38E07,3.638E+5,
64000005.000000,3.632E+5,
64200005.000000,3.639E+5,
64400005.000000,3.645E+5,
64600005.000000,3.653E+5,
64800005.000000,3.601E+5,
65000005.000000,3.536E+5,
65200005.000000,3.481E+5,
65400005.000000,3.436E+5,
65600005.000000,3.380E+5,
65800005.000000,3.336E+5,
