Labels,2ms_300k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,8.805E+3,
2E05,1.890E+4,
4E05,2.762E+4,
6E05,3.588E+4,
800000.060000,4.453E+4,
1E06,5.242E+4,
1.2E06,6.024E+4,
1.4E06,6.759E+4,
1.6E06,7.478E+4,
1.8E06,8.146E+4,
2E06,8.633E+4,
2.2E06,8.481E+4,
2.4E06,8.340E+4,
2.6E06,8.196E+4,
2.8E06,8.008E+4,
3E06,7.818E+4,
3.2E06,7.662E+4,
3.4E06,7.507E+4,
3.6E06,7.398E+4,
3.8E06,7.244E+4,
4E06,7.164E+4,
4.2E06,7.071E+4,
4.4E06,6.919E+4,
4.6E06,6.710E+4,
4.8E06,6.727E+4,
5E06,6.552E+4,
5.2E06,6.434E+4,
5.4E06,6.294E+4,
5.6E06,6.262E+4,
5.8E06,6.116E+4,
6E06,6.006E+4,
6.2E06,5.894E+4,
6400000.500000,5.801E+4,
6600000.500000,5.708E+4,
6800000.500000,5.600E+4,
7000000.500000,5.517E+4,
7200000.600000,5.455E+4,
7400000.600000,5.374E+4,
7600000.600000,5.252E+4,
7800000.600000,5.181E+4,
8000000.600000,5.119E+4,
8200000.600000,5.000E+4,
8400000.700000,4.930E+4,
8600000.700000,4.862E+4,
8800000.700000,4.818E+4,
9000000.700000,4.712E+4,
9200000.700000,4.629E+4,
9400000.700000,4.565E+4,
9600000.800000,4.527E+4,
9800000.800000,4.423E+4,
1E07,4.386E+4,
1.02E07,4.333E+4,
1.04E07,4.180E+4,
1.06E07,4.182E+4,
1.08E07,4.097E+4,
1.1E07,4.055E+4,
1.12E07,3.984E+4,
1.14E07,3.905E+4,
1.16E07,3.887E+4,
1.18E07,3.796E+4,
1.2E07,3.746E+4,
1.22E07,3.696E+4,
1.24E07,3.682E+4,
1.26E07,3.598E+4,
1.28E07,3.519E+4,
1.3E07,3.473E+4,
1.32E07,3.429E+4,
1.34E07,3.408E+4,
1.36E07,3.378E+4,
1.38E07,3.286E+4,
1.4E07,3.297E+4,
1.42E07,3.220E+4,
1.44E07,3.183E+4,
1.46E07,3.116E+4,
1.48E07,3.072E+4,
1.5E07,3.049E+4,
1.52E07,2.992E+4,
1.54E07,2.962E+4,
1.56E07,2.923E+4,
1.58E07,2.878E+4,
1.6E07,2.829E+4,
1.62E07,2.773E+4,
1.64E07,2.745E+4,
1.66E07,2.755E+4,
1.68E07,2.679E+4,
1.7E07,2.660E+4,
1.72E07,2.618E+4,
1.74E07,2.562E+4,
1.76E07,2.508E+4,
1.78E07,2.474E+4,
1.8E07,2.517E+4,
1.82E07,2.427E+4,
1.84E07,2.427E+4,
1.86E07,2.384E+4,
1.88E07,2.334E+4,
1.9E07,2.336E+4,
1.92E07,2.298E+4,
1.94E07,2.255E+4,
1.96E07,2.211E+4,
1.98E07,2.202E+4,
2E07,2.163E+4,
2.02E07,2.138E+4,
2.04E07,2.114E+4,
2.06E07,2.112E+4,
2.08E07,2.061E+4,
2.1E07,2.059E+4,
2.12E07,2.002E+4,
2.14E07,1.980E+4,
2.16E07,1.975E+4,
2.18E07,1.963E+4,
2.2E07,1.923E+4,
2.22E07,1.884E+4,
2.24E07,1.868E+4,
2.26E07,1.868E+4,
2.28E07,1.844E+4,
2.3E07,1.803E+4,
2.32E07,1.828E+4,
2.34E07,1.765E+4,
2.36E07,1.751E+4,
2.38E07,1.744E+4,
2.4E07,1.722E+4,
2.42E07,1.711E+4,
2.44E07,1.669E+4,
2.46E07,1.673E+4,
2.48E07,1.610E+4,
2.5E07,1.630E+4,
2.52E07,1.612E+4,
2.54E07,1.601E+4,
2.56E07,1.598E+4,
2.58E07,1.565E+4,
2.6E07,1.540E+4,
2.62E07,1.530E+4,
2.64E07,1.479E+4,
2.66E07,1.468E+4,
2.68E07,1.484E+4,
2.7E07,1.460E+4,
2.72E07,1.456E+4,
2.74E07,1.445E+4,
2.76E07,1.420E+4,
2.78E07,1.427E+4,
2.8E07,1.388E+4,
2.82E07,1.359E+4,
2.84E07,1.358E+4,
2.86E07,1.354E+4,
2.88E07,1.377E+4,
2.9E07,1.327E+4,
2.92E07,1.326E+4,
2.94E07,1.305E+4,
2.96E07,1.272E+4,
2.98E07,1.267E+4,
3E07,1.265E+4,
3.02E07,1.236E+4,
3.04E07,1.242E+4,
3.06E07,1.227E+4,
3.08E07,1.215E+4,
3.1E07,1.185E+4,
3.12E07,1.210E+4,
3.14E07,1.186E+4,
3.16E07,1.189E+4,
3.18E07,1.164E+4,
3.2E07,1.174E+4,
3.22E07,1.158E+4,
3.24E07,1.161E+4,
3.26E07,1.144E+4,
3.28E07,1.101E+4,
3.3E07,1.106E+4,
3.32E07,1.108E+4,
3.34E07,1.091E+4,
3.36E07,1.089E+4,
3.38E07,1.067E+4,
3.4E07,1.066E+4,
3.42E07,1.061E+4,
3.44E07,1.058E+4,
3.46E07,1.032E+4,
3.48E07,1.038E+4,
3.5E07,1.032E+4,
3.52E07,1.019E+4,
3.54E07,1.016E+4,
3.56E07,1.010E+4,
3.58E07,9.934E+3,
3.6E07,1.006E+4,
3.62E07,9.798E+3,
3.64E07,9.875E+3,
3.66E07,9.693E+3,
3.68E07,9.776E+3,
3.7E07,9.395E+3,
3.72E07,9.867E+3,
3.74E07,9.572E+3,
3.76E07,9.518E+3,
3.78E07,9.412E+3,
3.8E07,9.161E+3,
3.82E07,9.168E+3,
3.84E07,9.231E+3,
3.86E07,9.021E+3,
3.88E07,9.053E+3,
3.9E07,9.064E+3,
3.92E07,9.040E+3,
3.94E07,9.108E+3,
3.96E07,9.011E+3,
3.98E07,8.882E+3,
4E07,8.912E+3,
4.02E07,8.808E+3,
4.04E07,8.829E+3,
4.06E07,8.629E+3,
4.08E07,8.510E+3,
4.1E07,8.749E+3,
4.12E07,8.603E+3,
4.14E07,8.696E+3,
4.16E07,8.486E+3,
4.18E07,8.570E+3,
4.2E07,8.362E+3,
4.22E07,8.433E+3,
4.24E07,8.213E+3,
4.26E07,8.157E+3,
4.28E07,8.238E+3,
4.3E07,8.290E+3,
4.32E07,8.143E+3,
4.34E07,7.994E+3,
4.36E07,7.829E+3,
4.38E07,7.827E+3,
4.4E07,7.908E+3,
4.42E07,7.954E+3,
4.44E07,7.773E+3,
4.46E07,7.732E+3,
4.48E07,7.918E+3,
4.5E07,7.685E+3,
4.52E07,7.939E+3,
4.54E07,7.660E+3,
4.56E07,7.792E+3,
4.58E07,7.718E+3,
4.6E07,7.575E+3,
4.62E07,7.535E+3,
4.64E07,7.505E+3,
4.66E07,7.515E+3,
4.68E07,7.445E+3,
4.7E07,7.446E+3,
4.72E07,7.456E+3,
4.74E07,7.523E+3,
4.76E07,7.561E+3,
4.78E07,7.470E+3,
4.8E07,7.511E+3,
4.82E07,7.325E+3,
4.84E07,7.554E+3,
4.86E07,7.390E+3,
4.88E07,7.173E+3,
4.9E07,7.374E+3,
4.92E07,7.173E+3,
4.94E07,7.231E+3,
4.96E07,7.151E+3,
4.98E07,7.233E+3,
5E07,7.246E+3,
5.02E07,7.287E+3,
5.04E07,7.238E+3,
5.06E07,7.173E+3,
5.08E07,7.131E+3,
5.1E07,7.145E+3,
5.12E07,7.078E+3,
5.14E07,7.079E+3,
5.16E07,7.019E+3,
5.18E07,7.104E+3,
5.2E07,7.155E+3,
5.22E07,7.191E+3,
5.24E07,6.934E+3,
5.26E07,7.012E+3,
5.28E07,6.826E+3,
5.3E07,6.809E+3,
5.32E07,6.842E+3,
5.34E07,6.888E+3,
5.36E07,6.806E+3,
5.38E07,6.949E+3,
5.4E07,6.969E+3,
5.42E07,6.660E+3,
5.44E07,6.849E+3,
5.46E07,6.830E+3,
5.48E07,6.909E+3,
5.5E07,6.693E+3,
5.52E07,6.699E+3,
5.54E07,6.556E+3,
5.56E07,6.664E+3,
5.58E07,6.715E+3,
5.6E07,6.852E+3,
5.62E07,6.838E+3,
5.64E07,6.755E+3,
5.66E07,6.693E+3,
5.68E07,6.638E+3,
5.7E07,6.696E+3,
5.72E07,6.496E+3,
5.74E07,6.507E+3,
5.76E07,6.488E+3,
5.78E07,6.567E+3,
5.8E07,6.626E+3,
5.82E07,6.486E+3,
5.84E07,6.560E+3,
5.86E07,6.620E+3,
5.88E07,6.530E+3,
5.9E07,6.413E+3,
5.92E07,6.718E+3,
5.94E07,6.500E+3,
5.96E07,6.451E+3,
5.98E07,6.522E+3,
6E07,6.404E+3,
6.02E07,6.512E+3,
6.04E07,6.427E+3,
6.06E07,6.307E+3,
6.08E07,6.435E+3,
6.1E07,6.474E+3,
6.12E07,6.372E+3,
6.14E07,6.269E+3,
6.16E07,6.517E+3,
6.18E07,6.496E+3,
6.2E07,6.235E+3,
6.22E07,6.579E+3,
6.24E07,6.419E+3,
6.26E07,6.320E+3,
6.28E07,6.347E+3,
6.3E07,6.451E+3,
6.32E07,6.352E+3,
6.34E07,6.488E+3,
6.36E07,6.380E+3,
6.38E07,6.399E+3,
64000005.000000,6.349E+3,
64200005.000000,6.415E+3,
64400005.000000,6.285E+3,
64600005.000000,6.406E+3,
64800005.000000,6.238E+3,
65000005.000000,6.301E+3,
65200005.000000,6.108E+3,
65400005.000000,6.241E+3,
65600005.000000,6.276E+3,
65800005.000000,6.346E+3,
