Labels,2ms_283k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,1.021E+4,
2E05,2.858E+4,
4E05,4.657E+4,
6E05,6.393E+4,
800000.060000,8.009E+4,
1E06,9.557E+4,
1.2E06,1.106E+5,
1.4E06,1.243E+5,
1.6E06,1.393E+5,
1.8E06,1.516E+5,
2E06,1.638E+5,
2.2E06,1.611E+5,
2.4E06,1.582E+5,
2.6E06,1.555E+5,
2.8E06,1.531E+5,
3E06,1.501E+5,
3.2E06,1.483E+5,
3.4E06,1.463E+5,
3.6E06,1.429E+5,
3.8E06,1.406E+5,
4E06,1.377E+5,
4.2E06,1.361E+5,
4.4E06,1.340E+5,
4.6E06,1.315E+5,
4.8E06,1.292E+5,
5E06,1.271E+5,
5.2E06,1.252E+5,
5.4E06,1.231E+5,
5.6E06,1.211E+5,
5.8E06,1.192E+5,
6E06,1.175E+5,
6.2E06,1.150E+5,
6400000.500000,1.139E+5,
6600000.500000,1.119E+5,
6800000.500000,1.101E+5,
7000000.500000,1.077E+5,
7200000.600000,1.060E+5,
7400000.600000,1.044E+5,
7600000.600000,1.029E+5,
7800000.600000,1.007E+5,
8000000.600000,9.889E+4,
8200000.600000,9.812E+4,
8400000.700000,9.644E+4,
8600000.700000,9.526E+4,
8800000.700000,9.409E+4,
9000000.700000,9.233E+4,
9200000.700000,9.030E+4,
9400000.700000,8.875E+4,
9600000.800000,8.739E+4,
9800000.800000,8.645E+4,
1E07,8.439E+4,
1.02E07,8.368E+4,
1.04E07,8.247E+4,
1.06E07,8.066E+4,
1.08E07,7.985E+4,
1.1E07,7.846E+4,
1.12E07,7.731E+4,
1.14E07,7.588E+4,
1.16E07,7.470E+4,
1.18E07,7.344E+4,
1.2E07,7.272E+4,
1.22E07,7.156E+4,
1.24E07,7.055E+4,
1.26E07,6.900E+4,
1.28E07,6.822E+4,
1.3E07,6.693E+4,
1.32E07,6.591E+4,
1.34E07,6.508E+4,
1.36E07,6.375E+4,
1.38E07,6.273E+4,
1.4E07,6.167E+4,
1.42E07,6.168E+4,
1.44E07,6.061E+4,
1.46E07,5.957E+4,
1.48E07,5.868E+4,
1.5E07,5.794E+4,
1.52E07,5.628E+4,
1.54E07,5.544E+4,
1.56E07,5.502E+4,
1.58E07,5.401E+4,
1.6E07,5.316E+4,
1.62E07,5.235E+4,
1.64E07,5.187E+4,
1.66E07,5.090E+4,
1.68E07,5.043E+4,
1.7E07,4.923E+4,
1.72E07,4.862E+4,
1.74E07,4.768E+4,
1.76E07,4.715E+4,
1.78E07,4.656E+4,
1.8E07,4.556E+4,
1.82E07,4.501E+4,
1.84E07,4.488E+4,
1.86E07,4.415E+4,
1.88E07,4.320E+4,
1.9E07,4.267E+4,
1.92E07,4.214E+4,
1.94E07,4.178E+4,
1.96E07,4.062E+4,
1.98E07,3.993E+4,
2E07,3.957E+4,
2.02E07,3.894E+4,
2.04E07,3.858E+4,
2.06E07,3.811E+4,
2.08E07,3.762E+4,
2.1E07,3.737E+4,
2.12E07,3.666E+4,
2.14E07,3.595E+4,
2.16E07,3.523E+4,
2.18E07,3.505E+4,
2.2E07,3.424E+4,
2.22E07,3.406E+4,
2.24E07,3.364E+4,
2.26E07,3.297E+4,
2.28E07,3.280E+4,
2.3E07,3.211E+4,
2.32E07,3.167E+4,
2.34E07,3.119E+4,
2.36E07,3.070E+4,
2.38E07,3.061E+4,
2.4E07,2.995E+4,
2.42E07,2.962E+4,
2.44E07,2.951E+4,
2.46E07,2.865E+4,
2.48E07,2.831E+4,
2.5E07,2.810E+4,
2.52E07,2.749E+4,
2.54E07,2.720E+4,
2.56E07,2.647E+4,
2.58E07,2.658E+4,
2.6E07,2.616E+4,
2.62E07,2.596E+4,
2.64E07,2.551E+4,
2.66E07,2.548E+4,
2.68E07,2.524E+4,
2.7E07,2.448E+4,
2.72E07,2.452E+4,
2.74E07,2.407E+4,
2.76E07,2.381E+4,
2.78E07,2.324E+4,
2.8E07,2.275E+4,
2.82E07,2.269E+4,
2.84E07,2.260E+4,
2.86E07,2.224E+4,
2.88E07,2.183E+4,
2.9E07,2.173E+4,
2.92E07,2.146E+4,
2.94E07,2.089E+4,
2.96E07,2.081E+4,
2.98E07,2.049E+4,
3E07,2.044E+4,
3.02E07,2.028E+4,
3.04E07,1.988E+4,
3.06E07,1.968E+4,
3.08E07,1.952E+4,
3.1E07,1.903E+4,
3.12E07,1.901E+4,
3.14E07,1.887E+4,
3.16E07,1.879E+4,
3.18E07,1.875E+4,
3.2E07,1.824E+4,
3.22E07,1.789E+4,
3.24E07,1.779E+4,
3.26E07,1.732E+4,
3.28E07,1.717E+4,
3.3E07,1.732E+4,
3.32E07,1.707E+4,
3.34E07,1.706E+4,
3.36E07,1.657E+4,
3.38E07,1.647E+4,
3.4E07,1.641E+4,
3.42E07,1.602E+4,
3.44E07,1.586E+4,
3.46E07,1.552E+4,
3.48E07,1.554E+4,
3.5E07,1.539E+4,
3.52E07,1.512E+4,
3.54E07,1.515E+4,
3.56E07,1.492E+4,
3.58E07,1.503E+4,
3.6E07,1.460E+4,
3.62E07,1.445E+4,
3.64E07,1.443E+4,
3.66E07,1.421E+4,
3.68E07,1.416E+4,
3.7E07,1.399E+4,
3.72E07,1.382E+4,
3.74E07,1.377E+4,
3.76E07,1.350E+4,
3.78E07,1.349E+4,
3.8E07,1.340E+4,
3.82E07,1.321E+4,
3.84E07,1.321E+4,
3.86E07,1.295E+4,
3.88E07,1.260E+4,
3.9E07,1.279E+4,
3.92E07,1.244E+4,
3.94E07,1.241E+4,
3.96E07,1.235E+4,
3.98E07,1.214E+4,
4E07,1.229E+4,
4.02E07,1.219E+4,
4.04E07,1.190E+4,
4.06E07,1.197E+4,
4.08E07,1.171E+4,
4.1E07,1.150E+4,
4.12E07,1.161E+4,
4.14E07,1.125E+4,
4.16E07,1.127E+4,
4.18E07,1.134E+4,
4.2E07,1.134E+4,
4.22E07,1.126E+4,
4.24E07,1.122E+4,
4.26E07,1.092E+4,
4.28E07,1.070E+4,
4.3E07,1.088E+4,
4.32E07,1.073E+4,
4.34E07,1.065E+4,
4.36E07,1.059E+4,
4.38E07,1.034E+4,
4.4E07,1.041E+4,
4.42E07,1.036E+4,
4.44E07,1.029E+4,
4.46E07,1.022E+4,
4.48E07,1.011E+4,
4.5E07,1.004E+4,
4.52E07,1.003E+4,
4.54E07,9.817E+3,
4.56E07,9.839E+3,
4.58E07,9.908E+3,
4.6E07,9.722E+3,
4.62E07,9.576E+3,
4.64E07,9.555E+3,
4.66E07,9.489E+3,
4.68E07,9.347E+3,
4.7E07,9.556E+3,
4.72E07,9.261E+3,
4.74E07,9.496E+3,
4.76E07,9.088E+3,
4.78E07,9.219E+3,
4.8E07,9.027E+3,
4.82E07,9.153E+3,
4.84E07,8.992E+3,
4.86E07,9.045E+3,
4.88E07,8.904E+3,
4.9E07,8.994E+3,
4.92E07,8.846E+3,
4.94E07,8.652E+3,
4.96E07,8.543E+3,
4.98E07,8.539E+3,
5E07,8.622E+3,
5.02E07,8.331E+3,
5.04E07,8.535E+3,
5.06E07,8.472E+3,
5.08E07,8.515E+3,
5.1E07,8.428E+3,
5.12E07,8.345E+3,
5.14E07,8.425E+3,
5.16E07,8.261E+3,
5.18E07,8.205E+3,
5.2E07,8.251E+3,
5.22E07,8.284E+3,
5.24E07,8.204E+3,
5.26E07,7.949E+3,
5.28E07,8.097E+3,
5.3E07,8.102E+3,
5.32E07,8.007E+3,
5.34E07,8.039E+3,
5.36E07,7.843E+3,
5.38E07,7.945E+3,
5.4E07,7.686E+3,
5.42E07,7.705E+3,
5.44E07,7.904E+3,
5.46E07,7.715E+3,
5.48E07,7.642E+3,
5.5E07,7.725E+3,
5.52E07,7.698E+3,
5.54E07,7.735E+3,
5.56E07,7.613E+3,
5.58E07,7.621E+3,
5.6E07,7.377E+3,
5.62E07,7.618E+3,
5.64E07,7.450E+3,
5.66E07,7.653E+3,
5.68E07,7.486E+3,
5.7E07,7.434E+3,
5.72E07,7.501E+3,
5.74E07,7.424E+3,
5.76E07,7.394E+3,
5.78E07,7.279E+3,
5.8E07,7.315E+3,
5.82E07,7.172E+3,
5.84E07,7.483E+3,
5.86E07,7.224E+3,
5.88E07,7.301E+3,
5.9E07,7.078E+3,
5.92E07,7.104E+3,
5.94E07,7.212E+3,
5.96E07,7.021E+3,
5.98E07,7.173E+3,
6E07,7.043E+3,
6.02E07,7.080E+3,
6.04E07,7.034E+3,
6.06E07,7.292E+3,
6.08E07,7.113E+3,
6.1E07,7.051E+3,
6.12E07,7.055E+3,
6.14E07,7.009E+3,
6.16E07,7.118E+3,
6.18E07,7.054E+3,
6.2E07,6.834E+3,
6.22E07,6.847E+3,
6.24E07,7.002E+3,
6.26E07,6.856E+3,
6.28E07,6.912E+3,
6.3E07,7.012E+3,
6.32E07,6.868E+3,
6.34E07,6.884E+3,
6.36E07,6.755E+3,
6.38E07,6.798E+3,
64000005.000000,6.673E+3,
64200005.000000,6.955E+3,
64400005.000000,6.781E+3,
64600005.000000,6.776E+3,
64800005.000000,6.663E+3,
65000005.000000,6.783E+3,
65200005.000000,6.720E+3,
65400005.000000,6.603E+3,
65600005.000000,6.674E+3,
65800005.000000,6.414E+3,
