Labels,100us_250k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,1.343E+4,
2E05,2.073E+4,
4E05,2.014E+4,
6E05,1.997E+4,
800000.060000,1.929E+4,
1E06,1.905E+4,
1.2E06,1.895E+4,
1.4E06,1.877E+4,
1.6E06,1.806E+4,
1.8E06,1.838E+4,
2E06,1.791E+4,
2.2E06,1.756E+4,
2.4E06,1.749E+4,
2.6E06,1.734E+4,
2.8E06,1.680E+4,
3E06,1.685E+4,
3.2E06,1.667E+4,
3.4E06,1.661E+4,
3.6E06,1.631E+4,
3.8E06,1.613E+4,
4E06,1.597E+4,
4.2E06,1.580E+4,
4.4E06,1.549E+4,
4.6E06,1.553E+4,
4.8E06,1.527E+4,
5E06,1.494E+4,
5.2E06,1.496E+4,
5.4E06,1.454E+4,
5.6E06,1.425E+4,
5.8E06,1.445E+4,
6E06,1.421E+4,
6.2E06,1.406E+4,
6400000.500000,1.380E+4,
6600000.500000,1.370E+4,
6800000.500000,1.370E+4,
7000000.500000,1.333E+4,
7200000.600000,1.347E+4,
7400000.600000,1.323E+4,
7600000.600000,1.308E+4,
7800000.600000,1.296E+4,
8000000.600000,1.305E+4,
8200000.600000,1.298E+4,
8400000.700000,1.267E+4,
8600000.700000,1.243E+4,
8800000.700000,1.231E+4,
9000000.700000,1.242E+4,
9200000.700000,1.222E+4,
9400000.700000,1.215E+4,
9600000.800000,1.179E+4,
9800000.800000,1.206E+4,
1E07,1.162E+4,
1.02E07,1.183E+4,
1.04E07,1.167E+4,
1.06E07,1.131E+4,
1.08E07,1.150E+4,
1.1E07,1.126E+4,
1.12E07,1.120E+4,
1.14E07,1.123E+4,
1.16E07,1.092E+4,
1.18E07,1.096E+4,
1.2E07,1.094E+4,
1.22E07,1.099E+4,
1.24E07,1.073E+4,
1.26E07,1.072E+4,
1.28E07,1.033E+4,
1.3E07,1.052E+4,
1.32E07,1.053E+4,
1.34E07,1.029E+4,
1.36E07,1.030E+4,
1.38E07,1.022E+4,
1.4E07,9.948E+3,
1.42E07,1.018E+4,
1.44E07,9.953E+3,
1.46E07,9.878E+3,
1.48E07,9.914E+3,
1.5E07,9.827E+3,
1.52E07,9.732E+3,
1.54E07,9.674E+3,
1.56E07,9.584E+3,
1.58E07,9.435E+3,
1.6E07,9.452E+3,
1.62E07,9.273E+3,
1.64E07,9.631E+3,
1.66E07,9.253E+3,
1.68E07,9.411E+3,
1.7E07,9.246E+3,
1.72E07,9.309E+3,
1.74E07,9.066E+3,
1.76E07,9.086E+3,
1.78E07,9.116E+3,
1.8E07,8.934E+3,
1.82E07,8.765E+3,
1.84E07,9.022E+3,
1.86E07,8.695E+3,
1.88E07,8.830E+3,
1.9E07,8.926E+3,
1.92E07,8.578E+3,
1.94E07,8.515E+3,
1.96E07,8.568E+3,
1.98E07,8.479E+3,
2E07,8.402E+3,
2.02E07,8.580E+3,
2.04E07,8.367E+3,
2.06E07,8.399E+3,
2.08E07,8.444E+3,
2.1E07,8.147E+3,
2.12E07,8.295E+3,
2.14E07,8.301E+3,
2.16E07,8.324E+3,
2.18E07,8.222E+3,
2.2E07,8.174E+3,
2.22E07,8.116E+3,
2.24E07,7.814E+3,
2.26E07,7.923E+3,
2.28E07,8.008E+3,
2.3E07,7.907E+3,
2.32E07,8.145E+3,
2.34E07,7.785E+3,
2.36E07,7.970E+3,
2.38E07,7.733E+3,
2.4E07,7.882E+3,
2.42E07,7.729E+3,
2.44E07,7.963E+3,
2.46E07,7.681E+3,
2.48E07,7.762E+3,
2.5E07,7.529E+3,
2.52E07,7.672E+3,
2.54E07,7.584E+3,
2.56E07,7.686E+3,
2.58E07,7.532E+3,
2.6E07,7.607E+3,
2.62E07,7.344E+3,
2.64E07,7.321E+3,
2.66E07,7.482E+3,
2.68E07,7.327E+3,
2.7E07,7.450E+3,
2.72E07,7.263E+3,
2.74E07,7.357E+3,
2.76E07,7.117E+3,
2.78E07,7.331E+3,
2.8E07,7.151E+3,
2.82E07,7.249E+3,
2.84E07,7.206E+3,
2.86E07,7.424E+3,
2.88E07,7.168E+3,
2.9E07,7.301E+3,
2.92E07,7.153E+3,
2.94E07,7.228E+3,
2.96E07,7.098E+3,
2.98E07,7.277E+3,
3E07,6.848E+3,
3.02E07,7.051E+3,
3.04E07,7.098E+3,
3.06E07,6.921E+3,
3.08E07,7.084E+3,
3.1E07,7.208E+3,
3.12E07,6.983E+3,
3.14E07,7.056E+3,
3.16E07,6.848E+3,
3.18E07,7.150E+3,
3.2E07,7.007E+3,
3.22E07,6.984E+3,
3.24E07,6.763E+3,
3.26E07,6.830E+3,
3.28E07,6.888E+3,
3.3E07,6.854E+3,
3.32E07,6.884E+3,
3.34E07,6.843E+3,
3.36E07,6.790E+3,
3.38E07,6.938E+3,
3.4E07,6.805E+3,
3.42E07,6.789E+3,
3.44E07,6.863E+3,
3.46E07,6.874E+3,
3.48E07,6.765E+3,
3.5E07,6.854E+3,
3.52E07,6.567E+3,
3.54E07,6.767E+3,
3.56E07,6.750E+3,
3.58E07,6.663E+3,
3.6E07,6.778E+3,
3.62E07,6.686E+3,
3.64E07,6.592E+3,
3.66E07,6.764E+3,
3.68E07,6.732E+3,
3.7E07,6.628E+3,
3.72E07,6.688E+3,
3.74E07,6.649E+3,
3.76E07,6.699E+3,
3.78E07,6.546E+3,
3.8E07,6.649E+3,
3.82E07,6.390E+3,
3.84E07,6.562E+3,
3.86E07,6.678E+3,
3.88E07,6.524E+3,
3.9E07,6.497E+3,
3.92E07,6.657E+3,
3.94E07,6.543E+3,
3.96E07,6.624E+3,
3.98E07,6.398E+3,
4E07,6.527E+3,
4.02E07,6.699E+3,
4.04E07,6.762E+3,
4.06E07,6.578E+3,
4.08E07,6.339E+3,
4.1E07,6.446E+3,
4.12E07,6.508E+3,
4.14E07,6.470E+3,
4.16E07,6.245E+3,
4.18E07,6.461E+3,
4.2E07,6.444E+3,
4.22E07,6.531E+3,
4.24E07,6.485E+3,
4.26E07,6.501E+3,
4.28E07,6.583E+3,
4.3E07,6.443E+3,
4.32E07,6.408E+3,
4.34E07,6.518E+3,
4.36E07,6.377E+3,
4.38E07,6.461E+3,
4.4E07,6.260E+3,
4.42E07,6.416E+3,
4.44E07,6.284E+3,
4.46E07,6.261E+3,
4.48E07,6.415E+3,
4.5E07,6.360E+3,
4.52E07,6.268E+3,
4.54E07,6.387E+3,
4.56E07,6.248E+3,
4.58E07,6.266E+3,
4.6E07,6.265E+3,
4.62E07,6.468E+3,
4.64E07,6.302E+3,
4.66E07,6.169E+3,
4.68E07,6.344E+3,
4.7E07,6.150E+3,
4.72E07,6.328E+3,
4.74E07,6.432E+3,
4.76E07,6.425E+3,
4.78E07,6.246E+3,
4.8E07,6.237E+3,
4.82E07,6.443E+3,
4.84E07,6.295E+3,
4.86E07,6.361E+3,
4.88E07,6.171E+3,
4.9E07,6.252E+3,
4.92E07,6.291E+3,
4.94E07,6.462E+3,
4.96E07,6.439E+3,
4.98E07,6.234E+3,
5E07,6.221E+3,
5.02E07,6.213E+3,
5.04E07,6.154E+3,
5.06E07,6.403E+3,
5.08E07,6.199E+3,
5.1E07,6.222E+3,
5.12E07,6.371E+3,
5.14E07,6.373E+3,
5.16E07,6.221E+3,
5.18E07,6.321E+3,
5.2E07,6.268E+3,
5.22E07,6.185E+3,
5.24E07,6.387E+3,
5.26E07,6.201E+3,
5.28E07,6.305E+3,
5.3E07,6.349E+3,
5.32E07,6.173E+3,
5.34E07,6.193E+3,
5.36E07,6.207E+3,
5.38E07,6.104E+3,
5.4E07,6.265E+3,
5.42E07,6.084E+3,
5.44E07,6.248E+3,
5.46E07,6.168E+3,
5.48E07,6.305E+3,
5.5E07,6.321E+3,
5.52E07,6.322E+3,
5.54E07,6.258E+3,
5.56E07,6.342E+3,
5.58E07,6.390E+3,
5.6E07,6.247E+3,
5.62E07,6.099E+3,
5.64E07,6.223E+3,
5.66E07,6.165E+3,
5.68E07,6.259E+3,
5.7E07,6.162E+3,
5.72E07,5.992E+3,
5.74E07,6.272E+3,
5.76E07,6.292E+3,
5.78E07,6.254E+3,
5.8E07,6.290E+3,
5.82E07,6.122E+3,
5.84E07,6.041E+3,
5.86E07,6.157E+3,
5.88E07,6.190E+3,
5.9E07,6.096E+3,
5.92E07,6.214E+3,
5.94E07,6.036E+3,
5.96E07,6.162E+3,
5.98E07,6.120E+3,
6E07,6.186E+3,
6.02E07,6.141E+3,
6.04E07,6.010E+3,
6.06E07,6.135E+3,
6.08E07,6.172E+3,
6.1E07,6.113E+3,
6.12E07,6.118E+3,
6.14E07,6.152E+3,
6.16E07,6.167E+3,
6.18E07,6.143E+3,
6.2E07,6.007E+3,
6.22E07,6.056E+3,
6.24E07,6.160E+3,
6.26E07,6.156E+3,
6.28E07,6.073E+3,
6.3E07,6.176E+3,
6.32E07,6.236E+3,
6.34E07,5.981E+3,
6.36E07,6.211E+3,
6.38E07,6.151E+3,
64000005.000000,6.143E+3,
64200005.000000,6.216E+3,
64400005.000000,6.216E+3,
64600005.000000,6.141E+3,
64800005.000000,6.102E+3,
65000005.000000,6.140E+3,
65200005.000000,6.078E+3,
65400005.000000,6.126E+3,
65600005.000000,6.149E+3,
65800005.000000,6.220E+3,
