Labels,65ms_283k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,9.049E+3,
2E05,2.419E+4,
4E05,3.875E+4,
6E05,5.289E+4,
800000.060000,6.590E+4,
1E06,7.866E+4,
1.2E06,9.199E+4,
1.4E06,1.037E+5,
1.6E06,1.151E+5,
1.8E06,1.265E+5,
2E06,1.369E+5,
2.2E06,1.475E+5,
2.4E06,1.576E+5,
2.6E06,1.673E+5,
2.8E06,1.769E+5,
3E06,1.852E+5,
3.2E06,1.937E+5,
3.4E06,2.027E+5,
3.6E06,2.105E+5,
3.8E06,2.184E+5,
4E06,2.266E+5,
4.2E06,2.341E+5,
4.4E06,2.408E+5,
4.6E06,2.467E+5,
4.8E06,2.549E+5,
5E06,2.608E+5,
5.2E06,2.676E+5,
5.4E06,2.737E+5,
5.6E06,2.790E+5,
5.8E06,2.858E+5,
6E06,2.911E+5,
6.2E06,2.960E+5,
6400000.500000,3.021E+5,
6600000.500000,3.069E+5,
6800000.500000,3.123E+5,
7000000.500000,3.169E+5,
7200000.600000,3.216E+5,
7400000.600000,3.257E+5,
7600000.600000,3.307E+5,
7800000.600000,3.346E+5,
8000000.600000,3.385E+5,
8200000.600000,3.434E+5,
8400000.700000,3.469E+5,
8600000.700000,3.499E+5,
8800000.700000,3.551E+5,
9000000.700000,3.580E+5,
9200000.700000,3.624E+5,
9400000.700000,3.666E+5,
9600000.800000,3.684E+5,
9800000.800000,3.731E+5,
1E07,3.768E+5,
1.02E07,3.787E+5,
1.04E07,3.824E+5,
1.06E07,3.855E+5,
1.08E07,3.895E+5,
1.1E07,3.909E+5,
1.12E07,3.950E+5,
1.14E07,3.972E+5,
1.16E07,4.000E+5,
1.18E07,4.019E+5,
1.2E07,4.047E+5,
1.22E07,4.074E+5,
1.24E07,4.099E+5,
1.26E07,4.127E+5,
1.28E07,4.147E+5,
1.3E07,4.169E+5,
1.32E07,4.184E+5,
1.34E07,4.208E+5,
1.36E07,4.242E+5,
1.38E07,4.258E+5,
1.4E07,4.280E+5,
1.42E07,4.308E+5,
1.44E07,4.309E+5,
1.46E07,4.332E+5,
1.48E07,4.354E+5,
1.5E07,4.376E+5,
1.52E07,4.374E+5,
1.54E07,4.413E+5,
1.56E07,4.422E+5,
1.58E07,4.448E+5,
1.6E07,4.460E+5,
1.62E07,4.474E+5,
1.64E07,4.478E+5,
1.66E07,4.512E+5,
1.68E07,4.512E+5,
1.7E07,4.518E+5,
1.72E07,4.551E+5,
1.74E07,4.555E+5,
1.76E07,4.572E+5,
1.78E07,4.578E+5,
1.8E07,4.603E+5,
1.82E07,4.615E+5,
1.84E07,4.621E+5,
1.86E07,4.638E+5,
1.88E07,4.649E+5,
1.9E07,4.662E+5,
1.92E07,4.672E+5,
1.94E07,4.688E+5,
1.96E07,4.690E+5,
1.98E07,4.705E+5,
2E07,4.707E+5,
2.02E07,4.729E+5,
2.04E07,4.738E+5,
2.06E07,4.743E+5,
2.08E07,4.759E+5,
2.1E07,4.772E+5,
2.12E07,4.777E+5,
2.14E07,4.782E+5,
2.16E07,4.790E+5,
2.18E07,4.793E+5,
2.2E07,4.822E+5,
2.22E07,4.825E+5,
2.24E07,4.819E+5,
2.26E07,4.837E+5,
2.28E07,4.839E+5,
2.3E07,4.859E+5,
2.32E07,4.856E+5,
2.34E07,4.861E+5,
2.36E07,4.890E+5,
2.38E07,4.886E+5,
2.4E07,4.883E+5,
2.42E07,4.898E+5,
2.44E07,4.906E+5,
2.46E07,4.910E+5,
2.48E07,4.919E+5,
2.5E07,4.928E+5,
2.52E07,4.936E+5,
2.54E07,4.924E+5,
2.56E07,4.951E+5,
2.58E07,4.938E+5,
2.6E07,4.960E+5,
2.62E07,4.968E+5,
2.64E07,4.977E+5,
2.66E07,4.970E+5,
2.68E07,4.985E+5,
2.7E07,4.985E+5,
2.72E07,4.977E+5,
2.74E07,4.988E+5,
2.76E07,5.001E+5,
2.78E07,5.002E+5,
2.8E07,5.001E+5,
2.82E07,5.001E+5,
2.84E07,5.023E+5,
2.86E07,5.004E+5,
2.88E07,5.018E+5,
2.9E07,5.019E+5,
2.92E07,5.035E+5,
2.94E07,5.041E+5,
2.96E07,5.028E+5,
2.98E07,5.047E+5,
3E07,5.049E+5,
3.02E07,5.046E+5,
3.04E07,5.060E+5,
3.06E07,5.047E+5,
3.08E07,5.064E+5,
3.1E07,5.067E+5,
3.12E07,5.067E+5,
3.14E07,5.078E+5,
3.16E07,5.072E+5,
3.18E07,5.077E+5,
3.2E07,5.080E+5,
3.22E07,5.088E+5,
3.24E07,5.102E+5,
3.26E07,5.089E+5,
3.28E07,5.085E+5,
3.3E07,5.088E+5,
3.32E07,5.098E+5,
3.34E07,5.102E+5,
3.36E07,5.109E+5,
3.38E07,5.113E+5,
3.4E07,5.108E+5,
3.42E07,5.108E+5,
3.44E07,5.122E+5,
3.46E07,5.123E+5,
3.48E07,5.123E+5,
3.5E07,5.124E+5,
3.52E07,5.131E+5,
3.54E07,5.126E+5,
3.56E07,5.124E+5,
3.58E07,5.132E+5,
3.6E07,5.129E+5,
3.62E07,5.132E+5,
3.64E07,5.140E+5,
3.66E07,5.145E+5,
3.68E07,5.152E+5,
3.7E07,5.143E+5,
3.72E07,5.149E+5,
3.74E07,5.138E+5,
3.76E07,5.149E+5,
3.78E07,5.164E+5,
3.8E07,5.167E+5,
3.82E07,5.165E+5,
3.84E07,5.155E+5,
3.86E07,5.166E+5,
3.88E07,5.173E+5,
3.9E07,5.164E+5,
3.92E07,5.160E+5,
3.94E07,5.168E+5,
3.96E07,5.166E+5,
3.98E07,5.168E+5,
4E07,5.164E+5,
4.02E07,5.179E+5,
4.04E07,5.174E+5,
4.06E07,5.180E+5,
4.08E07,5.174E+5,
4.1E07,5.185E+5,
4.12E07,5.175E+5,
4.14E07,5.185E+5,
4.16E07,5.177E+5,
4.18E07,5.186E+5,
4.2E07,5.177E+5,
4.22E07,5.194E+5,
4.24E07,5.193E+5,
4.26E07,5.188E+5,
4.28E07,5.190E+5,
4.3E07,5.199E+5,
4.32E07,5.198E+5,
4.34E07,5.198E+5,
4.36E07,5.195E+5,
4.38E07,5.198E+5,
4.4E07,5.198E+5,
4.42E07,5.199E+5,
4.44E07,5.203E+5,
4.46E07,5.195E+5,
4.48E07,5.200E+5,
4.5E07,5.205E+5,
4.52E07,5.197E+5,
4.54E07,5.207E+5,
4.56E07,5.205E+5,
4.58E07,5.207E+5,
4.6E07,5.199E+5,
4.62E07,5.204E+5,
4.64E07,5.201E+5,
4.66E07,5.203E+5,
4.68E07,5.211E+5,
4.7E07,5.212E+5,
4.72E07,5.206E+5,
4.74E07,5.210E+5,
4.76E07,5.214E+5,
4.78E07,5.218E+5,
4.8E07,5.214E+5,
4.82E07,5.221E+5,
4.84E07,5.227E+5,
4.86E07,5.216E+5,
4.88E07,5.228E+5,
4.9E07,5.214E+5,
4.92E07,5.219E+5,
4.94E07,5.216E+5,
4.96E07,5.224E+5,
4.98E07,5.222E+5,
5E07,5.223E+5,
5.02E07,5.226E+5,
5.04E07,5.219E+5,
5.06E07,5.216E+5,
5.08E07,5.217E+5,
5.1E07,5.223E+5,
5.12E07,5.220E+5,
5.14E07,5.226E+5,
5.16E07,5.226E+5,
5.18E07,5.232E+5,
5.2E07,5.231E+5,
5.22E07,5.232E+5,
5.24E07,5.233E+5,
5.26E07,5.233E+5,
5.28E07,5.239E+5,
5.3E07,5.230E+5,
5.32E07,5.231E+5,
5.34E07,5.227E+5,
5.36E07,5.224E+5,
5.38E07,5.237E+5,
5.4E07,5.241E+5,
5.42E07,5.247E+5,
5.44E07,5.235E+5,
5.46E07,5.239E+5,
5.48E07,5.223E+5,
5.5E07,5.236E+5,
5.52E07,5.230E+5,
5.54E07,5.238E+5,
5.56E07,5.234E+5,
5.58E07,5.228E+5,
5.6E07,5.234E+5,
5.62E07,5.233E+5,
5.64E07,5.241E+5,
5.66E07,5.237E+5,
5.68E07,5.236E+5,
5.7E07,5.234E+5,
5.72E07,5.233E+5,
5.74E07,5.239E+5,
5.76E07,5.238E+5,
5.78E07,5.247E+5,
5.8E07,5.249E+5,
5.82E07,5.234E+5,
5.84E07,5.235E+5,
5.86E07,5.236E+5,
5.88E07,5.244E+5,
5.9E07,5.236E+5,
5.92E07,5.233E+5,
5.94E07,5.243E+5,
5.96E07,5.247E+5,
5.98E07,5.231E+5,
6E07,5.246E+5,
6.02E07,5.245E+5,
6.04E07,5.243E+5,
6.06E07,5.235E+5,
6.08E07,5.236E+5,
6.1E07,5.246E+5,
6.12E07,5.233E+5,
6.14E07,5.238E+5,
6.16E07,5.239E+5,
6.18E07,5.244E+5,
6.2E07,5.231E+5,
6.22E07,5.242E+5,
6.24E07,5.242E+5,
6.26E07,5.241E+5,
6.28E07,5.240E+5,
6.3E07,5.228E+5,
6.32E07,5.249E+5,
6.34E07,5.245E+5,
6.36E07,5.233E+5,
6.38E07,5.240E+5,
64000005.000000,5.245E+5,
64200005.000000,5.246E+5,
64400005.000000,5.247E+5,
64600005.000000,5.240E+5,
64800005.000000,5.243E+5,
65000005.000000,5.240E+5,
65200005.000000,5.186E+5,
65400005.000000,5.118E+5,
65600005.000000,5.044E+5,
65800005.000000,4.992E+5,
