Labels,2ms_200k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,1.385E+4,
2E05,4.511E+4,
4E05,7.507E+4,
6E05,1.029E+5,
800000.060000,1.287E+5,
1E06,1.532E+5,
1.2E06,1.768E+5,
1.4E06,1.981E+5,
1.6E06,2.195E+5,
1.8E06,2.382E+5,
2E06,2.541E+5,
2.2E06,2.507E+5,
2.4E06,2.475E+5,
2.6E06,2.425E+5,
2.8E06,2.385E+5,
3E06,2.340E+5,
3.2E06,2.309E+5,
3.4E06,2.274E+5,
3.6E06,2.234E+5,
3.8E06,2.199E+5,
4E06,2.157E+5,
4.2E06,2.123E+5,
4.4E06,2.090E+5,
4.6E06,2.051E+5,
4.8E06,2.022E+5,
5E06,1.989E+5,
5.2E06,1.972E+5,
5.4E06,1.926E+5,
5.6E06,1.894E+5,
5.8E06,1.869E+5,
6E06,1.837E+5,
6.2E06,1.798E+5,
6400000.500000,1.780E+5,
6600000.500000,1.749E+5,
6800000.500000,1.722E+5,
7000000.500000,1.699E+5,
7200000.600000,1.667E+5,
7400000.600000,1.650E+5,
7600000.600000,1.617E+5,
7800000.600000,1.595E+5,
8000000.600000,1.560E+5,
8200000.600000,1.540E+5,
8400000.700000,1.513E+5,
8600000.700000,1.500E+5,
8800000.700000,1.460E+5,
9000000.700000,1.444E+5,
9200000.700000,1.429E+5,
9400000.700000,1.396E+5,
9600000.800000,1.379E+5,
9800000.800000,1.356E+5,
1E07,1.339E+5,
1.02E07,1.317E+5,
1.04E07,1.297E+5,
1.06E07,1.275E+5,
1.08E07,1.255E+5,
1.1E07,1.240E+5,
1.12E07,1.225E+5,
1.14E07,1.202E+5,
1.16E07,1.180E+5,
1.18E07,1.165E+5,
1.2E07,1.147E+5,
1.22E07,1.127E+5,
1.24E07,1.107E+5,
1.26E07,1.094E+5,
1.28E07,1.083E+5,
1.3E07,1.063E+5,
1.32E07,1.042E+5,
1.34E07,1.029E+5,
1.36E07,1.013E+5,
1.38E07,1.007E+5,
1.4E07,9.889E+4,
1.42E07,9.700E+4,
1.44E07,9.510E+4,
1.46E07,9.375E+4,
1.48E07,9.223E+4,
1.5E07,9.105E+4,
1.52E07,8.991E+4,
1.54E07,8.832E+4,
1.56E07,8.700E+4,
1.58E07,8.526E+4,
1.6E07,8.427E+4,
1.62E07,8.291E+4,
1.64E07,8.148E+4,
1.66E07,8.098E+4,
1.68E07,7.989E+4,
1.7E07,7.861E+4,
1.72E07,7.687E+4,
1.74E07,7.547E+4,
1.76E07,7.497E+4,
1.78E07,7.389E+4,
1.8E07,7.254E+4,
1.82E07,7.128E+4,
1.84E07,7.010E+4,
1.86E07,6.930E+4,
1.88E07,6.833E+4,
1.9E07,6.711E+4,
1.92E07,6.625E+4,
1.94E07,6.571E+4,
1.96E07,6.445E+4,
1.98E07,6.335E+4,
2E07,6.261E+4,
2.02E07,6.221E+4,
2.04E07,6.046E+4,
2.06E07,6.000E+4,
2.08E07,5.883E+4,
2.1E07,5.766E+4,
2.12E07,5.744E+4,
2.14E07,5.658E+4,
2.16E07,5.532E+4,
2.18E07,5.491E+4,
2.2E07,5.387E+4,
2.22E07,5.354E+4,
2.24E07,5.258E+4,
2.26E07,5.161E+4,
2.28E07,5.127E+4,
2.3E07,5.012E+4,
2.32E07,4.961E+4,
2.34E07,4.872E+4,
2.36E07,4.788E+4,
2.38E07,4.729E+4,
2.4E07,4.664E+4,
2.42E07,4.665E+4,
2.44E07,4.557E+4,
2.46E07,4.433E+4,
2.48E07,4.428E+4,
2.5E07,4.390E+4,
2.52E07,4.326E+4,
2.54E07,4.271E+4,
2.56E07,4.179E+4,
2.58E07,4.147E+4,
2.6E07,4.071E+4,
2.62E07,3.989E+4,
2.64E07,3.954E+4,
2.66E07,3.950E+4,
2.68E07,3.831E+4,
2.7E07,3.807E+4,
2.72E07,3.713E+4,
2.74E07,3.702E+4,
2.76E07,3.673E+4,
2.78E07,3.641E+4,
2.8E07,3.533E+4,
2.82E07,3.469E+4,
2.84E07,3.482E+4,
2.86E07,3.436E+4,
2.88E07,3.372E+4,
2.9E07,3.337E+4,
2.92E07,3.287E+4,
2.94E07,3.219E+4,
2.96E07,3.173E+4,
2.98E07,3.136E+4,
3E07,3.073E+4,
3.02E07,3.045E+4,
3.04E07,3.025E+4,
3.06E07,2.973E+4,
3.08E07,2.978E+4,
3.1E07,2.926E+4,
3.12E07,2.874E+4,
3.14E07,2.844E+4,
3.16E07,2.802E+4,
3.18E07,2.779E+4,
3.2E07,2.734E+4,
3.22E07,2.699E+4,
3.24E07,2.651E+4,
3.26E07,2.617E+4,
3.28E07,2.577E+4,
3.3E07,2.543E+4,
3.32E07,2.525E+4,
3.34E07,2.496E+4,
3.36E07,2.448E+4,
3.38E07,2.437E+4,
3.4E07,2.415E+4,
3.42E07,2.416E+4,
3.44E07,2.355E+4,
3.46E07,2.327E+4,
3.48E07,2.296E+4,
3.5E07,2.243E+4,
3.52E07,2.243E+4,
3.54E07,2.212E+4,
3.56E07,2.209E+4,
3.58E07,2.164E+4,
3.6E07,2.115E+4,
3.62E07,2.139E+4,
3.64E07,2.069E+4,
3.66E07,2.049E+4,
3.68E07,2.041E+4,
3.7E07,2.016E+4,
3.72E07,2.007E+4,
3.74E07,1.977E+4,
3.76E07,1.923E+4,
3.78E07,1.907E+4,
3.8E07,1.903E+4,
3.82E07,1.911E+4,
3.84E07,1.886E+4,
3.86E07,1.852E+4,
3.88E07,1.807E+4,
3.9E07,1.791E+4,
3.92E07,1.762E+4,
3.94E07,1.760E+4,
3.96E07,1.752E+4,
3.98E07,1.734E+4,
4E07,1.721E+4,
4.02E07,1.717E+4,
4.04E07,1.689E+4,
4.06E07,1.642E+4,
4.08E07,1.662E+4,
4.1E07,1.631E+4,
4.12E07,1.607E+4,
4.14E07,1.608E+4,
4.16E07,1.601E+4,
4.18E07,1.558E+4,
4.2E07,1.564E+4,
4.22E07,1.538E+4,
4.24E07,1.528E+4,
4.26E07,1.514E+4,
4.28E07,1.504E+4,
4.3E07,1.469E+4,
4.32E07,1.464E+4,
4.34E07,1.454E+4,
4.36E07,1.424E+4,
4.38E07,1.437E+4,
4.4E07,1.410E+4,
4.42E07,1.402E+4,
4.44E07,1.369E+4,
4.46E07,1.342E+4,
4.48E07,1.358E+4,
4.5E07,1.346E+4,
4.52E07,1.321E+4,
4.54E07,1.327E+4,
4.56E07,1.294E+4,
4.58E07,1.307E+4,
4.6E07,1.277E+4,
4.62E07,1.293E+4,
4.64E07,1.266E+4,
4.66E07,1.250E+4,
4.68E07,1.203E+4,
4.7E07,1.264E+4,
4.72E07,1.213E+4,
4.74E07,1.236E+4,
4.76E07,1.202E+4,
4.78E07,1.191E+4,
4.8E07,1.162E+4,
4.82E07,1.182E+4,
4.84E07,1.155E+4,
4.86E07,1.157E+4,
4.88E07,1.158E+4,
4.9E07,1.136E+4,
4.92E07,1.136E+4,
4.94E07,1.121E+4,
4.96E07,1.084E+4,
4.98E07,1.110E+4,
5E07,1.116E+4,
5.02E07,1.086E+4,
5.04E07,1.083E+4,
5.06E07,1.060E+4,
5.08E07,1.065E+4,
5.1E07,1.072E+4,
5.12E07,1.044E+4,
5.14E07,1.041E+4,
5.16E07,1.024E+4,
5.18E07,1.045E+4,
5.2E07,1.024E+4,
5.22E07,1.042E+4,
5.24E07,1.010E+4,
5.26E07,1.004E+4,
5.28E07,1.005E+4,
5.3E07,9.992E+3,
5.32E07,9.826E+3,
5.34E07,9.675E+3,
5.36E07,9.694E+3,
5.38E07,9.676E+3,
5.4E07,9.707E+3,
5.42E07,9.390E+3,
5.44E07,9.606E+3,
5.46E07,9.490E+3,
5.48E07,9.441E+3,
5.5E07,9.496E+3,
5.52E07,9.393E+3,
5.54E07,9.253E+3,
5.56E07,9.488E+3,
5.58E07,9.089E+3,
5.6E07,9.215E+3,
5.62E07,9.209E+3,
5.64E07,8.895E+3,
5.66E07,9.038E+3,
5.68E07,9.022E+3,
5.7E07,8.976E+3,
5.72E07,8.952E+3,
5.74E07,8.937E+3,
5.76E07,8.756E+3,
5.78E07,8.775E+3,
5.8E07,8.649E+3,
5.82E07,8.477E+3,
5.84E07,8.556E+3,
5.86E07,8.603E+3,
5.88E07,8.523E+3,
5.9E07,8.426E+3,
5.92E07,8.508E+3,
5.94E07,8.241E+3,
5.96E07,8.315E+3,
5.98E07,8.101E+3,
6E07,8.350E+3,
6.02E07,8.207E+3,
6.04E07,8.292E+3,
6.06E07,8.126E+3,
6.08E07,8.159E+3,
6.1E07,8.080E+3,
6.12E07,8.016E+3,
6.14E07,8.101E+3,
6.16E07,8.084E+3,
6.18E07,8.072E+3,
6.2E07,7.974E+3,
6.22E07,7.961E+3,
6.24E07,7.908E+3,
6.26E07,7.771E+3,
6.28E07,8.033E+3,
6.3E07,7.834E+3,
6.32E07,7.676E+3,
6.34E07,7.853E+3,
6.36E07,7.752E+3,
6.38E07,7.743E+3,
64000005.000000,7.521E+3,
64200005.000000,7.499E+3,
64400005.000000,7.754E+3,
64600005.000000,7.523E+3,
64800005.000000,7.593E+3,
65000005.000000,7.623E+3,
65200005.000000,7.552E+3,
65400005.000000,7.637E+3,
65600005.000000,7.507E+3,
65800005.000000,7.358E+3,
