Labels,100us_100k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,1.208E+4,
2E05,2.444E+4,
4E05,2.333E+4,
6E05,2.281E+4,
800000.060000,2.248E+4,
1E06,2.238E+4,
1.2E06,2.180E+4,
1.4E06,2.155E+4,
1.6E06,2.098E+4,
1.8E06,2.111E+4,
2E06,2.034E+4,
2.2E06,2.046E+4,
2.4E06,2.012E+4,
2.6E06,1.974E+4,
2.8E06,1.934E+4,
3E06,1.901E+4,
3.2E06,1.916E+4,
3.4E06,1.896E+4,
3.6E06,1.843E+4,
3.8E06,1.829E+4,
4E06,1.813E+4,
4.2E06,1.783E+4,
4.4E06,1.761E+4,
4.6E06,1.775E+4,
4.8E06,1.720E+4,
5E06,1.734E+4,
5.2E06,1.663E+4,
5.4E06,1.662E+4,
5.6E06,1.621E+4,
5.8E06,1.631E+4,
6E06,1.618E+4,
6.2E06,1.583E+4,
6400000.500000,1.561E+4,
6600000.500000,1.592E+4,
6800000.500000,1.523E+4,
7000000.500000,1.514E+4,
7200000.600000,1.526E+4,
7400000.600000,1.495E+4,
7600000.600000,1.472E+4,
7800000.600000,1.465E+4,
8000000.600000,1.445E+4,
8200000.600000,1.453E+4,
8400000.700000,1.425E+4,
8600000.700000,1.396E+4,
8800000.700000,1.387E+4,
9000000.700000,1.353E+4,
9200000.700000,1.376E+4,
9400000.700000,1.385E+4,
9600000.800000,1.339E+4,
9800000.800000,1.337E+4,
1E07,1.320E+4,
1.02E07,1.314E+4,
1.04E07,1.320E+4,
1.06E07,1.284E+4,
1.08E07,1.278E+4,
1.1E07,1.269E+4,
1.12E07,1.247E+4,
1.14E07,1.227E+4,
1.16E07,1.223E+4,
1.18E07,1.224E+4,
1.2E07,1.213E+4,
1.22E07,1.177E+4,
1.24E07,1.163E+4,
1.26E07,1.182E+4,
1.28E07,1.170E+4,
1.3E07,1.146E+4,
1.32E07,1.143E+4,
1.34E07,1.165E+4,
1.36E07,1.149E+4,
1.38E07,1.097E+4,
1.4E07,1.123E+4,
1.42E07,1.119E+4,
1.44E07,1.093E+4,
1.46E07,1.085E+4,
1.48E07,1.073E+4,
1.5E07,1.071E+4,
1.52E07,1.079E+4,
1.54E07,1.024E+4,
1.56E07,1.047E+4,
1.58E07,1.044E+4,
1.6E07,1.049E+4,
1.62E07,9.995E+3,
1.64E07,1.037E+4,
1.66E07,1.007E+4,
1.68E07,9.967E+3,
1.7E07,1.010E+4,
1.72E07,9.981E+3,
1.74E07,9.844E+3,
1.76E07,9.613E+3,
1.78E07,9.701E+3,
1.8E07,9.673E+3,
1.82E07,9.639E+3,
1.84E07,9.641E+3,
1.86E07,9.434E+3,
1.88E07,9.417E+3,
1.9E07,9.190E+3,
1.92E07,9.163E+3,
1.94E07,9.331E+3,
1.96E07,9.251E+3,
1.98E07,9.045E+3,
2E07,8.964E+3,
2.02E07,9.007E+3,
2.04E07,8.770E+3,
2.06E07,9.066E+3,
2.08E07,8.998E+3,
2.1E07,9.081E+3,
2.12E07,8.763E+3,
2.14E07,8.731E+3,
2.16E07,8.765E+3,
2.18E07,8.562E+3,
2.2E07,8.625E+3,
2.22E07,8.561E+3,
2.24E07,8.707E+3,
2.26E07,8.496E+3,
2.28E07,8.430E+3,
2.3E07,8.517E+3,
2.32E07,8.406E+3,
2.34E07,8.357E+3,
2.36E07,8.314E+3,
2.38E07,8.194E+3,
2.4E07,8.208E+3,
2.42E07,8.357E+3,
2.44E07,8.369E+3,
2.46E07,8.116E+3,
2.48E07,8.043E+3,
2.5E07,8.062E+3,
2.52E07,7.889E+3,
2.54E07,7.722E+3,
2.56E07,7.698E+3,
2.58E07,7.982E+3,
2.6E07,7.816E+3,
2.62E07,7.809E+3,
2.64E07,7.685E+3,
2.66E07,7.799E+3,
2.68E07,7.753E+3,
2.7E07,7.721E+3,
2.72E07,7.602E+3,
2.74E07,7.611E+3,
2.76E07,7.444E+3,
2.78E07,7.628E+3,
2.8E07,7.419E+3,
2.82E07,7.599E+3,
2.84E07,7.436E+3,
2.86E07,7.507E+3,
2.88E07,7.402E+3,
2.9E07,7.470E+3,
2.92E07,7.487E+3,
2.94E07,7.466E+3,
2.96E07,7.591E+3,
2.98E07,7.341E+3,
3E07,7.161E+3,
3.02E07,7.227E+3,
3.04E07,7.108E+3,
3.06E07,7.165E+3,
3.08E07,7.114E+3,
3.1E07,7.316E+3,
3.12E07,7.176E+3,
3.14E07,7.189E+3,
3.16E07,7.218E+3,
3.18E07,7.179E+3,
3.2E07,6.963E+3,
3.22E07,7.000E+3,
3.24E07,7.169E+3,
3.26E07,7.012E+3,
3.28E07,6.963E+3,
3.3E07,6.996E+3,
3.32E07,6.967E+3,
3.34E07,6.804E+3,
3.36E07,6.938E+3,
3.38E07,6.894E+3,
3.4E07,6.923E+3,
3.42E07,6.953E+3,
3.44E07,6.734E+3,
3.46E07,6.617E+3,
3.48E07,6.720E+3,
3.5E07,6.773E+3,
3.52E07,7.014E+3,
3.54E07,6.711E+3,
3.56E07,6.709E+3,
3.58E07,6.604E+3,
3.6E07,6.729E+3,
3.62E07,6.660E+3,
3.64E07,6.817E+3,
3.66E07,6.709E+3,
3.68E07,6.687E+3,
3.7E07,6.569E+3,
3.72E07,6.526E+3,
3.74E07,6.644E+3,
3.76E07,6.551E+3,
3.78E07,6.405E+3,
3.8E07,6.675E+3,
3.82E07,6.561E+3,
3.84E07,6.584E+3,
3.86E07,6.514E+3,
3.88E07,6.559E+3,
3.9E07,6.605E+3,
3.92E07,6.567E+3,
3.94E07,6.495E+3,
3.96E07,6.419E+3,
3.98E07,6.512E+3,
4E07,6.414E+3,
4.02E07,6.483E+3,
4.04E07,6.379E+3,
4.06E07,6.526E+3,
4.08E07,6.202E+3,
4.1E07,6.279E+3,
4.12E07,6.586E+3,
4.14E07,6.430E+3,
4.16E07,6.390E+3,
4.18E07,6.322E+3,
4.2E07,6.327E+3,
4.22E07,6.341E+3,
4.24E07,6.239E+3,
4.26E07,6.176E+3,
4.28E07,6.251E+3,
4.3E07,6.127E+3,
4.32E07,6.260E+3,
4.34E07,6.263E+3,
4.36E07,6.299E+3,
4.38E07,6.320E+3,
4.4E07,6.146E+3,
4.42E07,6.142E+3,
4.44E07,6.115E+3,
4.46E07,6.184E+3,
4.48E07,6.196E+3,
4.5E07,6.093E+3,
4.52E07,6.260E+3,
4.54E07,6.008E+3,
4.56E07,6.382E+3,
4.58E07,6.034E+3,
4.6E07,6.264E+3,
4.62E07,6.040E+3,
4.64E07,6.176E+3,
4.66E07,6.320E+3,
4.68E07,6.140E+3,
4.7E07,6.201E+3,
4.72E07,5.990E+3,
4.74E07,6.224E+3,
4.76E07,6.087E+3,
4.78E07,6.185E+3,
4.8E07,5.986E+3,
4.82E07,5.959E+3,
4.84E07,6.105E+3,
4.86E07,6.256E+3,
4.88E07,6.113E+3,
4.9E07,6.070E+3,
4.92E07,6.011E+3,
4.94E07,6.147E+3,
4.96E07,6.078E+3,
4.98E07,5.925E+3,
5E07,5.864E+3,
5.02E07,5.900E+3,
5.04E07,6.018E+3,
5.06E07,6.188E+3,
5.08E07,5.869E+3,
5.1E07,6.026E+3,
5.12E07,5.990E+3,
5.14E07,6.074E+3,
5.16E07,6.098E+3,
5.18E07,6.092E+3,
5.2E07,6.014E+3,
5.22E07,6.136E+3,
5.24E07,6.124E+3,
5.26E07,5.993E+3,
5.28E07,5.927E+3,
5.3E07,6.036E+3,
5.32E07,5.974E+3,
5.34E07,5.891E+3,
5.36E07,5.813E+3,
5.38E07,6.019E+3,
5.4E07,5.983E+3,
5.42E07,5.895E+3,
5.44E07,5.936E+3,
5.46E07,5.979E+3,
5.48E07,5.974E+3,
5.5E07,5.949E+3,
5.52E07,5.836E+3,
5.54E07,6.188E+3,
5.56E07,5.847E+3,
5.58E07,5.914E+3,
5.6E07,5.933E+3,
5.62E07,5.885E+3,
5.64E07,5.928E+3,
5.66E07,6.074E+3,
5.68E07,5.880E+3,
5.7E07,5.992E+3,
5.72E07,6.020E+3,
5.74E07,5.967E+3,
5.76E07,5.829E+3,
5.78E07,5.786E+3,
5.8E07,5.772E+3,
5.82E07,5.934E+3,
5.84E07,5.856E+3,
5.86E07,5.912E+3,
5.88E07,5.934E+3,
5.9E07,5.928E+3,
5.92E07,5.836E+3,
5.94E07,5.900E+3,
5.96E07,5.732E+3,
5.98E07,5.856E+3,
6E07,5.888E+3,
6.02E07,5.826E+3,
6.04E07,5.917E+3,
6.06E07,5.925E+3,
6.08E07,6.002E+3,
6.1E07,5.844E+3,
6.12E07,5.677E+3,
6.14E07,5.799E+3,
6.16E07,5.770E+3,
6.18E07,5.942E+3,
6.2E07,5.880E+3,
6.22E07,5.851E+3,
6.24E07,5.864E+3,
6.26E07,5.897E+3,
6.28E07,5.836E+3,
6.3E07,5.929E+3,
6.32E07,5.940E+3,
6.34E07,5.902E+3,
6.36E07,5.776E+3,
6.38E07,5.703E+3,
64000005.000000,5.795E+3,
64200005.000000,5.862E+3,
64400005.000000,5.911E+3,
64600005.000000,5.846E+3,
64800005.000000,5.716E+3,
65000005.000000,5.913E+3,
65200005.000000,5.775E+3,
65400005.000000,5.769E+3,
65600005.000000,5.871E+3,
65800005.000000,5.854E+3,
