Labels,2ms_310k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,8.487E+3,
2E05,1.816E+4,
4E05,2.675E+4,
6E05,3.522E+4,
800000.060000,4.314E+4,
1E06,4.991E+4,
1.2E06,5.802E+4,
1.4E06,6.528E+4,
1.6E06,7.206E+4,
1.8E06,7.888E+4,
2E06,8.289E+4,
2.2E06,8.067E+4,
2.4E06,7.858E+4,
2.6E06,7.817E+4,
2.8E06,7.647E+4,
3E06,7.463E+4,
3.2E06,7.354E+4,
3.4E06,7.189E+4,
3.6E06,7.045E+4,
3.8E06,6.935E+4,
4E06,6.815E+4,
4.2E06,6.746E+4,
4.4E06,6.570E+4,
4.6E06,6.419E+4,
4.8E06,6.349E+4,
5E06,6.242E+4,
5.2E06,6.160E+4,
5.4E06,6.017E+4,
5.6E06,5.888E+4,
5.8E06,5.863E+4,
6E06,5.766E+4,
6.2E06,5.634E+4,
6400000.500000,5.577E+4,
6600000.500000,5.475E+4,
6800000.500000,5.386E+4,
7000000.500000,5.307E+4,
7200000.600000,5.191E+4,
7400000.600000,5.171E+4,
7600000.600000,5.093E+4,
7800000.600000,4.970E+4,
8000000.600000,4.851E+4,
8200000.600000,4.776E+4,
8400000.700000,4.746E+4,
8600000.700000,4.649E+4,
8800000.700000,4.553E+4,
9000000.700000,4.525E+4,
9200000.700000,4.422E+4,
9400000.700000,4.394E+4,
9600000.800000,4.322E+4,
9800000.800000,4.295E+4,
1E07,4.182E+4,
1.02E07,4.131E+4,
1.04E07,4.015E+4,
1.06E07,3.971E+4,
1.08E07,3.936E+4,
1.1E07,3.899E+4,
1.12E07,3.802E+4,
1.14E07,3.765E+4,
1.16E07,3.689E+4,
1.18E07,3.660E+4,
1.2E07,3.593E+4,
1.22E07,3.534E+4,
1.24E07,3.498E+4,
1.26E07,3.424E+4,
1.28E07,3.397E+4,
1.3E07,3.332E+4,
1.32E07,3.290E+4,
1.34E07,3.254E+4,
1.36E07,3.205E+4,
1.38E07,3.151E+4,
1.4E07,3.115E+4,
1.42E07,3.062E+4,
1.44E07,3.043E+4,
1.46E07,2.989E+4,
1.48E07,2.939E+4,
1.5E07,2.895E+4,
1.52E07,2.856E+4,
1.54E07,2.823E+4,
1.56E07,2.783E+4,
1.58E07,2.766E+4,
1.6E07,2.692E+4,
1.62E07,2.688E+4,
1.64E07,2.634E+4,
1.66E07,2.629E+4,
1.68E07,2.549E+4,
1.7E07,2.548E+4,
1.72E07,2.516E+4,
1.74E07,2.481E+4,
1.76E07,2.431E+4,
1.78E07,2.415E+4,
1.8E07,2.375E+4,
1.82E07,2.350E+4,
1.84E07,2.330E+4,
1.86E07,2.305E+4,
1.88E07,2.277E+4,
1.9E07,2.226E+4,
1.92E07,2.227E+4,
1.94E07,2.144E+4,
1.96E07,2.154E+4,
1.98E07,2.104E+4,
2E07,2.088E+4,
2.02E07,2.055E+4,
2.04E07,2.037E+4,
2.06E07,1.987E+4,
2.08E07,2.016E+4,
2.1E07,1.975E+4,
2.12E07,1.970E+4,
2.14E07,1.905E+4,
2.16E07,1.896E+4,
2.18E07,1.869E+4,
2.2E07,1.857E+4,
2.22E07,1.826E+4,
2.24E07,1.799E+4,
2.26E07,1.781E+4,
2.28E07,1.780E+4,
2.3E07,1.744E+4,
2.32E07,1.729E+4,
2.34E07,1.716E+4,
2.36E07,1.688E+4,
2.38E07,1.655E+4,
2.4E07,1.642E+4,
2.42E07,1.639E+4,
2.44E07,1.640E+4,
2.46E07,1.625E+4,
2.48E07,1.557E+4,
2.5E07,1.554E+4,
2.52E07,1.545E+4,
2.54E07,1.516E+4,
2.56E07,1.506E+4,
2.58E07,1.496E+4,
2.6E07,1.469E+4,
2.62E07,1.482E+4,
2.64E07,1.463E+4,
2.66E07,1.434E+4,
2.68E07,1.405E+4,
2.7E07,1.404E+4,
2.72E07,1.379E+4,
2.74E07,1.398E+4,
2.76E07,1.370E+4,
2.78E07,1.366E+4,
2.8E07,1.358E+4,
2.82E07,1.347E+4,
2.84E07,1.335E+4,
2.86E07,1.298E+4,
2.88E07,1.300E+4,
2.9E07,1.292E+4,
2.92E07,1.260E+4,
2.94E07,1.261E+4,
2.96E07,1.219E+4,
2.98E07,1.246E+4,
3E07,1.223E+4,
3.02E07,1.226E+4,
3.04E07,1.217E+4,
3.06E07,1.173E+4,
3.08E07,1.205E+4,
3.1E07,1.167E+4,
3.12E07,1.172E+4,
3.14E07,1.143E+4,
3.16E07,1.156E+4,
3.18E07,1.128E+4,
3.2E07,1.141E+4,
3.22E07,1.097E+4,
3.24E07,1.122E+4,
3.26E07,1.088E+4,
3.28E07,1.082E+4,
3.3E07,1.089E+4,
3.32E07,1.082E+4,
3.34E07,1.072E+4,
3.36E07,1.065E+4,
3.38E07,1.073E+4,
3.4E07,1.046E+4,
3.42E07,1.024E+4,
3.44E07,1.029E+4,
3.46E07,1.024E+4,
3.48E07,1.017E+4,
3.5E07,1.006E+4,
3.52E07,9.893E+3,
3.54E07,1.007E+4,
3.56E07,9.912E+3,
3.58E07,9.914E+3,
3.6E07,9.739E+3,
3.62E07,9.675E+3,
3.64E07,9.601E+3,
3.66E07,9.451E+3,
3.68E07,9.516E+3,
3.7E07,9.506E+3,
3.72E07,9.281E+3,
3.74E07,9.294E+3,
3.76E07,9.232E+3,
3.78E07,9.283E+3,
3.8E07,9.023E+3,
3.82E07,9.239E+3,
3.84E07,9.240E+3,
3.86E07,9.036E+3,
3.88E07,8.880E+3,
3.9E07,8.839E+3,
3.92E07,8.997E+3,
3.94E07,8.713E+3,
3.96E07,9.059E+3,
3.98E07,8.672E+3,
4E07,8.778E+3,
4.02E07,8.693E+3,
4.04E07,8.510E+3,
4.06E07,8.477E+3,
4.08E07,8.537E+3,
4.1E07,8.331E+3,
4.12E07,8.321E+3,
4.14E07,8.401E+3,
4.16E07,8.260E+3,
4.18E07,8.263E+3,
4.2E07,8.196E+3,
4.22E07,8.071E+3,
4.24E07,8.279E+3,
4.26E07,8.202E+3,
4.28E07,7.957E+3,
4.3E07,7.896E+3,
4.32E07,8.018E+3,
4.34E07,7.844E+3,
4.36E07,7.940E+3,
4.38E07,7.803E+3,
4.4E07,7.692E+3,
4.42E07,7.933E+3,
4.44E07,8.054E+3,
4.46E07,7.759E+3,
4.48E07,7.838E+3,
4.5E07,7.761E+3,
4.52E07,7.791E+3,
4.54E07,7.598E+3,
4.56E07,7.849E+3,
4.58E07,7.676E+3,
4.6E07,7.414E+3,
4.62E07,7.364E+3,
4.64E07,7.505E+3,
4.66E07,7.481E+3,
4.68E07,7.375E+3,
4.7E07,7.372E+3,
4.72E07,7.608E+3,
4.74E07,7.473E+3,
4.76E07,7.236E+3,
4.78E07,7.261E+3,
4.8E07,7.134E+3,
4.82E07,7.292E+3,
4.84E07,7.294E+3,
4.86E07,7.239E+3,
4.88E07,7.341E+3,
4.9E07,7.243E+3,
4.92E07,7.146E+3,
4.94E07,7.201E+3,
4.96E07,7.042E+3,
4.98E07,6.930E+3,
5E07,7.034E+3,
5.02E07,7.044E+3,
5.04E07,7.070E+3,
5.06E07,7.081E+3,
5.08E07,7.112E+3,
5.1E07,7.125E+3,
5.12E07,6.886E+3,
5.14E07,6.797E+3,
5.16E07,6.931E+3,
5.18E07,6.900E+3,
5.2E07,6.905E+3,
5.22E07,6.824E+3,
5.24E07,6.802E+3,
5.26E07,6.733E+3,
5.28E07,6.991E+3,
5.3E07,6.830E+3,
5.32E07,6.752E+3,
5.34E07,6.713E+3,
5.36E07,6.830E+3,
5.38E07,6.820E+3,
5.4E07,6.861E+3,
5.42E07,6.683E+3,
5.44E07,6.879E+3,
5.46E07,6.796E+3,
5.48E07,6.720E+3,
5.5E07,6.773E+3,
5.52E07,6.734E+3,
5.54E07,6.683E+3,
5.56E07,6.697E+3,
5.58E07,6.528E+3,
5.6E07,6.784E+3,
5.62E07,6.492E+3,
5.64E07,6.659E+3,
5.66E07,6.403E+3,
5.68E07,6.625E+3,
5.7E07,6.538E+3,
5.72E07,6.705E+3,
5.74E07,6.572E+3,
5.76E07,6.479E+3,
5.78E07,6.417E+3,
5.8E07,6.485E+3,
5.82E07,6.413E+3,
5.84E07,6.520E+3,
5.86E07,6.480E+3,
5.88E07,6.533E+3,
5.9E07,6.527E+3,
5.92E07,6.609E+3,
5.94E07,6.422E+3,
5.96E07,6.483E+3,
5.98E07,6.334E+3,
6E07,6.398E+3,
6.02E07,6.354E+3,
6.04E07,6.487E+3,
6.06E07,6.261E+3,
6.08E07,6.563E+3,
6.1E07,6.385E+3,
6.12E07,6.354E+3,
6.14E07,6.334E+3,
6.16E07,6.187E+3,
6.18E07,6.490E+3,
6.2E07,6.268E+3,
6.22E07,6.123E+3,
6.24E07,6.212E+3,
6.26E07,6.445E+3,
6.28E07,6.270E+3,
6.3E07,6.263E+3,
6.32E07,6.177E+3,
6.34E07,6.319E+3,
6.36E07,6.373E+3,
6.38E07,6.308E+3,
64000005.000000,6.244E+3,
64200005.000000,6.234E+3,
64400005.000000,6.214E+3,
64600005.000000,6.302E+3,
64800005.000000,6.283E+3,
65000005.000000,6.274E+3,
65200005.000000,6.386E+3,
65400005.000000,6.282E+3,
65600005.000000,6.222E+3,
65800005.000000,6.155E+3,
