Labels,100us_300k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,8.674E+3,
2E05,1.025E+4,
4E05,1.030E+4,
6E05,1.035E+4,
800000.060000,1.012E+4,
1E06,9.659E+3,
1.2E06,9.861E+3,
1.4E06,9.496E+3,
1.6E06,9.490E+3,
1.8E06,9.535E+3,
2E06,9.431E+3,
2.2E06,9.423E+3,
2.4E06,9.534E+3,
2.6E06,9.164E+3,
2.8E06,9.384E+3,
3E06,9.047E+3,
3.2E06,9.084E+3,
3.4E06,8.904E+3,
3.6E06,8.951E+3,
3.8E06,8.964E+3,
4E06,8.665E+3,
4.2E06,8.977E+3,
4.4E06,8.657E+3,
4.6E06,8.575E+3,
4.8E06,8.635E+3,
5E06,8.531E+3,
5.2E06,8.491E+3,
5.4E06,8.508E+3,
5.6E06,8.365E+3,
5.8E06,8.292E+3,
6E06,8.424E+3,
6.2E06,8.240E+3,
6400000.500000,8.093E+3,
6600000.500000,8.245E+3,
6800000.500000,8.280E+3,
7000000.500000,8.140E+3,
7200000.600000,8.132E+3,
7400000.600000,8.102E+3,
7600000.600000,8.101E+3,
7800000.600000,8.114E+3,
8000000.600000,7.862E+3,
8200000.600000,7.895E+3,
8400000.700000,7.912E+3,
8600000.700000,7.618E+3,
8800000.700000,7.895E+3,
9000000.700000,7.753E+3,
9200000.700000,7.703E+3,
9400000.700000,7.634E+3,
9600000.800000,7.397E+3,
9800000.800000,7.643E+3,
1E07,7.540E+3,
1.02E07,7.465E+3,
1.04E07,7.484E+3,
1.06E07,7.783E+3,
1.08E07,7.433E+3,
1.1E07,7.223E+3,
1.12E07,7.342E+3,
1.14E07,7.294E+3,
1.16E07,7.383E+3,
1.18E07,7.349E+3,
1.2E07,7.423E+3,
1.22E07,7.365E+3,
1.24E07,7.422E+3,
1.26E07,7.224E+3,
1.28E07,7.254E+3,
1.3E07,7.291E+3,
1.32E07,7.225E+3,
1.34E07,7.173E+3,
1.36E07,7.309E+3,
1.38E07,7.087E+3,
1.4E07,7.204E+3,
1.42E07,7.279E+3,
1.44E07,7.219E+3,
1.46E07,7.033E+3,
1.48E07,7.031E+3,
1.5E07,6.829E+3,
1.52E07,7.017E+3,
1.54E07,6.892E+3,
1.56E07,6.867E+3,
1.58E07,7.039E+3,
1.6E07,7.032E+3,
1.62E07,6.926E+3,
1.64E07,6.861E+3,
1.66E07,6.809E+3,
1.68E07,6.982E+3,
1.7E07,6.729E+3,
1.72E07,6.949E+3,
1.74E07,6.929E+3,
1.76E07,6.813E+3,
1.78E07,6.621E+3,
1.8E07,6.773E+3,
1.82E07,6.695E+3,
1.84E07,6.839E+3,
1.86E07,6.802E+3,
1.88E07,6.717E+3,
1.9E07,6.704E+3,
1.92E07,6.676E+3,
1.94E07,6.684E+3,
1.96E07,6.664E+3,
1.98E07,6.737E+3,
2E07,6.497E+3,
2.02E07,6.715E+3,
2.04E07,6.521E+3,
2.06E07,6.550E+3,
2.08E07,6.610E+3,
2.1E07,6.491E+3,
2.12E07,6.495E+3,
2.14E07,6.624E+3,
2.16E07,6.554E+3,
2.18E07,6.455E+3,
2.2E07,6.455E+3,
2.22E07,6.579E+3,
2.24E07,6.617E+3,
2.26E07,6.643E+3,
2.28E07,6.659E+3,
2.3E07,6.507E+3,
2.32E07,6.506E+3,
2.34E07,6.540E+3,
2.36E07,6.508E+3,
2.38E07,6.551E+3,
2.4E07,6.582E+3,
2.42E07,6.552E+3,
2.44E07,6.311E+3,
2.46E07,6.311E+3,
2.48E07,6.360E+3,
2.5E07,6.518E+3,
2.52E07,6.344E+3,
2.54E07,6.625E+3,
2.56E07,6.324E+3,
2.58E07,6.425E+3,
2.6E07,6.507E+3,
2.62E07,6.456E+3,
2.64E07,6.313E+3,
2.66E07,6.194E+3,
2.68E07,6.402E+3,
2.7E07,6.287E+3,
2.72E07,6.276E+3,
2.74E07,6.401E+3,
2.76E07,6.113E+3,
2.78E07,6.311E+3,
2.8E07,6.323E+3,
2.82E07,6.445E+3,
2.84E07,6.230E+3,
2.86E07,6.300E+3,
2.88E07,6.265E+3,
2.9E07,6.272E+3,
2.92E07,6.441E+3,
2.94E07,6.326E+3,
2.96E07,6.435E+3,
2.98E07,6.190E+3,
3E07,6.188E+3,
3.02E07,6.262E+3,
3.04E07,6.230E+3,
3.06E07,6.395E+3,
3.08E07,6.080E+3,
3.1E07,6.201E+3,
3.12E07,6.084E+3,
3.14E07,6.281E+3,
3.16E07,6.235E+3,
3.18E07,6.370E+3,
3.2E07,6.294E+3,
3.22E07,6.192E+3,
3.24E07,6.209E+3,
3.26E07,6.109E+3,
3.28E07,6.252E+3,
3.3E07,6.178E+3,
3.32E07,6.247E+3,
3.34E07,6.102E+3,
3.36E07,6.118E+3,
3.38E07,6.097E+3,
3.4E07,6.223E+3,
3.42E07,6.108E+3,
3.44E07,6.179E+3,
3.46E07,6.183E+3,
3.48E07,6.112E+3,
3.5E07,6.229E+3,
3.52E07,6.226E+3,
3.54E07,6.116E+3,
3.56E07,6.320E+3,
3.58E07,6.192E+3,
3.6E07,6.220E+3,
3.62E07,6.278E+3,
3.64E07,6.193E+3,
3.66E07,6.049E+3,
3.68E07,5.905E+3,
3.7E07,5.992E+3,
3.72E07,6.071E+3,
3.74E07,6.094E+3,
3.76E07,6.237E+3,
3.78E07,6.050E+3,
3.8E07,6.103E+3,
3.82E07,6.026E+3,
3.84E07,6.097E+3,
3.86E07,6.160E+3,
3.88E07,6.083E+3,
3.9E07,6.019E+3,
3.92E07,6.014E+3,
3.94E07,6.101E+3,
3.96E07,6.124E+3,
3.98E07,6.076E+3,
4E07,6.005E+3,
4.02E07,6.006E+3,
4.04E07,5.988E+3,
4.06E07,6.217E+3,
4.08E07,6.103E+3,
4.1E07,5.870E+3,
4.12E07,6.053E+3,
4.14E07,6.205E+3,
4.16E07,6.053E+3,
4.18E07,6.177E+3,
4.2E07,6.077E+3,
4.22E07,6.013E+3,
4.24E07,6.053E+3,
4.26E07,6.093E+3,
4.28E07,6.135E+3,
4.3E07,6.187E+3,
4.32E07,6.008E+3,
4.34E07,6.078E+3,
4.36E07,6.193E+3,
4.38E07,6.202E+3,
4.4E07,6.062E+3,
4.42E07,5.978E+3,
4.44E07,5.975E+3,
4.46E07,6.075E+3,
4.48E07,6.057E+3,
4.5E07,6.161E+3,
4.52E07,5.974E+3,
4.54E07,6.088E+3,
4.56E07,6.110E+3,
4.58E07,6.201E+3,
4.6E07,6.095E+3,
4.62E07,5.964E+3,
4.64E07,5.836E+3,
4.66E07,6.159E+3,
4.68E07,6.000E+3,
4.7E07,5.955E+3,
4.72E07,6.040E+3,
4.74E07,6.019E+3,
4.76E07,5.996E+3,
4.78E07,6.143E+3,
4.8E07,6.050E+3,
4.82E07,6.015E+3,
4.84E07,5.983E+3,
4.86E07,6.043E+3,
4.88E07,6.137E+3,
4.9E07,6.022E+3,
4.92E07,5.956E+3,
4.94E07,5.999E+3,
4.96E07,6.117E+3,
4.98E07,6.112E+3,
5E07,6.076E+3,
5.02E07,6.016E+3,
5.04E07,6.140E+3,
5.06E07,6.025E+3,
5.08E07,5.990E+3,
5.1E07,6.075E+3,
5.12E07,5.878E+3,
5.14E07,5.905E+3,
5.16E07,6.117E+3,
5.18E07,6.109E+3,
5.2E07,6.127E+3,
5.22E07,6.168E+3,
5.24E07,5.822E+3,
5.26E07,6.197E+3,
5.28E07,6.042E+3,
5.3E07,6.085E+3,
5.32E07,6.169E+3,
5.34E07,6.043E+3,
5.36E07,5.982E+3,
5.38E07,5.989E+3,
5.4E07,6.061E+3,
5.42E07,5.969E+3,
5.44E07,6.027E+3,
5.46E07,6.033E+3,
5.48E07,5.984E+3,
5.5E07,5.949E+3,
5.52E07,5.798E+3,
5.54E07,5.981E+3,
5.56E07,5.957E+3,
5.58E07,5.869E+3,
5.6E07,6.018E+3,
5.62E07,5.829E+3,
5.64E07,5.959E+3,
5.66E07,5.902E+3,
5.68E07,6.023E+3,
5.7E07,6.008E+3,
5.72E07,6.094E+3,
5.74E07,5.875E+3,
5.76E07,5.891E+3,
5.78E07,5.856E+3,
5.8E07,5.894E+3,
5.82E07,5.929E+3,
5.84E07,5.988E+3,
5.86E07,6.025E+3,
5.88E07,6.000E+3,
5.9E07,6.153E+3,
5.92E07,6.040E+3,
5.94E07,6.062E+3,
5.96E07,6.021E+3,
5.98E07,5.870E+3,
6E07,5.971E+3,
6.02E07,5.965E+3,
6.04E07,6.106E+3,
6.06E07,5.945E+3,
6.08E07,6.074E+3,
6.1E07,5.992E+3,
6.12E07,6.006E+3,
6.14E07,5.914E+3,
6.16E07,6.047E+3,
6.18E07,5.973E+3,
6.2E07,6.031E+3,
6.22E07,5.892E+3,
6.24E07,6.023E+3,
6.26E07,6.082E+3,
6.28E07,5.923E+3,
6.3E07,5.951E+3,
6.32E07,5.996E+3,
6.34E07,6.025E+3,
6.36E07,5.970E+3,
6.38E07,5.983E+3,
64000005.000000,5.910E+3,
64200005.000000,5.906E+3,
64400005.000000,5.990E+3,
64600005.000000,6.060E+3,
64800005.000000,5.977E+3,
65000005.000000,5.938E+3,
65200005.000000,6.101E+3,
65400005.000000,5.832E+3,
65600005.000000,5.874E+3,
65800005.000000,6.012E+3,
