Labels,100us_283k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,1.036E+4,
2E05,1.660E+4,
4E05,1.593E+4,
6E05,1.554E+4,
800000.060000,1.562E+4,
1E06,1.554E+4,
1.2E06,1.531E+4,
1.4E06,1.496E+4,
1.6E06,1.479E+4,
1.8E06,1.473E+4,
2E06,1.458E+4,
2.2E06,1.430E+4,
2.4E06,1.432E+4,
2.6E06,1.421E+4,
2.8E06,1.383E+4,
3E06,1.366E+4,
3.2E06,1.355E+4,
3.4E06,1.352E+4,
3.6E06,1.347E+4,
3.8E06,1.337E+4,
4E06,1.313E+4,
4.2E06,1.310E+4,
4.4E06,1.281E+4,
4.6E06,1.264E+4,
4.8E06,1.246E+4,
5E06,1.253E+4,
5.2E06,1.217E+4,
5.4E06,1.219E+4,
5.6E06,1.214E+4,
5.8E06,1.187E+4,
6E06,1.182E+4,
6.2E06,1.185E+4,
6400000.500000,1.170E+4,
6600000.500000,1.159E+4,
6800000.500000,1.156E+4,
7000000.500000,1.134E+4,
7200000.600000,1.117E+4,
7400000.600000,1.146E+4,
7600000.600000,1.096E+4,
7800000.600000,1.095E+4,
8000000.600000,1.082E+4,
8200000.600000,1.107E+4,
8400000.700000,1.055E+4,
8600000.700000,1.064E+4,
8800000.700000,1.071E+4,
9000000.700000,1.045E+4,
9200000.700000,1.040E+4,
9400000.700000,1.018E+4,
9600000.800000,1.019E+4,
9800000.800000,1.006E+4,
1E07,1.011E+4,
1.02E07,1.010E+4,
1.04E07,9.881E+3,
1.06E07,9.807E+3,
1.08E07,9.871E+3,
1.1E07,9.920E+3,
1.12E07,9.699E+3,
1.14E07,9.780E+3,
1.16E07,9.696E+3,
1.18E07,9.511E+3,
1.2E07,9.522E+3,
1.22E07,9.409E+3,
1.24E07,9.352E+3,
1.26E07,9.302E+3,
1.28E07,9.369E+3,
1.3E07,9.233E+3,
1.32E07,8.980E+3,
1.34E07,9.032E+3,
1.36E07,8.899E+3,
1.38E07,8.902E+3,
1.4E07,8.734E+3,
1.42E07,9.041E+3,
1.44E07,8.634E+3,
1.46E07,8.832E+3,
1.48E07,8.805E+3,
1.5E07,8.567E+3,
1.52E07,8.677E+3,
1.54E07,8.659E+3,
1.56E07,8.465E+3,
1.58E07,8.492E+3,
1.6E07,8.488E+3,
1.62E07,8.271E+3,
1.64E07,8.319E+3,
1.66E07,8.408E+3,
1.68E07,8.271E+3,
1.7E07,8.241E+3,
1.72E07,8.157E+3,
1.74E07,8.051E+3,
1.76E07,7.969E+3,
1.78E07,8.071E+3,
1.8E07,8.158E+3,
1.82E07,8.149E+3,
1.84E07,8.072E+3,
1.86E07,7.883E+3,
1.88E07,7.979E+3,
1.9E07,7.873E+3,
1.92E07,8.089E+3,
1.94E07,7.920E+3,
1.96E07,7.776E+3,
1.98E07,7.592E+3,
2E07,7.657E+3,
2.02E07,7.668E+3,
2.04E07,7.545E+3,
2.06E07,7.685E+3,
2.08E07,7.602E+3,
2.1E07,7.477E+3,
2.12E07,7.624E+3,
2.14E07,7.588E+3,
2.16E07,7.504E+3,
2.18E07,7.427E+3,
2.2E07,7.388E+3,
2.22E07,7.464E+3,
2.24E07,7.525E+3,
2.26E07,7.407E+3,
2.28E07,7.324E+3,
2.3E07,7.265E+3,
2.32E07,7.283E+3,
2.34E07,7.200E+3,
2.36E07,7.287E+3,
2.38E07,7.245E+3,
2.4E07,7.181E+3,
2.42E07,7.278E+3,
2.44E07,7.271E+3,
2.46E07,7.276E+3,
2.48E07,7.076E+3,
2.5E07,7.158E+3,
2.52E07,7.015E+3,
2.54E07,7.086E+3,
2.56E07,7.177E+3,
2.58E07,7.157E+3,
2.6E07,7.107E+3,
2.62E07,7.026E+3,
2.64E07,6.893E+3,
2.66E07,7.114E+3,
2.68E07,6.889E+3,
2.7E07,7.004E+3,
2.72E07,6.968E+3,
2.74E07,6.847E+3,
2.76E07,7.014E+3,
2.78E07,6.977E+3,
2.8E07,6.865E+3,
2.82E07,6.949E+3,
2.84E07,6.718E+3,
2.86E07,6.863E+3,
2.88E07,6.776E+3,
2.9E07,6.599E+3,
2.92E07,6.672E+3,
2.94E07,6.704E+3,
2.96E07,6.689E+3,
2.98E07,6.771E+3,
3E07,6.636E+3,
3.02E07,6.902E+3,
3.04E07,6.842E+3,
3.06E07,6.691E+3,
3.08E07,6.659E+3,
3.1E07,6.678E+3,
3.12E07,6.770E+3,
3.14E07,6.633E+3,
3.16E07,6.732E+3,
3.18E07,6.729E+3,
3.2E07,6.727E+3,
3.22E07,6.601E+3,
3.24E07,6.729E+3,
3.26E07,6.618E+3,
3.28E07,6.641E+3,
3.3E07,6.522E+3,
3.32E07,6.498E+3,
3.34E07,6.504E+3,
3.36E07,6.466E+3,
3.38E07,6.614E+3,
3.4E07,6.661E+3,
3.42E07,6.422E+3,
3.44E07,6.479E+3,
3.46E07,6.565E+3,
3.48E07,6.614E+3,
3.5E07,6.431E+3,
3.52E07,6.467E+3,
3.54E07,6.535E+3,
3.56E07,6.417E+3,
3.58E07,6.483E+3,
3.6E07,6.479E+3,
3.62E07,6.472E+3,
3.64E07,6.498E+3,
3.66E07,6.531E+3,
3.68E07,6.381E+3,
3.7E07,6.463E+3,
3.72E07,6.386E+3,
3.74E07,6.394E+3,
3.76E07,6.525E+3,
3.78E07,6.541E+3,
3.8E07,6.485E+3,
3.82E07,6.389E+3,
3.84E07,6.401E+3,
3.86E07,6.325E+3,
3.88E07,6.400E+3,
3.9E07,6.225E+3,
3.92E07,6.451E+3,
3.94E07,6.387E+3,
3.96E07,6.261E+3,
3.98E07,6.288E+3,
4E07,6.398E+3,
4.02E07,6.387E+3,
4.04E07,6.269E+3,
4.06E07,6.502E+3,
4.08E07,6.319E+3,
4.1E07,6.391E+3,
4.12E07,6.374E+3,
4.14E07,6.227E+3,
4.16E07,6.370E+3,
4.18E07,6.342E+3,
4.2E07,6.344E+3,
4.22E07,6.338E+3,
4.24E07,6.284E+3,
4.26E07,6.306E+3,
4.28E07,6.170E+3,
4.3E07,6.339E+3,
4.32E07,6.173E+3,
4.34E07,6.275E+3,
4.36E07,6.186E+3,
4.38E07,6.332E+3,
4.4E07,6.202E+3,
4.42E07,6.214E+3,
4.44E07,6.363E+3,
4.46E07,5.999E+3,
4.48E07,6.336E+3,
4.5E07,6.225E+3,
4.52E07,6.135E+3,
4.54E07,6.158E+3,
4.56E07,6.210E+3,
4.58E07,6.190E+3,
4.6E07,6.080E+3,
4.62E07,6.189E+3,
4.64E07,6.257E+3,
4.66E07,6.069E+3,
4.68E07,6.133E+3,
4.7E07,6.051E+3,
4.72E07,6.067E+3,
4.74E07,6.227E+3,
4.76E07,6.240E+3,
4.78E07,6.261E+3,
4.8E07,6.263E+3,
4.82E07,6.167E+3,
4.84E07,6.070E+3,
4.86E07,6.157E+3,
4.88E07,6.111E+3,
4.9E07,6.109E+3,
4.92E07,6.309E+3,
4.94E07,6.079E+3,
4.96E07,6.096E+3,
4.98E07,6.191E+3,
5E07,6.209E+3,
5.02E07,5.994E+3,
5.04E07,6.258E+3,
5.06E07,5.998E+3,
5.08E07,6.003E+3,
5.1E07,6.170E+3,
5.12E07,6.241E+3,
5.14E07,6.277E+3,
5.16E07,6.202E+3,
5.18E07,6.120E+3,
5.2E07,6.220E+3,
5.22E07,6.176E+3,
5.24E07,6.238E+3,
5.26E07,6.035E+3,
5.28E07,5.982E+3,
5.3E07,6.175E+3,
5.32E07,6.088E+3,
5.34E07,6.070E+3,
5.36E07,6.120E+3,
5.38E07,6.192E+3,
5.4E07,5.982E+3,
5.42E07,5.937E+3,
5.44E07,5.924E+3,
5.46E07,6.045E+3,
5.48E07,6.148E+3,
5.5E07,6.215E+3,
5.52E07,6.053E+3,
5.54E07,6.128E+3,
5.56E07,6.195E+3,
5.58E07,5.950E+3,
5.6E07,6.166E+3,
5.62E07,5.987E+3,
5.64E07,5.961E+3,
5.66E07,5.942E+3,
5.68E07,6.121E+3,
5.7E07,6.140E+3,
5.72E07,6.094E+3,
5.74E07,5.964E+3,
5.76E07,6.123E+3,
5.78E07,6.004E+3,
5.8E07,6.080E+3,
5.82E07,6.003E+3,
5.84E07,5.999E+3,
5.86E07,6.064E+3,
5.88E07,6.181E+3,
5.9E07,6.015E+3,
5.92E07,6.155E+3,
5.94E07,6.020E+3,
5.96E07,5.962E+3,
5.98E07,6.140E+3,
6E07,5.942E+3,
6.02E07,6.187E+3,
6.04E07,5.900E+3,
6.06E07,6.068E+3,
6.08E07,6.035E+3,
6.1E07,5.966E+3,
6.12E07,6.129E+3,
6.14E07,6.020E+3,
6.16E07,6.162E+3,
6.18E07,5.852E+3,
6.2E07,6.041E+3,
6.22E07,6.061E+3,
6.24E07,6.097E+3,
6.26E07,5.997E+3,
6.28E07,6.197E+3,
6.3E07,5.900E+3,
6.32E07,6.056E+3,
6.34E07,5.969E+3,
6.36E07,6.201E+3,
6.38E07,5.941E+3,
64000005.000000,5.938E+3,
64200005.000000,6.235E+3,
64400005.000000,6.186E+3,
64600005.000000,6.187E+3,
64800005.000000,6.057E+3,
65000005.000000,5.935E+3,
65200005.000000,6.039E+3,
65400005.000000,6.111E+3,
65600005.000000,5.909E+3,
65800005.000000,5.968E+3,
