Labels,2ms_150k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,1.367E+4,
2E05,4.644E+4,
4E05,7.786E+4,
6E05,1.077E+5,
800000.060000,1.350E+5,
1E06,1.603E+5,
1.2E06,1.840E+5,
1.4E06,2.074E+5,
1.6E06,2.296E+5,
1.8E06,2.496E+5,
2E06,2.604E+5,
2.2E06,2.551E+5,
2.4E06,2.508E+5,
2.6E06,2.460E+5,
2.8E06,2.419E+5,
3E06,2.379E+5,
3.2E06,2.347E+5,
3.4E06,2.305E+5,
3.6E06,2.272E+5,
3.8E06,2.230E+5,
4E06,2.203E+5,
4.2E06,2.164E+5,
4.4E06,2.128E+5,
4.6E06,2.101E+5,
4.8E06,2.062E+5,
5E06,2.024E+5,
5.2E06,1.996E+5,
5.4E06,1.967E+5,
5.6E06,1.938E+5,
5.8E06,1.906E+5,
6E06,1.877E+5,
6.2E06,1.859E+5,
6400000.500000,1.815E+5,
6600000.500000,1.799E+5,
6800000.500000,1.763E+5,
7000000.500000,1.738E+5,
7200000.600000,1.711E+5,
7400000.600000,1.678E+5,
7600000.600000,1.658E+5,
7800000.600000,1.629E+5,
8000000.600000,1.600E+5,
8200000.600000,1.585E+5,
8400000.700000,1.569E+5,
8600000.700000,1.536E+5,
8800000.700000,1.515E+5,
9000000.700000,1.489E+5,
9200000.700000,1.462E+5,
9400000.700000,1.444E+5,
9600000.800000,1.425E+5,
9800000.800000,1.398E+5,
1E07,1.380E+5,
1.02E07,1.360E+5,
1.04E07,1.343E+5,
1.06E07,1.323E+5,
1.08E07,1.296E+5,
1.1E07,1.280E+5,
1.12E07,1.262E+5,
1.14E07,1.247E+5,
1.16E07,1.230E+5,
1.18E07,1.209E+5,
1.2E07,1.190E+5,
1.22E07,1.175E+5,
1.24E07,1.156E+5,
1.26E07,1.133E+5,
1.28E07,1.115E+5,
1.3E07,1.105E+5,
1.32E07,1.086E+5,
1.34E07,1.070E+5,
1.36E07,1.056E+5,
1.38E07,1.043E+5,
1.4E07,1.024E+5,
1.42E07,1.008E+5,
1.44E07,9.952E+4,
1.46E07,9.764E+4,
1.48E07,9.703E+4,
1.5E07,9.522E+4,
1.52E07,9.390E+4,
1.54E07,9.271E+4,
1.56E07,9.028E+4,
1.58E07,8.950E+4,
1.6E07,8.823E+4,
1.62E07,8.681E+4,
1.64E07,8.550E+4,
1.66E07,8.462E+4,
1.68E07,8.353E+4,
1.7E07,8.179E+4,
1.72E07,8.121E+4,
1.74E07,8.001E+4,
1.76E07,7.818E+4,
1.78E07,7.718E+4,
1.8E07,7.586E+4,
1.82E07,7.566E+4,
1.84E07,7.420E+4,
1.86E07,7.312E+4,
1.88E07,7.188E+4,
1.9E07,7.082E+4,
1.92E07,7.028E+4,
1.94E07,6.921E+4,
1.96E07,6.793E+4,
1.98E07,6.714E+4,
2E07,6.594E+4,
2.02E07,6.491E+4,
2.04E07,6.420E+4,
2.06E07,6.320E+4,
2.08E07,6.200E+4,
2.1E07,6.152E+4,
2.12E07,6.029E+4,
2.14E07,5.908E+4,
2.16E07,5.921E+4,
2.18E07,5.758E+4,
2.2E07,5.756E+4,
2.22E07,5.625E+4,
2.24E07,5.573E+4,
2.26E07,5.523E+4,
2.28E07,5.440E+4,
2.3E07,5.340E+4,
2.32E07,5.294E+4,
2.34E07,5.198E+4,
2.36E07,5.104E+4,
2.38E07,5.092E+4,
2.4E07,4.969E+4,
2.42E07,4.931E+4,
2.44E07,4.877E+4,
2.46E07,4.802E+4,
2.48E07,4.709E+4,
2.5E07,4.604E+4,
2.52E07,4.605E+4,
2.54E07,4.564E+4,
2.56E07,4.433E+4,
2.58E07,4.426E+4,
2.6E07,4.394E+4,
2.62E07,4.277E+4,
2.64E07,4.267E+4,
2.66E07,4.146E+4,
2.68E07,4.105E+4,
2.7E07,4.054E+4,
2.72E07,4.014E+4,
2.74E07,3.948E+4,
2.76E07,3.870E+4,
2.78E07,3.863E+4,
2.8E07,3.807E+4,
2.82E07,3.712E+4,
2.84E07,3.677E+4,
2.86E07,3.639E+4,
2.88E07,3.577E+4,
2.9E07,3.528E+4,
2.92E07,3.552E+4,
2.94E07,3.437E+4,
2.96E07,3.413E+4,
2.98E07,3.364E+4,
3E07,3.262E+4,
3.02E07,3.266E+4,
3.04E07,3.234E+4,
3.06E07,3.197E+4,
3.08E07,3.156E+4,
3.1E07,3.127E+4,
3.12E07,3.100E+4,
3.14E07,3.018E+4,
3.16E07,3.046E+4,
3.18E07,3.009E+4,
3.2E07,2.906E+4,
3.22E07,2.889E+4,
3.24E07,2.868E+4,
3.26E07,2.815E+4,
3.28E07,2.786E+4,
3.3E07,2.748E+4,
3.32E07,2.724E+4,
3.34E07,2.672E+4,
3.36E07,2.650E+4,
3.38E07,2.615E+4,
3.4E07,2.581E+4,
3.42E07,2.580E+4,
3.44E07,2.518E+4,
3.46E07,2.519E+4,
3.48E07,2.453E+4,
3.5E07,2.430E+4,
3.52E07,2.408E+4,
3.54E07,2.391E+4,
3.56E07,2.368E+4,
3.58E07,2.334E+4,
3.6E07,2.291E+4,
3.62E07,2.254E+4,
3.64E07,2.253E+4,
3.66E07,2.230E+4,
3.68E07,2.193E+4,
3.7E07,2.185E+4,
3.72E07,2.146E+4,
3.74E07,2.116E+4,
3.76E07,2.109E+4,
3.78E07,2.079E+4,
3.8E07,2.074E+4,
3.82E07,2.017E+4,
3.84E07,2.013E+4,
3.86E07,2.009E+4,
3.88E07,2.000E+4,
3.9E07,1.929E+4,
3.92E07,1.925E+4,
3.94E07,1.902E+4,
3.96E07,1.896E+4,
3.98E07,1.858E+4,
4E07,1.859E+4,
4.02E07,1.837E+4,
4.04E07,1.811E+4,
4.06E07,1.785E+4,
4.08E07,1.797E+4,
4.1E07,1.749E+4,
4.12E07,1.740E+4,
4.14E07,1.709E+4,
4.16E07,1.682E+4,
4.18E07,1.702E+4,
4.2E07,1.661E+4,
4.22E07,1.658E+4,
4.24E07,1.600E+4,
4.26E07,1.617E+4,
4.28E07,1.587E+4,
4.3E07,1.616E+4,
4.32E07,1.550E+4,
4.34E07,1.537E+4,
4.36E07,1.527E+4,
4.38E07,1.523E+4,
4.4E07,1.505E+4,
4.42E07,1.498E+4,
4.44E07,1.489E+4,
4.46E07,1.464E+4,
4.48E07,1.454E+4,
4.5E07,1.432E+4,
4.52E07,1.444E+4,
4.54E07,1.434E+4,
4.56E07,1.392E+4,
4.58E07,1.402E+4,
4.6E07,1.380E+4,
4.62E07,1.362E+4,
4.64E07,1.350E+4,
4.66E07,1.330E+4,
4.68E07,1.332E+4,
4.7E07,1.310E+4,
4.72E07,1.323E+4,
4.74E07,1.287E+4,
4.76E07,1.276E+4,
4.78E07,1.250E+4,
4.8E07,1.268E+4,
4.82E07,1.251E+4,
4.84E07,1.237E+4,
4.86E07,1.239E+4,
4.88E07,1.229E+4,
4.9E07,1.216E+4,
4.92E07,1.197E+4,
4.94E07,1.163E+4,
4.96E07,1.195E+4,
4.98E07,1.167E+4,
5E07,1.172E+4,
5.02E07,1.164E+4,
5.04E07,1.119E+4,
5.06E07,1.131E+4,
5.08E07,1.131E+4,
5.1E07,1.131E+4,
5.12E07,1.118E+4,
5.14E07,1.097E+4,
5.16E07,1.109E+4,
5.18E07,1.098E+4,
5.2E07,1.066E+4,
5.22E07,1.064E+4,
5.24E07,1.065E+4,
5.26E07,1.065E+4,
5.28E07,1.050E+4,
5.3E07,1.046E+4,
5.32E07,1.062E+4,
5.34E07,1.031E+4,
5.36E07,1.036E+4,
5.38E07,1.003E+4,
5.4E07,1.027E+4,
5.42E07,9.812E+3,
5.44E07,9.972E+3,
5.46E07,9.755E+3,
5.48E07,9.847E+3,
5.5E07,9.907E+3,
5.52E07,9.559E+3,
5.54E07,9.766E+3,
5.56E07,9.581E+3,
5.58E07,9.538E+3,
5.6E07,9.472E+3,
5.62E07,9.538E+3,
5.64E07,9.253E+3,
5.66E07,9.378E+3,
5.68E07,9.331E+3,
5.7E07,9.242E+3,
5.72E07,9.258E+3,
5.74E07,9.388E+3,
5.76E07,9.154E+3,
5.78E07,9.095E+3,
5.8E07,8.938E+3,
5.82E07,8.845E+3,
5.84E07,8.874E+3,
5.86E07,8.910E+3,
5.88E07,8.679E+3,
5.9E07,8.731E+3,
5.92E07,8.530E+3,
5.94E07,8.656E+3,
5.96E07,8.633E+3,
5.98E07,8.707E+3,
6E07,8.793E+3,
6.02E07,8.527E+3,
6.04E07,8.586E+3,
6.06E07,8.468E+3,
6.08E07,8.351E+3,
6.1E07,8.504E+3,
6.12E07,8.338E+3,
6.14E07,8.403E+3,
6.16E07,8.229E+3,
6.18E07,8.386E+3,
6.2E07,8.236E+3,
6.22E07,8.238E+3,
6.24E07,8.035E+3,
6.26E07,8.080E+3,
6.28E07,8.256E+3,
6.3E07,8.033E+3,
6.32E07,8.040E+3,
6.34E07,8.104E+3,
6.36E07,8.003E+3,
6.38E07,7.771E+3,
64000005.000000,7.655E+3,
64200005.000000,7.830E+3,
64400005.000000,7.849E+3,
64600005.000000,7.848E+3,
64800005.000000,7.772E+3,
65000005.000000,7.812E+3,
65200005.000000,7.846E+3,
65400005.000000,7.779E+3,
65600005.000000,7.617E+3,
65800005.000000,7.621E+3,
