Labels,65ms_293k,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,9.278E+3,
2E05,2.245E+4,
4E05,3.400E+4,
6E05,4.507E+4,
800000.060000,5.628E+4,
1E06,6.662E+4,
1.2E06,7.655E+4,
1.4E06,8.663E+4,
1.6E06,9.527E+4,
1.8E06,1.046E+5,
2E06,1.132E+5,
2.2E06,1.216E+5,
2.4E06,1.305E+5,
2.6E06,1.383E+5,
2.8E06,1.459E+5,
3E06,1.538E+5,
3.2E06,1.612E+5,
3.4E06,1.676E+5,
3.6E06,1.740E+5,
3.8E06,1.809E+5,
4E06,1.869E+5,
4.2E06,1.934E+5,
4.4E06,1.992E+5,
4.6E06,2.050E+5,
4.8E06,2.103E+5,
5E06,2.166E+5,
5.2E06,2.223E+5,
5.4E06,2.267E+5,
5.6E06,2.320E+5,
5.8E06,2.369E+5,
6E06,2.410E+5,
6.2E06,2.459E+5,
6400000.500000,2.515E+5,
6600000.500000,2.542E+5,
6800000.500000,2.584E+5,
7000000.500000,2.637E+5,
7200000.600000,2.673E+5,
7400000.600000,2.714E+5,
7600000.600000,2.752E+5,
7800000.600000,2.790E+5,
8000000.600000,2.826E+5,
8200000.600000,2.867E+5,
8400000.700000,2.897E+5,
8600000.700000,2.938E+5,
8800000.700000,2.966E+5,
9000000.700000,3.005E+5,
9200000.700000,3.025E+5,
9400000.700000,3.051E+5,
9600000.800000,3.083E+5,
9800000.800000,3.117E+5,
1E07,3.142E+5,
1.02E07,3.171E+5,
1.04E07,3.201E+5,
1.06E07,3.229E+5,
1.08E07,3.259E+5,
1.1E07,3.286E+5,
1.12E07,3.306E+5,
1.14E07,3.326E+5,
1.16E07,3.348E+5,
1.18E07,3.377E+5,
1.2E07,3.396E+5,
1.22E07,3.421E+5,
1.24E07,3.434E+5,
1.26E07,3.465E+5,
1.28E07,3.488E+5,
1.3E07,3.505E+5,
1.32E07,3.521E+5,
1.34E07,3.539E+5,
1.36E07,3.560E+5,
1.38E07,3.578E+5,
1.4E07,3.597E+5,
1.42E07,3.612E+5,
1.44E07,3.632E+5,
1.46E07,3.648E+5,
1.48E07,3.670E+5,
1.5E07,3.681E+5,
1.52E07,3.692E+5,
1.54E07,3.709E+5,
1.56E07,3.716E+5,
1.58E07,3.732E+5,
1.6E07,3.763E+5,
1.62E07,3.764E+5,
1.64E07,3.782E+5,
1.66E07,3.806E+5,
1.68E07,3.812E+5,
1.7E07,3.820E+5,
1.72E07,3.848E+5,
1.74E07,3.857E+5,
1.76E07,3.871E+5,
1.78E07,3.873E+5,
1.8E07,3.882E+5,
1.82E07,3.893E+5,
1.84E07,3.902E+5,
1.86E07,3.918E+5,
1.88E07,3.916E+5,
1.9E07,3.933E+5,
1.92E07,3.950E+5,
1.94E07,3.955E+5,
1.96E07,3.971E+5,
1.98E07,3.980E+5,
2E07,3.991E+5,
2.02E07,3.996E+5,
2.04E07,4.007E+5,
2.06E07,4.015E+5,
2.08E07,4.023E+5,
2.1E07,4.028E+5,
2.12E07,4.041E+5,
2.14E07,4.052E+5,
2.16E07,4.053E+5,
2.18E07,4.075E+5,
2.2E07,4.080E+5,
2.22E07,4.093E+5,
2.24E07,4.077E+5,
2.26E07,4.099E+5,
2.28E07,4.106E+5,
2.3E07,4.104E+5,
2.32E07,4.117E+5,
2.34E07,4.124E+5,
2.36E07,4.127E+5,
2.38E07,4.142E+5,
2.4E07,4.143E+5,
2.42E07,4.148E+5,
2.44E07,4.157E+5,
2.46E07,4.166E+5,
2.48E07,4.152E+5,
2.5E07,4.171E+5,
2.52E07,4.179E+5,
2.54E07,4.186E+5,
2.56E07,4.196E+5,
2.58E07,4.195E+5,
2.6E07,4.193E+5,
2.62E07,4.204E+5,
2.64E07,4.230E+5,
2.66E07,4.217E+5,
2.68E07,4.239E+5,
2.7E07,4.218E+5,
2.72E07,4.235E+5,
2.74E07,4.233E+5,
2.76E07,4.241E+5,
2.78E07,4.242E+5,
2.8E07,4.243E+5,
2.82E07,4.243E+5,
2.84E07,4.251E+5,
2.86E07,4.255E+5,
2.88E07,4.270E+5,
2.9E07,4.268E+5,
2.92E07,4.276E+5,
2.94E07,4.271E+5,
2.96E07,4.281E+5,
2.98E07,4.284E+5,
3E07,4.276E+5,
3.02E07,4.289E+5,
3.04E07,4.289E+5,
3.06E07,4.293E+5,
3.08E07,4.295E+5,
3.1E07,4.302E+5,
3.12E07,4.311E+5,
3.14E07,4.315E+5,
3.16E07,4.310E+5,
3.18E07,4.311E+5,
3.2E07,4.322E+5,
3.22E07,4.313E+5,
3.24E07,4.327E+5,
3.26E07,4.328E+5,
3.28E07,4.319E+5,
3.3E07,4.342E+5,
3.32E07,4.328E+5,
3.34E07,4.334E+5,
3.36E07,4.339E+5,
3.38E07,4.331E+5,
3.4E07,4.355E+5,
3.42E07,4.351E+5,
3.44E07,4.351E+5,
3.46E07,4.339E+5,
3.48E07,4.341E+5,
3.5E07,4.360E+5,
3.52E07,4.363E+5,
3.54E07,4.363E+5,
3.56E07,4.358E+5,
3.58E07,4.372E+5,
3.6E07,4.357E+5,
3.62E07,4.361E+5,
3.64E07,4.372E+5,
3.66E07,4.374E+5,
3.68E07,4.369E+5,
3.7E07,4.368E+5,
3.72E07,4.377E+5,
3.74E07,4.375E+5,
3.76E07,4.386E+5,
3.78E07,4.377E+5,
3.8E07,4.385E+5,
3.82E07,4.377E+5,
3.84E07,4.380E+5,
3.86E07,4.382E+5,
3.88E07,4.385E+5,
3.9E07,4.394E+5,
3.92E07,4.398E+5,
3.94E07,4.395E+5,
3.96E07,4.395E+5,
3.98E07,4.393E+5,
4E07,4.404E+5,
4.02E07,4.398E+5,
4.04E07,4.412E+5,
4.06E07,4.407E+5,
4.08E07,4.411E+5,
4.1E07,4.409E+5,
4.12E07,4.408E+5,
4.14E07,4.408E+5,
4.16E07,4.393E+5,
4.18E07,4.413E+5,
4.2E07,4.422E+5,
4.22E07,4.420E+5,
4.24E07,4.413E+5,
4.26E07,4.417E+5,
4.28E07,4.416E+5,
4.3E07,4.416E+5,
4.32E07,4.415E+5,
4.34E07,4.422E+5,
4.36E07,4.431E+5,
4.38E07,4.418E+5,
4.4E07,4.423E+5,
4.42E07,4.420E+5,
4.44E07,4.419E+5,
4.46E07,4.424E+5,
4.48E07,4.420E+5,
4.5E07,4.426E+5,
4.52E07,4.422E+5,
4.54E07,4.426E+5,
4.56E07,4.418E+5,
4.58E07,4.416E+5,
4.6E07,4.437E+5,
4.62E07,4.428E+5,
4.64E07,4.427E+5,
4.66E07,4.440E+5,
4.68E07,4.426E+5,
4.7E07,4.433E+5,
4.72E07,4.436E+5,
4.74E07,4.436E+5,
4.76E07,4.431E+5,
4.78E07,4.433E+5,
4.8E07,4.434E+5,
4.82E07,4.443E+5,
4.84E07,4.434E+5,
4.86E07,4.448E+5,
4.88E07,4.438E+5,
4.9E07,4.455E+5,
4.92E07,4.436E+5,
4.94E07,4.437E+5,
4.96E07,4.442E+5,
4.98E07,4.444E+5,
5E07,4.436E+5,
5.02E07,4.443E+5,
5.04E07,4.447E+5,
5.06E07,4.441E+5,
5.08E07,4.436E+5,
5.1E07,4.449E+5,
5.12E07,4.440E+5,
5.14E07,4.457E+5,
5.16E07,4.439E+5,
5.18E07,4.448E+5,
5.2E07,4.442E+5,
5.22E07,4.444E+5,
5.24E07,4.440E+5,
5.26E07,4.463E+5,
5.28E07,4.457E+5,
5.3E07,4.455E+5,
5.32E07,4.461E+5,
5.34E07,4.449E+5,
5.36E07,4.450E+5,
5.38E07,4.449E+5,
5.4E07,4.447E+5,
5.42E07,4.449E+5,
5.44E07,4.450E+5,
5.46E07,4.455E+5,
5.48E07,4.451E+5,
5.5E07,4.455E+5,
5.52E07,4.453E+5,
5.54E07,4.445E+5,
5.56E07,4.456E+5,
5.58E07,4.456E+5,
5.6E07,4.460E+5,
5.62E07,4.444E+5,
5.64E07,4.464E+5,
5.66E07,4.448E+5,
5.68E07,4.448E+5,
5.7E07,4.452E+5,
5.72E07,4.459E+5,
5.74E07,4.470E+5,
5.76E07,4.465E+5,
5.78E07,4.458E+5,
5.8E07,4.465E+5,
5.82E07,4.454E+5,
5.84E07,4.457E+5,
5.86E07,4.460E+5,
5.88E07,4.458E+5,
5.9E07,4.459E+5,
5.92E07,4.460E+5,
5.94E07,4.462E+5,
5.96E07,4.456E+5,
5.98E07,4.458E+5,
6E07,4.468E+5,
6.02E07,4.451E+5,
6.04E07,4.456E+5,
6.06E07,4.454E+5,
6.08E07,4.469E+5,
6.1E07,4.463E+5,
6.12E07,4.457E+5,
6.14E07,4.457E+5,
6.16E07,4.460E+5,
6.18E07,4.479E+5,
6.2E07,4.481E+5,
6.22E07,4.480E+5,
6.24E07,4.464E+5,
6.26E07,4.467E+5,
6.28E07,4.470E+5,
6.3E07,4.467E+5,
6.32E07,4.458E+5,
6.34E07,4.463E+5,
6.36E07,4.470E+5,
6.38E07,4.457E+5,
64000005.000000,4.473E+5,
64200005.000000,4.464E+5,
64400005.000000,4.459E+5,
64600005.000000,4.472E+5,
64800005.000000,4.467E+5,
65000005.000000,4.474E+5,
65200005.000000,4.470E+5,
65400005.000000,4.456E+5,
65600005.000000,4.445E+5,
65800005.000000,4.382E+5,
