Labels,T7_1,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,3.965E+4,
1401.000,4.005E+4,
1402.05000,3.956E+4,
1403.1000,4.002E+4,
1404.15000,3.986E+4,
1405.2000,3.983E+4,
1406.25000,4.016E+4,
1407.3000,3.976E+4,
1408.35000,4.025E+4,
1409.4000,4.039E+4,
1410.45000,4.068E+4,
1411.5000,4.015E+4,
1412.55000,4.098E+4,
1413.6000,4.059E+4,
1414.65000,4.082E+4,
1415.7000,4.034E+4,
1416.75000,4.025E+4,
1417.8000,3.999E+4,
1418.85000,4.025E+4,
1419.9000,4.037E+4,
1420.95000,4.153E+4,
1422.000,4.078E+4,
1423.05000,4.141E+4,
1424.1000,4.121E+4,
1425.15000,4.096E+4,
1426.2000,4.133E+4,
1427.25000,4.148E+4,
1428.3000,4.146E+4,
1429.35000,4.162E+4,
1430.4000,4.217E+4,
1431.45000,4.173E+4,
1432.5000,4.250E+4,
1433.55000,4.214E+4,
1434.6000,4.266E+4,
1435.65000,4.323E+4,
1436.7000,4.328E+4,
1437.75000,4.366E+4,
1438.8000,4.416E+4,
1439.85000,4.418E+4,
1440.9000,4.477E+4,
1441.95000,4.510E+4,
1443.000,4.562E+4,
1444.05000,4.556E+4,
1445.1000,4.676E+4,
1446.15000,4.758E+4,
1447.2000,4.804E+4,
1448.25000,4.908E+4,
1449.3000,4.937E+4,
1450.35000,5.102E+4,
1451.4000,5.187E+4,
1452.45000,5.342E+4,
1453.5000,5.430E+4,
1454.55000,5.562E+4,
1455.6000,5.821E+4,
1456.65000,5.903E+4,
1457.7000,6.176E+4,
1458.75000,6.372E+4,
1459.8000,6.597E+4,
1460.85000,6.808E+4,
1461.9000,7.023E+4,
1462.95000,7.365E+4,
1464.000,7.614E+4,
1465.05000,7.906E+4,
1466.1000,8.294E+4,
1467.15000,8.610E+4,
1468.2000,8.918E+4,
1469.25000,9.295E+4,
1470.3000,9.757E+4,
1471.35000,1.021E+5,
1472.4000,1.050E+5,
1473.45000,1.102E+5,
1474.5000,1.149E+5,
1475.55000,1.192E+5,
1476.6000,1.241E+5,
1477.65000,1.286E+5,
1478.7000,1.335E+5,
1479.75000,1.370E+5,
1480.8000,1.421E+5,
1481.85000,1.463E+5,
1482.9000,1.512E+5,
1483.95000,1.544E+5,
1485.000,1.584E+5,
1486.05000,1.625E+5,
1487.1000,1.662E+5,
1488.15000,1.684E+5,
1489.2000,1.707E+5,
1490.25000,1.737E+5,
1491.3000,1.765E+5,
1492.35000,1.782E+5,
1493.4000,1.796E+5,
1494.45000,1.807E+5,
1495.5000,1.813E+5,
1496.55000,1.816E+5,
1497.6000,1.815E+5,
1498.65000,1.827E+5,
1499.7000,1.818E+5,
1500.75000,1.817E+5,
1501.8000,1.812E+5,
1502.85000,1.796E+5,
1503.9000,1.791E+5,
1504.95000,1.785E+5,
1506.000,1.775E+5,
1507.05000,1.779E+5,
1508.1000,1.777E+5,
1509.15000,1.784E+5,
1510.2000,1.788E+5,
1511.25000,1.804E+5,
1512.3000,1.824E+5,
1513.35000,1.852E+5,
1514.4000,1.896E+5,
1515.45000,1.944E+5,
1516.5000,2.003E+5,
1517.55000,2.080E+5,
1518.6000,2.177E+5,
1519.65000,2.275E+5,
1520.7000,2.397E+5,
1521.75000,2.548E+5,
1522.8000,2.723E+5,
1523.85000,2.907E+5,
1524.9000,3.126E+5,
1525.95000,3.398E+5,
1527.000,3.717E+5,
1528.05000,4.066E+5,
1529.1000,4.477E+5,
1530.15000,4.959E+5,
1531.2000,5.494E+5,
1532.25000,6.123E+5,
1533.3000,6.839E+5,
1534.35000,7.246E+5,
1535.4000,7.267E+5,
1536.45000,6.854E+5,
1537.5000,6.217E+5,
1538.55000,5.762E+5,
1539.6000,5.628E+5,
1540.65000,5.701E+5,
1541.7000,5.751E+5,
1542.75000,5.689E+5,
1543.8000,5.495E+5,
1544.85000,5.194E+5,
1545.9000,4.835E+5,
1546.95000,4.477E+5,
1548.000,4.152E+5,
1549.05000,3.891E+5,
1550.1000,3.674E+5,
1551.15000,3.486E+5,
1552.2000,3.338E+5,
1553.25000,3.210E+5,
1554.3000,3.112E+5,
1555.35000,3.023E+5,
1556.4000,2.949E+5,
1557.45000,2.856E+5,
1558.5000,2.790E+5,
1559.55000,2.701E+5,
1560.6000,2.630E+5,
1561.65000,2.568E+5,
1562.7000,2.511E+5,
1563.75000,2.439E+5,
1564.8000,2.384E+5,
1565.85000,2.306E+5,
1566.9000,2.232E+5,
1567.95000,2.163E+5,
1569.000,2.057E+5,
1570.05000,1.957E+5,
1571.1000,1.846E+5,
1572.15000,1.729E+5,
1573.2000,1.585E+5,
1574.25000,1.474E+5,
1575.3000,1.357E+5,
1576.35000,1.275E+5,
1577.4000,1.215E+5,
1578.45000,1.154E+5,
1579.5000,1.125E+5,
1580.55000,1.088E+5,
1581.6000,1.064E+5,
1582.65000,1.045E+5,
1583.7000,1.032E+5,
1584.75000,1.017E+5,
1585.8000,1.013E+5,
1586.85000,1.010E+5,
1587.9000,1.003E+5,
1588.95000,9.901E+4,
1590.00,9.920E+4,
1591.05000,9.792E+4,
1592.1000,9.768E+4,
1593.15000,9.702E+4,
1594.2000,9.745E+4,
1595.25000,9.640E+4,
1596.3000,9.551E+4,
1597.35000,9.551E+4,
1598.4000,9.656E+4,
1599.45000,9.555E+4,
1600.5000,9.539E+4,
1601.55000,9.499E+4,
1602.6000,9.417E+4,
1603.65000,9.425E+4,
1604.7000,9.286E+4,
1605.75000,9.288E+4,
1606.8000,9.185E+4,
1607.85000,9.063E+4,
1608.9000,9.015E+4,
1609.95000,8.975E+4,
1611.000,8.854E+4,
1612.05000,8.709E+4,
1613.1000,8.644E+4,
1614.15000,8.498E+4,
1615.2000,8.277E+4,
1616.25000,8.158E+4,
1617.3000,7.945E+4,
1618.35000,7.691E+4,
1619.4000,7.503E+4,
1620.45000,7.330E+4,
1621.5000,7.083E+4,
1622.55000,6.818E+4,
1623.6000,6.537E+4,
1624.65000,6.374E+4,
1625.7000,6.172E+4,
1626.75000,5.859E+4,
1627.8000,5.746E+4,
1628.85000,5.571E+4,
1629.9000,5.407E+4,
1630.95000,5.303E+4,
1632.000,5.149E+4,
1633.05000,5.016E+4,
1634.1000,4.875E+4,
1635.15000,4.853E+4,
1636.2000,4.789E+4,
1637.25000,4.708E+4,
1638.3000,4.585E+4,
1639.35000,4.510E+4,
1640.4000,4.508E+4,
1641.45000,4.378E+4,
1642.5000,4.319E+4,
1643.55000,4.330E+4,
1644.6000,4.258E+4,
1645.65000,4.251E+4,
1646.7000,4.213E+4,
1647.75000,4.177E+4,
1648.8000,4.115E+4,
1649.85000,4.109E+4,
1650.9000,4.156E+4,
1651.95000,4.094E+4,
1653.000,4.110E+4,
1654.05000,4.120E+4,
1655.1000,4.071E+4,
1656.15000,4.011E+4,
1657.2000,4.032E+4,
1658.25000,4.023E+4,
1659.3000,4.014E+4,
1660.35000,4.013E+4,
1661.4000,3.997E+4,
1662.45000,3.936E+4,
1663.5000,3.938E+4,
1664.55000,3.928E+4,
1665.6000,3.930E+4,
1666.65000,3.986E+4,
1667.7000,3.971E+4,
1668.75000,3.926E+4,
1669.8000,3.968E+4,
1670.85000,3.893E+4,
1671.9000,3.874E+4,
1672.95000,3.908E+4,
1674.000,3.961E+4,
1675.05000,3.890E+4,
1676.1000,3.922E+4,
1677.15000,3.920E+4,
1678.2000,3.856E+4,
1679.25000,3.915E+4,
1680.3000,3.881E+4,
1681.35000,3.911E+4,
1682.4000,3.901E+4,
1683.45000,3.924E+4,
1684.5000,3.917E+4,
1685.55000,3.937E+4,
1686.6000,3.940E+4,
1687.65000,3.925E+4,
1688.7000,3.954E+4,
1689.75000,3.915E+4,
1690.8000,3.917E+4,
1691.85000,3.889E+4,
1692.9000,3.929E+4,
1693.95000,3.905E+4,
1695.000,3.955E+4,
1696.05000,3.880E+4,
1697.1000,3.848E+4,
1698.15000,3.924E+4,
1699.2000,3.903E+4,
1700.25000,3.910E+4,
