Labels,T1_2,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,3.916E+4,
1401.000,3.890E+4,
1402.05000,3.950E+4,
1403.1000,3.908E+4,
1404.15000,3.904E+4,
1405.2000,3.933E+4,
1406.25000,3.896E+4,
1407.3000,3.898E+4,
1408.35000,3.887E+4,
1409.4000,3.929E+4,
1410.45000,3.940E+4,
1411.5000,3.874E+4,
1412.55000,3.938E+4,
1413.6000,3.877E+4,
1414.65000,3.927E+4,
1415.7000,3.893E+4,
1416.75000,3.951E+4,
1417.8000,3.934E+4,
1418.85000,3.937E+4,
1419.9000,3.958E+4,
1420.95000,3.946E+4,
1422.000,3.972E+4,
1423.05000,3.955E+4,
1424.1000,3.948E+4,
1425.15000,3.936E+4,
1426.2000,3.933E+4,
1427.25000,3.950E+4,
1428.3000,3.928E+4,
1429.35000,3.920E+4,
1430.4000,3.956E+4,
1431.45000,3.980E+4,
1432.5000,3.951E+4,
1433.55000,3.995E+4,
1434.6000,3.984E+4,
1435.65000,3.969E+4,
1436.7000,4.043E+4,
1437.75000,4.028E+4,
1438.8000,3.972E+4,
1439.85000,3.985E+4,
1440.9000,3.981E+4,
1441.95000,3.996E+4,
1443.000,4.003E+4,
1444.05000,4.047E+4,
1445.1000,4.009E+4,
1446.15000,4.045E+4,
1447.2000,4.061E+4,
1448.25000,4.037E+4,
1449.3000,4.150E+4,
1450.35000,4.079E+4,
1451.4000,4.102E+4,
1452.45000,4.141E+4,
1453.5000,4.205E+4,
1454.55000,4.174E+4,
1455.6000,4.217E+4,
1456.65000,4.263E+4,
1457.7000,4.279E+4,
1458.75000,4.324E+4,
1459.8000,4.392E+4,
1460.85000,4.360E+4,
1461.9000,4.397E+4,
1462.95000,4.404E+4,
1464.000,4.412E+4,
1465.05000,4.504E+4,
1466.1000,4.552E+4,
1467.15000,4.604E+4,
1468.2000,4.636E+4,
1469.25000,4.690E+4,
1470.3000,4.754E+4,
1471.35000,4.823E+4,
1472.4000,4.815E+4,
1473.45000,4.934E+4,
1474.5000,4.989E+4,
1475.55000,5.042E+4,
1476.6000,5.107E+4,
1477.65000,5.156E+4,
1478.7000,5.273E+4,
1479.75000,5.324E+4,
1480.8000,5.471E+4,
1481.85000,5.434E+4,
1482.9000,5.471E+4,
1483.95000,5.533E+4,
1485.000,5.565E+4,
1486.05000,5.605E+4,
1487.1000,5.689E+4,
1488.15000,5.688E+4,
1489.2000,5.726E+4,
1490.25000,5.787E+4,
1491.3000,5.737E+4,
1492.35000,5.759E+4,
1493.4000,5.706E+4,
1494.45000,5.759E+4,
1495.5000,5.759E+4,
1496.55000,5.825E+4,
1497.6000,5.719E+4,
1498.65000,5.645E+4,
1499.7000,5.746E+4,
1500.75000,5.739E+4,
1501.8000,5.720E+4,
1502.85000,5.616E+4,
1503.9000,5.630E+4,
1504.95000,5.564E+4,
1506.000,5.625E+4,
1507.05000,5.567E+4,
1508.1000,5.591E+4,
1509.15000,5.584E+4,
1510.2000,5.589E+4,
1511.25000,5.603E+4,
1512.3000,5.696E+4,
1513.35000,5.618E+4,
1514.4000,5.807E+4,
1515.45000,5.831E+4,
1516.5000,5.944E+4,
1517.55000,6.062E+4,
1518.6000,6.178E+4,
1519.65000,6.347E+4,
1520.7000,6.598E+4,
1521.75000,6.878E+4,
1522.8000,7.118E+4,
1523.85000,7.350E+4,
1524.9000,7.691E+4,
1525.95000,8.156E+4,
1527.000,8.651E+4,
1528.05000,9.183E+4,
1529.1000,9.766E+4,
1530.15000,1.044E+5,
1531.2000,1.156E+5,
1532.25000,1.288E+5,
1533.3000,1.478E+5,
1534.35000,1.633E+5,
1535.4000,1.698E+5,
1536.45000,1.664E+5,
1537.5000,1.545E+5,
1538.55000,1.458E+5,
1539.6000,1.422E+5,
1540.65000,1.463E+5,
1541.7000,1.486E+5,
1542.75000,1.478E+5,
1543.8000,1.431E+5,
1544.85000,1.362E+5,
1545.9000,1.266E+5,
1546.95000,1.182E+5,
1548.000,1.111E+5,
1549.05000,1.040E+5,
1550.1000,9.893E+4,
1551.15000,9.393E+4,
1552.2000,9.082E+4,
1553.25000,8.644E+4,
1554.3000,8.429E+4,
1555.35000,8.158E+4,
1556.4000,8.036E+4,
1557.45000,7.907E+4,
1558.5000,7.699E+4,
1559.55000,7.553E+4,
1560.6000,7.455E+4,
1561.65000,7.412E+4,
1562.7000,7.397E+4,
1563.75000,7.380E+4,
1564.8000,7.284E+4,
1565.85000,7.314E+4,
1566.9000,7.057E+4,
1567.95000,6.975E+4,
1569.000,6.818E+4,
1570.05000,6.681E+4,
1571.1000,6.399E+4,
1572.15000,6.207E+4,
1573.2000,5.893E+4,
1574.25000,5.598E+4,
1575.3000,5.428E+4,
1576.35000,5.220E+4,
1577.4000,5.099E+4,
1578.45000,4.963E+4,
1579.5000,4.848E+4,
1580.55000,4.772E+4,
1581.6000,4.779E+4,
1582.65000,4.740E+4,
1583.7000,4.694E+4,
1584.75000,4.737E+4,
1585.8000,4.704E+4,
1586.85000,4.695E+4,
1587.9000,4.644E+4,
1588.95000,4.627E+4,
1590.00,4.689E+4,
1591.05000,4.652E+4,
1592.1000,4.679E+4,
1593.15000,4.649E+4,
1594.2000,4.627E+4,
1595.25000,4.596E+4,
1596.3000,4.619E+4,
1597.35000,4.632E+4,
1598.4000,4.633E+4,
1599.45000,4.623E+4,
1600.5000,4.589E+4,
1601.55000,4.570E+4,
1602.6000,4.618E+4,
1603.65000,4.674E+4,
1604.7000,4.630E+4,
1605.75000,4.574E+4,
1606.8000,4.663E+4,
1607.85000,4.670E+4,
1608.9000,4.560E+4,
1609.95000,4.669E+4,
1611.000,4.620E+4,
1612.05000,4.652E+4,
1613.1000,4.612E+4,
1614.15000,4.606E+4,
1615.2000,4.654E+4,
1616.25000,4.560E+4,
1617.3000,4.581E+4,
1618.35000,4.464E+4,
1619.4000,4.477E+4,
1620.45000,4.428E+4,
1621.5000,4.444E+4,
1622.55000,4.385E+4,
1623.6000,4.339E+4,
1624.65000,4.296E+4,
1625.7000,4.281E+4,
1626.75000,4.252E+4,
1627.8000,4.235E+4,
1628.85000,4.182E+4,
1629.9000,4.127E+4,
1630.95000,4.125E+4,
1632.000,4.158E+4,
1633.05000,4.166E+4,
1634.1000,4.095E+4,
1635.15000,4.124E+4,
1636.2000,4.121E+4,
1637.25000,4.063E+4,
1638.3000,4.032E+4,
1639.35000,4.029E+4,
1640.4000,4.016E+4,
1641.45000,4.045E+4,
1642.5000,4.025E+4,
1643.55000,4.008E+4,
1644.6000,4.010E+4,
1645.65000,4.011E+4,
1646.7000,4.016E+4,
1647.75000,3.966E+4,
1648.8000,4.014E+4,
1649.85000,3.966E+4,
1650.9000,3.988E+4,
1651.95000,4.043E+4,
1653.000,3.978E+4,
1654.05000,3.963E+4,
1655.1000,3.955E+4,
1656.15000,3.950E+4,
1657.2000,3.980E+4,
1658.25000,3.998E+4,
1659.3000,4.019E+4,
1660.35000,3.991E+4,
1661.4000,3.970E+4,
1662.45000,3.990E+4,
1663.5000,3.955E+4,
1664.55000,3.949E+4,
1665.6000,3.946E+4,
1666.65000,3.962E+4,
1667.7000,3.947E+4,
1668.75000,3.951E+4,
1669.8000,3.929E+4,
1670.85000,4.002E+4,
1671.9000,3.891E+4,
1672.95000,3.948E+4,
1674.000,3.891E+4,
1675.05000,3.907E+4,
1676.1000,3.894E+4,
1677.15000,3.936E+4,
1678.2000,3.989E+4,
1679.25000,3.928E+4,
1680.3000,4.012E+4,
1681.35000,3.961E+4,
1682.4000,3.947E+4,
1683.45000,3.883E+4,
1684.5000,3.923E+4,
1685.55000,3.908E+4,
1686.6000,3.861E+4,
1687.65000,3.906E+4,
1688.7000,3.952E+4,
1689.75000,3.927E+4,
1690.8000,3.915E+4,
1691.85000,3.946E+4,
1692.9000,3.921E+4,
1693.95000,3.918E+4,
1695.000,3.915E+4,
1696.05000,3.921E+4,
1697.1000,3.901E+4,
1698.15000,3.901E+4,
1699.2000,3.918E+4,
1700.25000,3.908E+4,
