Labels,T2_2,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,4.034E+4,
1401.000,4.072E+4,
1402.05000,4.090E+4,
1403.1000,4.022E+4,
1404.15000,4.052E+4,
1405.2000,4.064E+4,
1406.25000,4.078E+4,
1407.3000,4.058E+4,
1408.35000,4.069E+4,
1409.4000,4.080E+4,
1410.45000,4.064E+4,
1411.5000,4.104E+4,
1412.55000,4.052E+4,
1413.6000,4.070E+4,
1414.65000,4.095E+4,
1415.7000,4.067E+4,
1416.75000,4.084E+4,
1417.8000,4.078E+4,
1418.85000,4.044E+4,
1419.9000,4.056E+4,
1420.95000,4.057E+4,
1422.000,4.108E+4,
1423.05000,4.114E+4,
1424.1000,4.049E+4,
1425.15000,4.088E+4,
1426.2000,4.085E+4,
1427.25000,4.051E+4,
1428.3000,4.068E+4,
1429.35000,4.018E+4,
1430.4000,4.064E+4,
1431.45000,4.119E+4,
1432.5000,4.118E+4,
1433.55000,4.103E+4,
1434.6000,4.049E+4,
1435.65000,4.100E+4,
1436.7000,4.153E+4,
1437.75000,4.136E+4,
1438.8000,4.090E+4,
1439.85000,4.117E+4,
1440.9000,4.149E+4,
1441.95000,4.114E+4,
1443.000,4.126E+4,
1444.05000,4.158E+4,
1445.1000,4.208E+4,
1446.15000,4.164E+4,
1447.2000,4.150E+4,
1448.25000,4.224E+4,
1449.3000,4.188E+4,
1450.35000,4.203E+4,
1451.4000,4.275E+4,
1452.45000,4.302E+4,
1453.5000,4.213E+4,
1454.55000,4.289E+4,
1455.6000,4.298E+4,
1456.65000,4.326E+4,
1457.7000,4.336E+4,
1458.75000,4.374E+4,
1459.8000,4.396E+4,
1460.85000,4.468E+4,
1461.9000,4.527E+4,
1462.95000,4.506E+4,
1464.000,4.623E+4,
1465.05000,4.600E+4,
1466.1000,4.696E+4,
1467.15000,4.685E+4,
1468.2000,4.738E+4,
1469.25000,4.843E+4,
1470.3000,4.882E+4,
1471.35000,4.900E+4,
1472.4000,4.950E+4,
1473.45000,5.007E+4,
1474.5000,5.121E+4,
1475.55000,5.206E+4,
1476.6000,5.208E+4,
1477.65000,5.227E+4,
1478.7000,5.306E+4,
1479.75000,5.423E+4,
1480.8000,5.414E+4,
1481.85000,5.476E+4,
1482.9000,5.486E+4,
1483.95000,5.593E+4,
1485.000,5.682E+4,
1486.05000,5.637E+4,
1487.1000,5.747E+4,
1488.15000,5.686E+4,
1489.2000,5.754E+4,
1490.25000,5.753E+4,
1491.3000,5.761E+4,
1492.35000,5.745E+4,
1493.4000,5.800E+4,
1494.45000,5.850E+4,
1495.5000,5.790E+4,
1496.55000,5.783E+4,
1497.6000,5.773E+4,
1498.65000,5.802E+4,
1499.7000,5.679E+4,
1500.75000,5.739E+4,
1501.8000,5.634E+4,
1502.85000,5.689E+4,
1503.9000,5.639E+4,
1504.95000,5.686E+4,
1506.000,5.671E+4,
1507.05000,5.660E+4,
1508.1000,5.667E+4,
1509.15000,5.605E+4,
1510.2000,5.650E+4,
1511.25000,5.661E+4,
1512.3000,5.712E+4,
1513.35000,5.696E+4,
1514.4000,5.798E+4,
1515.45000,5.885E+4,
1516.5000,5.911E+4,
1517.55000,6.064E+4,
1518.6000,6.159E+4,
1519.65000,6.385E+4,
1520.7000,6.614E+4,
1521.75000,6.844E+4,
1522.8000,7.091E+4,
1523.85000,7.326E+4,
1524.9000,7.690E+4,
1525.95000,8.059E+4,
1527.000,8.479E+4,
1528.05000,9.175E+4,
1529.1000,9.654E+4,
1530.15000,1.032E+5,
1531.2000,1.141E+5,
1532.25000,1.272E+5,
1533.3000,1.451E+5,
1534.35000,1.588E+5,
1535.4000,1.670E+5,
1536.45000,1.615E+5,
1537.5000,1.495E+5,
1538.55000,1.416E+5,
1539.6000,1.393E+5,
1540.65000,1.415E+5,
1541.7000,1.446E+5,
1542.75000,1.444E+5,
1543.8000,1.411E+5,
1544.85000,1.327E+5,
1545.9000,1.248E+5,
1546.95000,1.167E+5,
1548.000,1.098E+5,
1549.05000,1.037E+5,
1550.1000,9.922E+4,
1551.15000,9.478E+4,
1552.2000,9.049E+4,
1553.25000,8.696E+4,
1554.3000,8.418E+4,
1555.35000,8.263E+4,
1556.4000,8.093E+4,
1557.45000,7.833E+4,
1558.5000,7.788E+4,
1559.55000,7.646E+4,
1560.6000,7.606E+4,
1561.65000,7.592E+4,
1562.7000,7.521E+4,
1563.75000,7.392E+4,
1564.8000,7.339E+4,
1565.85000,7.291E+4,
1566.9000,7.182E+4,
1567.95000,7.056E+4,
1569.000,6.910E+4,
1570.05000,6.727E+4,
1571.1000,6.429E+4,
1572.15000,6.242E+4,
1573.2000,5.958E+4,
1574.25000,5.661E+4,
1575.3000,5.441E+4,
1576.35000,5.384E+4,
1577.4000,5.175E+4,
1578.45000,5.083E+4,
1579.5000,5.015E+4,
1580.55000,4.947E+4,
1581.6000,4.904E+4,
1582.65000,4.911E+4,
1583.7000,4.794E+4,
1584.75000,4.796E+4,
1585.8000,4.732E+4,
1586.85000,4.713E+4,
1587.9000,4.778E+4,
1588.95000,4.698E+4,
1590.00,4.739E+4,
1591.05000,4.688E+4,
1592.1000,4.726E+4,
1593.15000,4.748E+4,
1594.2000,4.780E+4,
1595.25000,4.685E+4,
1596.3000,4.669E+4,
1597.35000,4.657E+4,
1598.4000,4.693E+4,
1599.45000,4.704E+4,
1600.5000,4.712E+4,
1601.55000,4.699E+4,
1602.6000,4.678E+4,
1603.65000,4.639E+4,
1604.7000,4.705E+4,
1605.75000,4.665E+4,
1606.8000,4.667E+4,
1607.85000,4.688E+4,
1608.9000,4.687E+4,
1609.95000,4.630E+4,
1611.000,4.651E+4,
1612.05000,4.609E+4,
1613.1000,4.599E+4,
1614.15000,4.578E+4,
1615.2000,4.541E+4,
1616.25000,4.533E+4,
1617.3000,4.533E+4,
1618.35000,4.505E+4,
1619.4000,4.455E+4,
1620.45000,4.460E+4,
1621.5000,4.434E+4,
1622.55000,4.377E+4,
1623.6000,4.414E+4,
1624.65000,4.344E+4,
1625.7000,4.330E+4,
1626.75000,4.269E+4,
1627.8000,4.275E+4,
1628.85000,4.243E+4,
1629.9000,4.224E+4,
1630.95000,4.233E+4,
1632.000,4.202E+4,
1633.05000,4.195E+4,
1634.1000,4.244E+4,
1635.15000,4.181E+4,
1636.2000,4.138E+4,
1637.25000,4.104E+4,
1638.3000,4.167E+4,
1639.35000,4.182E+4,
1640.4000,4.146E+4,
1641.45000,4.149E+4,
1642.5000,4.132E+4,
1643.55000,4.164E+4,
1644.6000,4.170E+4,
1645.65000,4.114E+4,
1646.7000,4.100E+4,
1647.75000,4.117E+4,
1648.8000,4.064E+4,
1649.85000,4.110E+4,
1650.9000,4.112E+4,
1651.95000,4.089E+4,
1653.000,4.121E+4,
1654.05000,4.046E+4,
1655.1000,4.108E+4,
1656.15000,4.096E+4,
1657.2000,4.126E+4,
1658.25000,4.096E+4,
1659.3000,4.050E+4,
1660.35000,4.092E+4,
1661.4000,4.074E+4,
1662.45000,4.072E+4,
1663.5000,4.066E+4,
1664.55000,4.050E+4,
1665.6000,4.035E+4,
1666.65000,4.134E+4,
1667.7000,4.107E+4,
1668.75000,4.013E+4,
1669.8000,4.016E+4,
1670.85000,4.026E+4,
1671.9000,4.005E+4,
1672.95000,4.012E+4,
1674.000,4.053E+4,
1675.05000,4.048E+4,
1676.1000,4.015E+4,
1677.15000,4.033E+4,
1678.2000,4.073E+4,
1679.25000,4.089E+4,
1680.3000,4.029E+4,
1681.35000,4.070E+4,
1682.4000,4.050E+4,
1683.45000,4.078E+4,
1684.5000,4.056E+4,
1685.55000,4.035E+4,
1686.6000,4.045E+4,
1687.65000,4.091E+4,
1688.7000,4.030E+4,
1689.75000,4.072E+4,
1690.8000,4.065E+4,
1691.85000,4.042E+4,
1692.9000,4.069E+4,
1693.95000,4.090E+4,
1695.000,4.039E+4,
1696.05000,4.045E+4,
1697.1000,4.080E+4,
1698.15000,4.077E+4,
1699.2000,4.103E+4,
1700.25000,4.055E+4,
