Labels,T4_2,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,4.162E+4,
1401.000,4.178E+4,
1402.05000,4.161E+4,
1403.1000,4.097E+4,
1404.15000,4.130E+4,
1405.2000,4.121E+4,
1406.25000,4.111E+4,
1407.3000,4.097E+4,
1408.35000,4.136E+4,
1409.4000,4.098E+4,
1410.45000,4.099E+4,
1411.5000,4.099E+4,
1412.55000,4.172E+4,
1413.6000,4.141E+4,
1414.65000,4.124E+4,
1415.7000,4.192E+4,
1416.75000,4.135E+4,
1417.8000,4.143E+4,
1418.85000,4.089E+4,
1419.9000,4.126E+4,
1420.95000,4.094E+4,
1422.000,4.109E+4,
1423.05000,4.161E+4,
1424.1000,4.149E+4,
1425.15000,4.167E+4,
1426.2000,4.113E+4,
1427.25000,4.140E+4,
1428.3000,4.126E+4,
1429.35000,4.138E+4,
1430.4000,4.143E+4,
1431.45000,4.177E+4,
1432.5000,4.148E+4,
1433.55000,4.131E+4,
1434.6000,4.185E+4,
1435.65000,4.191E+4,
1436.7000,4.185E+4,
1437.75000,4.147E+4,
1438.8000,4.176E+4,
1439.85000,4.162E+4,
1440.9000,4.201E+4,
1441.95000,4.216E+4,
1443.000,4.257E+4,
1444.05000,4.204E+4,
1445.1000,4.209E+4,
1446.15000,4.193E+4,
1447.2000,4.162E+4,
1448.25000,4.195E+4,
1449.3000,4.230E+4,
1450.35000,4.288E+4,
1451.4000,4.288E+4,
1452.45000,4.282E+4,
1453.5000,4.306E+4,
1454.55000,4.312E+4,
1455.6000,4.364E+4,
1456.65000,4.338E+4,
1457.7000,4.415E+4,
1458.75000,4.448E+4,
1459.8000,4.496E+4,
1460.85000,4.494E+4,
1461.9000,4.621E+4,
1462.95000,4.636E+4,
1464.000,4.685E+4,
1465.05000,4.727E+4,
1466.1000,4.769E+4,
1467.15000,4.840E+4,
1468.2000,4.826E+4,
1469.25000,4.941E+4,
1470.3000,5.042E+4,
1471.35000,5.146E+4,
1472.4000,5.196E+4,
1473.45000,5.331E+4,
1474.5000,5.389E+4,
1475.55000,5.404E+4,
1476.6000,5.522E+4,
1477.65000,5.626E+4,
1478.7000,5.673E+4,
1479.75000,5.837E+4,
1480.8000,5.889E+4,
1481.85000,5.892E+4,
1482.9000,6.099E+4,
1483.95000,6.086E+4,
1485.000,6.193E+4,
1486.05000,6.290E+4,
1487.1000,6.341E+4,
1488.15000,6.415E+4,
1489.2000,6.477E+4,
1490.25000,6.601E+4,
1491.3000,6.569E+4,
1492.35000,6.662E+4,
1493.4000,6.679E+4,
1494.45000,6.671E+4,
1495.5000,6.690E+4,
1496.55000,6.773E+4,
1497.6000,6.728E+4,
1498.65000,6.682E+4,
1499.7000,6.673E+4,
1500.75000,6.685E+4,
1501.8000,6.703E+4,
1502.85000,6.736E+4,
1503.9000,6.729E+4,
1504.95000,6.682E+4,
1506.000,6.646E+4,
1507.05000,6.639E+4,
1508.1000,6.664E+4,
1509.15000,6.703E+4,
1510.2000,6.616E+4,
1511.25000,6.699E+4,
1512.3000,6.752E+4,
1513.35000,6.774E+4,
1514.4000,6.869E+4,
1515.45000,6.911E+4,
1516.5000,7.008E+4,
1517.55000,7.142E+4,
1518.6000,7.277E+4,
1519.65000,7.490E+4,
1520.7000,7.775E+4,
1521.75000,7.949E+4,
1522.8000,8.246E+4,
1523.85000,8.531E+4,
1524.9000,8.869E+4,
1525.95000,9.297E+4,
1527.000,9.898E+4,
1528.05000,1.058E+5,
1529.1000,1.137E+5,
1530.15000,1.226E+5,
1531.2000,1.326E+5,
1532.25000,1.438E+5,
1533.3000,1.547E+5,
1534.35000,1.605E+5,
1535.4000,1.598E+5,
1536.45000,1.519E+5,
1537.5000,1.411E+5,
1538.55000,1.346E+5,
1539.6000,1.326E+5,
1540.65000,1.327E+5,
1541.7000,1.346E+5,
1542.75000,1.331E+5,
1543.8000,1.312E+5,
1544.85000,1.268E+5,
1545.9000,1.199E+5,
1546.95000,1.148E+5,
1548.000,1.102E+5,
1549.05000,1.043E+5,
1550.1000,1.020E+5,
1551.15000,9.877E+4,
1552.2000,9.637E+4,
1553.25000,9.438E+4,
1554.3000,9.323E+4,
1555.35000,9.141E+4,
1556.4000,8.981E+4,
1557.45000,8.747E+4,
1558.5000,8.637E+4,
1559.55000,8.419E+4,
1560.6000,8.229E+4,
1561.65000,8.169E+4,
1562.7000,7.938E+4,
1563.75000,7.827E+4,
1564.8000,7.702E+4,
1565.85000,7.560E+4,
1566.9000,7.369E+4,
1567.95000,7.167E+4,
1569.000,6.978E+4,
1570.05000,6.775E+4,
1571.1000,6.606E+4,
1572.15000,6.383E+4,
1573.2000,6.141E+4,
1574.25000,5.938E+4,
1575.3000,5.763E+4,
1576.35000,5.670E+4,
1577.4000,5.498E+4,
1578.45000,5.411E+4,
1579.5000,5.397E+4,
1580.55000,5.343E+4,
1581.6000,5.278E+4,
1582.65000,5.233E+4,
1583.7000,5.216E+4,
1584.75000,5.203E+4,
1585.8000,5.166E+4,
1586.85000,5.128E+4,
1587.9000,5.110E+4,
1588.95000,5.184E+4,
1590.00,5.142E+4,
1591.05000,5.128E+4,
1592.1000,5.083E+4,
1593.15000,5.028E+4,
1594.2000,5.045E+4,
1595.25000,5.026E+4,
1596.3000,5.054E+4,
1597.35000,5.111E+4,
1598.4000,5.053E+4,
1599.45000,5.096E+4,
1600.5000,5.088E+4,
1601.55000,5.020E+4,
1602.6000,4.985E+4,
1603.65000,4.992E+4,
1604.7000,4.997E+4,
1605.75000,4.986E+4,
1606.8000,4.933E+4,
1607.85000,4.969E+4,
1608.9000,4.935E+4,
1609.95000,4.886E+4,
1611.000,4.826E+4,
1612.05000,4.772E+4,
1613.1000,4.813E+4,
1614.15000,4.797E+4,
1615.2000,4.751E+4,
1616.25000,4.727E+4,
1617.3000,4.715E+4,
1618.35000,4.667E+4,
1619.4000,4.560E+4,
1620.45000,4.526E+4,
1621.5000,4.424E+4,
1622.55000,4.421E+4,
1623.6000,4.379E+4,
1624.65000,4.362E+4,
1625.7000,4.338E+4,
1626.75000,4.326E+4,
1627.8000,4.267E+4,
1628.85000,4.234E+4,
1629.9000,4.207E+4,
1630.95000,4.144E+4,
1632.000,4.151E+4,
1633.05000,4.156E+4,
1634.1000,4.112E+4,
1635.15000,4.116E+4,
1636.2000,4.159E+4,
1637.25000,4.132E+4,
1638.3000,4.109E+4,
1639.35000,4.084E+4,
1640.4000,4.027E+4,
1641.45000,4.035E+4,
1642.5000,4.031E+4,
1643.55000,4.036E+4,
1644.6000,4.018E+4,
1645.65000,4.017E+4,
1646.7000,4.014E+4,
1647.75000,4.012E+4,
1648.8000,3.987E+4,
1649.85000,4.017E+4,
1650.9000,4.013E+4,
1651.95000,3.996E+4,
1653.000,3.973E+4,
1654.05000,4.013E+4,
1655.1000,4.058E+4,
1656.15000,4.022E+4,
1657.2000,3.981E+4,
1658.25000,3.980E+4,
1659.3000,3.958E+4,
1660.35000,3.983E+4,
1661.4000,3.912E+4,
1662.45000,3.964E+4,
1663.5000,3.924E+4,
1664.55000,3.948E+4,
1665.6000,3.914E+4,
1666.65000,3.918E+4,
1667.7000,3.954E+4,
1668.75000,3.924E+4,
1669.8000,3.974E+4,
1670.85000,3.882E+4,
1671.9000,3.978E+4,
1672.95000,4.042E+4,
1674.000,4.000E+4,
1675.05000,3.989E+4,
1676.1000,3.947E+4,
1677.15000,3.930E+4,
1678.2000,3.909E+4,
1679.25000,3.971E+4,
1680.3000,3.962E+4,
1681.35000,3.966E+4,
1682.4000,4.004E+4,
1683.45000,3.932E+4,
1684.5000,4.015E+4,
1685.55000,3.978E+4,
1686.6000,3.991E+4,
1687.65000,3.993E+4,
1688.7000,4.017E+4,
1689.75000,4.027E+4,
1690.8000,3.991E+4,
1691.85000,3.987E+4,
1692.9000,4.031E+4,
1693.95000,3.992E+4,
1695.000,3.913E+4,
1696.05000,3.984E+4,
1697.1000,3.989E+4,
1698.15000,3.964E+4,
1699.2000,3.975E+4,
1700.25000,3.946E+4,
