Labels,T6,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,4.102E+4,
1401.000,4.086E+4,
1402.05000,4.178E+4,
1403.1000,4.157E+4,
1404.15000,4.135E+4,
1405.2000,4.233E+4,
1406.25000,4.215E+4,
1407.3000,4.244E+4,
1408.35000,4.283E+4,
1409.4000,4.276E+4,
1410.45000,4.402E+4,
1411.5000,4.404E+4,
1412.55000,4.393E+4,
1413.6000,4.439E+4,
1414.65000,4.459E+4,
1415.7000,4.481E+4,
1416.75000,4.595E+4,
1417.8000,4.607E+4,
1418.85000,4.613E+4,
1419.9000,4.650E+4,
1420.95000,4.752E+4,
1422.000,4.695E+4,
1423.05000,4.756E+4,
1424.1000,4.846E+4,
1425.15000,4.811E+4,
1426.2000,4.892E+4,
1427.25000,4.969E+4,
1428.3000,5.014E+4,
1429.35000,5.026E+4,
1430.4000,5.124E+4,
1431.45000,5.250E+4,
1432.5000,5.181E+4,
1433.55000,5.289E+4,
1434.6000,5.420E+4,
1435.65000,5.543E+4,
1436.7000,5.632E+4,
1437.75000,5.788E+4,
1438.8000,5.889E+4,
1439.85000,6.082E+4,
1440.9000,6.327E+4,
1441.95000,6.463E+4,
1443.000,6.750E+4,
1444.05000,7.006E+4,
1445.1000,7.273E+4,
1446.15000,7.590E+4,
1447.2000,7.913E+4,
1448.25000,8.369E+4,
1449.3000,8.742E+4,
1450.35000,9.226E+4,
1451.4000,9.822E+4,
1452.45000,1.052E+5,
1453.5000,1.109E+5,
1454.55000,1.173E+5,
1455.6000,1.247E+5,
1456.65000,1.345E+5,
1457.7000,1.433E+5,
1458.75000,1.525E+5,
1459.8000,1.638E+5,
1460.85000,1.743E+5,
1461.9000,1.865E+5,
1462.95000,2.004E+5,
1464.000,2.137E+5,
1465.05000,2.265E+5,
1466.1000,2.428E+5,
1467.15000,2.602E+5,
1468.2000,2.772E+5,
1469.25000,2.949E+5,
1470.3000,3.122E+5,
1471.35000,3.332E+5,
1472.4000,3.527E+5,
1473.45000,3.754E+5,
1474.5000,3.983E+5,
1475.55000,4.166E+5,
1476.6000,4.407E+5,
1477.65000,4.601E+5,
1478.7000,4.804E+5,
1479.75000,5.020E+5,
1480.8000,5.205E+5,
1481.85000,5.430E+5,
1482.9000,5.598E+5,
1483.95000,5.759E+5,
1485.000,5.911E+5,
1486.05000,6.074E+5,
1487.1000,6.164E+5,
1488.15000,6.310E+5,
1489.2000,6.406E+5,
1490.25000,6.508E+5,
1491.3000,6.545E+5,
1492.35000,6.622E+5,
1493.4000,6.668E+5,
1494.45000,6.662E+5,
1495.5000,6.676E+5,
1496.55000,6.698E+5,
1497.6000,6.679E+5,
1498.65000,6.639E+5,
1499.7000,6.627E+5,
1500.75000,6.576E+5,
1501.8000,6.520E+5,
1502.85000,6.484E+5,
1503.9000,6.412E+5,
1504.95000,6.369E+5,
1506.000,6.329E+5,
1507.05000,6.272E+5,
1508.1000,6.256E+5,
1509.15000,6.227E+5,
1510.2000,6.253E+5,
1511.25000,6.258E+5,
1512.3000,6.336E+5,
1513.35000,6.410E+5,
1514.4000,6.525E+5,
1515.45000,6.688E+5,
1516.5000,6.906E+5,
1517.55000,7.143E+5,
1518.6000,7.416E+5,
1519.65000,7.743E+5,
1520.7000,8.134E+5,
1521.75000,8.563E+5,
1522.8000,9.010E+5,
1523.85000,9.553E+5,
1524.9000,1.016E+6,
1525.95000,1.090E+6,
1527.000,1.176E+6,
1528.05000,1.276E+6,
1529.1000,1.384E+6,
1530.15000,1.495E+6,
1531.2000,1.608E+6,
1532.25000,1.723E+6,
1533.3000,1.818E+6,
1534.35000,1.837E+6,
1535.4000,1.778E+6,
1536.45000,1.646E+6,
1537.5000,1.495E+6,
1538.55000,1.399E+6,
1539.6000,1.373E+6,
1540.65000,1.381E+6,
1541.7000,1.390E+6,
1542.75000,1.376E+6,
1543.8000,1.339E+6,
1544.85000,1.277E+6,
1545.9000,1.210E+6,
1546.95000,1.143E+6,
1548.000,1.080E+6,
1549.05000,1.028E+6,
1550.1000,9.872E+5,
1551.15000,9.533E+5,
1552.2000,9.307E+5,
1553.25000,9.143E+5,
1554.3000,8.975E+5,
1555.35000,8.797E+5,
1556.4000,8.617E+5,
1557.45000,8.412E+5,
1558.5000,8.206E+5,
1559.55000,7.982E+5,
1560.6000,7.768E+5,
1561.65000,7.574E+5,
1562.7000,7.380E+5,
1563.75000,7.196E+5,
1564.8000,7.004E+5,
1565.85000,6.792E+5,
1566.9000,6.571E+5,
1567.95000,6.344E+5,
1569.000,6.066E+5,
1570.05000,5.789E+5,
1571.1000,5.483E+5,
1572.15000,5.117E+5,
1573.2000,4.768E+5,
1574.25000,4.438E+5,
1575.3000,4.112E+5,
1576.35000,3.895E+5,
1577.4000,3.695E+5,
1578.45000,3.537E+5,
1579.5000,3.443E+5,
1580.55000,3.360E+5,
1581.6000,3.292E+5,
1582.65000,3.261E+5,
1583.7000,3.211E+5,
1584.75000,3.199E+5,
1585.8000,3.161E+5,
1586.85000,3.147E+5,
1587.9000,3.130E+5,
1588.95000,3.122E+5,
1590.00,3.103E+5,
1591.05000,3.095E+5,
1592.1000,3.077E+5,
1593.15000,3.074E+5,
1594.2000,3.062E+5,
1595.25000,3.055E+5,
1596.3000,3.050E+5,
1597.35000,3.036E+5,
1598.4000,3.037E+5,
1599.45000,3.031E+5,
1600.5000,3.008E+5,
1601.55000,2.990E+5,
1602.6000,2.982E+5,
1603.65000,2.948E+5,
1604.7000,2.925E+5,
1605.75000,2.907E+5,
1606.8000,2.883E+5,
1607.85000,2.844E+5,
1608.9000,2.813E+5,
1609.95000,2.750E+5,
1611.000,2.709E+5,
1612.05000,2.653E+5,
1613.1000,2.578E+5,
1614.15000,2.529E+5,
1615.2000,2.446E+5,
1616.25000,2.365E+5,
1617.3000,2.267E+5,
1618.35000,2.168E+5,
1619.4000,2.063E+5,
1620.45000,1.969E+5,
1621.5000,1.842E+5,
1622.55000,1.737E+5,
1623.6000,1.629E+5,
1624.65000,1.506E+5,
1625.7000,1.409E+5,
1626.75000,1.315E+5,
1627.8000,1.225E+5,
1628.85000,1.148E+5,
1629.9000,1.072E+5,
1630.95000,9.986E+4,
1632.000,9.353E+4,
1633.05000,8.863E+4,
1634.1000,8.299E+4,
1635.15000,7.887E+4,
1636.2000,7.639E+4,
1637.25000,7.200E+4,
1638.3000,6.853E+4,
1639.35000,6.604E+4,
1640.4000,6.346E+4,
1641.45000,6.086E+4,
1642.5000,5.920E+4,
1643.55000,5.762E+4,
1644.6000,5.581E+4,
1645.65000,5.397E+4,
1646.7000,5.275E+4,
1647.75000,5.065E+4,
1648.8000,5.022E+4,
1649.85000,4.931E+4,
1650.9000,4.838E+4,
1651.95000,4.754E+4,
1653.000,4.652E+4,
1654.05000,4.607E+4,
1655.1000,4.486E+4,
1656.15000,4.432E+4,
1657.2000,4.371E+4,
1658.25000,4.355E+4,
1659.3000,4.300E+4,
1660.35000,4.277E+4,
1661.4000,4.230E+4,
1662.45000,4.209E+4,
1663.5000,4.173E+4,
1664.55000,4.224E+4,
1665.6000,4.185E+4,
1666.65000,4.138E+4,
1667.7000,4.138E+4,
1668.75000,4.107E+4,
1669.8000,4.023E+4,
1670.85000,3.985E+4,
1671.9000,4.017E+4,
1672.95000,4.010E+4,
1674.000,4.038E+4,
1675.05000,4.008E+4,
1676.1000,4.035E+4,
1677.15000,3.959E+4,
1678.2000,3.999E+4,
1679.25000,3.986E+4,
1680.3000,3.973E+4,
1681.35000,3.963E+4,
1682.4000,3.932E+4,
1683.45000,3.970E+4,
1684.5000,3.984E+4,
1685.55000,3.931E+4,
1686.6000,4.013E+4,
1687.65000,4.003E+4,
1688.7000,3.936E+4,
1689.75000,4.007E+4,
1690.8000,3.962E+4,
1691.85000,3.923E+4,
1692.9000,3.944E+4,
1693.95000,3.887E+4,
1695.000,3.914E+4,
1696.05000,3.907E+4,
1697.1000,3.833E+4,
1698.15000,3.868E+4,
1699.2000,3.881E+4,
1700.25000,3.972E+4,
