Labels,T7_2,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,3.944E+4,
1401.000,3.927E+4,
1402.05000,3.893E+4,
1403.1000,3.961E+4,
1404.15000,3.948E+4,
1405.2000,3.944E+4,
1406.25000,3.993E+4,
1407.3000,3.970E+4,
1408.35000,3.974E+4,
1409.4000,3.960E+4,
1410.45000,4.004E+4,
1411.5000,3.976E+4,
1412.55000,4.005E+4,
1413.6000,4.018E+4,
1414.65000,3.992E+4,
1415.7000,3.969E+4,
1416.75000,3.976E+4,
1417.8000,4.031E+4,
1418.85000,4.028E+4,
1419.9000,4.002E+4,
1420.95000,4.017E+4,
1422.000,4.026E+4,
1423.05000,4.095E+4,
1424.1000,4.056E+4,
1425.15000,4.109E+4,
1426.2000,4.106E+4,
1427.25000,4.133E+4,
1428.3000,4.108E+4,
1429.35000,4.159E+4,
1430.4000,4.139E+4,
1431.45000,4.174E+4,
1432.5000,4.194E+4,
1433.55000,4.147E+4,
1434.6000,4.197E+4,
1435.65000,4.229E+4,
1436.7000,4.246E+4,
1437.75000,4.348E+4,
1438.8000,4.350E+4,
1439.85000,4.373E+4,
1440.9000,4.470E+4,
1441.95000,4.463E+4,
1443.000,4.556E+4,
1444.05000,4.538E+4,
1445.1000,4.543E+4,
1446.15000,4.715E+4,
1447.2000,4.768E+4,
1448.25000,4.869E+4,
1449.3000,4.972E+4,
1450.35000,5.134E+4,
1451.4000,5.215E+4,
1452.45000,5.327E+4,
1453.5000,5.456E+4,
1454.55000,5.506E+4,
1455.6000,5.735E+4,
1456.65000,5.898E+4,
1457.7000,6.107E+4,
1458.75000,6.359E+4,
1459.8000,6.639E+4,
1460.85000,6.895E+4,
1461.9000,7.164E+4,
1462.95000,7.394E+4,
1464.000,7.628E+4,
1465.05000,7.783E+4,
1466.1000,8.166E+4,
1467.15000,8.533E+4,
1468.2000,8.959E+4,
1469.25000,9.253E+4,
1470.3000,9.772E+4,
1471.35000,1.011E+5,
1472.4000,1.051E+5,
1473.45000,1.099E+5,
1474.5000,1.145E+5,
1475.55000,1.192E+5,
1476.6000,1.233E+5,
1477.65000,1.277E+5,
1478.7000,1.329E+5,
1479.75000,1.382E+5,
1480.8000,1.424E+5,
1481.85000,1.480E+5,
1482.9000,1.510E+5,
1483.95000,1.553E+5,
1485.000,1.580E+5,
1486.05000,1.631E+5,
1487.1000,1.660E+5,
1488.15000,1.698E+5,
1489.2000,1.725E+5,
1490.25000,1.747E+5,
1491.3000,1.770E+5,
1492.35000,1.786E+5,
1493.4000,1.803E+5,
1494.45000,1.810E+5,
1495.5000,1.827E+5,
1496.55000,1.818E+5,
1497.6000,1.832E+5,
1498.65000,1.826E+5,
1499.7000,1.821E+5,
1500.75000,1.835E+5,
1501.8000,1.815E+5,
1502.85000,1.799E+5,
1503.9000,1.792E+5,
1504.95000,1.797E+5,
1506.000,1.788E+5,
1507.05000,1.785E+5,
1508.1000,1.788E+5,
1509.15000,1.790E+5,
1510.2000,1.782E+5,
1511.25000,1.797E+5,
1512.3000,1.827E+5,
1513.35000,1.856E+5,
1514.4000,1.899E+5,
1515.45000,1.946E+5,
1516.5000,2.011E+5,
1517.55000,2.086E+5,
1518.6000,2.177E+5,
1519.65000,2.280E+5,
1520.7000,2.408E+5,
1521.75000,2.563E+5,
1522.8000,2.724E+5,
1523.85000,2.912E+5,
1524.9000,3.137E+5,
1525.95000,3.376E+5,
1527.000,3.693E+5,
1528.05000,4.069E+5,
1529.1000,4.483E+5,
1530.15000,4.949E+5,
1531.2000,5.467E+5,
1532.25000,6.095E+5,
1533.3000,6.818E+5,
1534.35000,7.217E+5,
1535.4000,7.254E+5,
1536.45000,6.851E+5,
1537.5000,6.208E+5,
1538.55000,5.750E+5,
1539.6000,5.618E+5,
1540.65000,5.676E+5,
1541.7000,5.727E+5,
1542.75000,5.676E+5,
1543.8000,5.499E+5,
1544.85000,5.195E+5,
1545.9000,4.827E+5,
1546.95000,4.474E+5,
1548.000,4.149E+5,
1549.05000,3.891E+5,
1550.1000,3.667E+5,
1551.15000,3.492E+5,
1552.2000,3.345E+5,
1553.25000,3.222E+5,
1554.3000,3.098E+5,
1555.35000,3.028E+5,
1556.4000,2.949E+5,
1557.45000,2.854E+5,
1558.5000,2.788E+5,
1559.55000,2.711E+5,
1560.6000,2.635E+5,
1561.65000,2.574E+5,
1562.7000,2.501E+5,
1563.75000,2.442E+5,
1564.8000,2.376E+5,
1565.85000,2.310E+5,
1566.9000,2.230E+5,
1567.95000,2.147E+5,
1569.000,2.056E+5,
1570.05000,1.960E+5,
1571.1000,1.849E+5,
1572.15000,1.718E+5,
1573.2000,1.581E+5,
1574.25000,1.462E+5,
1575.3000,1.355E+5,
1576.35000,1.279E+5,
1577.4000,1.208E+5,
1578.45000,1.152E+5,
1579.5000,1.112E+5,
1580.55000,1.095E+5,
1581.6000,1.065E+5,
1582.65000,1.045E+5,
1583.7000,1.033E+5,
1584.75000,1.013E+5,
1585.8000,1.012E+5,
1586.85000,1.017E+5,
1587.9000,9.942E+4,
1588.95000,1.004E+5,
1590.00,9.886E+4,
1591.05000,9.862E+4,
1592.1000,9.866E+4,
1593.15000,9.772E+4,
1594.2000,9.810E+4,
1595.25000,9.675E+4,
1596.3000,9.740E+4,
1597.35000,9.583E+4,
1598.4000,9.641E+4,
1599.45000,9.576E+4,
1600.5000,9.552E+4,
1601.55000,9.501E+4,
1602.6000,9.459E+4,
1603.65000,9.372E+4,
1604.7000,9.289E+4,
1605.75000,9.300E+4,
1606.8000,9.204E+4,
1607.85000,9.102E+4,
1608.9000,9.032E+4,
1609.95000,9.026E+4,
1611.000,8.874E+4,
1612.05000,8.791E+4,
1613.1000,8.678E+4,
1614.15000,8.503E+4,
1615.2000,8.438E+4,
1616.25000,8.205E+4,
1617.3000,8.030E+4,
1618.35000,7.811E+4,
1619.4000,7.605E+4,
1620.45000,7.280E+4,
1621.5000,7.053E+4,
1622.55000,6.836E+4,
1623.6000,6.597E+4,
1624.65000,6.371E+4,
1625.7000,6.173E+4,
1626.75000,6.017E+4,
1627.8000,5.823E+4,
1628.85000,5.616E+4,
1629.9000,5.356E+4,
1630.95000,5.228E+4,
1632.000,5.175E+4,
1633.05000,4.981E+4,
1634.1000,4.896E+4,
1635.15000,4.792E+4,
1636.2000,4.672E+4,
1637.25000,4.588E+4,
1638.3000,4.566E+4,
1639.35000,4.512E+4,
1640.4000,4.377E+4,
1641.45000,4.395E+4,
1642.5000,4.297E+4,
1643.55000,4.291E+4,
1644.6000,4.264E+4,
1645.65000,4.207E+4,
1646.7000,4.140E+4,
1647.75000,4.138E+4,
1648.8000,4.127E+4,
1649.85000,4.129E+4,
1650.9000,4.122E+4,
1651.95000,4.053E+4,
1653.000,4.045E+4,
1654.05000,4.019E+4,
1655.1000,3.999E+4,
1656.15000,4.019E+4,
1657.2000,3.987E+4,
1658.25000,3.971E+4,
1659.3000,3.921E+4,
1660.35000,3.970E+4,
1661.4000,3.978E+4,
1662.45000,3.956E+4,
1663.5000,3.972E+4,
1664.55000,3.992E+4,
1665.6000,3.933E+4,
1666.65000,3.979E+4,
1667.7000,3.962E+4,
1668.75000,3.968E+4,
1669.8000,3.944E+4,
1670.85000,3.935E+4,
1671.9000,3.890E+4,
1672.95000,3.918E+4,
1674.000,3.945E+4,
1675.05000,3.964E+4,
1676.1000,3.889E+4,
1677.15000,3.927E+4,
1678.2000,3.936E+4,
1679.25000,3.929E+4,
1680.3000,3.935E+4,
1681.35000,3.931E+4,
1682.4000,3.838E+4,
1683.45000,3.892E+4,
1684.5000,3.886E+4,
1685.55000,3.913E+4,
1686.6000,3.879E+4,
1687.65000,3.836E+4,
1688.7000,3.901E+4,
1689.75000,3.920E+4,
1690.8000,3.890E+4,
1691.85000,3.911E+4,
1692.9000,3.892E+4,
1693.95000,3.879E+4,
1695.000,3.875E+4,
1696.05000,3.886E+4,
1697.1000,3.827E+4,
1698.15000,3.853E+4,
1699.2000,3.842E+4,
1700.25000,3.859E+4,
