Labels,amplitude_3_1sweeps,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,3.996E008,
Step,4E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,6.363E+3,
4E05,1.343E+4,
800000.060000,1.357E+4,
1.2E06,1.366E+4,
1.6E06,1.357E+4,
2E06,1.319E+4,
2.4E06,1.313E+4,
2.8E06,1.267E+4,
3.2E06,1.230E+4,
3.6E06,1.226E+4,
4E06,1.255E+4,
4.4E06,1.290E+4,
4.8E06,1.221E+4,
5.2E06,1.122E+4,
5.6E06,1.061E+4,
6E06,9.619E+3,
6400000.500000,9.308E+3,
6800000.500000,8.846E+3,
7200000.600000,8.625E+3,
7600000.600000,8.527E+3,
8000000.600000,8.329E+3,
8400000.700000,8.297E+3,
8800000.700000,8.436E+3,
9200000.700000,8.464E+3,
9600000.800000,8.321E+3,
1E07,8.273E+3,
1.04E07,8.192E+3,
1.08E07,8.304E+3,
1.12E07,8.257E+3,
1.16E07,7.973E+3,
1.2E07,8.060E+3,
1.24E07,8.113E+3,
1.28E07,8.112E+3,
1.32E07,8.032E+3,
1.36E07,8.248E+3,
1.4E07,8.137E+3,
1.44E07,8.124E+3,
1.48E07,8.129E+3,
1.52E07,8.211E+3,
1.56E07,8.129E+3,
1.6E07,7.918E+3,
1.64E07,8.238E+3,
1.68E07,8.013E+3,
1.72E07,8.118E+3,
1.76E07,8.111E+3,
1.8E07,8.074E+3,
1.84E07,8.181E+3,
1.88E07,8.111E+3,
1.92E07,8.068E+3,
1.96E07,8.141E+3,
2E07,8.105E+3,
2.04E07,8.088E+3,
2.08E07,8.112E+3,
2.12E07,8.004E+3,
2.16E07,8.180E+3,
2.2E07,8.119E+3,
2.24E07,8.117E+3,
2.28E07,8.319E+3,
2.32E07,8.133E+3,
2.36E07,8.245E+3,
2.4E07,8.167E+3,
2.44E07,8.230E+3,
2.48E07,8.050E+3,
2.52E07,8.133E+3,
2.56E07,8.266E+3,
2.6E07,8.105E+3,
2.64E07,8.133E+3,
2.68E07,8.095E+3,
2.72E07,8.186E+3,
2.76E07,8.127E+3,
2.8E07,8.130E+3,
2.84E07,8.247E+3,
2.88E07,8.152E+3,
2.92E07,8.179E+3,
2.96E07,8.220E+3,
3E07,8.091E+3,
3.04E07,8.305E+3,
3.08E07,2.047E+3,
3.12E07,8.224E+3,
3.16E07,8.090E+3,
3.2E07,8.020E+3,
3.24E07,8.244E+3,
3.28E07,8.172E+3,
3.32E07,8.230E+3,
3.36E07,8.244E+3,
3.4E07,8.202E+3,
3.44E07,8.191E+3,
3.48E07,8.224E+3,
3.52E07,8.178E+3,
3.56E07,8.209E+3,
3.6E07,8.143E+3,
3.64E07,8.192E+3,
3.68E07,8.196E+3,
3.72E07,8.245E+3,
3.76E07,8.147E+3,
3.8E07,8.097E+3,
3.84E07,8.232E+3,
3.88E07,8.263E+3,
3.92E07,8.285E+3,
3.96E07,8.326E+3,
4E07,8.193E+3,
4.04E07,8.194E+3,
4.08E07,8.251E+3,
4.12E07,8.276E+3,
4.16E07,8.201E+3,
4.2E07,8.298E+3,
4.24E07,8.200E+3,
4.28E07,8.200E+3,
4.32E07,8.125E+3,
4.36E07,8.224E+3,
4.4E07,8.310E+3,
4.44E07,8.261E+3,
4.48E07,8.099E+3,
4.52E07,8.309E+3,
4.56E07,8.195E+3,
4.6E07,8.300E+3,
4.64E07,8.402E+3,
4.68E07,8.212E+3,
4.72E07,8.388E+3,
4.76E07,8.239E+3,
4.8E07,8.243E+3,
4.84E07,8.266E+3,
4.88E07,8.186E+3,
4.92E07,8.474E+3,
4.96E07,8.345E+3,
5E07,8.450E+3,
5.04E07,8.357E+3,
5.08E07,8.349E+3,
5.12E07,8.310E+3,
5.16E07,8.420E+3,
5.2E07,8.241E+3,
5.24E07,8.335E+3,
5.28E07,8.147E+3,
5.32E07,8.277E+3,
5.36E07,8.406E+3,
5.4E07,8.272E+3,
5.44E07,8.416E+3,
5.48E07,8.342E+3,
5.52E07,8.290E+3,
5.56E07,8.406E+3,
5.6E07,8.464E+3,
5.64E07,8.295E+3,
5.68E07,8.377E+3,
5.72E07,8.257E+3,
5.76E07,8.343E+3,
5.8E07,8.259E+3,
5.84E07,8.329E+3,
5.88E07,8.353E+3,
5.92E07,8.514E+3,
5.96E07,8.567E+3,
6E07,8.226E+3,
6.04E07,8.310E+3,
6.08E07,8.332E+3,
6.12E07,8.294E+3,
6.16E07,8.228E+3,
6.2E07,8.252E+3,
6.24E07,8.469E+3,
6.28E07,8.339E+3,
6.32E07,8.402E+3,
6.36E07,8.407E+3,
64000005.000000,8.265E+3,
64400005.000000,8.329E+3,
64800005.000000,8.364E+3,
65200005.000000,8.557E+3,
65600005.000000,8.263E+3,
66000005.000000,8.428E+3,
66400005.000000,8.477E+3,
66800005.000000,8.476E+3,
67200005.000000,8.382E+3,
67600005.000000,8.371E+3,
68000005.000000,8.414E+3,
68400005.000000,8.437E+3,
68800005.000000,8.379E+3,
69200005.000000,8.609E+3,
69600005.000000,8.565E+3,
70000005.000000,8.424E+3,
70400006.000000,8.584E+3,
70800006.000000,8.490E+3,
71200006.000000,8.381E+3,
71600006.000000,8.405E+3,
72000006.000000,8.398E+3,
72400006.000000,8.434E+3,
72800006.000000,8.545E+3,
73200006.000000,8.412E+3,
73600006.000000,8.458E+3,
74000006.000000,8.559E+3,
74400006.000000,8.556E+3,
74800006.000000,8.498E+3,
75200006.000000,8.461E+3,
75600006.000000,8.484E+3,
76000006.000000,8.419E+3,
76400006.000000,8.450E+3,
76800006.000000,8.601E+3,
77200006.000000,8.565E+3,
77600006.000000,8.631E+3,
78000006.000000,8.479E+3,
78400006.000000,8.539E+3,
78800006.000000,8.613E+3,
79200006.000000,8.473E+3,
79600006.000000,8.588E+3,
80000006.000000,8.589E+3,
80400006.000000,8.437E+3,
80800006.000000,8.580E+3,
81200006.000000,8.580E+3,
81600006.000000,8.666E+3,
82000006.000000,8.669E+3,
82400006.000000,8.416E+3,
82800006.000000,8.557E+3,
83200007.000000,8.559E+3,
83600007.000000,8.530E+3,
84000007.000000,8.662E+3,
84400007.000000,8.612E+3,
84800007.000000,8.596E+3,
85200007.000000,8.675E+3,
85600007.000000,8.731E+3,
86000007.000000,8.663E+3,
86400007.000000,8.632E+3,
86800007.000000,8.626E+3,
87200007.000000,8.630E+3,
87600007.000000,8.757E+3,
88000007.000000,8.651E+3,
88400007.000000,8.727E+3,
88800007.000000,8.807E+3,
89200007.000000,8.668E+3,
89600007.000000,8.590E+3,
90000007.000000,8.603E+3,
90400007.000000,8.625E+3,
90800007.000000,8.697E+3,
91200007.000000,8.771E+3,
91600007.000000,8.668E+3,
92000007.000000,8.714E+3,
92400007.000000,8.577E+3,
92800007.000000,8.686E+3,
93200007.000000,8.725E+3,
93600007.000000,8.635E+3,
94000007.000000,8.812E+3,
94400007.000000,8.827E+3,
94800007.000000,8.627E+3,
95200007.000000,8.702E+3,
95600007.000000,8.662E+3,
96000008.000000,8.882E+3,
96400008.000000,8.817E+3,
96800008.000000,8.708E+3,
97200008.000000,8.734E+3,
97600008.000000,8.615E+3,
98000008.000000,8.611E+3,
98400008.000000,8.778E+3,
98800008.000000,8.862E+3,
99200008.000000,8.704E+3,
99600008.000000,8.673E+3,
1E08,8.772E+3,
1.004E008,9.081E+3,
1.008E008,9.220E+3,
1.012E008,9.386E+3,
1.016E008,9.864E+3,
1.02E08,1.041E+4,
1.024E008,1.072E+4,
1.028E008,1.102E+4,
1.032E008,1.150E+4,
1.036E008,1.168E+4,
1.04E08,1.191E+4,
1.044E008,1.211E+4,
1.048E008,1.229E+4,
1.052E008,1.233E+4,
1.056E008,1.244E+4,
1.06E08,1.261E+4,
1.064E008,1.283E+4,
1.068E008,1.294E+4,
1.072E008,1.304E+4,
1.076E008,1.296E+4,
1.08E08,1.319E+4,
1.084E008,1.312E+4,
1.088E008,1.319E+4,
1.092E008,1.318E+4,
1.096E008,1.334E+4,
1.1E08,1.341E+4,
1.104E008,1.339E+4,
1.108E008,1.351E+4,
1.112E008,1.342E+4,
1.116E008,1.340E+4,
1.12E08,1.330E+4,
1.124E008,1.344E+4,
1.128E008,1.333E+4,
1.132E008,1.341E+4,
1.136E008,1.346E+4,
1.14E08,1.349E+4,
1.144E008,1.345E+4,
1.148E008,1.337E+4,
1.152E008,1.332E+4,
1.156E008,1.349E+4,
1.16E08,1.342E+4,
1.164E008,1.332E+4,
1.168E008,1.304E+4,
1.172E008,1.291E+4,
1.176E008,1.278E+4,
1.18E08,1.255E+4,
1.184E008,1.245E+4,
1.188E008,1.223E+4,
1.192E008,1.205E+4,
1.196E008,1.181E+4,
1.2E08,1.163E+4,
1.204E008,1.148E+4,
1.208E008,1.136E+4,
1.212E008,1.100E+4,
1.216E008,1.074E+4,
1.22E08,1.057E+4,
1.224E008,1.036E+4,
1.228E008,1.010E+4,
1.232E008,9.859E+3,
1.236E008,9.495E+3,
1.24E08,9.226E+3,
1.244E008,9.093E+3,
1.248E008,8.985E+3,
1.252E008,8.699E+3,
1.256E008,8.470E+3,
1.26E08,8.210E+3,
1.264E008,7.709E+3,
1.268E008,7.570E+3,
1.272E008,7.323E+3,
1.276E008,7.237E+3,
1.28E08,7.015E+3,
1.284E008,6.771E+3,
1.288E008,6.459E+3,
1.292E008,6.458E+3,
