Labels,amplitude_3_10sweeps,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,3.996E008,
Step,4E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,2.625E+4,
4E05,8.554E+4,
800000.060000,1.109E+5,
1.2E06,1.227E+5,
1.6E06,1.283E+5,
2E06,1.308E+5,
2.4E06,1.328E+5,
2.8E06,1.332E+5,
3.2E06,1.333E+5,
3.6E06,1.338E+5,
4E06,1.342E+5,
4.4E06,1.333E+5,
4.8E06,1.328E+5,
5.2E06,1.319E+5,
5.6E06,1.307E+5,
6E06,1.305E+5,
6400000.500000,1.295E+5,
6800000.500000,1.298E+5,
7200000.600000,1.298E+5,
7600000.600000,1.298E+5,
8000000.600000,1.296E+5,
8400000.700000,1.296E+5,
8800000.700000,1.293E+5,
9200000.700000,1.294E+5,
9600000.800000,1.292E+5,
1E07,1.292E+5,
1.04E07,1.294E+5,
1.08E07,1.290E+5,
1.12E07,1.289E+5,
1.16E07,1.286E+5,
1.2E07,1.288E+5,
1.24E07,1.284E+5,
1.28E07,1.284E+5,
1.32E07,1.282E+5,
1.36E07,1.285E+5,
1.4E07,1.277E+5,
1.44E07,1.276E+5,
1.48E07,1.280E+5,
1.52E07,1.283E+5,
1.56E07,1.274E+5,
1.6E07,1.279E+5,
1.64E07,1.278E+5,
1.68E07,1.276E+5,
1.72E07,1.283E+5,
1.76E07,1.278E+5,
1.8E07,1.281E+5,
1.84E07,1.278E+5,
1.88E07,1.280E+5,
1.92E07,1.277E+5,
1.96E07,1.276E+5,
2E07,1.274E+5,
2.04E07,1.279E+5,
2.08E07,1.276E+5,
2.12E07,1.275E+5,
2.16E07,1.277E+5,
2.2E07,1.276E+5,
2.24E07,1.274E+5,
2.28E07,1.281E+5,
2.32E07,1.278E+5,
2.36E07,1.280E+5,
2.4E07,1.276E+5,
2.44E07,1.276E+5,
2.48E07,1.272E+5,
2.52E07,1.276E+5,
2.56E07,1.279E+5,
2.6E07,1.280E+5,
2.64E07,1.278E+5,
2.68E07,1.281E+5,
2.72E07,1.274E+5,
2.76E07,1.274E+5,
2.8E07,1.276E+5,
2.84E07,1.277E+5,
2.88E07,1.277E+5,
2.92E07,1.279E+5,
2.96E07,1.277E+5,
3E07,1.276E+5,
3.04E07,1.277E+5,
3.08E07,1.281E+5,
3.12E07,1.279E+5,
3.16E07,1.275E+5,
3.2E07,1.281E+5,
3.24E07,1.279E+5,
3.28E07,1.272E+5,
3.32E07,1.276E+5,
3.36E07,1.278E+5,
3.4E07,1.283E+5,
3.44E07,1.276E+5,
3.48E07,1.282E+5,
3.52E07,1.278E+5,
3.56E07,1.279E+5,
3.6E07,1.279E+5,
3.64E07,1.273E+5,
3.68E07,1.284E+5,
3.72E07,1.279E+5,
3.76E07,1.279E+5,
3.8E07,1.275E+5,
3.84E07,1.280E+5,
3.88E07,1.278E+5,
3.92E07,1.278E+5,
3.96E07,1.282E+5,
4E07,1.277E+5,
4.04E07,1.280E+5,
4.08E07,1.278E+5,
4.12E07,1.280E+5,
4.16E07,1.281E+5,
4.2E07,1.280E+5,
4.24E07,1.278E+5,
4.28E07,1.277E+5,
4.32E07,1.282E+5,
4.36E07,1.280E+5,
4.4E07,1.281E+5,
4.44E07,1.287E+5,
4.48E07,1.285E+5,
4.52E07,1.281E+5,
4.56E07,1.279E+5,
4.6E07,1.281E+5,
4.64E07,1.279E+5,
4.68E07,1.283E+5,
4.72E07,1.279E+5,
4.76E07,1.284E+5,
4.8E07,1.279E+5,
4.84E07,1.282E+5,
4.88E07,1.286E+5,
4.92E07,1.279E+5,
4.96E07,1.284E+5,
5E07,1.279E+5,
5.04E07,1.281E+5,
5.08E07,1.280E+5,
5.12E07,1.287E+5,
5.16E07,1.284E+5,
5.2E07,1.280E+5,
5.24E07,1.285E+5,
5.28E07,1.284E+5,
5.32E07,1.284E+5,
5.36E07,1.281E+5,
5.4E07,1.286E+5,
5.44E07,1.281E+5,
5.48E07,1.284E+5,
5.52E07,1.281E+5,
5.56E07,1.281E+5,
5.6E07,1.282E+5,
5.64E07,1.284E+5,
5.68E07,1.285E+5,
5.72E07,1.285E+5,
5.76E07,1.287E+5,
5.8E07,1.283E+5,
5.84E07,1.286E+5,
5.88E07,1.287E+5,
5.92E07,1.289E+5,
5.96E07,1.284E+5,
6E07,1.287E+5,
6.04E07,1.289E+5,
6.08E07,1.285E+5,
6.12E07,1.289E+5,
6.16E07,1.286E+5,
6.2E07,1.290E+5,
6.24E07,1.288E+5,
6.28E07,1.285E+5,
6.32E07,1.281E+5,
6.36E07,1.289E+5,
64000005.000000,1.291E+5,
64400005.000000,1.286E+5,
64800005.000000,1.287E+5,
65200005.000000,1.287E+5,
65600005.000000,1.290E+5,
66000005.000000,1.289E+5,
66400005.000000,1.284E+5,
66800005.000000,1.290E+5,
67200005.000000,1.288E+5,
67600005.000000,1.284E+5,
68000005.000000,1.285E+5,
68400005.000000,1.288E+5,
68800005.000000,1.288E+5,
69200005.000000,1.284E+5,
69600005.000000,1.290E+5,
70000005.000000,1.286E+5,
70400006.000000,1.288E+5,
70800006.000000,1.288E+5,
71200006.000000,1.290E+5,
71600006.000000,1.290E+5,
72000006.000000,1.288E+5,
72400006.000000,1.291E+5,
72800006.000000,1.294E+5,
73200006.000000,1.288E+5,
73600006.000000,1.288E+5,
74000006.000000,1.290E+5,
74400006.000000,1.285E+5,
74800006.000000,1.290E+5,
75200006.000000,1.292E+5,
75600006.000000,1.292E+5,
76000006.000000,1.292E+5,
76400006.000000,1.291E+5,
76800006.000000,1.290E+5,
77200006.000000,1.292E+5,
77600006.000000,1.290E+5,
78000006.000000,1.290E+5,
78400006.000000,1.292E+5,
78800006.000000,1.290E+5,
79200006.000000,1.289E+5,
79600006.000000,1.287E+5,
80000006.000000,1.289E+5,
80400006.000000,1.294E+5,
80800006.000000,1.292E+5,
81200006.000000,1.292E+5,
81600006.000000,1.283E+5,
82000006.000000,1.290E+5,
82400006.000000,1.289E+5,
82800006.000000,1.290E+5,
83200007.000000,1.296E+5,
83600007.000000,1.289E+5,
84000007.000000,1.293E+5,
84400007.000000,1.293E+5,
84800007.000000,1.297E+5,
85200007.000000,1.296E+5,
85600007.000000,1.291E+5,
86000007.000000,1.289E+5,
86400007.000000,1.292E+5,
86800007.000000,1.292E+5,
87200007.000000,1.294E+5,
87600007.000000,1.292E+5,
88000007.000000,1.288E+5,
88400007.000000,1.293E+5,
88800007.000000,1.292E+5,
89200007.000000,1.292E+5,
89600007.000000,1.295E+5,
90000007.000000,1.295E+5,
90400007.000000,1.295E+5,
90800007.000000,1.294E+5,
91200007.000000,1.291E+5,
91600007.000000,1.295E+5,
92000007.000000,1.292E+5,
92400007.000000,1.293E+5,
92800007.000000,1.295E+5,
93200007.000000,1.292E+5,
93600007.000000,1.296E+5,
94000007.000000,1.289E+5,
94400007.000000,1.295E+5,
94800007.000000,1.296E+5,
95200007.000000,1.298E+5,
95600007.000000,1.296E+5,
96000008.000000,1.293E+5,
96400008.000000,1.293E+5,
96800008.000000,1.293E+5,
97200008.000000,1.295E+5,
97600008.000000,1.293E+5,
98000008.000000,1.297E+5,
98400008.000000,1.297E+5,
98800008.000000,1.294E+5,
99200008.000000,1.296E+5,
99600008.000000,1.299E+5,
1E08,1.292E+5,
1.004E008,1.298E+5,
1.008E008,1.302E+5,
1.012E008,1.310E+5,
1.016E008,1.318E+5,
1.02E08,1.319E+5,
1.024E008,1.322E+5,
1.028E008,1.325E+5,
1.032E008,1.335E+5,
1.036E008,1.330E+5,
1.04E08,1.336E+5,
1.044E008,1.335E+5,
1.048E008,1.335E+5,
1.052E008,1.323E+5,
1.056E008,1.323E+5,
1.06E08,1.321E+5,
1.064E008,1.311E+5,
1.068E008,1.296E+5,
1.072E008,1.279E+5,
1.076E008,1.267E+5,
1.08E08,1.248E+5,
1.084E008,1.228E+5,
1.088E008,1.218E+5,
1.092E008,1.194E+5,
1.096E008,1.178E+5,
1.1E08,1.154E+5,
1.104E008,1.135E+5,
1.108E008,1.116E+5,
1.112E008,1.092E+5,
1.116E008,1.071E+5,
1.12E08,1.046E+5,
1.124E008,1.023E+5,
1.128E008,1.006E+5,
1.132E008,9.812E+4,
1.136E008,9.616E+4,
1.14E08,9.382E+4,
1.144E008,9.176E+4,
1.148E008,8.924E+4,
1.152E008,8.711E+4,
1.156E008,8.571E+4,
1.16E08,8.273E+4,
1.164E008,8.112E+4,
1.168E008,7.861E+4,
1.172E008,7.674E+4,
1.176E008,7.426E+4,
1.18E08,7.263E+4,
1.184E008,7.076E+4,
1.188E008,6.883E+4,
1.192E008,6.645E+4,
1.196E008,6.462E+4,
1.2E08,6.285E+4,
1.204E008,6.079E+4,
1.208E008,5.893E+4,
1.212E008,5.731E+4,
1.216E008,5.539E+4,
1.22E08,5.360E+4,
1.224E008,5.187E+4,
1.228E008,5.041E+4,
1.232E008,4.864E+4,
1.236E008,4.718E+4,
1.24E08,4.571E+4,
1.244E008,4.426E+4,
1.248E008,4.240E+4,
1.252E008,4.134E+4,
1.256E008,3.992E+4,
1.26E08,3.816E+4,
1.264E008,3.709E+4,
1.268E008,3.574E+4,
1.272E008,3.444E+4,
1.276E008,3.307E+4,
1.28E08,3.230E+4,
1.284E008,3.118E+4,
1.288E008,2.970E+4,
1.292E008,2.867E+4,
