Labels,T25,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,4.209E+4,
1401.000,4.231E+4,
1402.05000,4.288E+4,
1403.1000,4.258E+4,
1404.15000,4.316E+4,
1405.2000,4.310E+4,
1406.25000,4.315E+4,
1407.3000,4.317E+4,
1408.35000,4.392E+4,
1409.4000,4.397E+4,
1410.45000,4.414E+4,
1411.5000,4.456E+4,
1412.55000,4.500E+4,
1413.6000,4.493E+4,
1414.65000,4.522E+4,
1415.7000,4.600E+4,
1416.75000,4.615E+4,
1417.8000,4.619E+4,
1418.85000,4.657E+4,
1419.9000,4.709E+4,
1420.95000,4.735E+4,
1422.000,4.727E+4,
1423.05000,4.781E+4,
1424.1000,4.808E+4,
1425.15000,4.883E+4,
1426.2000,4.917E+4,
1427.25000,4.968E+4,
1428.3000,5.127E+4,
1429.35000,5.191E+4,
1430.4000,5.177E+4,
1431.45000,5.291E+4,
1432.5000,5.376E+4,
1433.55000,5.427E+4,
1434.6000,5.607E+4,
1435.65000,5.693E+4,
1436.7000,5.802E+4,
1437.75000,5.946E+4,
1438.8000,6.144E+4,
1439.85000,6.280E+4,
1440.9000,6.487E+4,
1441.95000,6.688E+4,
1443.000,6.823E+4,
1444.05000,7.076E+4,
1445.1000,7.340E+4,
1446.15000,7.773E+4,
1447.2000,8.181E+4,
1448.25000,8.623E+4,
1449.3000,8.941E+4,
1450.35000,9.459E+4,
1451.4000,1.008E+5,
1452.45000,1.062E+5,
1453.5000,1.127E+5,
1454.55000,1.197E+5,
1455.6000,1.281E+5,
1456.65000,1.371E+5,
1457.7000,1.461E+5,
1458.75000,1.568E+5,
1459.8000,1.688E+5,
1460.85000,1.796E+5,
1461.9000,1.932E+5,
1462.95000,2.084E+5,
1464.000,2.232E+5,
1465.05000,2.394E+5,
1466.1000,2.552E+5,
1467.15000,2.738E+5,
1468.2000,2.916E+5,
1469.25000,3.115E+5,
1470.3000,3.320E+5,
1471.35000,3.540E+5,
1472.4000,3.766E+5,
1473.45000,3.983E+5,
1474.5000,4.243E+5,
1475.55000,4.481E+5,
1476.6000,4.711E+5,
1477.65000,4.931E+5,
1478.7000,5.166E+5,
1479.75000,5.369E+5,
1480.8000,5.613E+5,
1481.85000,5.833E+5,
1482.9000,6.042E+5,
1483.95000,6.212E+5,
1485.000,6.362E+5,
1486.05000,6.530E+5,
1487.1000,6.660E+5,
1488.15000,6.810E+5,
1489.2000,6.929E+5,
1490.25000,6.989E+5,
1491.3000,7.069E+5,
1492.35000,7.138E+5,
1493.4000,7.164E+5,
1494.45000,7.209E+5,
1495.5000,7.180E+5,
1496.55000,7.195E+5,
1497.6000,7.174E+5,
1498.65000,7.127E+5,
1499.7000,7.111E+5,
1500.75000,7.042E+5,
1501.8000,7.005E+5,
1502.85000,6.912E+5,
1503.9000,6.882E+5,
1504.95000,6.798E+5,
1506.000,6.742E+5,
1507.05000,6.695E+5,
1508.1000,6.646E+5,
1509.15000,6.610E+5,
1510.2000,6.641E+5,
1511.25000,6.650E+5,
1512.3000,6.723E+5,
1513.35000,6.790E+5,
1514.4000,6.919E+5,
1515.45000,7.106E+5,
1516.5000,7.294E+5,
1517.55000,7.557E+5,
1518.6000,7.853E+5,
1519.65000,8.193E+5,
1520.7000,8.562E+5,
1521.75000,9.059E+5,
1522.8000,9.533E+5,
1523.85000,1.009E+6,
1524.9000,1.071E+6,
1525.95000,1.148E+6,
1527.000,1.238E+6,
1528.05000,1.342E+6,
1529.1000,1.455E+6,
1530.15000,1.579E+6,
1531.2000,1.699E+6,
1532.25000,1.813E+6,
1533.3000,1.905E+6,
1534.35000,1.917E+6,
1535.4000,1.847E+6,
1536.45000,1.708E+6,
1537.5000,1.556E+6,
1538.55000,1.464E+6,
1539.6000,1.442E+6,
1540.65000,1.451E+6,
1541.7000,1.456E+6,
1542.75000,1.438E+6,
1543.8000,1.395E+6,
1544.85000,1.334E+6,
1545.9000,1.264E+6,
1546.95000,1.195E+6,
1548.000,1.133E+6,
1549.05000,1.082E+6,
1550.1000,1.044E+6,
1551.15000,1.010E+6,
1552.2000,9.875E+5,
1553.25000,9.718E+5,
1554.3000,9.530E+5,
1555.35000,9.346E+5,
1556.4000,9.157E+5,
1557.45000,8.909E+5,
1558.5000,8.691E+5,
1559.55000,8.429E+5,
1560.6000,8.221E+5,
1561.65000,8.019E+5,
1562.7000,7.824E+5,
1563.75000,7.616E+5,
1564.8000,7.420E+5,
1565.85000,7.200E+5,
1566.9000,6.967E+5,
1567.95000,6.708E+5,
1569.000,6.430E+5,
1570.05000,6.137E+5,
1571.1000,5.778E+5,
1572.15000,5.408E+5,
1573.2000,5.027E+5,
1574.25000,4.666E+5,
1575.3000,4.346E+5,
1576.35000,4.127E+5,
1577.4000,3.930E+5,
1578.45000,3.781E+5,
1579.5000,3.665E+5,
1580.55000,3.589E+5,
1581.6000,3.517E+5,
1582.65000,3.466E+5,
1583.7000,3.459E+5,
1584.75000,3.421E+5,
1585.8000,3.389E+5,
1586.85000,3.375E+5,
1587.9000,3.360E+5,
1588.95000,3.356E+5,
1590.00,3.330E+5,
1591.05000,3.321E+5,
1592.1000,3.303E+5,
1593.15000,3.296E+5,
1594.2000,3.297E+5,
1595.25000,3.288E+5,
1596.3000,3.273E+5,
1597.35000,3.277E+5,
1598.4000,3.254E+5,
1599.45000,3.236E+5,
1600.5000,3.222E+5,
1601.55000,3.202E+5,
1602.6000,3.185E+5,
1603.65000,3.157E+5,
1604.7000,3.138E+5,
1605.75000,3.094E+5,
1606.8000,3.085E+5,
1607.85000,3.041E+5,
1608.9000,2.985E+5,
1609.95000,2.943E+5,
1611.000,2.895E+5,
1612.05000,2.838E+5,
1613.1000,2.761E+5,
1614.15000,2.682E+5,
1615.2000,2.606E+5,
1616.25000,2.524E+5,
1617.3000,2.420E+5,
1618.35000,2.307E+5,
1619.4000,2.204E+5,
1620.45000,2.094E+5,
1621.5000,1.978E+5,
1622.55000,1.853E+5,
1623.6000,1.738E+5,
1624.65000,1.615E+5,
1625.7000,1.508E+5,
1626.75000,1.404E+5,
1627.8000,1.309E+5,
1628.85000,1.222E+5,
1629.9000,1.140E+5,
1630.95000,1.060E+5,
1632.000,9.965E+4,
1633.05000,9.390E+4,
1634.1000,8.868E+4,
1635.15000,8.336E+4,
1636.2000,7.953E+4,
1637.25000,7.514E+4,
1638.3000,7.118E+4,
1639.35000,6.775E+4,
1640.4000,6.578E+4,
1641.45000,6.371E+4,
1642.5000,6.078E+4,
1643.55000,5.919E+4,
1644.6000,5.695E+4,
1645.65000,5.547E+4,
1646.7000,5.378E+4,
1647.75000,5.247E+4,
1648.8000,5.255E+4,
1649.85000,5.045E+4,
1650.9000,4.990E+4,
1651.95000,4.864E+4,
1653.000,4.852E+4,
1654.05000,4.818E+4,
1655.1000,4.726E+4,
1656.15000,4.680E+4,
1657.2000,4.527E+4,
1658.25000,4.503E+4,
1659.3000,4.496E+4,
1660.35000,4.516E+4,
1661.4000,4.451E+4,
1662.45000,4.412E+4,
1663.5000,4.387E+4,
1664.55000,4.395E+4,
1665.6000,4.271E+4,
1666.65000,4.283E+4,
1667.7000,4.241E+4,
1668.75000,4.273E+4,
1669.8000,4.253E+4,
1670.85000,4.215E+4,
1671.9000,4.175E+4,
1672.95000,4.172E+4,
1674.000,4.178E+4,
1675.05000,4.162E+4,
1676.1000,4.202E+4,
1677.15000,4.100E+4,
1678.2000,4.108E+4,
1679.25000,4.125E+4,
1680.3000,4.180E+4,
1681.35000,4.081E+4,
1682.4000,4.150E+4,
1683.45000,4.075E+4,
1684.5000,4.000E+4,
1685.55000,4.050E+4,
1686.6000,4.069E+4,
1687.65000,3.989E+4,
1688.7000,3.994E+4,
1689.75000,4.025E+4,
1690.8000,3.994E+4,
1691.85000,3.996E+4,
1692.9000,3.976E+4,
1693.95000,3.992E+4,
1695.000,3.976E+4,
1696.05000,3.955E+4,
1697.1000,3.960E+4,
1698.15000,3.951E+4,
1699.2000,4.073E+4,
1700.25000,4.023E+4,
