Labels,T17,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,4.200E+4,
1401.000,4.220E+4,
1402.05000,4.220E+4,
1403.1000,4.258E+4,
1404.15000,4.242E+4,
1405.2000,4.332E+4,
1406.25000,4.278E+4,
1407.3000,4.302E+4,
1408.35000,4.286E+4,
1409.4000,4.312E+4,
1410.45000,4.358E+4,
1411.5000,4.361E+4,
1412.55000,4.367E+4,
1413.6000,4.421E+4,
1414.65000,4.423E+4,
1415.7000,4.411E+4,
1416.75000,4.459E+4,
1417.8000,4.492E+4,
1418.85000,4.524E+4,
1419.9000,4.599E+4,
1420.95000,4.621E+4,
1422.000,4.552E+4,
1423.05000,4.591E+4,
1424.1000,4.674E+4,
1425.15000,4.752E+4,
1426.2000,4.792E+4,
1427.25000,4.831E+4,
1428.3000,4.868E+4,
1429.35000,4.862E+4,
1430.4000,4.951E+4,
1431.45000,5.013E+4,
1432.5000,5.075E+4,
1433.55000,5.155E+4,
1434.6000,5.244E+4,
1435.65000,5.366E+4,
1436.7000,5.479E+4,
1437.75000,5.553E+4,
1438.8000,5.714E+4,
1439.85000,5.842E+4,
1440.9000,5.975E+4,
1441.95000,6.132E+4,
1443.000,6.380E+4,
1444.05000,6.571E+4,
1445.1000,6.846E+4,
1446.15000,7.031E+4,
1447.2000,7.300E+4,
1448.25000,7.660E+4,
1449.3000,7.890E+4,
1450.35000,8.351E+4,
1451.4000,8.804E+4,
1452.45000,9.310E+4,
1453.5000,9.799E+4,
1454.55000,1.035E+5,
1455.6000,1.109E+5,
1456.65000,1.176E+5,
1457.7000,1.243E+5,
1458.75000,1.332E+5,
1459.8000,1.404E+5,
1460.85000,1.495E+5,
1461.9000,1.598E+5,
1462.95000,1.701E+5,
1464.000,1.806E+5,
1465.05000,1.921E+5,
1466.1000,2.038E+5,
1467.15000,2.172E+5,
1468.2000,2.320E+5,
1469.25000,2.451E+5,
1470.3000,2.583E+5,
1471.35000,2.757E+5,
1472.4000,2.905E+5,
1473.45000,3.079E+5,
1474.5000,3.244E+5,
1475.55000,3.407E+5,
1476.6000,3.578E+5,
1477.65000,3.735E+5,
1478.7000,3.891E+5,
1479.75000,4.057E+5,
1480.8000,4.191E+5,
1481.85000,4.360E+5,
1482.9000,4.505E+5,
1483.95000,4.618E+5,
1485.000,4.726E+5,
1486.05000,4.841E+5,
1487.1000,4.919E+5,
1488.15000,4.998E+5,
1489.2000,5.070E+5,
1490.25000,5.122E+5,
1491.3000,5.170E+5,
1492.35000,5.198E+5,
1493.4000,5.209E+5,
1494.45000,5.217E+5,
1495.5000,5.216E+5,
1496.55000,5.188E+5,
1497.6000,5.180E+5,
1498.65000,5.143E+5,
1499.7000,5.107E+5,
1500.75000,5.060E+5,
1501.8000,5.018E+5,
1502.85000,4.966E+5,
1503.9000,4.919E+5,
1504.95000,4.875E+5,
1506.000,4.822E+5,
1507.05000,4.777E+5,
1508.1000,4.772E+5,
1509.15000,4.745E+5,
1510.2000,4.758E+5,
1511.25000,4.776E+5,
1512.3000,4.823E+5,
1513.35000,4.902E+5,
1514.4000,5.035E+5,
1515.45000,5.183E+5,
1516.5000,5.366E+5,
1517.55000,5.594E+5,
1518.6000,5.878E+5,
1519.65000,6.197E+5,
1520.7000,6.563E+5,
1521.75000,7.013E+5,
1522.8000,7.465E+5,
1523.85000,7.972E+5,
1524.9000,8.514E+5,
1525.95000,9.199E+5,
1527.000,9.939E+5,
1528.05000,1.083E+6,
1529.1000,1.181E+6,
1530.15000,1.287E+6,
1531.2000,1.417E+6,
1532.25000,1.572E+6,
1533.3000,1.743E+6,
1534.35000,1.809E+6,
1535.4000,1.791E+6,
1536.45000,1.659E+6,
1537.5000,1.497E+6,
1538.55000,1.388E+6,
1539.6000,1.358E+6,
1540.65000,1.373E+6,
1541.7000,1.379E+6,
1542.75000,1.361E+6,
1543.8000,1.314E+6,
1544.85000,1.236E+6,
1545.9000,1.149E+6,
1546.95000,1.069E+6,
1548.000,9.950E+5,
1549.05000,9.334E+5,
1550.1000,8.842E+5,
1551.15000,8.397E+5,
1552.2000,8.050E+5,
1553.25000,7.766E+5,
1554.3000,7.519E+5,
1555.35000,7.297E+5,
1556.4000,7.123E+5,
1557.45000,6.916E+5,
1558.5000,6.771E+5,
1559.55000,6.641E+5,
1560.6000,6.534E+5,
1561.65000,6.461E+5,
1562.7000,6.355E+5,
1563.75000,6.259E+5,
1564.8000,6.145E+5,
1565.85000,5.982E+5,
1566.9000,5.833E+5,
1567.95000,5.629E+5,
1569.000,5.393E+5,
1570.05000,5.131E+5,
1571.1000,4.793E+5,
1572.15000,4.420E+5,
1573.2000,4.020E+5,
1574.25000,3.666E+5,
1575.3000,3.320E+5,
1576.35000,3.082E+5,
1577.4000,2.865E+5,
1578.45000,2.696E+5,
1579.5000,2.587E+5,
1580.55000,2.509E+5,
1581.6000,2.446E+5,
1582.65000,2.410E+5,
1583.7000,2.367E+5,
1584.75000,2.354E+5,
1585.8000,2.329E+5,
1586.85000,2.305E+5,
1587.9000,2.290E+5,
1588.95000,2.286E+5,
1590.00,2.275E+5,
1591.05000,2.271E+5,
1592.1000,2.265E+5,
1593.15000,2.260E+5,
1594.2000,2.266E+5,
1595.25000,2.259E+5,
1596.3000,2.253E+5,
1597.35000,2.245E+5,
1598.4000,2.249E+5,
1599.45000,2.248E+5,
1600.5000,2.251E+5,
1601.55000,2.252E+5,
1602.6000,2.243E+5,
1603.65000,2.238E+5,
1604.7000,2.222E+5,
1605.75000,2.201E+5,
1606.8000,2.194E+5,
1607.85000,2.201E+5,
1608.9000,2.144E+5,
1609.95000,2.131E+5,
1611.000,2.105E+5,
1612.05000,2.084E+5,
1613.1000,2.055E+5,
1614.15000,1.992E+5,
1615.2000,1.954E+5,
1616.25000,1.891E+5,
1617.3000,1.826E+5,
1618.35000,1.760E+5,
1619.4000,1.682E+5,
1620.45000,1.596E+5,
1621.5000,1.537E+5,
1622.55000,1.450E+5,
1623.6000,1.370E+5,
1624.65000,1.292E+5,
1625.7000,1.223E+5,
1626.75000,1.162E+5,
1627.8000,1.096E+5,
1628.85000,1.027E+5,
1629.9000,9.697E+4,
1630.95000,9.184E+4,
1632.000,8.578E+4,
1633.05000,8.176E+4,
1634.1000,7.876E+4,
1635.15000,7.464E+4,
1636.2000,7.117E+4,
1637.25000,6.771E+4,
1638.3000,6.557E+4,
1639.35000,6.298E+4,
1640.4000,6.080E+4,
1641.45000,5.936E+4,
1642.5000,5.721E+4,
1643.55000,5.570E+4,
1644.6000,5.415E+4,
1645.65000,5.301E+4,
1646.7000,5.180E+4,
1647.75000,5.052E+4,
1648.8000,5.030E+4,
1649.85000,4.945E+4,
1650.9000,4.846E+4,
1651.95000,4.740E+4,
1653.000,4.751E+4,
1654.05000,4.623E+4,
1655.1000,4.570E+4,
1656.15000,4.555E+4,
1657.2000,4.526E+4,
1658.25000,4.446E+4,
1659.3000,4.366E+4,
1660.35000,4.371E+4,
1661.4000,4.341E+4,
1662.45000,4.323E+4,
1663.5000,4.296E+4,
1664.55000,4.293E+4,
1665.6000,4.260E+4,
1666.65000,4.233E+4,
1667.7000,4.198E+4,
1668.75000,4.237E+4,
1669.8000,4.232E+4,
1670.85000,4.178E+4,
1671.9000,4.122E+4,
1672.95000,4.121E+4,
1674.000,4.123E+4,
1675.05000,4.100E+4,
1676.1000,4.109E+4,
1677.15000,4.060E+4,
1678.2000,4.127E+4,
1679.25000,3.997E+4,
1680.3000,4.068E+4,
1681.35000,3.960E+4,
1682.4000,4.007E+4,
1683.45000,4.005E+4,
1684.5000,3.980E+4,
1685.55000,3.991E+4,
1686.6000,4.020E+4,
1687.65000,4.029E+4,
1688.7000,4.013E+4,
1689.75000,4.012E+4,
1690.8000,3.978E+4,
1691.85000,4.031E+4,
1692.9000,4.013E+4,
1693.95000,4.016E+4,
1695.000,3.964E+4,
1696.05000,3.998E+4,
1697.1000,4.064E+4,
1698.15000,4.018E+4,
1699.2000,4.031E+4,
1700.25000,4.096E+4,
