nm, %R
1800.000000, 10.874780
1799.000000, 10.852539
1798.000000, 10.814463
1797.000000, 10.858159
1796.000000, 10.919029
1795.000000, 10.888810
1794.000000, 10.912912
1793.000000, 10.944340
1792.000000, 10.916443
1791.000000, 10.936942
1790.000000, 10.933025
1789.000000, 10.959609
1788.000000, 10.982589
1787.000000, 10.991834
1786.000000, 11.013087
1785.000000, 11.048310
1784.000000, 11.050875
1783.000000, 11.052541
1782.000000, 11.050816
1781.000000, 11.082363
1780.000000, 11.060408
1779.000000, 11.110268
1778.000000, 11.052549
1777.000000, 11.046364
1776.000000, 11.070566
1775.000000, 11.100358
1774.000000, 11.108255
1773.000000, 11.114923
1772.000000, 11.162839
1771.000000, 11.094514
1770.000000, 11.098000
1769.000000, 10.997518
1768.000000, 11.009281
1767.000000, 11.040917
1766.000000, 11.020529
1765.000000, 11.026333
1764.000000, 11.006202
1763.000000, 11.005935
1762.000000, 11.022687
1761.000000, 11.040690
1760.000000, 11.065181
1759.000000, 11.029726
1758.000000, 11.017109
1757.000000, 10.979107
1756.000000, 10.951233
1755.000000, 10.986345
1754.000000, 10.993120
1753.000000, 10.985257
1752.000000, 11.007916
1751.000000, 11.001864
1750.000000, 10.982688
1749.000000, 10.954771
1748.000000, 10.944816
1747.000000, 10.899174
1746.000000, 10.869872
1745.000000, 10.912949
1744.000000, 10.903777
1743.000000, 10.936397
1742.000000, 10.943450
1741.000000, 10.950726
1740.000000, 10.936821
1739.000000, 10.911830
1738.000000, 10.906006
1737.000000, 10.907910
1736.000000, 10.946141
1735.000000, 10.915895
1734.000000, 10.967916
1733.000000, 10.919240
1732.000000, 10.947693
1731.000000, 10.945991
1730.000000, 10.940636
1729.000000, 10.933666
1728.000000, 10.933183
1727.000000, 10.924388
1726.000000, 10.955981
1725.000000, 10.993737
1724.000000, 11.021966
1723.000000, 10.975549
1722.000000, 10.966814
1721.000000, 10.964528
1720.000000, 10.974350
1719.000000, 11.008582
1718.000000, 11.010226
1717.000000, 11.000816
1716.000000, 11.018915
1715.000000, 11.056583
1714.000000, 11.063176
1713.000000, 11.044896
1712.000000, 11.034592
1711.000000, 11.028524
1710.000000, 11.025431
1709.000000, 11.018013
1708.000000, 11.029652
1707.000000, 11.042348
1706.000000, 11.092724
1705.000000, 11.066841
1704.000000, 11.042344
1703.000000, 11.053031
1702.000000, 11.057573
1701.000000, 11.052464
1700.000000, 11.061628
1699.000000, 11.062265
1698.000000, 11.062301
1697.000000, 11.054230
1696.000000, 11.056141
1695.000000, 11.035221
1694.000000, 11.018390
1693.000000, 11.032211
1692.000000, 11.039034
1691.000000, 11.032050
1690.000000, 11.025075
1689.000000, 10.984086
1688.000000, 10.956405
1687.000000, 10.973647
1686.000000, 10.988714
1685.000000, 10.977645
1684.000000, 10.969932
1683.000000, 10.949029
1682.000000, 10.914354
1681.000000, 10.928093
1680.000000, 10.934519
1679.000000, 10.910021
1678.000000, 10.929745
1677.000000, 10.925757
1676.000000, 10.881289
1675.000000, 10.858301
1674.000000, 10.844615
1673.000000, 10.825832
1672.000000, 10.823074
1671.000000, 10.821735
1670.000000, 10.810734
1669.000000, 10.886410
1668.000000, 10.941650
1667.000000, 10.955254
1666.000000, 11.005814
1665.000000, 11.030474
1664.000000, 10.988424
1663.000000, 10.935188
1662.000000, 10.907370
1661.000000, 10.935550
1660.000000, 10.967253
1659.000000, 10.978530
1658.000000, 11.016503
1657.000000, 10.996983
1656.000000, 10.963509
1655.000000, 11.015944
1654.000000, 11.017552
1653.000000, 10.993441
1652.000000, 10.988338
1651.000000, 11.003622
1650.000000, 11.006697
1649.000000, 11.037997
1648.000000, 11.052030
1647.000000, 11.039345
1646.000000, 11.042411
1645.000000, 11.068268
1644.000000, 11.087436
1643.000000, 11.048986
1642.000000, 11.035060
1641.000000, 11.040522
1640.000000, 11.072227
1639.000000, 11.087302
1638.000000, 11.127881
1637.000000, 11.085795
1636.000000, 11.064414
1635.000000, 11.078653
1634.000000, 11.111686
1633.000000, 11.074353
1632.000000, 11.092680
1631.000000, 11.103937
1630.000000, 11.068618
1629.000000, 11.068789
1628.000000, 11.120388
1627.000000, 11.136384
1626.000000, 11.107916
1625.000000, 11.092258
1624.000000, 11.111809
1623.000000, 11.084417
1622.000000, 11.071583
1621.000000, 11.061984
1620.000000, 11.091150
1619.000000, 11.087653
1618.000000, 11.094695
1617.000000, 11.074261
1616.000000, 11.034826
1615.000000, 11.081641
1614.000000, 11.055172
1613.000000, 11.030267
1612.000000, 10.996751
1611.000000, 11.020319
1610.000000, 11.001771
1609.000000, 11.000178
1608.000000, 10.982312
1607.000000, 11.042035
1606.000000, 11.018615
1605.000000, 11.002447
1604.000000, 11.025493
1603.000000, 10.991368
1602.000000, 10.961748
1601.000000, 10.993896
1600.000000, 10.986937
1599.000000, 10.973404
1598.000000, 10.984531
1597.000000, 11.006778
1596.000000, 10.995973
1595.000000, 10.998395
1594.000000, 10.997446
1593.000000, 11.022888
1592.000000, 11.003049
1591.000000, 11.013478
1590.000000, 11.033567
1589.000000, 11.050944
1588.000000, 11.057581
1587.000000, 11.057735
1586.000000, 11.022781
1585.000000, 11.054852
1584.000000, 11.101196
1583.000000, 11.115088
1582.000000, 11.071231
1581.000000, 11.092944
1580.000000, 11.088422
1579.000000, 11.110466
1578.000000, 11.124819
1577.000000, 11.133620
1576.000000, 11.098190
1575.000000, 11.161546
1574.000000, 11.163376
1573.000000, 11.186676
1572.000000, 11.193155
1571.000000, 11.180062
1570.000000, 11.179919
1569.000000, 11.173882
1568.000000, 11.122916
1567.000000, 11.166106
1566.000000, 11.160686
1565.000000, 11.156565
1564.000000, 11.155265
1563.000000, 11.136893
1562.000000, 11.176157
1561.000000, 11.172208
1560.000000, 11.175581
1559.000000, 11.147694
1558.000000, 11.105210
1557.000000, 11.162467
1556.000000, 11.191340
1555.000000, 11.136529
1554.000000, 11.159820
1553.000000, 11.158368
1552.000000, 11.085700
1551.000000, 11.097515
1550.000000, 11.155135
1549.000000, 11.114758
1548.000000, 11.133423
1547.000000, 11.120469
1546.000000, 11.066901
1545.000000, 11.092653
1544.000000, 11.019633
1543.000000, 11.073032
1542.000000, 11.063494
1541.000000, 11.057001
1540.000000, 11.040007
1539.000000, 11.050457
1538.000000, 11.036573
1537.000000, 11.020384
1536.000000, 11.024118
1535.000000, 11.034354
1534.000000, 11.046465
1533.000000, 11.073282
1532.000000, 11.065183
1531.000000, 11.061787
1530.000000, 11.056842
1529.000000, 11.075961
1528.000000, 11.083214
1527.000000, 11.045229
1526.000000, 11.072452
1525.000000, 11.059198
1524.000000, 11.083084
1523.000000, 11.157747
1522.000000, 11.154642
1521.000000, 11.106836
1520.000000, 11.103950
1519.000000, 11.108206
1518.000000, 11.114665
1517.000000, 11.139787
1516.000000, 11.165221
1515.000000, 11.148501
1514.000000, 11.164813
1513.000000, 11.141620
1512.000000, 11.145581
1511.000000, 11.164030
1510.000000, 11.172657
1509.000000, 11.131633
1508.000000, 11.138906
1507.000000, 11.175306
1506.000000, 11.164931
1505.000000, 11.201774
1504.000000, 11.154555
1503.000000, 11.142521
1502.000000, 11.126441
1501.000000, 11.123639
1500.000000, 11.157199
1499.000000, 11.152915
1498.000000, 11.143041
1497.000000, 11.119190
1496.000000, 11.091784
1495.000000, 11.098574
1494.000000, 11.108787
1493.000000, 11.128447
1492.000000, 11.122765
1491.000000, 11.094318
1490.000000, 11.090368
1489.000000, 11.090117
1488.000000, 11.067739
1487.000000, 11.061988
1486.000000, 11.070782
1485.000000, 11.072506
1484.000000, 11.029754
1483.000000, 11.054149
1482.000000, 11.098884
1481.000000, 11.109604
1480.000000, 11.128883
1479.000000, 11.066274
1478.000000, 11.052241
1477.000000, 11.067001
1476.000000, 11.066072
1475.000000, 11.066092
1474.000000, 11.064540
1473.000000, 11.069376
1472.000000, 11.078745
1471.000000, 11.092429
1470.000000, 11.095162
1469.000000, 11.092186
1468.000000, 11.106409
1467.000000, 11.089870
1466.000000, 11.100897
1465.000000, 11.170883
1464.000000, 11.138392
1463.000000, 11.113289
1462.000000, 11.124762
1461.000000, 11.147326
1460.000000, 11.196143
1459.000000, 11.180039
1458.000000, 11.160800
1457.000000, 11.175245
1456.000000, 11.170130
1455.000000, 11.153981
1454.000000, 11.176097
1453.000000, 11.216481
1452.000000, 11.206015
1451.000000, 11.195085
1450.000000, 11.171667
1449.000000, 11.160200
1448.000000, 11.173162
1447.000000, 11.200347
1446.000000, 11.214691
1445.000000, 11.170733
1444.000000, 11.168868
1443.000000, 11.179610
1442.000000, 11.159370
1441.000000, 11.162380
1440.000000, 11.187720
1439.000000, 11.160043
1438.000000, 11.174555
1437.000000, 11.226796
1436.000000, 11.149995
1435.000000, 11.101044
1434.000000, 11.134757
1433.000000, 11.106760
1432.000000, 11.075081
1431.000000, 11.083676
1430.000000, 11.078861
1429.000000, 11.093142
1428.000000, 11.094809
1427.000000, 11.070699
1426.000000, 11.067344
1425.000000, 11.087570
1424.000000, 11.083036
1423.000000, 11.077211
1422.000000, 11.057373
1421.000000, 11.058124
1420.000000, 11.042379
1419.000000, 11.051236
1418.000000, 11.055720
1417.000000, 11.052707
1416.000000, 11.069455
1415.000000, 11.101545
1414.000000, 11.109531
1413.000000, 11.067363
1412.000000, 11.067514
1411.000000, 11.102437
1410.000000, 11.104102
1409.000000, 11.058922
1408.000000, 11.048877
1407.000000, 11.066888
1406.000000, 11.074323
1405.000000, 11.084653
1404.000000, 11.062143
1403.000000, 11.033268
1402.000000, 11.031294
1401.000000, 11.020690
1400.000000, 11.045292
1399.000000, 11.063309
1398.000000, 11.031982
1397.000000, 10.994810
1396.000000, 10.983968
1395.000000, 11.001816
1394.000000, 10.994562
1393.000000, 10.954965
1392.000000, 10.973541
1391.000000, 10.964876
1390.000000, 10.963358
1389.000000, 10.976761
1388.000000, 10.942173
1387.000000, 10.950994
1386.000000, 10.949673
1385.000000, 10.940048
1384.000000, 10.909758
1383.000000, 10.926193
1382.000000, 10.898277
1381.000000, 10.838932
1380.000000, 10.833660
1379.000000, 10.839874
1378.000000, 10.860450
1377.000000, 10.926262
1376.000000, 10.988085
1375.000000, 11.014841
1374.000000, 11.029207
1373.000000, 11.064213
1372.000000, 11.125443
1371.000000, 11.154097
1370.000000, 11.156624
1369.000000, 11.230561
1368.000000, 11.214100
1367.000000, 11.211589
1366.000000, 11.214209
1365.000000, 11.234256
1364.000000, 11.246487
1363.000000, 11.218998
1362.000000, 11.189105
1361.000000, 11.159785
1360.000000, 11.201571
1359.000000, 11.186002
1358.000000, 11.214696
1357.000000, 11.184480
1356.000000, 11.198931
1355.000000, 11.207312
1354.000000, 11.223228
1353.000000, 11.186799
1352.000000, 11.198299
1351.000000, 11.166354
1350.000000, 11.207277
1349.000000, 11.220042
1348.000000, 11.221851
1347.000000, 11.221720
1346.000000, 11.181194
1345.000000, 11.165818
1344.000000, 11.207114
1343.000000, 11.254308
1342.000000, 11.237656
1341.000000, 11.211076
1340.000000, 11.156892
1339.000000, 11.137252
1338.000000, 11.184033
1337.000000, 11.241869
1336.000000, 11.240410
1335.000000, 11.208233
1334.000000, 11.227758
1333.000000, 11.197959
1332.000000, 11.165230
1331.000000, 11.175441
1330.000000, 11.186874
1329.000000, 11.189293
1328.000000, 11.192906
1327.000000, 11.188588
1326.000000, 11.215675
1325.000000, 11.177257
1324.000000, 11.177718
1323.000000, 11.170099
1322.000000, 11.154033
1321.000000, 11.151520
1320.000000, 11.120030
1319.000000, 11.174506
1318.000000, 11.174648
1317.000000, 11.168697
1316.000000, 11.166740
1315.000000, 11.169148
1314.000000, 11.156866
1313.000000, 11.182054
1312.000000, 11.205520
1311.000000, 11.131906
1310.000000, 11.124062
1309.000000, 11.184163
1308.000000, 11.149531
1307.000000, 11.153821
1306.000000, 11.182033
1305.000000, 11.135739
1304.000000, 11.162843
1303.000000, 11.096569
1302.000000, 11.096191
1301.000000, 11.146535
1300.000000, 11.117024
1299.000000, 11.123437
1298.000000, 11.062081
1297.000000, 11.112976
1296.000000, 11.094481
1295.000000, 11.142395
1294.000000, 11.155059
1293.000000, 11.076151
1292.000000, 11.091134
1291.000000, 11.101826
1290.000000, 11.119820
1289.000000, 11.125213
1288.000000, 11.107471
1287.000000, 11.103818
1286.000000, 11.077311
1285.000000, 11.127788
1284.000000, 11.094648
1283.000000, 11.105423
1282.000000, 11.120994
1281.000000, 11.085892
1280.000000, 11.073287
1279.000000, 11.076148
1278.000000, 11.091033
1277.000000, 11.086928
1276.000000, 11.129950
1275.000000, 11.059947
1274.000000, 11.096077
1273.000000, 11.140088
1272.000000, 11.085737
1271.000000, 11.076625
1270.000000, 11.064863
1269.000000, 11.090557
1268.000000, 11.079680
1267.000000, 11.094091
1266.000000, 11.104161
1265.000000, 11.110460
1264.000000, 11.010321
1263.000000, 11.010741
1262.000000, 11.040523
1261.000000, 11.009432
1260.000000, 11.023525
1259.000000, 11.015861
1258.000000, 11.010774
1257.000000, 11.002909
1256.000000, 10.986271
1255.000000, 11.047141
1254.000000, 11.011200
1253.000000, 11.003793
1252.000000, 11.057536
1251.000000, 11.036192
1250.000000, 11.005764
1249.000000, 11.010297
1248.000000, 10.970699
1247.000000, 10.987336
1246.000000, 10.979736
1245.000000, 11.009096
1244.000000, 11.005735
1243.000000, 11.041390
1242.000000, 11.047365
1241.000000, 11.039582
1240.000000, 11.031473
1239.000000, 10.987014
1238.000000, 10.984962
1237.000000, 11.075631
1236.000000, 11.051308
1235.000000, 10.999096
1234.000000, 10.965926
1233.000000, 11.005080
1232.000000, 11.020698
1231.000000, 10.987396
1230.000000, 11.034631
1229.000000, 11.022610
1228.000000, 10.977555
1227.000000, 10.992146
1226.000000, 10.989738
1225.000000, 10.976910
1224.000000, 10.991030
1223.000000, 10.937116
1222.000000, 10.933804
1221.000000, 10.952544
1220.000000, 10.912104
1219.000000, 10.911138
1218.000000, 10.940497
1217.000000, 10.968926
1216.000000, 10.962935
1215.000000, 10.928260
1214.000000, 10.910842
1213.000000, 10.901949
1212.000000, 10.932832
1211.000000, 10.911364
1210.000000, 10.878497
1209.000000, 10.891191
1208.000000, 10.908519
1207.000000, 10.919600
1206.000000, 10.887238
1205.000000, 10.906234
1204.000000, 10.907145
1203.000000, 10.907847
1202.000000, 10.912086
1201.000000, 10.894635
1200.000000, 10.896863
1199.000000, 10.901386
1198.000000, 10.912028
1197.000000, 10.913150
1196.000000, 10.926135
1195.000000, 10.927986
1194.000000, 10.907240
1193.000000, 10.901870
1192.000000, 10.922180
1191.000000, 10.959060
1190.000000, 10.928107
1189.000000, 10.765682
1188.000000, 10.631515
1187.000000, 10.615702
1186.000000, 10.633886
1185.000000, 10.626583
1184.000000, 10.610221
1183.000000, 10.606364
1182.000000, 10.620363
