nm, %R
1800.000000, 0.436740
1799.000000, 0.477775
1798.000000, 0.452392
1797.000000, 0.434015
1796.000000, 0.484877
1795.000000, 0.414160
1794.000000, 0.504214
1793.000000, 0.508022
1792.000000, 0.443725
1791.000000, 0.405184
1790.000000, 0.477918
1789.000000, 0.469916
1788.000000, 0.482417
1787.000000, 0.516185
1786.000000, 0.465576
1785.000000, 0.558598
1784.000000, 0.549465
1783.000000, 0.531411
1782.000000, 0.455110
1781.000000, 0.518319
1780.000000, 0.546402
1779.000000, 0.433987
1778.000000, 0.499274
1777.000000, 0.525398
1776.000000, 0.513930
1775.000000, 0.444572
1774.000000, 0.445981
1773.000000, 0.491823
1772.000000, 0.474396
1771.000000, 0.475654
1770.000000, 0.447886
1769.000000, 0.443738
1768.000000, 0.449742
1767.000000, 0.424921
1766.000000, 0.466016
1765.000000, 0.428586
1764.000000, 0.454490
1763.000000, 0.416352
1762.000000, 0.420337
1761.000000, 0.478141
1760.000000, 0.464264
1759.000000, 0.466497
1758.000000, 0.497615
1757.000000, 0.439343
1756.000000, 0.458314
1755.000000, 0.448103
1754.000000, 0.484333
1753.000000, 0.480702
1752.000000, 0.539101
1751.000000, 0.514644
1750.000000, 0.488286
1749.000000, 0.486383
1748.000000, 0.441753
1747.000000, 0.423858
1746.000000, 0.435368
1745.000000, 0.425476
1744.000000, 0.493266
1743.000000, 0.519285
1742.000000, 0.477502
1741.000000, 0.455537
1740.000000, 0.504357
1739.000000, 0.507688
1738.000000, 0.491868
1737.000000, 0.446961
1736.000000, 0.437865
1735.000000, 0.484653
1734.000000, 0.512030
1733.000000, 0.500406
1732.000000, 0.484455
1731.000000, 0.484718
1730.000000, 0.487097
1729.000000, 0.468820
1728.000000, 0.436173
1727.000000, 0.447147
1726.000000, 0.466974
1725.000000, 0.454760
1724.000000, 0.453808
1723.000000, 0.484275
1722.000000, 0.500710
1721.000000, 0.493170
1720.000000, 0.478405
1719.000000, 0.469946
1718.000000, 0.457149
1717.000000, 0.444242
1716.000000, 0.458077
1715.000000, 0.485292
1714.000000, 0.475574
1713.000000, 0.466310
1712.000000, 0.480698
1711.000000, 0.446885
1710.000000, 0.449954
1709.000000, 0.463034
1708.000000, 0.469737
1707.000000, 0.477012
1706.000000, 0.458239
1705.000000, 0.474044
1704.000000, 0.495663
1703.000000, 0.458187
1702.000000, 0.441634
1701.000000, 0.463188
1700.000000, 0.448641
1699.000000, 0.445356
1698.000000, 0.453458
1697.000000, 0.457927
1696.000000, 0.455293
1695.000000, 0.454070
1694.000000, 0.497259
1693.000000, 0.506693
1692.000000, 0.468063
1691.000000, 0.461776
1690.000000, 0.462271
1689.000000, 0.444237
1688.000000, 0.444966
1687.000000, 0.481899
1686.000000, 0.518072
1685.000000, 0.494897
1684.000000, 0.466362
1683.000000, 0.447095
1682.000000, 0.424905
1681.000000, 0.427933
1680.000000, 0.448850
1679.000000, 0.493622
1678.000000, 0.489596
1677.000000, 0.457405
1676.000000, 0.459513
1675.000000, 0.485634
1674.000000, 0.480837
1673.000000, 0.451818
1672.000000, 0.495475
1671.000000, 0.516667
1670.000000, 0.466609
1669.000000, 0.459706
1668.000000, 0.427218
1667.000000, 0.442672
1666.000000, 0.490117
1665.000000, 0.486567
1664.000000, 0.463051
1663.000000, 0.446778
1662.000000, 0.458115
1661.000000, 0.442038
1660.000000, 0.455726
1659.000000, 0.493849
1658.000000, 0.491603
1657.000000, 0.464814
1656.000000, 0.454382
1655.000000, 0.476745
1654.000000, 0.499355
1653.000000, 0.506626
1652.000000, 0.489481
1651.000000, 0.496702
1650.000000, 0.522076
1649.000000, 0.505221
1648.000000, 0.514733
1647.000000, 0.509583
1646.000000, 0.502392
1645.000000, 0.478541
1644.000000, 0.483970
1643.000000, 0.495288
1642.000000, 0.491870
1641.000000, 0.480106
1640.000000, 0.481808
1639.000000, 0.494671
1638.000000, 0.485282
1637.000000, 0.491784
1636.000000, 0.474143
1635.000000, 0.466030
1634.000000, 0.493957
1633.000000, 0.515745
1632.000000, 0.487695
1631.000000, 0.472595
1630.000000, 0.485790
1629.000000, 0.513135
1628.000000, 0.506084
1627.000000, 0.490963
1626.000000, 0.483260
1625.000000, 0.477739
1624.000000, 0.468506
1623.000000, 0.500685
1622.000000, 0.494000
1621.000000, 0.463551
1620.000000, 0.475798
1619.000000, 0.472051
1618.000000, 0.526690
1617.000000, 0.504249
1616.000000, 0.475807
1615.000000, 0.522191
1614.000000, 0.491496
1613.000000, 0.459567
1612.000000, 0.455427
1611.000000, 0.467272
1610.000000, 0.458029
1609.000000, 0.479391
1608.000000, 0.539944
1607.000000, 0.487953
1606.000000, 0.508954
1605.000000, 0.497025
1604.000000, 0.492186
1603.000000, 0.517644
1602.000000, 0.454345
1601.000000, 0.474516
1600.000000, 0.479838
1599.000000, 0.436095
1598.000000, 0.441240
1597.000000, 0.449568
1596.000000, 0.511565
1595.000000, 0.487200
1594.000000, 0.474257
1593.000000, 0.446615
1592.000000, 0.486703
1591.000000, 0.431292
1590.000000, 0.479197
1589.000000, 0.490871
1588.000000, 0.476180
1587.000000, 0.448506
1586.000000, 0.491465
