nm, %R
1800.000000, 0.100151
1799.000000, 0.089334
1798.000000, 0.107717
1797.000000, 0.083654
1796.000000, 0.105705
1795.000000, 0.140488
1794.000000, 0.105641
1793.000000, 0.131727
1792.000000, 0.095464
1791.000000, 0.143252
1790.000000, 0.133066
1789.000000, 0.132852
1788.000000, 0.126013
1787.000000, 0.109615
1786.000000, 0.149531
1785.000000, 0.121855
1784.000000, 0.140402
1783.000000, 0.180141
1782.000000, 0.184814
1781.000000, 0.147562
1780.000000, 0.175460
1779.000000, 0.167334
1778.000000, 0.166773
1777.000000, 0.158654
1776.000000, 0.158848
1775.000000, 0.133485
1774.000000, 0.149641
1773.000000, 0.131899
1772.000000, 0.146267
1771.000000, 0.126556
1770.000000, 0.164541
1769.000000, 0.126498
1768.000000, 0.131088
1767.000000, 0.137876
1766.000000, 0.116789
1765.000000, 0.079417
1764.000000, 0.155543
1763.000000, 0.088262
1762.000000, 0.121736
1761.000000, 0.096976
1760.000000, 0.133433
1759.000000, 0.107157
1758.000000, 0.104496
1757.000000, 0.111734
1756.000000, 0.072400
1755.000000, 0.175976
1754.000000, 0.146828
1753.000000, 0.128883
1752.000000, 0.136768
1751.000000, 0.148669
1750.000000, 0.138479
1749.000000, 0.130544
1748.000000, 0.089319
1747.000000, 0.116478
1746.000000, 0.111049
1745.000000, 0.132997
1744.000000, 0.134398
1743.000000, 0.138577
1742.000000, 0.156225
1741.000000, 0.138778
1740.000000, 0.106720
1739.000000, 0.068743
1738.000000, 0.107700
1737.000000, 0.145822
1736.000000, 0.163392
1735.000000, 0.140629
1734.000000, 0.141302
1733.000000, 0.126430
1732.000000, 0.117222
1731.000000, 0.124764
1730.000000, 0.118806
1729.000000, 0.116896
1728.000000, 0.095914
1727.000000, 0.151360
1726.000000, 0.160786
1725.000000, 0.160800
1724.000000, 0.161145
1723.000000, 0.137048
1722.000000, 0.115088
1721.000000, 0.119067
1720.000000, 0.132115
1719.000000, 0.083485
1718.000000, 0.137154
1717.000000, 0.170972
1716.000000, 0.194229
1715.000000, 0.146537
1714.000000, 0.094583
1713.000000, 0.081201
1712.000000, 0.086433
1711.000000, 0.121481
1710.000000, 0.131177
1709.000000, 0.141646
1708.000000, 0.175166
1707.000000, 0.151721
1706.000000, 0.126624
1705.000000, 0.121099
1704.000000, 0.136623
1703.000000, 0.153838
1702.000000, 0.160637
1701.000000, 0.153921
1700.000000, 0.140996
1699.000000, 0.111719
1698.000000, 0.111084
1697.000000, 0.110465
1696.000000, 0.155821
1695.000000, 0.163302
1694.000000, 0.128306
1693.000000, 0.129573
1692.000000, 0.111978
1691.000000, 0.108670
1690.000000, 0.110241
1689.000000, 0.110607
1688.000000, 0.123438
