nm, %R
1800.000000, 0.246111
1799.000000, 0.235758
1798.000000, 0.269861
1797.000000, 0.259973
1796.000000, 0.262555
1795.000000, 0.343868
1794.000000, 0.326976
1793.000000, 0.322484
1792.000000, 0.321691
1791.000000, 0.280242
1790.000000, 0.345990
1789.000000, 0.297208
1788.000000, 0.350806
1787.000000, 0.328180
1786.000000, 0.326292
1785.000000, 0.365471
1784.000000, 0.368461
1783.000000, 0.326606
1782.000000, 0.314222
1781.000000, 0.376260
1780.000000, 0.365153
1779.000000, 0.294637
1778.000000, 0.340569
1777.000000, 0.349570
1776.000000, 0.312192
1775.000000, 0.328543
1774.000000, 0.341698
1773.000000, 0.364763
1772.000000, 0.288833
1771.000000, 0.273810
1770.000000, 0.276323
1769.000000, 0.318664
1768.000000, 0.302423
1767.000000, 0.270818
1766.000000, 0.278072
1765.000000, 0.302202
1764.000000, 0.296955
1763.000000, 0.290886
1762.000000, 0.287973
1761.000000, 0.314174
1760.000000, 0.301980
1759.000000, 0.333714
1758.000000, 0.316526
1757.000000, 0.316976
1756.000000, 0.301937
1755.000000, 0.289022
1754.000000, 0.345478
1753.000000, 0.326764
1752.000000, 0.305143
1751.000000, 0.318698
1750.000000, 0.348572
1749.000000, 0.353845
1748.000000, 0.322629
1747.000000, 0.323518
1746.000000, 0.318340
1745.000000, 0.284885
1744.000000, 0.315778
1743.000000, 0.291487
1742.000000, 0.289387
1741.000000, 0.312582
1740.000000, 0.327566
1739.000000, 0.328141
1738.000000, 0.313128
1737.000000, 0.343765
1736.000000, 0.320898
1735.000000, 0.283537
1734.000000, 0.305395
1733.000000, 0.294340
1732.000000, 0.325659
1731.000000, 0.336597
1730.000000, 0.351006
1729.000000, 0.332077
1728.000000, 0.312434
1727.000000, 0.313639
1726.000000, 0.328031
1725.000000, 0.313906
1724.000000, 0.294562
1723.000000, 0.277611
1722.000000, 0.306997
1721.000000, 0.326723
1720.000000, 0.324161
1719.000000, 0.384466
1718.000000, 0.344785
1717.000000, 0.313069
1716.000000, 0.314471
1715.000000, 0.285192
1714.000000, 0.285743
1713.000000, 0.307423
1712.000000, 0.353899
1711.000000, 0.346301
1710.000000, 0.328370
1709.000000, 0.326328
1708.000000, 0.318414
1707.000000, 0.328997
1706.000000, 0.349189
1705.000000, 0.330909
1704.000000, 0.327402
1703.000000, 0.267862
1702.000000, 0.251453
1701.000000, 0.321904
1700.000000, 0.311920
1699.000000, 0.305802
1698.000000, 0.311966
1697.000000, 0.326833
1696.000000, 0.307268
1695.000000, 0.293525
1694.000000, 0.330651
1693.000000, 0.336623
1692.000000, 0.334127
1691.000000, 0.347782
1690.000000, 0.352601
1689.000000, 0.333249
1688.000000, 0.291002
1687.000000, 0.267817
1686.000000, 0.294899
1685.000000, 0.325650
1684.000000, 0.330724
1683.000000, 0.358076
1682.000000, 0.355371
1681.000000, 0.309771
1680.000000, 0.311950
1679.000000, 0.328447
1678.000000, 0.318499
1677.000000, 0.328566
1676.000000, 0.333620
1675.000000, 0.333844
1674.000000, 0.339974
1673.000000, 0.287252
1672.000000, 0.278859
1671.000000, 0.302404
1670.000000, 0.312025
1669.000000, 0.336115
1668.000000, 0.319009
1667.000000, 0.304736
1666.000000, 0.314109
1665.000000, 0.286759
1664.000000, 0.265866
1663.000000, 0.260366
1662.000000, 0.274945
1661.000000, 0.299774
1660.000000, 0.300133
1659.000000, 0.284894
1658.000000, 0.291892
1657.000000, 0.323225
1656.000000, 0.350177
1655.000000, 0.361872
1654.000000, 0.319808
1653.000000, 0.318514
1652.000000, 0.362533
1651.000000, 0.386281
1650.000000, 0.373034
1649.000000, 0.286327
