nm, %R
1800.000000, 0.459028
1799.000000, 0.350412
1798.000000, 0.332633
1797.000000, 0.399966
1796.000000, 0.370632
1795.000000, 0.394808
1794.000000, 0.417065
1793.000000, 0.388632
1792.000000, 0.408235
1791.000000, 0.400346
1790.000000, 0.341058
1789.000000, 0.389256
1788.000000, 0.407929
1787.000000, 0.482684
1786.000000, 0.426295
1785.000000, 0.428202
1784.000000, 0.465319
1783.000000, 0.439206
1782.000000, 0.437274
1781.000000, 0.482638
1780.000000, 0.446952
1779.000000, 0.400881
1778.000000, 0.424952
1777.000000, 0.447400
1776.000000, 0.450828
1775.000000, 0.484893
1774.000000, 0.455091
1773.000000, 0.438019
1772.000000, 0.420483
1771.000000, 0.411379
1770.000000, 0.401390
1769.000000, 0.485398
1768.000000, 0.408071
1767.000000, 0.410308
1766.000000, 0.426264
1765.000000, 0.410178
1764.000000, 0.416458
1763.000000, 0.418724
1762.000000, 0.412366
1761.000000, 0.424244
1760.000000, 0.390240
1759.000000, 0.418566
1758.000000, 0.379167
1757.000000, 0.419027
1756.000000, 0.401665
1755.000000, 0.445825
1754.000000, 0.448267
1753.000000, 0.454223
1752.000000, 0.412583
1751.000000, 0.406323
1750.000000, 0.403945
1749.000000, 0.430842
1748.000000, 0.414796
1747.000000, 0.413321
1746.000000, 0.433185
1745.000000, 0.447405
1744.000000, 0.450840
1743.000000, 0.385833
1742.000000, 0.371865
1741.000000, 0.431236
1740.000000, 0.414822
1739.000000, 0.441034
1738.000000, 0.398224
1737.000000, 0.455220
1736.000000, 0.434447
1735.000000, 0.474872
1734.000000, 0.458662
1733.000000, 0.423713
1732.000000, 0.430827
1731.000000, 0.413126
1730.000000, 0.416725
1729.000000, 0.382501
1728.000000, 0.386981
1727.000000, 0.447337
1726.000000, 0.476756
1725.000000, 0.443457
1724.000000, 0.420763
1723.000000, 0.391865
1722.000000, 0.402334
1721.000000, 0.441707
1720.000000, 0.425217
1719.000000, 0.427111
1718.000000, 0.462943
1717.000000, 0.467134
1716.000000, 0.430248
1715.000000, 0.431444
1714.000000, 0.461710
1713.000000, 0.399925
1712.000000, 0.410032
1711.000000, 0.424375
1710.000000, 0.393626
1709.000000, 0.406414
1708.000000, 0.422716
1707.000000, 0.431221
1706.000000, 0.457669
1705.000000, 0.450204
