nm, %R
1800.000000, 0.187215
1799.000000, 0.135328
1798.000000, 0.147447
1797.000000, 0.153271
1796.000000, 0.159506
1795.000000, 0.263996
1794.000000, 0.261732
1793.000000, 0.199014
1792.000000, 0.179730
1791.000000, 0.208806
1790.000000, 0.193197
1789.000000, 0.239892
1788.000000, 0.196326
1787.000000, 0.202526
1786.000000, 0.180082
1785.000000, 0.283000
1784.000000, 0.235458
1783.000000, 0.200062
1782.000000, 0.225325
1781.000000, 0.280796
1780.000000, 0.277756
1779.000000, 0.209642
1778.000000, 0.191262
1777.000000, 0.251740
1776.000000, 0.150877
1775.000000, 0.208530
1774.000000, 0.234947
1773.000000, 0.272908
1772.000000, 0.251246
1771.000000, 0.176590
1770.000000, 0.188833
1769.000000, 0.176224
1768.000000, 0.226105
1767.000000, 0.167292
1766.000000, 0.188797
1765.000000, 0.214151
1764.000000, 0.163415
1763.000000, 0.113317
1762.000000, 0.147829
1761.000000, 0.188448
1760.000000, 0.230044
1759.000000, 0.251899
1758.000000, 0.205007
1757.000000, 0.221095
1756.000000, 0.205340
1755.000000, 0.206824
1754.000000, 0.221808
1753.000000, 0.197501
1752.000000, 0.257022
1751.000000, 0.237908
1750.000000, 0.210758
1749.000000, 0.204408
1748.000000, 0.217554
1747.000000, 0.203528
1746.000000, 0.203305
1745.000000, 0.214352
1744.000000, 0.150153
1743.000000, 0.152720
1742.000000, 0.199505
1741.000000, 0.242909
1740.000000, 0.213725
1739.000000, 0.225217
1738.000000, 0.246931
1737.000000, 0.213227
1736.000000, 0.211242
1735.000000, 0.210421
1734.000000, 0.191632
1733.000000, 0.197809
1732.000000, 0.246973
1731.000000, 0.242027
1730.000000, 0.190223
1729.000000, 0.211097
1728.000000, 0.188220
1727.000000, 0.204915
1726.000000, 0.181205
1725.000000, 0.190718
1724.000000, 0.203687
1723.000000, 0.229554
1722.000000, 0.270249
1721.000000, 0.260448
1720.000000, 0.216170
1719.000000, 0.216072
1718.000000, 0.195663
1717.000000, 0.209726
1716.000000, 0.189955
1715.000000, 0.173224
1714.000000, 0.212337
1713.000000, 0.223468
1712.000000, 0.229284
1711.000000, 0.205539
1710.000000, 0.208877
1709.000000, 0.180597
1708.000000, 0.193499
1707.000000, 0.238459
1706.000000, 0.240043
1705.000000, 0.214844
1704.000000, 0.197904
1703.000000, 0.223677
1702.000000, 0.210035
1701.000000, 0.176629
1700.000000, 0.185841
1699.000000, 0.189428
1698.000000, 0.188434
1697.000000, 0.208857
1696.000000, 0.201074
1695.000000, 0.186970
1694.000000, 0.215270
1693.000000, 0.251065
1692.000000, 0.234317
1691.000000, 0.212586
1690.000000, 0.215346
1689.000000, 0.190971
1688.000000, 0.162904
1687.000000, 0.188784
