Labels,293K,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,4.006E+4,
1401.000,3.917E+4,
1402.05000,3.934E+4,
1403.1000,3.921E+4,
1404.15000,3.946E+4,
1405.2000,3.927E+4,
1406.25000,3.913E+4,
1407.3000,3.966E+4,
1408.35000,3.988E+4,
1409.4000,3.931E+4,
1410.45000,3.946E+4,
1411.5000,3.956E+4,
1412.55000,3.948E+4,
1413.6000,3.968E+4,
1414.65000,3.922E+4,
1415.7000,3.864E+4,
1416.75000,3.909E+4,
1417.8000,3.920E+4,
1418.85000,3.941E+4,
1419.9000,3.946E+4,
1420.95000,3.933E+4,
1422.000,3.967E+4,
1423.05000,3.958E+4,
1424.1000,3.987E+4,
1425.15000,3.965E+4,
1426.2000,4.012E+4,
1427.25000,3.997E+4,
1428.3000,3.980E+4,
1429.35000,3.956E+4,
1430.4000,3.917E+4,
1431.45000,3.905E+4,
1432.5000,3.949E+4,
1433.55000,3.919E+4,
1434.6000,3.986E+4,
1435.65000,3.981E+4,
1436.7000,3.939E+4,
1437.75000,4.010E+4,
1438.8000,3.984E+4,
1439.85000,3.940E+4,
1440.9000,3.957E+4,
1441.95000,4.018E+4,
1443.000,4.009E+4,
1444.05000,3.985E+4,
1445.1000,3.945E+4,
1446.15000,4.011E+4,
1447.2000,4.011E+4,
1448.25000,4.025E+4,
1449.3000,4.055E+4,
1450.35000,4.029E+4,
1451.4000,4.086E+4,
1452.45000,4.007E+4,
1453.5000,3.990E+4,
1454.55000,4.018E+4,
1455.6000,4.038E+4,
1456.65000,4.044E+4,
1457.7000,4.042E+4,
1458.75000,4.008E+4,
1459.8000,4.017E+4,
1460.85000,4.072E+4,
1461.9000,4.130E+4,
1462.95000,4.193E+4,
1464.000,4.090E+4,
1465.05000,4.114E+4,
1466.1000,4.148E+4,
1467.15000,4.160E+4,
1468.2000,4.123E+4,
1469.25000,4.176E+4,
1470.3000,4.151E+4,
1471.35000,4.229E+4,
1472.4000,4.208E+4,
1473.45000,4.248E+4,
1474.5000,4.219E+4,
1475.55000,4.228E+4,
1476.6000,4.300E+4,
1477.65000,4.237E+4,
1478.7000,4.242E+4,
1479.75000,4.300E+4,
1480.8000,4.294E+4,
1481.85000,4.308E+4,
1482.9000,4.302E+4,
1483.95000,4.368E+4,
1485.000,4.385E+4,
1486.05000,4.347E+4,
1487.1000,4.394E+4,
1488.15000,4.378E+4,
1489.2000,4.412E+4,
1490.25000,4.413E+4,
1491.3000,4.397E+4,
1492.35000,4.339E+4,
1493.4000,4.396E+4,
1494.45000,4.426E+4,
1495.5000,4.416E+4,
1496.55000,4.367E+4,
1497.6000,4.407E+4,
1498.65000,4.396E+4,
1499.7000,4.355E+4,
1500.75000,4.315E+4,
1501.8000,4.395E+4,
1502.85000,4.421E+4,
1503.9000,4.369E+4,
1504.95000,4.381E+4,
1506.000,4.337E+4,
1507.05000,4.360E+4,
1508.1000,4.379E+4,
1509.15000,4.398E+4,
1510.2000,4.376E+4,
1511.25000,4.330E+4,
1512.3000,4.361E+4,
1513.35000,4.394E+4,
1514.4000,4.396E+4,
1515.45000,4.441E+4,
1516.5000,4.441E+4,
1517.55000,4.401E+4,
1518.6000,4.518E+4,
1519.65000,4.613E+4,
1520.7000,4.618E+4,
1521.75000,4.681E+4,
1522.8000,4.790E+4,
1523.85000,4.842E+4,
1524.9000,4.877E+4,
1525.95000,4.960E+4,
1527.000,5.104E+4,
1528.05000,5.220E+4,
1529.1000,5.417E+4,
1530.15000,5.586E+4,
1531.2000,5.850E+4,
1532.25000,6.262E+4,
1533.3000,6.672E+4,
1534.35000,6.986E+4,
1535.4000,7.092E+4,
1536.45000,6.882E+4,
1537.5000,6.586E+4,
1538.55000,6.458E+4,
1539.6000,6.504E+4,
1540.65000,6.514E+4,
1541.7000,6.570E+4,
1542.75000,6.516E+4,
1543.8000,6.428E+4,
1544.85000,6.267E+4,
1545.9000,5.999E+4,
1546.95000,5.867E+4,
1548.000,5.721E+4,
1549.05000,5.537E+4,
1550.1000,5.432E+4,
1551.15000,5.344E+4,
1552.2000,5.238E+4,
1553.25000,5.209E+4,
1554.3000,5.111E+4,
1555.35000,5.102E+4,
1556.4000,5.076E+4,
1557.45000,5.023E+4,
1558.5000,5.018E+4,
1559.55000,4.996E+4,
1560.6000,4.959E+4,
1561.65000,4.945E+4,
1562.7000,4.930E+4,
1563.75000,4.889E+4,
1564.8000,4.888E+4,
1565.85000,4.776E+4,
1566.9000,4.698E+4,
1567.95000,4.648E+4,
1569.000,4.649E+4,
1570.05000,4.593E+4,
1571.1000,4.562E+4,
1572.15000,4.453E+4,
1573.2000,4.423E+4,
1574.25000,4.386E+4,
1575.3000,4.284E+4,
1576.35000,4.230E+4,
1577.4000,4.186E+4,
1578.45000,4.182E+4,
1579.5000,4.182E+4,
1580.55000,4.217E+4,
1581.6000,4.195E+4,
1582.65000,4.188E+4,
1583.7000,4.122E+4,
1584.75000,4.152E+4,
1585.8000,4.153E+4,
1586.85000,4.128E+4,
1587.9000,4.175E+4,
1588.95000,4.142E+4,
1590.00,4.119E+4,
1591.05000,4.170E+4,
1592.1000,4.184E+4,
1593.15000,4.108E+4,
1594.2000,4.159E+4,
1595.25000,4.150E+4,
1596.3000,4.121E+4,
1597.35000,4.122E+4,
1598.4000,4.163E+4,
1599.45000,4.179E+4,
1600.5000,4.200E+4,
1601.55000,4.100E+4,
1602.6000,4.142E+4,
1603.65000,4.111E+4,
1604.7000,4.179E+4,
1605.75000,4.158E+4,
1606.8000,4.148E+4,
1607.85000,4.182E+4,
1608.9000,4.172E+4,
1609.95000,4.161E+4,
1611.000,4.145E+4,
1612.05000,4.177E+4,
1613.1000,4.150E+4,
1614.15000,4.163E+4,
1615.2000,4.164E+4,
1616.25000,4.197E+4,
1617.3000,4.131E+4,
1618.35000,4.146E+4,
1619.4000,4.103E+4,
1620.45000,4.080E+4,
1621.5000,4.078E+4,
1622.55000,4.043E+4,
1623.6000,4.064E+4,
1624.65000,4.086E+4,
1625.7000,4.033E+4,
1626.75000,4.038E+4,
1627.8000,4.029E+4,
1628.85000,4.037E+4,
1629.9000,4.018E+4,
1630.95000,4.006E+4,
1632.000,3.932E+4,
1633.05000,4.010E+4,
1634.1000,3.995E+4,
1635.15000,3.967E+4,
1636.2000,4.022E+4,
1637.25000,3.998E+4,
1638.3000,3.986E+4,
1639.35000,4.043E+4,
1640.4000,4.014E+4,
1641.45000,3.950E+4,
1642.5000,4.010E+4,
1643.55000,3.993E+4,
1644.6000,3.996E+4,
1645.65000,3.934E+4,
1646.7000,3.958E+4,
1647.75000,4.033E+4,
1648.8000,3.999E+4,
1649.85000,3.925E+4,
1650.9000,3.972E+4,
1651.95000,3.975E+4,
1653.000,4.014E+4,
1654.05000,4.019E+4,
1655.1000,4.023E+4,
1656.15000,3.929E+4,
1657.2000,3.971E+4,
1658.25000,3.947E+4,
1659.3000,3.978E+4,
1660.35000,4.000E+4,
1661.4000,3.993E+4,
1662.45000,3.958E+4,
1663.5000,3.922E+4,
1664.55000,4.034E+4,
1665.6000,4.024E+4,
1666.65000,3.995E+4,
1667.7000,4.013E+4,
1668.75000,3.911E+4,
1669.8000,4.019E+4,
1670.85000,4.015E+4,
1671.9000,4.043E+4,
1672.95000,3.970E+4,
1674.000,3.965E+4,
1675.05000,3.984E+4,
1676.1000,4.016E+4,
1677.15000,3.976E+4,
1678.2000,3.911E+4,
1679.25000,3.925E+4,
1680.3000,3.973E+4,
1681.35000,3.950E+4,
1682.4000,3.958E+4,
1683.45000,3.919E+4,
1684.5000,3.967E+4,
1685.55000,3.993E+4,
1686.6000,4.023E+4,
1687.65000,4.008E+4,
1688.7000,3.989E+4,
1689.75000,4.051E+4,
1690.8000,4.063E+4,
1691.85000,4.023E+4,
1692.9000,4.002E+4,
1693.95000,3.972E+4,
1695.000,4.014E+4,
1696.05000,4.089E+4,
1697.1000,4.114E+4,
1698.15000,4.025E+4,
1699.2000,3.941E+4,
1700.25000,3.998E+4,
