Labels,200K,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,3.895E+4,
1401.000,3.957E+4,
1402.05000,3.957E+4,
1403.1000,4.011E+4,
1404.15000,3.947E+4,
1405.2000,3.952E+4,
1406.25000,3.963E+4,
1407.3000,3.874E+4,
1408.35000,3.888E+4,
1409.4000,3.937E+4,
1410.45000,3.945E+4,
1411.5000,3.945E+4,
1412.55000,3.968E+4,
1413.6000,3.983E+4,
1414.65000,3.982E+4,
1415.7000,3.968E+4,
1416.75000,3.920E+4,
1417.8000,3.929E+4,
1418.85000,3.927E+4,
1419.9000,3.928E+4,
1420.95000,3.962E+4,
1422.000,3.936E+4,
1423.05000,3.936E+4,
1424.1000,3.939E+4,
1425.15000,4.002E+4,
1426.2000,3.970E+4,
1427.25000,3.919E+4,
1428.3000,3.982E+4,
1429.35000,3.917E+4,
1430.4000,3.899E+4,
1431.45000,3.939E+4,
1432.5000,3.892E+4,
1433.55000,3.896E+4,
1434.6000,3.927E+4,
1435.65000,4.003E+4,
1436.7000,3.939E+4,
1437.75000,3.954E+4,
1438.8000,3.951E+4,
1439.85000,3.943E+4,
1440.9000,3.956E+4,
1441.95000,3.965E+4,
1443.000,3.930E+4,
1444.05000,3.933E+4,
1445.1000,3.998E+4,
1446.15000,3.977E+4,
1447.2000,4.016E+4,
1448.25000,4.014E+4,
1449.3000,3.996E+4,
1450.35000,3.990E+4,
1451.4000,4.048E+4,
1452.45000,4.032E+4,
1453.5000,4.039E+4,
1454.55000,4.007E+4,
1455.6000,4.012E+4,
1456.65000,4.032E+4,
1457.7000,4.060E+4,
1458.75000,4.008E+4,
1459.8000,4.024E+4,
1460.85000,4.042E+4,
1461.9000,4.112E+4,
1462.95000,4.074E+4,
1464.000,4.094E+4,
1465.05000,4.114E+4,
1466.1000,4.144E+4,
1467.15000,4.168E+4,
1468.2000,4.135E+4,
1469.25000,4.264E+4,
1470.3000,4.236E+4,
1471.35000,4.228E+4,
1472.4000,4.269E+4,
1473.45000,4.255E+4,
1474.5000,4.364E+4,
1475.55000,4.389E+4,
1476.6000,4.380E+4,
1477.65000,4.330E+4,
1478.7000,4.437E+4,
1479.75000,4.521E+4,
1480.8000,4.554E+4,
1481.85000,4.576E+4,
1482.9000,4.574E+4,
1483.95000,4.553E+4,
1485.000,4.575E+4,
1486.05000,4.602E+4,
1487.1000,4.661E+4,
1488.15000,4.722E+4,
1489.2000,4.693E+4,
1490.25000,4.654E+4,
1491.3000,4.717E+4,
1492.35000,4.699E+4,
1493.4000,4.701E+4,
1494.45000,4.743E+4,
1495.5000,4.725E+4,
1496.55000,4.693E+4,
1497.6000,4.708E+4,
1498.65000,4.744E+4,
1499.7000,4.674E+4,
1500.75000,4.698E+4,
1501.8000,4.731E+4,
1502.85000,4.743E+4,
1503.9000,4.707E+4,
1504.95000,4.705E+4,
1506.000,4.712E+4,
1507.05000,4.728E+4,
1508.1000,4.731E+4,
1509.15000,4.727E+4,
1510.2000,4.759E+4,
1511.25000,4.842E+4,
1512.3000,4.822E+4,
1513.35000,4.859E+4,
1514.4000,4.920E+4,
1515.45000,4.998E+4,
1516.5000,5.089E+4,
1517.55000,5.150E+4,
1518.6000,5.317E+4,
1519.65000,5.424E+4,
1520.7000,5.619E+4,
1521.75000,5.768E+4,
1522.8000,6.007E+4,
1523.85000,6.248E+4,
1524.9000,6.584E+4,
1525.95000,6.826E+4,
1527.000,7.244E+4,
1528.05000,7.790E+4,
1529.1000,8.214E+4,
1530.15000,8.771E+4,
1531.2000,9.801E+4,
1532.25000,1.114E+5,
1533.3000,1.290E+5,
1534.35000,1.382E+5,
1535.4000,1.382E+5,
1536.45000,1.276E+5,
1537.5000,1.154E+5,
1538.55000,1.089E+5,
1539.6000,1.106E+5,
1540.65000,1.138E+5,
1541.7000,1.166E+5,
1542.75000,1.159E+5,
1543.8000,1.123E+5,
1544.85000,1.062E+5,
1545.9000,9.810E+4,
1546.95000,9.090E+4,
1548.000,8.611E+4,
1549.05000,8.199E+4,
1550.1000,7.890E+4,
1551.15000,7.546E+4,
1552.2000,7.164E+4,
1553.25000,7.031E+4,
1554.3000,6.767E+4,
1555.35000,6.571E+4,
1556.4000,6.411E+4,
1557.45000,6.268E+4,
1558.5000,6.212E+4,
1559.55000,6.115E+4,
1560.6000,6.070E+4,
1561.65000,6.008E+4,
1562.7000,5.884E+4,
1563.75000,5.842E+4,
1564.8000,5.742E+4,
1565.85000,5.616E+4,
1566.9000,5.464E+4,
1567.95000,5.502E+4,
1569.000,5.397E+4,
1570.05000,5.235E+4,
1571.1000,5.108E+4,
1572.15000,4.996E+4,
1573.2000,4.852E+4,
1574.25000,4.779E+4,
1575.3000,4.635E+4,
1576.35000,4.565E+4,
1577.4000,4.542E+4,
1578.45000,4.524E+4,
1579.5000,4.484E+4,
1580.55000,4.488E+4,
1581.6000,4.400E+4,
1582.65000,4.402E+4,
1583.7000,4.407E+4,
1584.75000,4.408E+4,
1585.8000,4.396E+4,
1586.85000,4.448E+4,
1587.9000,4.394E+4,
1588.95000,4.399E+4,
1590.00,4.339E+4,
1591.05000,4.409E+4,
1592.1000,4.422E+4,
1593.15000,4.404E+4,
1594.2000,4.420E+4,
1595.25000,4.468E+4,
1596.3000,4.446E+4,
1597.35000,4.358E+4,
1598.4000,4.380E+4,
1599.45000,4.421E+4,
1600.5000,4.457E+4,
1601.55000,4.493E+4,
1602.6000,4.433E+4,
1603.65000,4.436E+4,
1604.7000,4.481E+4,
1605.75000,4.413E+4,
1606.8000,4.392E+4,
1607.85000,4.415E+4,
1608.9000,4.428E+4,
1609.95000,4.425E+4,
1611.000,4.387E+4,
1612.05000,4.360E+4,
1613.1000,4.324E+4,
1614.15000,4.394E+4,
1615.2000,4.371E+4,
1616.25000,4.360E+4,
1617.3000,4.361E+4,
1618.35000,4.282E+4,
1619.4000,4.283E+4,
1620.45000,4.276E+4,
1621.5000,4.287E+4,
1622.55000,4.180E+4,
1623.6000,4.205E+4,
1624.65000,4.186E+4,
1625.7000,4.199E+4,
1626.75000,4.170E+4,
1627.8000,4.158E+4,
1628.85000,4.120E+4,
1629.9000,4.076E+4,
1630.95000,4.117E+4,
1632.000,4.068E+4,
1633.05000,4.095E+4,
1634.1000,4.047E+4,
1635.15000,4.037E+4,
1636.2000,4.038E+4,
1637.25000,3.994E+4,
1638.3000,4.010E+4,
1639.35000,4.022E+4,
1640.4000,3.990E+4,
1641.45000,3.989E+4,
1642.5000,3.995E+4,
1643.55000,3.922E+4,
1644.6000,3.908E+4,
1645.65000,3.922E+4,
1646.7000,3.926E+4,
1647.75000,3.886E+4,
1648.8000,3.915E+4,
1649.85000,3.917E+4,
1650.9000,3.944E+4,
1651.95000,3.944E+4,
1653.000,3.943E+4,
1654.05000,3.896E+4,
1655.1000,3.867E+4,
1656.15000,3.908E+4,
1657.2000,3.877E+4,
1658.25000,3.892E+4,
1659.3000,3.881E+4,
1660.35000,3.906E+4,
1661.4000,3.810E+4,
1662.45000,3.905E+4,
1663.5000,3.859E+4,
1664.55000,3.898E+4,
1665.6000,3.916E+4,
1666.65000,3.943E+4,
1667.7000,3.891E+4,
1668.75000,3.839E+4,
1669.8000,3.867E+4,
1670.85000,3.855E+4,
1671.9000,3.891E+4,
1672.95000,3.781E+4,
1674.000,3.955E+4,
1675.05000,3.878E+4,
1676.1000,3.912E+4,
1677.15000,3.943E+4,
1678.2000,3.903E+4,
1679.25000,3.924E+4,
1680.3000,3.947E+4,
1681.35000,3.880E+4,
1682.4000,3.953E+4,
1683.45000,3.900E+4,
1684.5000,3.889E+4,
1685.55000,3.844E+4,
1686.6000,3.838E+4,
1687.65000,3.873E+4,
1688.7000,3.909E+4,
1689.75000,3.893E+4,
1690.8000,3.876E+4,
1691.85000,3.917E+4,
1692.9000,3.852E+4,
1693.95000,3.875E+4,
1695.000,3.898E+4,
1696.05000,3.859E+4,
1697.1000,3.883E+4,
1698.15000,3.885E+4,
1699.2000,3.915E+4,
1700.25000,3.854E+4,
