nm, %R
1800.000000, 0.052447
1799.000000, 0.028071
1798.000000, 0.010051
1797.000000, 0.062788
1796.000000, 0.068794
1795.000000, 0.063651
1794.000000, 0.031863
1793.000000, 0.071368
1792.000000, 0.071740
1791.000000, 0.098474
1790.000000, 0.060036
1789.000000, 0.128676
1788.000000, 0.065189
1787.000000, 0.080859
1786.000000, 0.101901
1785.000000, 0.094523
1784.000000, 0.129208
1783.000000, 0.166576
1782.000000, 0.107018
1781.000000, 0.092523
1780.000000, 0.109793
1779.000000, 0.118386
1778.000000, 0.064735
1777.000000, 0.105326
1776.000000, 0.095271
1775.000000, 0.059011
1774.000000, 0.110357
1773.000000, 0.110738
1772.000000, 0.072422
1771.000000, 0.103770
1770.000000, 0.109410
1769.000000, 0.061588
1768.000000, 0.065401
1767.000000, 0.031694
1766.000000, 0.039088
1765.000000, 0.105699
1764.000000, 0.072460
1763.000000, 0.056754
1762.000000, 0.056361
1761.000000, 0.105705
1760.000000, 0.118249
1759.000000, 0.109909
1758.000000, 0.109906
1757.000000, 0.063699
1756.000000, 0.030364
1755.000000, 0.048787
1754.000000, 0.057232
1753.000000, 0.096710
1752.000000, 0.094153
1751.000000, 0.098448
1750.000000, 0.112455
1749.000000, 0.076333
1748.000000, 0.073752
1747.000000, 0.078221
1746.000000, 0.065680
1745.000000, 0.069963
1744.000000, 0.096527
1743.000000, 0.100611
1742.000000, 0.079726
1741.000000, 0.103371
1740.000000, 0.063045
1739.000000, 0.079377
1738.000000, 0.087566
1737.000000, 0.084019
1736.000000, 0.092472
1735.000000, 0.070837
1734.000000, 0.111674
1733.000000, 0.123108
1732.000000, 0.132599
1731.000000, 0.122295
1730.000000, 0.055177
1729.000000, 0.084135
1728.000000, 0.097434
1727.000000, 0.070172
1726.000000, 0.097251
1725.000000, 0.131831
1724.000000, 0.108253
1723.000000, 0.081393
1722.000000, 0.138543
1721.000000, 0.140526
1720.000000, 0.040081
1719.000000, 0.060785
1718.000000, 0.094317
1717.000000, 0.082447
1716.000000, 0.060026
1715.000000, 0.073506
1714.000000, 0.112246
1713.000000, 0.120614
1712.000000, 0.100015
1711.000000, 0.043121
1710.000000, 0.069341
1709.000000, 0.110296
1708.000000, 0.097557
1707.000000, 0.102984
1706.000000, 0.121399
1705.000000, 0.086242
1704.000000, 0.079713
1703.000000, 0.098346
1702.000000, 0.077421
1701.000000, 0.068979
1700.000000, 0.110878
1699.000000, 0.113999
1698.000000, 0.066897
1697.000000, 0.064074
1696.000000, 0.072444
1695.000000, 0.069294
1694.000000, 0.075843
1693.000000, 0.085938
1692.000000, 0.077377
1691.000000, 0.084236
1690.000000, 0.093976
1689.000000, 0.094820
1688.000000, 0.106510
1687.000000, 0.105472
1686.000000, 0.104451
1685.000000, 0.114068
1684.000000, 0.119373
1683.000000, 0.124304
1682.000000, 0.075621
1681.000000, 0.051851
1680.000000, 0.097229
1679.000000, 0.114652
1678.000000, 0.110004
1677.000000, 0.114375
1676.000000, 0.096299
1675.000000, 0.069186
1674.000000, 0.083947
1673.000000, 0.088136
1672.000000, 0.107927
1671.000000, 0.115841
1670.000000, 0.095663
1669.000000, 0.057797
1668.000000, 0.030863
1667.000000, 0.046677
1666.000000, 0.065812
1665.000000, 0.106570
1664.000000, 0.093734
1663.000000, 0.026875
1662.000000, 0.033451
1661.000000, 0.042022
1660.000000, 0.033253
1659.000000, 0.060885
1658.000000, 0.038798
1657.000000, 0.058257
1656.000000, 0.095720
1655.000000, 0.063680
1654.000000, 0.081144
1653.000000, 0.078508
1652.000000, 0.074777
1651.000000, 0.085247
1650.000000, 0.103938
1649.000000, 0.106824
1648.000000, 0.118359
1647.000000, 0.096518
1646.000000, 0.130416
1645.000000, 0.113075
1644.000000, 0.080614
1643.000000, 0.101042
1642.000000, 0.109538
1641.000000, 0.108386
1640.000000, 0.121764
1639.000000, 0.111666
1638.000000, 0.085335
1637.000000, 0.078067
1636.000000, 0.059662
