nm, %R
1800.000000, 0.308800
1799.000000, 0.293132
1798.000000, 0.252319
1797.000000, 0.301800
1796.000000, 0.303356
1795.000000, 0.287047
1794.000000, 0.305449
1793.000000, 0.294962
1792.000000, 0.299012
1791.000000, 0.315059
1790.000000, 0.359268
1789.000000, 0.319983
1788.000000, 0.283624
1787.000000, 0.406096
1786.000000, 0.380184
1785.000000, 0.332065
1784.000000, 0.334309
1783.000000, 0.350891
1782.000000, 0.350654
1781.000000, 0.308125
1780.000000, 0.299961
1779.000000, 0.364644
1778.000000, 0.382903
1777.000000, 0.368927
1776.000000, 0.342842
1775.000000, 0.343913
1774.000000, 0.315793
1773.000000, 0.335631
1772.000000, 0.319871
1771.000000, 0.300678
1770.000000, 0.339995
1769.000000, 0.339921
1768.000000, 0.355579
1767.000000, 0.328986
1766.000000, 0.324465
1765.000000, 0.339016
1764.000000, 0.305016
1763.000000, 0.272000
1762.000000, 0.268996
1761.000000, 0.303452
1760.000000, 0.276546
1759.000000, 0.281701
1758.000000, 0.276854
1757.000000, 0.282991
1756.000000, 0.322907
1755.000000, 0.331450
1754.000000, 0.320706
1753.000000, 0.385796
1752.000000, 0.338077
1751.000000, 0.304078
1750.000000, 0.337650
1749.000000, 0.290899
1748.000000, 0.290167
1747.000000, 0.332821
1746.000000, 0.339126
1745.000000, 0.347918
1744.000000, 0.358204
1743.000000, 0.344260
1742.000000, 0.302485
1741.000000, 0.303470
1740.000000, 0.310761
1739.000000, 0.327666
1738.000000, 0.345134
1737.000000, 0.319841
1736.000000, 0.315107
1735.000000, 0.345923
1734.000000, 0.326097
1733.000000, 0.300225
1732.000000, 0.322622
1731.000000, 0.306782
1730.000000, 0.305706
1729.000000, 0.299031
1728.000000, 0.324019
1727.000000, 0.307657
1726.000000, 0.333919
1725.000000, 0.350663
1724.000000, 0.346410
1723.000000, 0.318165
1722.000000, 0.326938
1721.000000, 0.286844
1720.000000, 0.275912
1719.000000, 0.289964
1718.000000, 0.285231
1717.000000, 0.305945
1716.000000, 0.338500
1715.000000, 0.307985
1714.000000, 0.317271
1713.000000, 0.319674
1712.000000, 0.318566
1711.000000, 0.331009
1710.000000, 0.340149
1709.000000, 0.339248
1708.000000, 0.326394
1707.000000, 0.323962
1706.000000, 0.302548
1705.000000, 0.287598
1704.000000, 0.279327
1703.000000, 0.320408
1702.000000, 0.347399
1701.000000, 0.344897
1700.000000, 0.319806
1699.000000, 0.311027
1698.000000, 0.305029
1697.000000, 0.302401
1696.000000, 0.332747
1695.000000, 0.344283
1694.000000, 0.334167
1693.000000, 0.302400
1692.000000, 0.273766
1691.000000, 0.283417
1690.000000, 0.320546
1689.000000, 0.358166
1688.000000, 0.360804
1687.000000, 0.341999
1686.000000, 0.328385
1685.000000, 0.324223
1684.000000, 0.332151
1683.000000, 0.326976
1682.000000, 0.321984
1681.000000, 0.321283
1680.000000, 0.326411
1679.000000, 0.303519
1678.000000, 0.265876
1677.000000, 0.278896
1676.000000, 0.293749
1675.000000, 0.335176
1674.000000, 0.370811
1673.000000, 0.353117
1672.000000, 0.301416
1671.000000, 0.301738
1670.000000, 0.315166
1669.000000, 0.259656
1668.000000, 0.248901
1667.000000, 0.300545
1666.000000, 0.317347
1665.000000, 0.288188
1664.000000, 0.267009
1663.000000, 0.255125
1662.000000, 0.257505
1661.000000, 0.274142
1660.000000, 0.272883
1659.000000, 0.294613
1658.000000, 0.301330
1657.000000, 0.258770
1656.000000, 0.287921
1655.000000, 0.317544
1654.000000, 0.315041
1653.000000, 0.319181
1652.000000, 0.315988
1651.000000, 0.307328
1650.000000, 0.306857
1649.000000, 0.303305
1648.000000, 0.318835
1647.000000, 0.341630
1646.000000, 0.324275
1645.000000, 0.304396
1644.000000, 0.299846
1643.000000, 0.327838
1642.000000, 0.366875
1641.000000, 0.319816
1640.000000, 0.288092
1639.000000, 0.301976
1638.000000, 0.328167
1637.000000, 0.358173
1636.000000, 0.342314
1635.000000, 0.328828
1634.000000, 0.283025
1633.000000, 0.288466
1632.000000, 0.309536
1631.000000, 0.344635
1630.000000, 0.311639
1629.000000, 0.307175
1628.000000, 0.357247
1627.000000, 0.298531
1626.000000, 0.306062
1625.000000, 0.233714
1624.000000, 0.314979
1623.000000, 0.351750
1622.000000, 0.340861
1621.000000, 0.336868
1620.000000, 0.320065
1619.000000, 0.313395
1618.000000, 0.271563
1617.000000, 0.266747
1616.000000, 0.291275
