Labels,T12_2ms,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,1.711E+4,
2E05,1.134E+5,
4E05,2.161E+5,
6E05,3.019E+5,
800000.060000,3.744E+5,
1E06,4.366E+5,
1.2E06,4.914E+5,
1.4E06,5.410E+5,
1.6E06,5.847E+5,
1.8E06,6.260E+5,
2E06,6.536E+5,
2.2E06,6.482E+5,
2.4E06,6.373E+5,
2.6E06,6.260E+5,
2.8E06,6.150E+5,
3E06,6.039E+5,
3.2E06,5.939E+5,
3.4E06,5.837E+5,
3.6E06,5.725E+5,
3.8E06,5.639E+5,
4E06,5.546E+5,
4.2E06,5.452E+5,
4.4E06,5.356E+5,
4.6E06,5.266E+5,
4.8E06,5.178E+5,
5E06,5.095E+5,
5.2E06,5.007E+5,
5.4E06,4.926E+5,
5.6E06,4.832E+5,
5.8E06,4.760E+5,
6E06,4.676E+5,
6.2E06,4.597E+5,
6400000.500000,4.521E+5,
6600000.500000,4.448E+5,
6800000.500000,4.381E+5,
7000000.500000,4.306E+5,
7200000.600000,4.233E+5,
7400000.600000,4.152E+5,
7600000.600000,4.078E+5,
7800000.600000,4.012E+5,
8000000.600000,3.932E+5,
8200000.600000,3.877E+5,
8400000.700000,3.810E+5,
8600000.700000,3.751E+5,
8800000.700000,3.693E+5,
9000000.700000,3.627E+5,
9200000.700000,3.569E+5,
9400000.700000,3.509E+5,
9600000.800000,3.456E+5,
9800000.800000,3.399E+5,
1E07,3.341E+5,
1.02E07,3.276E+5,
1.04E07,3.232E+5,
1.06E07,3.178E+5,
1.08E07,3.119E+5,
1.1E07,3.064E+5,
1.12E07,3.021E+5,
1.14E07,2.967E+5,
1.16E07,2.916E+5,
1.18E07,2.869E+5,
1.2E07,2.827E+5,
1.22E07,2.783E+5,
1.24E07,2.729E+5,
1.26E07,2.687E+5,
1.28E07,2.633E+5,
1.3E07,2.584E+5,
1.32E07,2.544E+5,
1.34E07,2.499E+5,
1.36E07,2.462E+5,
1.38E07,2.428E+5,
1.4E07,2.379E+5,
1.42E07,2.329E+5,
1.44E07,2.305E+5,
1.46E07,2.260E+5,
1.48E07,2.219E+5,
1.5E07,2.178E+5,
1.52E07,2.148E+5,
1.54E07,2.113E+5,
1.56E07,2.072E+5,
1.58E07,2.036E+5,
1.6E07,1.993E+5,
1.62E07,1.965E+5,
1.64E07,1.935E+5,
1.66E07,1.904E+5,
1.68E07,1.877E+5,
1.7E07,1.847E+5,
1.72E07,1.802E+5,
1.74E07,1.779E+5,
1.76E07,1.744E+5,
1.78E07,1.722E+5,
1.8E07,1.693E+5,
1.82E07,1.663E+5,
1.84E07,1.628E+5,
1.86E07,1.599E+5,
1.88E07,1.576E+5,
1.9E07,1.548E+5,
1.92E07,1.521E+5,
1.94E07,1.494E+5,
1.96E07,1.477E+5,
1.98E07,1.446E+5,
2E07,1.424E+5,
2.02E07,1.401E+5,
2.04E07,1.368E+5,
2.06E07,1.350E+5,
2.08E07,1.325E+5,
2.1E07,1.309E+5,
2.12E07,1.285E+5,
2.14E07,1.263E+5,
2.16E07,1.243E+5,
2.18E07,1.220E+5,
2.2E07,1.203E+5,
2.22E07,1.182E+5,
2.24E07,1.158E+5,
2.26E07,1.140E+5,
2.28E07,1.116E+5,
2.3E07,1.102E+5,
2.32E07,1.087E+5,
2.34E07,1.062E+5,
2.36E07,1.038E+5,
2.38E07,1.033E+5,
2.4E07,1.008E+5,
2.42E07,9.908E+4,
2.44E07,9.694E+4,
2.46E07,9.641E+4,
2.48E07,9.552E+4,
2.5E07,9.264E+4,
2.52E07,9.127E+4,
2.54E07,8.927E+4,
2.56E07,8.800E+4,
2.58E07,8.707E+4,
2.6E07,8.580E+4,
2.62E07,8.378E+4,
2.64E07,8.262E+4,
2.66E07,8.123E+4,
2.68E07,8.008E+4,
2.7E07,7.835E+4,
2.72E07,7.764E+4,
2.74E07,7.559E+4,
2.76E07,7.401E+4,
2.78E07,7.387E+4,
2.8E07,7.214E+4,
2.82E07,7.080E+4,
2.84E07,7.015E+4,
2.86E07,6.888E+4,
2.88E07,6.781E+4,
2.9E07,6.701E+4,
2.92E07,6.571E+4,
2.94E07,6.517E+4,
2.96E07,6.325E+4,
2.98E07,6.247E+4,
3E07,6.154E+4,
3.02E07,6.044E+4,
3.04E07,5.919E+4,
3.06E07,5.825E+4,
3.08E07,5.787E+4,
3.1E07,5.665E+4,
3.12E07,5.578E+4,
3.14E07,5.527E+4,
3.16E07,5.399E+4,
3.18E07,5.289E+4,
3.2E07,5.294E+4,
3.22E07,5.169E+4,
3.24E07,5.077E+4,
3.26E07,4.981E+4,
3.28E07,4.945E+4,
3.3E07,4.856E+4,
3.32E07,4.738E+4,
3.34E07,4.713E+4,
3.36E07,4.622E+4,
3.38E07,4.507E+4,
3.4E07,4.494E+4,
3.42E07,4.430E+4,
3.44E07,4.344E+4,
3.46E07,4.284E+4,
3.48E07,4.212E+4,
3.5E07,4.158E+4,
3.52E07,4.100E+4,
3.54E07,4.046E+4,
3.56E07,3.943E+4,
3.58E07,3.959E+4,
3.6E07,3.823E+4,
3.62E07,3.789E+4,
3.64E07,3.782E+4,
3.66E07,3.719E+4,
3.68E07,3.621E+4,
3.7E07,3.586E+4,
3.72E07,3.537E+4,
3.74E07,3.519E+4,
3.76E07,3.439E+4,
3.78E07,3.380E+4,
3.8E07,3.329E+4,
3.82E07,3.312E+4,
3.84E07,3.278E+4,
3.86E07,3.201E+4,
3.88E07,3.179E+4,
3.9E07,3.124E+4,
3.92E07,3.033E+4,
3.94E07,3.030E+4,
3.96E07,2.959E+4,
3.98E07,2.931E+4,
4E07,2.896E+4,
4.02E07,2.871E+4,
4.04E07,2.811E+4,
4.06E07,2.801E+4,
4.08E07,2.736E+4,
4.1E07,2.706E+4,
4.12E07,2.677E+4,
4.14E07,2.652E+4,
4.16E07,2.605E+4,
4.18E07,2.593E+4,
4.2E07,2.555E+4,
4.22E07,2.501E+4,
4.24E07,2.506E+4,
4.26E07,2.439E+4,
4.28E07,2.402E+4,
4.3E07,2.386E+4,
4.32E07,2.346E+4,
4.34E07,2.329E+4,
4.36E07,2.323E+4,
4.38E07,2.263E+4,
4.4E07,2.211E+4,
4.42E07,2.213E+4,
4.44E07,2.174E+4,
4.46E07,2.163E+4,
4.48E07,2.125E+4,
4.5E07,2.117E+4,
4.52E07,2.083E+4,
4.54E07,2.057E+4,
4.56E07,2.063E+4,
4.58E07,2.010E+4,
4.6E07,2.032E+4,
4.62E07,1.950E+4,
4.64E07,1.931E+4,
4.66E07,1.899E+4,
4.68E07,1.937E+4,
4.7E07,1.885E+4,
4.72E07,1.869E+4,
4.74E07,1.840E+4,
4.76E07,1.833E+4,
4.78E07,1.793E+4,
4.8E07,1.786E+4,
4.82E07,1.760E+4,
4.84E07,1.764E+4,
4.86E07,1.729E+4,
4.88E07,1.722E+4,
4.9E07,1.690E+4,
4.92E07,1.704E+4,
4.94E07,1.648E+4,
4.96E07,1.606E+4,
4.98E07,1.623E+4,
5E07,1.605E+4,
5.02E07,1.561E+4,
5.04E07,1.564E+4,
5.06E07,1.581E+4,
5.08E07,1.547E+4,
5.1E07,1.512E+4,
5.12E07,1.535E+4,
5.14E07,1.498E+4,
5.16E07,1.479E+4,
5.18E07,1.458E+4,
5.2E07,1.472E+4,
5.22E07,1.461E+4,
5.24E07,1.454E+4,
5.26E07,1.425E+4,
5.28E07,1.401E+4,
5.3E07,1.397E+4,
5.32E07,1.389E+4,
5.34E07,1.376E+4,
5.36E07,1.351E+4,
5.38E07,1.360E+4,
5.4E07,1.350E+4,
5.42E07,1.351E+4,
5.44E07,1.311E+4,
5.46E07,1.334E+4,
5.48E07,1.301E+4,
5.5E07,1.289E+4,
5.52E07,1.293E+4,
5.54E07,1.275E+4,
5.56E07,1.260E+4,
5.58E07,1.249E+4,
5.6E07,1.220E+4,
5.62E07,1.230E+4,
5.64E07,1.256E+4,
5.66E07,1.209E+4,
5.68E07,1.207E+4,
5.7E07,1.190E+4,
5.72E07,1.193E+4,
5.74E07,1.191E+4,
5.76E07,1.192E+4,
5.78E07,1.183E+4,
5.8E07,1.158E+4,
5.82E07,1.139E+4,
5.84E07,1.148E+4,
5.86E07,1.157E+4,
5.88E07,1.129E+4,
5.9E07,1.143E+4,
5.92E07,1.131E+4,
5.94E07,1.118E+4,
5.96E07,1.108E+4,
5.98E07,1.118E+4,
6E07,1.087E+4,
6.02E07,1.081E+4,
6.04E07,1.080E+4,
6.06E07,1.102E+4,
6.08E07,1.061E+4,
6.1E07,1.037E+4,
6.12E07,1.057E+4,
6.14E07,1.049E+4,
6.16E07,1.040E+4,
6.18E07,1.017E+4,
6.2E07,1.029E+4,
6.22E07,1.032E+4,
6.24E07,1.035E+4,
6.26E07,1.011E+4,
6.28E07,1.014E+4,
6.3E07,1.004E+4,
6.32E07,1.004E+4,
6.34E07,9.943E+3,
6.36E07,9.846E+3,
6.38E07,9.937E+3,
64000005.000000,9.850E+3,
64200005.000000,9.823E+3,
64400005.000000,9.718E+3,
64600005.000000,9.877E+3,
64800005.000000,9.504E+3,
65000005.000000,9.564E+3,
65200005.000000,9.782E+3,
65400005.000000,9.577E+3,
65600005.000000,9.421E+3,
65800005.000000,9.565E+3,
