Labels,T13,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1.998E008,
Step,2E05,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

0.00,1.277E+4,
2E05,3.479E+4,
4E05,3.298E+4,
6E05,3.176E+4,
800000.060000,3.058E+4,
1E06,2.952E+4,
1.2E06,2.885E+4,
1.4E06,2.853E+4,
1.6E06,2.789E+4,
1.8E06,2.728E+4,
2E06,2.708E+4,
2.2E06,2.643E+4,
2.4E06,2.593E+4,
2.6E06,2.546E+4,
2.8E06,2.516E+4,
3E06,2.462E+4,
3.2E06,2.379E+4,
3.4E06,2.372E+4,
3.6E06,2.334E+4,
3.8E06,2.319E+4,
4E06,2.233E+4,
4.2E06,2.216E+4,
4.4E06,2.195E+4,
4.6E06,2.131E+4,
4.8E06,2.104E+4,
5E06,2.097E+4,
5.2E06,2.076E+4,
5.4E06,2.025E+4,
5.6E06,1.991E+4,
5.8E06,1.952E+4,
6E06,1.940E+4,
6.2E06,1.897E+4,
6400000.500000,1.892E+4,
6600000.500000,1.866E+4,
6800000.500000,1.843E+4,
7000000.500000,1.839E+4,
7200000.600000,1.840E+4,
7400000.600000,1.756E+4,
7600000.600000,1.742E+4,
7800000.600000,1.738E+4,
8000000.600000,1.700E+4,
8200000.600000,1.674E+4,
8400000.700000,1.662E+4,
8600000.700000,1.651E+4,
8800000.700000,1.615E+4,
9000000.700000,1.575E+4,
9200000.700000,1.575E+4,
9400000.700000,1.590E+4,
9600000.800000,1.535E+4,
9800000.800000,1.525E+4,
1E07,1.473E+4,
1.02E07,1.495E+4,
1.04E07,1.496E+4,
1.06E07,1.466E+4,
1.08E07,1.457E+4,
1.1E07,1.427E+4,
1.12E07,1.445E+4,
1.14E07,1.415E+4,
1.16E07,1.400E+4,
1.18E07,1.396E+4,
1.2E07,1.366E+4,
1.22E07,1.338E+4,
1.24E07,1.347E+4,
1.26E07,1.323E+4,
1.28E07,1.289E+4,
1.3E07,1.318E+4,
1.32E07,1.289E+4,
1.34E07,1.275E+4,
1.36E07,1.277E+4,
1.38E07,1.263E+4,
1.4E07,1.250E+4,
1.42E07,1.227E+4,
1.44E07,1.196E+4,
1.46E07,1.242E+4,
1.48E07,1.229E+4,
1.5E07,1.189E+4,
1.52E07,1.176E+4,
1.54E07,1.174E+4,
1.56E07,1.193E+4,
1.58E07,1.161E+4,
1.6E07,1.147E+4,
1.62E07,1.138E+4,
1.64E07,1.131E+4,
1.66E07,1.113E+4,
1.68E07,1.135E+4,
1.7E07,1.108E+4,
1.72E07,1.096E+4,
1.74E07,1.095E+4,
1.76E07,1.082E+4,
1.78E07,1.074E+4,
1.8E07,1.062E+4,
1.82E07,1.075E+4,
1.84E07,1.041E+4,
1.86E07,1.040E+4,
1.88E07,1.042E+4,
1.9E07,1.036E+4,
1.92E07,1.040E+4,
1.94E07,1.023E+4,
1.96E07,1.014E+4,
1.98E07,1.007E+4,
2E07,1.002E+4,
2.02E07,9.924E+3,
2.04E07,9.843E+3,
2.06E07,9.875E+3,
2.08E07,9.921E+3,
2.1E07,9.886E+3,
2.12E07,9.790E+3,
2.14E07,9.497E+3,
2.16E07,9.786E+3,
2.18E07,9.791E+3,
2.2E07,9.641E+3,
2.22E07,9.716E+3,
2.24E07,9.358E+3,
2.26E07,9.278E+3,
2.28E07,9.397E+3,
2.3E07,9.208E+3,
2.32E07,9.188E+3,
2.34E07,9.044E+3,
2.36E07,9.306E+3,
2.38E07,9.212E+3,
2.4E07,9.236E+3,
2.42E07,9.151E+3,
2.44E07,9.048E+3,
2.46E07,9.034E+3,
2.48E07,8.992E+3,
2.5E07,8.947E+3,
2.52E07,8.984E+3,
2.54E07,8.758E+3,
2.56E07,8.654E+3,
2.58E07,8.687E+3,
2.6E07,8.855E+3,
2.62E07,8.718E+3,
2.64E07,8.728E+3,
2.66E07,8.672E+3,
2.68E07,8.794E+3,
2.7E07,8.683E+3,
2.72E07,8.902E+3,
2.74E07,8.538E+3,
2.76E07,8.505E+3,
2.78E07,8.497E+3,
2.8E07,8.533E+3,
2.82E07,8.563E+3,
2.84E07,8.383E+3,
2.86E07,8.301E+3,
2.88E07,8.436E+3,
2.9E07,8.395E+3,
2.92E07,8.259E+3,
2.94E07,8.356E+3,
2.96E07,8.208E+3,
2.98E07,8.266E+3,
3E07,8.251E+3,
3.02E07,8.249E+3,
3.04E07,8.192E+3,
3.06E07,8.376E+3,
3.08E07,8.068E+3,
3.1E07,8.062E+3,
3.12E07,8.221E+3,
3.14E07,8.182E+3,
3.16E07,8.288E+3,
3.18E07,8.212E+3,
3.2E07,8.174E+3,
3.22E07,8.115E+3,
3.24E07,8.132E+3,
3.26E07,8.151E+3,
3.28E07,8.175E+3,
3.3E07,7.884E+3,
3.32E07,8.092E+3,
3.34E07,7.919E+3,
3.36E07,8.167E+3,
3.38E07,7.811E+3,
3.4E07,7.836E+3,
3.42E07,7.996E+3,
3.44E07,7.891E+3,
3.46E07,8.045E+3,
3.48E07,7.973E+3,
3.5E07,7.819E+3,
3.52E07,7.766E+3,
3.54E07,7.755E+3,
3.56E07,7.903E+3,
3.58E07,7.651E+3,
3.6E07,7.896E+3,
3.62E07,7.722E+3,
3.64E07,7.841E+3,
3.66E07,7.812E+3,
3.68E07,7.866E+3,
3.7E07,7.689E+3,
3.72E07,7.851E+3,
3.74E07,7.734E+3,
3.76E07,7.761E+3,
3.78E07,7.686E+3,
3.8E07,7.636E+3,
3.82E07,7.621E+3,
3.84E07,7.867E+3,
3.86E07,7.723E+3,
3.88E07,7.655E+3,
3.9E07,7.621E+3,
3.92E07,7.535E+3,
3.94E07,7.533E+3,
3.96E07,7.644E+3,
3.98E07,7.609E+3,
4E07,7.482E+3,
4.02E07,7.723E+3,
4.04E07,7.573E+3,
4.06E07,7.545E+3,
4.08E07,7.704E+3,
4.1E07,7.825E+3,
4.12E07,7.864E+3,
4.14E07,7.442E+3,
4.16E07,7.623E+3,
4.18E07,7.546E+3,
4.2E07,7.643E+3,
4.22E07,7.523E+3,
4.24E07,7.581E+3,
4.26E07,7.606E+3,
4.28E07,7.784E+3,
4.3E07,7.568E+3,
4.32E07,7.433E+3,
4.34E07,7.379E+3,
4.36E07,7.596E+3,
4.38E07,7.511E+3,
4.4E07,7.441E+3,
4.42E07,7.548E+3,
4.44E07,7.530E+3,
4.46E07,7.539E+3,
4.48E07,7.200E+3,
4.5E07,7.362E+3,
4.52E07,7.509E+3,
4.54E07,7.452E+3,
4.56E07,7.401E+3,
4.58E07,7.426E+3,
4.6E07,7.389E+3,
4.62E07,7.511E+3,
4.64E07,7.491E+3,
4.66E07,7.311E+3,
4.68E07,7.335E+3,
4.7E07,7.461E+3,
4.72E07,7.437E+3,
4.74E07,7.429E+3,
4.76E07,7.428E+3,
4.78E07,7.421E+3,
4.8E07,7.357E+3,
4.82E07,7.206E+3,
4.84E07,7.260E+3,
4.86E07,7.475E+3,
4.88E07,7.435E+3,
4.9E07,7.248E+3,
4.92E07,7.214E+3,
4.94E07,7.434E+3,
4.96E07,7.374E+3,
4.98E07,7.351E+3,
5E07,7.371E+3,
5.02E07,7.404E+3,
5.04E07,7.228E+3,
5.06E07,7.357E+3,
5.08E07,7.277E+3,
5.1E07,7.489E+3,
5.12E07,7.356E+3,
5.14E07,7.491E+3,
5.16E07,7.395E+3,
5.18E07,7.343E+3,
5.2E07,7.399E+3,
5.22E07,7.481E+3,
5.24E07,7.298E+3,
5.26E07,7.465E+3,
5.28E07,7.459E+3,
5.3E07,7.439E+3,
5.32E07,7.259E+3,
5.34E07,7.251E+3,
5.36E07,7.330E+3,
5.38E07,7.379E+3,
5.4E07,7.128E+3,
5.42E07,7.313E+3,
5.44E07,7.336E+3,
5.46E07,7.507E+3,
5.48E07,7.202E+3,
5.5E07,7.346E+3,
5.52E07,7.358E+3,
5.54E07,7.371E+3,
5.56E07,7.317E+3,
5.58E07,7.353E+3,
5.6E07,7.400E+3,
5.62E07,7.285E+3,
5.64E07,7.451E+3,
5.66E07,7.340E+3,
5.68E07,7.327E+3,
5.7E07,7.124E+3,
5.72E07,7.241E+3,
5.74E07,7.315E+3,
5.76E07,7.336E+3,
5.78E07,7.259E+3,
5.8E07,7.259E+3,
5.82E07,7.423E+3,
5.84E07,7.262E+3,
5.86E07,7.244E+3,
5.88E07,7.252E+3,
5.9E07,7.260E+3,
5.92E07,7.298E+3,
5.94E07,7.340E+3,
5.96E07,7.222E+3,
5.98E07,7.218E+3,
6E07,7.335E+3,
6.02E07,7.166E+3,
6.04E07,7.284E+3,
6.06E07,7.256E+3,
6.08E07,7.293E+3,
6.1E07,7.234E+3,
6.12E07,7.288E+3,
6.14E07,7.423E+3,
6.16E07,7.312E+3,
6.18E07,7.317E+3,
6.2E07,7.189E+3,
6.22E07,7.431E+3,
6.24E07,7.026E+3,
6.26E07,7.389E+3,
6.28E07,7.374E+3,
6.3E07,7.173E+3,
6.32E07,7.344E+3,
6.34E07,7.190E+3,
6.36E07,7.170E+3,
6.38E07,7.203E+3,
64000005.000000,7.242E+3,
64200005.000000,7.294E+3,
64400005.000000,7.128E+3,
64600005.000000,7.135E+3,
64800005.000000,7.195E+3,
65000005.000000,7.231E+3,
65200005.000000,6.992E+3,
65400005.000000,7.222E+3,
65600005.000000,7.265E+3,
65800005.000000,7.205E+3,
66000005.000000,7.239E+3,
