nm, %T
1800.000000, 91.576882
1799.000000, 91.503444
1798.000000, 91.551955
1797.000000, 91.517411
1796.000000, 91.555294
1795.000000, 91.486164
1794.000000, 91.523386
1793.000000, 91.493597
1792.000000, 91.516633
1791.000000, 91.507846
1790.000000, 91.526038
1789.000000, 91.510862
1788.000000, 91.512044
1787.000000, 91.440964
1786.000000, 91.470203
1785.000000, 91.460212
1784.000000, 91.502394
1783.000000, 91.451069
1782.000000, 91.433008
1781.000000, 91.429762
1780.000000, 91.426568
1779.000000, 91.365880
1778.000000, 91.446244
1777.000000, 91.442204
1776.000000, 91.340651
1775.000000, 91.334022
1774.000000, 91.336156
1773.000000, 91.364891
1772.000000, 91.301147
1771.000000, 91.284429
1770.000000, 91.270405
1769.000000, 91.296591
1768.000000, 91.289194
1767.000000, 91.284398
1766.000000, 91.301150
1765.000000, 91.243822
1764.000000, 91.277124
1763.000000, 91.231873
1762.000000, 91.187745
1761.000000, 91.252587
1760.000000, 91.211684
1759.000000, 91.215673
1758.000000, 91.242132
1757.000000, 91.205512
1756.000000, 91.208947
1755.000000, 91.169813
1754.000000, 91.170268
1753.000000, 91.172459
1752.000000, 91.128868
1751.000000, 91.196965
1750.000000, 91.171838
1749.000000, 91.155447
1748.000000, 91.141156
1747.000000, 91.120265
1746.000000, 91.133098
1745.000000, 91.096753
1744.000000, 91.096779
1743.000000, 91.100108
1742.000000, 91.102476
1741.000000, 91.097985
1740.000000, 91.119573
1739.000000, 91.115900
1738.000000, 91.128015
1737.000000, 91.119974
1736.000000, 91.074719
1735.000000, 91.042772
1734.000000, 91.042071
1733.000000, 91.035717
1732.000000, 91.058347
1731.000000, 91.067174
1730.000000, 91.053518
1729.000000, 91.073824
1728.000000, 91.040791
1727.000000, 91.046203
1726.000000, 91.049469
1725.000000, 90.996426
1724.000000, 90.955571
1723.000000, 90.991904
1722.000000, 91.018496
1721.000000, 91.004245
1720.000000, 91.026844
1719.000000, 90.991950
1718.000000, 90.967389
1717.000000, 90.947289
1716.000000, 90.950347
1715.000000, 90.940834
1714.000000, 90.930564
1713.000000, 90.936043
1712.000000, 90.911265
1711.000000, 90.931953
1710.000000, 90.953628
1709.000000, 90.914412
1708.000000, 90.925517
1707.000000, 90.886927
1706.000000, 90.893014
1705.000000, 90.906527
1704.000000, 90.924210
1703.000000, 90.904335
1702.000000, 90.898527
1701.000000, 90.858571
1700.000000, 90.859129
1699.000000, 90.865842
1698.000000, 90.871613
1697.000000, 90.878053
1696.000000, 90.881164
1695.000000, 90.847434
1694.000000, 90.830965
1693.000000, 90.864170
1692.000000, 90.826557
1691.000000, 90.841653
1690.000000, 90.841714
1689.000000, 90.809276
1688.000000, 90.822711
1687.000000, 90.806861
1686.000000, 90.793070
1685.000000, 90.781866
1684.000000, 90.790895
1683.000000, 90.803846
1682.000000, 90.821629
1681.000000, 90.828727
1680.000000, 90.812809
1679.000000, 90.773092
1678.000000, 90.749921
1677.000000, 90.739698
1676.000000, 90.778757
1675.000000, 90.785190
1674.000000, 90.785070
1673.000000, 90.829587
1672.000000, 90.770718
1671.000000, 90.766772
1670.000000, 90.800066
1669.000000, 90.784900
1668.000000, 90.755658
1667.000000, 90.745744
1666.000000, 90.719301
1665.000000, 90.715527
1664.000000, 90.738016
1663.000000, 90.735062
1662.000000, 90.708599
1661.000000, 90.700899
1660.000000, 90.718476
1659.000000, 90.753501
1658.000000, 90.735336
1657.000000, 90.715169
1656.000000, 90.740167
1655.000000, 90.721748
1654.000000, 90.713065
1653.000000, 90.712566
1652.000000, 90.683740
1651.000000, 90.678561
1650.000000, 90.678707
1649.000000, 90.662788
1648.000000, 90.664516
1647.000000, 90.714254
1646.000000, 90.742829
1645.000000, 90.659009
1644.000000, 90.658816
1643.000000, 90.667125
1642.000000, 90.665840
1641.000000, 90.666813
1640.000000, 90.650213
1639.000000, 90.679075
1638.000000, 90.690214
1637.000000, 90.652757
1636.000000, 90.662437
1635.000000, 90.679990
1634.000000, 90.667791
1633.000000, 90.712708
1632.000000, 90.704282
1631.000000, 90.694751
1630.000000, 90.661687
1629.000000, 90.648829
1628.000000, 90.661546
1627.000000, 90.674387
1626.000000, 90.663886
1625.000000, 90.662905
1624.000000, 90.702242
1623.000000, 90.681050
1622.000000, 90.694108
1621.000000, 90.650355
1620.000000, 90.616515
1619.000000, 90.667238
1618.000000, 90.643519
1617.000000, 90.632510
1616.000000, 90.667198
1615.000000, 90.674822
1614.000000, 90.662602
1613.000000, 90.645706
1612.000000, 90.687428
1611.000000, 90.672742
1610.000000, 90.680281
1609.000000, 90.716833
1608.000000, 90.635338
1607.000000, 90.662735
1606.000000, 90.644358
1605.000000, 90.681926
1604.000000, 90.678840
1603.000000, 90.651025
1602.000000, 90.666069
1601.000000, 90.674001
1600.000000, 90.652055
1599.000000, 90.688865
1598.000000, 90.695457
1597.000000, 90.661602
1596.000000, 90.679784
1595.000000, 90.608117
1594.000000, 90.653604
1593.000000, 90.705711
1592.000000, 90.720972
1591.000000, 90.686266
1590.000000, 90.662824
1589.000000, 90.619458
1588.000000, 90.702698
1587.000000, 90.701473
1586.000000, 90.733068
1585.000000, 90.667197
1584.000000, 90.676074
1583.000000, 90.666251
1582.000000, 90.697470
1581.000000, 90.771841
1580.000000, 90.738142
1579.000000, 90.679428
1578.000000, 90.700846
1577.000000, 90.648551
1576.000000, 90.679435
1575.000000, 90.752891
1574.000000, 90.741933
1573.000000, 90.706770
1572.000000, 90.686966
1571.000000, 90.710019
1570.000000, 90.713601
1569.000000, 90.738516
1568.000000, 90.697672
1567.000000, 90.762407
1566.000000, 90.716850
1565.000000, 90.721042
1564.000000, 90.730499
1563.000000, 90.714335
1562.000000, 90.751730
1561.000000, 90.715332
1560.000000, 90.711469
1559.000000, 90.782777
1558.000000, 90.777369
1557.000000, 90.764584
1556.000000, 90.791624
1555.000000, 90.739483
1554.000000, 90.740928
1553.000000, 90.786350
1552.000000, 90.736963
1551.000000, 90.799961
1550.000000, 90.809944
1549.000000, 90.778265
1548.000000, 90.768088
1547.000000, 90.829269
1546.000000, 90.759786
1545.000000, 90.811296
1544.000000, 90.813386
1543.000000, 90.790709
1542.000000, 90.775627
1541.000000, 90.830351
1540.000000, 90.853295
1539.000000, 90.811838
1538.000000, 90.820152
1537.000000, 90.771875
1536.000000, 90.787834
1535.000000, 90.840992
1534.000000, 90.808523
1533.000000, 90.859472
1532.000000, 90.863652
1531.000000, 90.805451
1530.000000, 90.823918
1529.000000, 90.834483
1528.000000, 90.904394
1527.000000, 90.864237
1526.000000, 90.890023
1525.000000, 90.904757
1524.000000, 90.863949
1523.000000, 90.931881
1522.000000, 90.952494
1521.000000, 90.909543
1520.000000, 90.946986
1519.000000, 90.942853
1518.000000, 91.000874
1517.000000, 90.964589
1516.000000, 90.967507
1515.000000, 90.940034
1514.000000, 90.951990
1513.000000, 90.972399
1512.000000, 91.007716
1511.000000, 90.972244
1510.000000, 90.996282
1509.000000, 90.991362
1508.000000, 91.023371
1507.000000, 91.008643
1506.000000, 91.045185
1505.000000, 91.012880
1504.000000, 91.030970
1503.000000, 91.004889
1502.000000, 91.019816
1501.000000, 91.073770
1500.000000, 91.037679
1499.000000, 91.042318
1498.000000, 91.006420
1497.000000, 91.022091
1496.000000, 91.087783
1495.000000, 91.074643
1494.000000, 91.066751
1493.000000, 91.114046
1492.000000, 91.124556
1491.000000, 91.081165
1490.000000, 91.098664
1489.000000, 91.112460
1488.000000, 91.098736
1487.000000, 91.126195
1486.000000, 91.132941
1485.000000, 91.101918
1484.000000, 91.143953
1483.000000, 91.140982
1482.000000, 91.179572
1481.000000, 91.196466
1480.000000, 91.206746
1479.000000, 91.207676
1478.000000, 91.181802
1477.000000, 91.213664
1476.000000, 91.206283
1475.000000, 91.214022
1474.000000, 91.220038
1473.000000, 91.235736
1472.000000, 91.216157
1471.000000, 91.198620
1470.000000, 91.223799
1469.000000, 91.240888
1468.000000, 91.268961
1467.000000, 91.261184
1466.000000, 91.269875
1465.000000, 91.282767
1464.000000, 91.240287
1463.000000, 91.260306
1462.000000, 91.282615
1461.000000, 91.297985
1460.000000, 91.319961
1459.000000, 91.311676
1458.000000, 91.296974
1457.000000, 91.297981
1456.000000, 91.376562
1455.000000, 91.371623
1454.000000, 91.312082
1453.000000, 91.312830
1452.000000, 91.334645
1451.000000, 91.342407
1450.000000, 91.367304
1449.000000, 91.369463
1448.000000, 91.336485
1447.000000, 91.318921
1446.000000, 91.348550
1445.000000, 91.392452
1444.000000, 91.393915
1443.000000, 91.414035
1442.000000, 91.424323
1441.000000, 91.391761
1440.000000, 91.387588
1439.000000, 91.402215
1438.000000, 91.394840
1437.000000, 91.415327
1436.000000, 91.406733
1435.000000, 91.379013
1434.000000, 91.381015
1433.000000, 91.401223
1432.000000, 91.399425
1431.000000, 91.413939
1430.000000, 91.427511
1429.000000, 91.413859
1428.000000, 91.396066
1427.000000, 91.380104
1426.000000, 91.373043
1425.000000, 91.390285
1424.000000, 91.374019
1423.000000, 91.358319
1422.000000, 91.392019
1421.000000, 91.404442
1420.000000, 91.387562
1419.000000, 91.387144
1418.000000, 91.340151
1417.000000, 91.313908
1416.000000, 91.323832
1415.000000, 91.355423
1414.000000, 91.377439
1413.000000, 91.350923
1412.000000, 91.310625
1411.000000, 91.261308
1410.000000, 91.271726
1409.000000, 91.302271
1408.000000, 91.279290
1407.000000, 91.262183
1406.000000, 91.233707
1405.000000, 91.181804
1404.000000, 91.172268
1403.000000, 91.182810
1402.000000, 91.144746
1401.000000, 91.083522
1400.000000, 91.057431
1399.000000, 90.999397
1398.000000, 90.970734
1397.000000, 90.977034
1396.000000, 90.909983
1395.000000, 90.841684
1394.000000, 90.771845
1393.000000, 90.741929
1392.000000, 90.695193
1391.000000, 90.642082
1390.000000, 90.652130
1389.000000, 90.563591
1388.000000, 90.483286
1387.000000, 90.450619
1386.000000, 90.430979
1385.000000, 90.437986
1384.000000, 90.408317
1383.000000, 90.435468
1382.000000, 90.421572
1381.000000, 90.444793
1380.000000, 90.535341
1379.000000, 90.618529
1378.000000, 90.671659
1377.000000, 90.775965
1376.000000, 90.813737
1375.000000, 90.945138
1374.000000, 91.078723
1373.000000, 91.150120
1372.000000, 91.231998
1371.000000, 91.330266
1370.000000, 91.389039
1369.000000, 91.445621
1368.000000, 91.457233
1367.000000, 91.521552
1366.000000, 91.584434
1365.000000, 91.504590
1364.000000, 91.591124
1363.000000, 91.618432
1362.000000, 91.561445
1361.000000, 91.582763
1360.000000, 91.632713
1359.000000, 91.625533
1358.000000, 91.544321
1357.000000, 91.658293
1356.000000, 91.671078
1355.000000, 91.739636
1354.000000, 91.597151
1353.000000, 91.634379
1352.000000, 91.699619
1351.000000, 91.746661
1350.000000, 91.659159
