Labels,T21_spectrum,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,2.330E+4,
1401.000,2.284E+4,
1402.05000,2.306E+4,
1403.1000,2.328E+4,
1404.15000,2.322E+4,
1405.2000,2.300E+4,
1406.25000,2.315E+4,
1407.3000,2.282E+4,
1408.35000,2.319E+4,
1409.4000,2.300E+4,
1410.45000,2.302E+4,
1411.5000,2.316E+4,
1412.55000,2.299E+4,
1413.6000,2.302E+4,
1414.65000,2.313E+4,
1415.7000,2.327E+4,
1416.75000,2.295E+4,
1417.8000,2.327E+4,
1418.85000,2.313E+4,
1419.9000,2.266E+4,
1420.95000,2.312E+4,
1422.000,2.315E+4,
1423.05000,2.296E+4,
1424.1000,2.299E+4,
1425.15000,2.307E+4,
1426.2000,2.287E+4,
1427.25000,2.315E+4,
1428.3000,2.308E+4,
1429.35000,2.308E+4,
1430.4000,2.315E+4,
1431.45000,2.338E+4,
1432.5000,2.295E+4,
1433.55000,2.313E+4,
1434.6000,2.318E+4,
1435.65000,2.332E+4,
1436.7000,2.351E+4,
1437.75000,2.349E+4,
1438.8000,2.364E+4,
1439.85000,2.368E+4,
1440.9000,2.371E+4,
1441.95000,2.386E+4,
1443.000,2.373E+4,
1444.05000,2.403E+4,
1445.1000,2.397E+4,
1446.15000,2.420E+4,
1447.2000,2.458E+4,
1448.25000,2.465E+4,
1449.3000,2.466E+4,
1450.35000,2.471E+4,
1451.4000,2.477E+4,
1452.45000,2.493E+4,
1453.5000,2.497E+4,
1454.55000,2.530E+4,
1455.6000,2.555E+4,
1456.65000,2.595E+4,
1457.7000,2.602E+4,
1458.75000,2.662E+4,
1459.8000,2.671E+4,
1460.85000,2.746E+4,
1461.9000,2.791E+4,
1462.95000,2.792E+4,
1464.000,2.863E+4,
1465.05000,2.895E+4,
1466.1000,2.983E+4,
1467.15000,2.993E+4,
1468.2000,3.049E+4,
1469.25000,3.082E+4,
1470.3000,3.164E+4,
1471.35000,3.276E+4,
1472.4000,3.323E+4,
1473.45000,3.381E+4,
1474.5000,3.508E+4,
1475.55000,3.565E+4,
1476.6000,3.664E+4,
1477.65000,3.755E+4,
1478.7000,3.783E+4,
1479.75000,3.868E+4,
1480.8000,3.970E+4,
1481.85000,4.078E+4,
1482.9000,4.073E+4,
1483.95000,4.220E+4,
1485.000,4.195E+4,
1486.05000,4.286E+4,
1487.1000,4.336E+4,
1488.15000,4.368E+4,
1489.2000,4.419E+4,
1490.25000,4.480E+4,
1491.3000,4.486E+4,
1492.35000,4.527E+4,
1493.4000,4.523E+4,
1494.45000,4.555E+4,
1495.5000,4.517E+4,
1496.55000,4.545E+4,
1497.6000,4.478E+4,
1498.65000,4.429E+4,
1499.7000,4.503E+4,
1500.75000,4.445E+4,
1501.8000,4.462E+4,
1502.85000,4.428E+4,
1503.9000,4.470E+4,
1504.95000,4.360E+4,
1506.000,4.342E+4,
1507.05000,4.429E+4,
1508.1000,4.353E+4,
1509.15000,4.348E+4,
1510.2000,4.273E+4,
1511.25000,4.349E+4,
1512.3000,4.342E+4,
1513.35000,4.360E+4,
1514.4000,4.468E+4,
1515.45000,4.517E+4,
1516.5000,4.595E+4,
1517.55000,4.778E+4,
1518.6000,4.907E+4,
1519.65000,5.066E+4,
1520.7000,5.287E+4,
1521.75000,5.541E+4,
1522.8000,5.833E+4,
1523.85000,6.156E+4,
1524.9000,6.570E+4,
1525.95000,6.963E+4,
1527.000,7.443E+4,
1528.05000,8.081E+4,
1529.1000,8.754E+4,
1530.15000,9.504E+4,
1531.2000,1.044E+5,
1532.25000,1.160E+5,
1533.3000,1.343E+5,
1534.35000,1.559E+5,
1535.4000,1.750E+5,
1536.45000,1.840E+5,
1537.5000,1.780E+5,
1538.55000,1.644E+5,
1539.6000,1.518E+5,
1540.65000,1.486E+5,
1541.7000,1.533E+5,
1542.75000,1.549E+5,
1543.8000,1.539E+5,
1544.85000,1.484E+5,
1545.9000,1.402E+5,
1546.95000,1.292E+5,
1548.000,1.187E+5,
1549.05000,1.096E+5,
1550.1000,1.022E+5,
1551.15000,9.603E+4,
1552.2000,8.954E+4,
1553.25000,8.426E+4,
1554.3000,8.054E+4,
1555.35000,7.652E+4,
1556.4000,7.442E+4,
1557.45000,7.225E+4,
1558.5000,6.988E+4,
1559.55000,6.822E+4,
1560.6000,6.740E+4,
1561.65000,6.625E+4,
1562.7000,6.596E+4,
1563.75000,6.499E+4,
1564.8000,6.447E+4,
1565.85000,6.388E+4,
1566.9000,6.266E+4,
1567.95000,6.117E+4,
1569.000,5.934E+4,
1570.05000,5.791E+4,
1571.1000,5.586E+4,
1572.15000,5.268E+4,
1573.2000,4.960E+4,
1574.25000,4.654E+4,
1575.3000,4.311E+4,
1576.35000,4.080E+4,
1577.4000,3.826E+4,
1578.45000,3.681E+4,
1579.5000,3.616E+4,
1580.55000,3.478E+4,
1581.6000,3.427E+4,
1582.65000,3.374E+4,
1583.7000,3.316E+4,
1584.75000,3.271E+4,
1585.8000,3.255E+4,
1586.85000,3.226E+4,
1587.9000,3.244E+4,
1588.95000,3.204E+4,
1590.00,3.168E+4,
1591.05000,3.165E+4,
1592.1000,3.155E+4,
1593.15000,3.191E+4,
1594.2000,3.157E+4,
1595.25000,3.170E+4,
1596.3000,3.158E+4,
1597.35000,3.157E+4,
1598.4000,3.143E+4,
1599.45000,3.162E+4,
1600.5000,3.148E+4,
1601.55000,3.124E+4,
1602.6000,3.125E+4,
1603.65000,3.120E+4,
1604.7000,3.092E+4,
1605.75000,3.138E+4,
1606.8000,3.125E+4,
1607.85000,3.151E+4,
1608.9000,3.119E+4,
1609.95000,3.110E+4,
1611.000,3.112E+4,
1612.05000,3.107E+4,
1613.1000,3.118E+4,
1614.15000,3.077E+4,
1615.2000,3.073E+4,
1616.25000,3.080E+4,
1617.3000,3.073E+4,
1618.35000,3.058E+4,
1619.4000,3.012E+4,
1620.45000,2.976E+4,
1621.5000,2.975E+4,
1622.55000,2.911E+4,
1623.6000,2.913E+4,
1624.65000,2.851E+4,
1625.7000,2.832E+4,
1626.75000,2.767E+4,
1627.8000,2.752E+4,
1628.85000,2.755E+4,
1629.9000,2.679E+4,
1630.95000,2.646E+4,
1632.000,2.625E+4,
1633.05000,2.580E+4,
1634.1000,2.605E+4,
1635.15000,2.556E+4,
1636.2000,2.528E+4,
1637.25000,2.502E+4,
1638.3000,2.497E+4,
1639.35000,2.463E+4,
1640.4000,2.491E+4,
1641.45000,2.481E+4,
1642.5000,2.464E+4,
1643.55000,2.432E+4,
1644.6000,2.436E+4,
1645.65000,2.444E+4,
1646.7000,2.446E+4,
1647.75000,2.425E+4,
1648.8000,2.401E+4,
1649.85000,2.392E+4,
1650.9000,2.402E+4,
1651.95000,2.392E+4,
1653.000,2.387E+4,
1654.05000,2.358E+4,
1655.1000,2.368E+4,
1656.15000,2.348E+4,
1657.2000,2.367E+4,
1658.25000,2.356E+4,
1659.3000,2.369E+4,
1660.35000,2.350E+4,
1661.4000,2.376E+4,
1662.45000,2.335E+4,
1663.5000,2.397E+4,
1664.55000,2.365E+4,
1665.6000,2.359E+4,
1666.65000,2.370E+4,
1667.7000,2.352E+4,
1668.75000,2.373E+4,
1669.8000,2.378E+4,
1670.85000,2.367E+4,
1671.9000,2.360E+4,
1672.95000,2.349E+4,
1674.000,2.355E+4,
1675.05000,2.355E+4,
1676.1000,2.318E+4,
1677.15000,2.343E+4,
1678.2000,2.341E+4,
1679.25000,2.346E+4,
1680.3000,2.364E+4,
1681.35000,2.325E+4,
1682.4000,2.335E+4,
1683.45000,2.339E+4,
1684.5000,2.355E+4,
1685.55000,2.335E+4,
1686.6000,2.335E+4,
1687.65000,2.317E+4,
1688.7000,2.318E+4,
1689.75000,2.308E+4,
1690.8000,2.270E+4,
1691.85000,2.297E+4,
1692.9000,2.265E+4,
1693.95000,2.288E+4,
1695.000,2.303E+4,
1696.05000,2.323E+4,
1697.1000,2.287E+4,
1698.15000,2.299E+4,
1699.2000,2.323E+4,
1700.25000,2.328E+4,
