Labels,T24_spectrum,
Type,Emission Scan,
Comment,,
Start,1399.95000,
Stop,1700.25000,
Step,1.050,
Fixed/Offset,900.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,False,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,uF900,
Temp,0.00,
Scan Polariser,None,
Scan Slit,0.00,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.00,
Detector,NIR PMT,

1399.95000,2.253E+4,
1401.000,2.279E+4,
1402.05000,2.276E+4,
1403.1000,2.286E+4,
1404.15000,2.243E+4,
1405.2000,2.255E+4,
1406.25000,2.229E+4,
1407.3000,2.272E+4,
1408.35000,2.258E+4,
1409.4000,2.277E+4,
1410.45000,2.260E+4,
1411.5000,2.294E+4,
1412.55000,2.264E+4,
1413.6000,2.260E+4,
1414.65000,2.258E+4,
1415.7000,2.282E+4,
1416.75000,2.301E+4,
1417.8000,2.331E+4,
1418.85000,2.290E+4,
1419.9000,2.296E+4,
1420.95000,2.250E+4,
1422.000,2.291E+4,
1423.05000,2.279E+4,
1424.1000,2.307E+4,
1425.15000,2.262E+4,
1426.2000,2.283E+4,
1427.25000,2.304E+4,
1428.3000,2.274E+4,
1429.35000,2.296E+4,
1430.4000,2.282E+4,
1431.45000,2.261E+4,
1432.5000,2.295E+4,
1433.55000,2.270E+4,
1434.6000,2.313E+4,
1435.65000,2.302E+4,
1436.7000,2.301E+4,
1437.75000,2.302E+4,
1438.8000,2.324E+4,
1439.85000,2.324E+4,
1440.9000,2.370E+4,
1441.95000,2.400E+4,
1443.000,2.363E+4,
1444.05000,2.413E+4,
1445.1000,2.411E+4,
1446.15000,2.414E+4,
1447.2000,2.383E+4,
1448.25000,2.461E+4,
1449.3000,2.446E+4,
1450.35000,2.470E+4,
1451.4000,2.465E+4,
1452.45000,2.492E+4,
1453.5000,2.505E+4,
1454.55000,2.585E+4,
1455.6000,2.601E+4,
1456.65000,2.615E+4,
1457.7000,2.657E+4,
1458.75000,2.706E+4,
1459.8000,2.766E+4,
1460.85000,2.796E+4,
1461.9000,2.841E+4,
1462.95000,2.900E+4,
1464.000,2.962E+4,
1465.05000,2.991E+4,
1466.1000,3.094E+4,
1467.15000,3.141E+4,
1468.2000,3.243E+4,
1469.25000,3.339E+4,
1470.3000,3.362E+4,
1471.35000,3.478E+4,
1472.4000,3.541E+4,
1473.45000,3.618E+4,
1474.5000,3.733E+4,
1475.55000,3.827E+4,
1476.6000,3.916E+4,
1477.65000,4.032E+4,
1478.7000,4.161E+4,
1479.75000,4.196E+4,
1480.8000,4.340E+4,
1481.85000,4.448E+4,
1482.9000,4.474E+4,
1483.95000,4.552E+4,
1485.000,4.665E+4,
1486.05000,4.757E+4,
1487.1000,4.805E+4,
1488.15000,4.843E+4,
1489.2000,4.870E+4,
1490.25000,4.949E+4,
1491.3000,4.976E+4,
1492.35000,4.950E+4,
1493.4000,5.022E+4,
1494.45000,4.979E+4,
1495.5000,4.982E+4,
1496.55000,4.965E+4,
1497.6000,4.962E+4,
1498.65000,5.002E+4,
1499.7000,4.930E+4,
1500.75000,4.978E+4,
1501.8000,4.942E+4,
1502.85000,4.906E+4,
1503.9000,4.837E+4,
1504.95000,4.810E+4,
1506.000,4.797E+4,
1507.05000,4.794E+4,
1508.1000,4.788E+4,
1509.15000,4.746E+4,
1510.2000,4.772E+4,
1511.25000,4.797E+4,
1512.3000,4.780E+4,
1513.35000,4.817E+4,
1514.4000,4.885E+4,
1515.45000,4.998E+4,
1516.5000,5.117E+4,
1517.55000,5.249E+4,
1518.6000,5.439E+4,
1519.65000,5.641E+4,
1520.7000,5.939E+4,
1521.75000,6.233E+4,
1522.8000,6.547E+4,
1523.85000,7.043E+4,
1524.9000,7.569E+4,
1525.95000,8.001E+4,
1527.000,8.528E+4,
1528.05000,9.246E+4,
1529.1000,1.001E+5,
1530.15000,1.105E+5,
1531.2000,1.211E+5,
1532.25000,1.347E+5,
1533.3000,1.556E+5,
1534.35000,1.822E+5,
1535.4000,2.070E+5,
1536.45000,2.191E+5,
1537.5000,2.107E+5,
1538.55000,1.894E+5,
1539.6000,1.735E+5,
1540.65000,1.709E+5,
1541.7000,1.761E+5,
1542.75000,1.802E+5,
1543.8000,1.794E+5,
1544.85000,1.732E+5,
1545.9000,1.630E+5,
1546.95000,1.493E+5,
1548.000,1.362E+5,
1549.05000,1.256E+5,
1550.1000,1.171E+5,
1551.15000,1.083E+5,
1552.2000,1.022E+5,
1553.25000,9.539E+4,
1554.3000,9.132E+4,
1555.35000,8.756E+4,
1556.4000,8.393E+4,
1557.45000,8.109E+4,
1558.5000,7.868E+4,
1559.55000,7.674E+4,
1560.6000,7.482E+4,
1561.65000,7.431E+4,
1562.7000,7.386E+4,
1563.75000,7.303E+4,
1564.8000,7.191E+4,
1565.85000,7.106E+4,
1566.9000,6.967E+4,
1567.95000,6.808E+4,
1569.000,6.605E+4,
1570.05000,6.436E+4,
1571.1000,6.111E+4,
1572.15000,5.896E+4,
1573.2000,5.497E+4,
1574.25000,5.148E+4,
1575.3000,4.698E+4,
1576.35000,4.371E+4,
1577.4000,4.135E+4,
1578.45000,3.929E+4,
1579.5000,3.803E+4,
1580.55000,3.670E+4,
1581.6000,3.606E+4,
1582.65000,3.520E+4,
1583.7000,3.499E+4,
1584.75000,3.425E+4,
1585.8000,3.390E+4,
1586.85000,3.386E+4,
1587.9000,3.341E+4,
1588.95000,3.347E+4,
1590.00,3.289E+4,
1591.05000,3.268E+4,
1592.1000,3.265E+4,
1593.15000,3.290E+4,
1594.2000,3.287E+4,
1595.25000,3.272E+4,
1596.3000,3.241E+4,
1597.35000,3.274E+4,
1598.4000,3.248E+4,
1599.45000,3.239E+4,
1600.5000,3.208E+4,
1601.55000,3.248E+4,
1602.6000,3.258E+4,
1603.65000,3.260E+4,
1604.7000,3.259E+4,
1605.75000,3.267E+4,
1606.8000,3.272E+4,
1607.85000,3.255E+4,
1608.9000,3.234E+4,
1609.95000,3.213E+4,
1611.000,3.210E+4,
1612.05000,3.236E+4,
1613.1000,3.217E+4,
1614.15000,3.179E+4,
1615.2000,3.174E+4,
1616.25000,3.122E+4,
1617.3000,3.127E+4,
1618.35000,3.094E+4,
1619.4000,3.052E+4,
1620.45000,3.049E+4,
1621.5000,2.976E+4,
1622.55000,2.941E+4,
1623.6000,2.899E+4,
1624.65000,2.854E+4,
1625.7000,2.804E+4,
1626.75000,2.780E+4,
1627.8000,2.738E+4,
1628.85000,2.699E+4,
1629.9000,2.660E+4,
1630.95000,2.669E+4,
1632.000,2.619E+4,
1633.05000,2.574E+4,
1634.1000,2.506E+4,
1635.15000,2.482E+4,
1636.2000,2.480E+4,
1637.25000,2.441E+4,
1638.3000,2.438E+4,
1639.35000,2.426E+4,
1640.4000,2.393E+4,
1641.45000,2.390E+4,
1642.5000,2.380E+4,
1643.55000,2.344E+4,
1644.6000,2.365E+4,
1645.65000,2.362E+4,
1646.7000,2.339E+4,
1647.75000,2.366E+4,
1648.8000,2.370E+4,
1649.85000,2.344E+4,
1650.9000,2.368E+4,
1651.95000,2.349E+4,
1653.000,2.310E+4,
1654.05000,2.393E+4,
1655.1000,2.333E+4,
1656.15000,2.327E+4,
1657.2000,2.341E+4,
1658.25000,2.342E+4,
1659.3000,2.324E+4,
1660.35000,2.366E+4,
1661.4000,2.344E+4,
1662.45000,2.346E+4,
1663.5000,2.355E+4,
1664.55000,2.343E+4,
1665.6000,2.315E+4,
1666.65000,2.334E+4,
1667.7000,2.318E+4,
1668.75000,2.324E+4,
1669.8000,2.306E+4,
1670.85000,2.323E+4,
1671.9000,2.317E+4,
1672.95000,2.330E+4,
1674.000,2.330E+4,
1675.05000,2.353E+4,
1676.1000,2.348E+4,
1677.15000,2.353E+4,
1678.2000,2.323E+4,
1679.25000,2.326E+4,
1680.3000,2.312E+4,
1681.35000,2.328E+4,
1682.4000,2.321E+4,
1683.45000,2.338E+4,
1684.5000,2.354E+4,
1685.55000,2.343E+4,
1686.6000,2.309E+4,
1687.65000,2.349E+4,
1688.7000,2.343E+4,
1689.75000,2.339E+4,
1690.8000,2.294E+4,
1691.85000,2.334E+4,
1692.9000,2.325E+4,
1693.95000,2.301E+4,
1695.000,2.324E+4,
1696.05000,2.339E+4,
1697.1000,2.339E+4,
1698.15000,2.293E+4,
1699.2000,2.352E+4,
1700.25000,2.330E+4,
