Labels,T24_decay_air,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,99975008.000000,
Step,2.5E04,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

2.25E07,8.216E+3,
2.2525E0007,8.111E+3,
2.255E007,8.131E+3,
2.2575E0007,8.030E+3,
2.26E07,8.090E+3,
2.2625E0007,7.913E+3,
2.265E007,8.080E+3,
2.2675E0007,8.073E+3,
2.27E07,8.048E+3,
2.2725E0007,8.096E+3,
2.275E007,7.912E+3,
2.2775E0007,7.790E+3,
2.28E07,7.981E+3,
2.2825E0007,7.880E+3,
2.285E007,7.816E+3,
2.2875E0007,7.781E+3,
2.29E07,7.751E+3,
2.2925E0007,7.939E+3,
2.295E007,7.898E+3,
2.2975E0007,7.745E+3,
2.3E07,7.807E+3,
2.3025E0007,7.642E+3,
2.305E007,7.874E+3,
2.3075E0007,7.684E+3,
2.31E07,7.734E+3,
2.3125E0007,7.772E+3,
2.315E007,7.671E+3,
2.3175E0007,7.675E+3,
2.32E07,7.627E+3,
2.3225E0007,7.678E+3,
2.325E007,7.761E+3,
2.3275E0007,7.845E+3,
2.33E07,7.817E+3,
2.3325E0007,7.489E+3,
2.335E007,7.649E+3,
2.3375E0007,7.533E+3,
2.34E07,7.581E+3,
2.3425E0007,7.638E+3,
2.345E007,7.581E+3,
2.3475E0007,7.721E+3,
2.35E07,7.574E+3,
2.3525E0007,7.576E+3,
2.355E007,7.604E+3,
2.3575E0007,7.631E+3,
2.36E07,7.617E+3,
2.3625E0007,7.539E+3,
2.365E007,7.388E+3,
2.3675E0007,7.407E+3,
2.37E07,7.315E+3,
2.3725E0007,7.424E+3,
2.375E007,7.416E+3,
2.3775E0007,7.433E+3,
2.38E07,7.377E+3,
2.3825E0007,7.300E+3,
2.385E007,7.375E+3,
2.3875E0007,7.311E+3,
2.39E07,7.310E+3,
2.3925E0007,7.449E+3,
2.395E007,7.452E+3,
2.3975E0007,7.253E+3,
2.4E07,7.323E+3,
2.4025E0007,7.358E+3,
2.405E007,7.104E+3,
2.4075E0007,7.274E+3,
2.41E07,7.026E+3,
2.4125E0007,7.358E+3,
2.415E007,6.957E+3,
2.4175E0007,7.227E+3,
2.42E07,7.196E+3,
2.4225E0007,7.226E+3,
2.425E007,7.170E+3,
2.4275E0007,7.243E+3,
2.43E07,7.228E+3,
2.4325E0007,7.226E+3,
2.435E007,7.023E+3,
2.4375E0007,7.086E+3,
2.44E07,7.158E+3,
2.4425E0007,7.148E+3,
2.445E007,7.133E+3,
2.4475E0007,7.135E+3,
2.45E07,7.080E+3,
2.4525E0007,7.023E+3,
2.455E007,7.156E+3,
2.4575E0007,6.959E+3,
2.46E07,7.032E+3,
2.4625E0007,6.949E+3,
2.465E007,6.998E+3,
2.4675E0007,6.901E+3,
2.47E07,7.015E+3,
2.4725E0007,6.996E+3,
2.475E007,6.866E+3,
2.4775E0007,6.906E+3,
2.48E07,6.988E+3,
2.4825E0007,6.852E+3,
2.485E007,6.744E+3,
2.4875E0007,6.895E+3,
2.49E07,6.899E+3,
2.4925E0007,6.766E+3,
2.495E007,6.673E+3,
2.4975E0007,6.870E+3,
2.5E07,6.766E+3,
2.5025E0007,6.778E+3,
2.505E007,6.671E+3,
2.5075E0007,6.871E+3,
2.51E07,6.699E+3,
2.5125E0007,6.738E+3,
2.515E007,6.782E+3,
2.5175E0007,6.688E+3,
2.52E07,6.601E+3,
2.5225E0007,6.585E+3,
2.525E007,6.616E+3,
2.5275E0007,6.484E+3,
2.53E07,6.674E+3,
2.5325E0007,6.616E+3,
2.535E007,6.516E+3,
2.5375E0007,6.629E+3,
2.54E07,6.399E+3,
2.5425E0007,6.574E+3,
2.545E007,6.666E+3,
2.5475E0007,6.614E+3,
2.55E07,6.515E+3,
2.5525E0007,6.624E+3,
2.555E007,6.610E+3,
2.5575E0007,6.453E+3,
2.56E07,6.354E+3,
2.5625E0007,6.606E+3,
2.565E007,6.544E+3,
2.5675E0007,6.558E+3,
2.57E07,6.446E+3,
2.5725E0007,6.410E+3,
2.575E007,6.476E+3,
2.5775E0007,6.347E+3,
2.58E07,6.418E+3,
2.5825E0007,6.385E+3,
2.585E007,6.337E+3,
2.5875E0007,6.361E+3,
2.59E07,6.338E+3,
2.5925E0007,6.539E+3,
2.595E007,6.441E+3,
2.5975E0007,6.265E+3,
2.6E07,6.261E+3,
2.6025E0007,6.247E+3,
2.605E007,6.252E+3,
2.6075E0007,6.207E+3,
2.61E07,6.284E+3,
2.6125E0007,6.342E+3,
2.615E007,6.231E+3,
2.6175E0007,6.038E+3,
2.62E07,6.261E+3,
2.6225E0007,6.073E+3,
2.625E007,6.033E+3,
2.6275E0007,6.135E+3,
2.63E07,6.212E+3,
2.6325E0007,6.309E+3,
2.635E007,6.169E+3,
2.6375E0007,6.048E+3,
2.64E07,6.174E+3,
2.6425E0007,6.278E+3,
2.645E007,6.128E+3,
2.6475E0007,6.175E+3,
2.65E07,5.964E+3,
2.6525E0007,6.051E+3,
2.655E007,6.093E+3,
2.6575E0007,6.205E+3,
2.66E07,6.026E+3,
2.6625E0007,6.226E+3,
2.665E007,6.088E+3,
2.6675E0007,6.026E+3,
2.67E07,5.926E+3,
2.6725E0007,6.005E+3,
2.675E007,5.949E+3,
2.6775E0007,6.056E+3,
2.68E07,5.975E+3,
2.6825E0007,5.997E+3,
2.685E007,5.863E+3,
2.6875E0007,5.931E+3,
2.69E07,5.857E+3,
2.6925E0007,5.959E+3,
2.695E007,5.796E+3,
2.6975E0007,5.902E+3,
2.7E07,5.881E+3,
2.7025E0007,6.045E+3,
2.705E007,5.968E+3,
2.7075E0007,5.784E+3,
2.71E07,5.849E+3,
2.7125E0007,5.872E+3,
2.715E007,5.827E+3,
2.7175E0007,5.979E+3,
2.72E07,5.622E+3,
2.7225E0007,5.863E+3,
2.725E007,5.674E+3,
2.7275E0007,5.810E+3,
2.73E07,5.790E+3,
2.7325E0007,5.677E+3,
2.735E007,5.902E+3,
2.7375E0007,5.770E+3,
2.74E07,5.601E+3,
2.7425E0007,5.768E+3,
2.745E007,5.756E+3,
2.7475E0007,5.677E+3,
2.75E07,5.713E+3,
2.7525E0007,5.679E+3,
2.755E007,5.586E+3,
2.7575E0007,5.657E+3,
2.76E07,5.715E+3,
2.7625E0007,5.537E+3,
2.765E007,5.699E+3,
2.7675E0007,5.727E+3,
2.77E07,5.647E+3,
2.7725E0007,5.621E+3,
2.775E007,5.576E+3,
2.7775E0007,5.693E+3,
2.78E07,5.500E+3,
2.7825E0007,5.631E+3,
2.785E007,5.598E+3,
2.7875E0007,5.565E+3,
2.79E07,5.426E+3,
2.7925E0007,5.533E+3,
2.795E007,5.533E+3,
2.7975E0007,5.548E+3,
2.8E07,5.638E+3,
2.8025E0007,5.581E+3,
2.805E007,5.486E+3,
2.8075E0007,5.548E+3,
2.81E07,5.467E+3,
2.8125E0007,5.352E+3,
2.815E007,5.439E+3,
2.8175E0007,5.432E+3,
2.82E07,5.503E+3,
2.8225E0007,5.418E+3,
2.825E007,5.378E+3,
2.8275E0007,5.473E+3,
2.83E07,5.344E+3,
2.8325E0007,5.443E+3,
2.835E007,5.351E+3,
2.8375E0007,5.371E+3,
2.84E07,5.257E+3,
2.8425E0007,5.369E+3,
2.845E007,5.366E+3,
2.8475E0007,5.374E+3,
2.85E07,5.391E+3,
2.8525E0007,5.483E+3,
2.855E007,5.293E+3,
2.8575E0007,5.227E+3,
2.86E07,5.349E+3,
2.8625E0007,5.250E+3,
2.865E007,5.394E+3,
2.8675E0007,5.190E+3,
2.87E07,5.136E+3,
2.8725E0007,5.245E+3,
2.875E007,5.270E+3,
2.8775E0007,5.216E+3,
2.88E07,5.254E+3,
2.8825E0007,5.184E+3,
2.885E007,5.204E+3,
2.8875E0007,5.213E+3,
2.89E07,5.131E+3,
2.8925E0007,5.111E+3,
2.895E007,5.238E+3,
2.8975E0007,5.100E+3,
2.9E07,5.197E+3,
2.9025E0007,5.133E+3,
2.905E007,4.998E+3,
2.9075E0007,5.063E+3,
2.91E07,5.105E+3,
2.9125E0007,5.077E+3,
2.915E007,5.170E+3,
2.9175E0007,5.225E+3,
2.92E07,5.155E+3,
2.9225E0007,4.976E+3,
2.925E007,5.143E+3,
2.9275E0007,5.034E+3,
2.93E07,5.117E+3,
2.9325E0007,4.982E+3,
2.935E007,5.139E+3,
2.9375E0007,4.953E+3,
2.94E07,4.967E+3,
2.9425E0007,5.086E+3,
2.945E007,5.181E+3,
2.9475E0007,5.017E+3,
2.95E07,4.813E+3,
2.9525E0007,4.997E+3,
2.955E007,4.958E+3,
2.9575E0007,4.910E+3,
2.96E07,4.974E+3,
2.9625E0007,4.962E+3,
2.965E007,4.893E+3,
2.9675E0007,4.899E+3,
2.97E07,4.775E+3,
2.9725E0007,4.764E+3,
2.975E007,4.945E+3,
2.9775E0007,4.849E+3,
2.98E07,4.873E+3,
2.9825E0007,4.901E+3,
2.985E007,4.703E+3,
2.9875E0007,4.889E+3,
2.99E07,4.846E+3,
2.9925E0007,4.803E+3,
2.995E007,4.882E+3,
2.9975E0007,4.899E+3,
3E07,4.829E+3,
3.0025E0007,4.852E+3,
3.005E007,4.695E+3,
3.0075E0007,4.785E+3,
3.01E07,4.670E+3,
3.0125E0007,4.810E+3,
3.015E007,4.606E+3,
3.0175E0007,4.778E+3,
3.02E07,4.702E+3,
3.0225E0007,4.725E+3,
3.025E007,4.719E+3,
3.0275E0007,4.748E+3,
3.03E07,4.753E+3,
3.0325E0007,4.552E+3,
3.035E007,4.617E+3,
3.0375E0007,4.698E+3,
3.04E07,4.724E+3,
3.0425E0007,4.804E+3,
3.045E007,4.651E+3,
3.0475E0007,4.583E+3,
3.05E07,4.538E+3,
3.0525E0007,4.636E+3,
3.055E007,4.643E+3,
3.0575E0007,4.581E+3,
3.06E07,4.485E+3,
3.0625E0007,4.611E+3,
3.065E007,4.628E+3,
3.0675E0007,4.636E+3,
3.07E07,4.543E+3,
3.0725E0007,4.697E+3,
3.075E007,4.564E+3,
3.0775E0007,4.575E+3,
3.08E07,4.507E+3,
3.0825E0007,4.581E+3,
3.085E007,4.566E+3,
3.0875E0007,4.443E+3,
3.09E07,4.463E+3,
3.0925E0007,4.451E+3,
3.095E007,4.433E+3,
3.0975E0007,4.524E+3,
3.1E07,4.428E+3,
3.1025E0007,4.552E+3,
3.105E007,4.552E+3,
3.1075E0007,4.312E+3,
3.11E07,4.424E+3,
3.1125E0007,4.411E+3,
3.115E007,4.420E+3,
3.1175E0007,4.442E+3,
3.12E07,4.324E+3,
3.1225E0007,4.530E+3,
3.125E007,4.338E+3,
3.1275E0007,4.477E+3,
3.13E07,4.406E+3,
3.1325E0007,4.327E+3,
3.135E007,4.428E+3,
3.1375E0007,4.324E+3,
3.14E07,4.403E+3,
3.1425E0007,4.386E+3,
3.145E007,4.348E+3,
3.1475E0007,4.367E+3,
3.15E07,4.367E+3,
3.1525E0007,4.301E+3,
3.155E007,4.278E+3,
3.1575E0007,4.375E+3,
3.16E07,4.199E+3,
3.1625E0007,4.295E+3,
3.165E007,4.309E+3,
3.1675E0007,4.248E+3,
3.17E07,4.204E+3,
3.1725E0007,4.218E+3,
3.175E007,4.397E+3,
3.1775E0007,4.195E+3,
3.18E07,4.288E+3,
3.1825E0007,4.241E+3,
3.185E007,4.236E+3,
3.1875E0007,4.296E+3,
3.19E07,4.211E+3,
3.1925E0007,4.198E+3,
3.195E007,4.205E+3,
3.1975E0007,4.190E+3,
3.2E07,4.227E+3,
3.2025E0007,4.241E+3,
3.205E007,4.155E+3,
3.2075E0007,4.115E+3,
3.21E07,4.202E+3,
3.2125E0007,4.241E+3,
3.215E007,4.213E+3,
3.2175E0007,4.076E+3,
3.22E07,4.145E+3,
3.2225E0007,4.172E+3,
3.225E007,4.065E+3,
3.2275E0007,4.145E+3,
3.23E07,4.161E+3,
3.2325E0007,4.138E+3,
3.235E007,4.138E+3,
3.2375E0007,4.016E+3,
3.24E07,4.152E+3,
3.2425E0007,4.138E+3,
3.245E007,4.037E+3,
3.2475E0007,3.975E+3,
3.25E07,4.013E+3,
3.2525E0007,3.955E+3,
3.255E007,4.108E+3,
3.2575E0007,4.072E+3,
3.26E07,4.033E+3,
3.2625E0007,4.060E+3,
3.265E007,4.066E+3,
3.2675E0007,4.030E+3,
3.27E07,3.980E+3,
3.2725E0007,3.972E+3,
3.275E007,4.007E+3,
3.2775E0007,4.013E+3,
3.28E07,3.952E+3,
3.2825E0007,3.998E+3,
3.285E007,4.063E+3,
3.2875E0007,4.041E+3,
3.29E07,3.969E+3,
3.2925E0007,3.863E+3,
3.295E007,4.002E+3,
3.2975E0007,3.989E+3,
3.3E07,3.879E+3,
3.3025E0007,4.000E+3,
3.305E007,3.943E+3,
3.3075E0007,3.918E+3,
3.31E07,3.915E+3,
3.3125E0007,3.873E+3,
3.315E007,3.885E+3,
3.3175E0007,3.922E+3,
3.32E07,3.911E+3,
3.3225E0007,4.004E+3,
3.325E007,3.818E+3,
3.3275E0007,3.903E+3,
3.33E07,3.869E+3,
3.3325E0007,3.933E+3,
3.335E007,3.810E+3,
3.3375E0007,3.748E+3,
3.34E07,3.749E+3,
3.3425E0007,3.886E+3,
3.345E007,3.850E+3,
3.3475E0007,3.878E+3,
3.35E07,3.778E+3,
3.3525E0007,3.955E+3,
3.355E007,3.713E+3,
3.3575E0007,3.847E+3,
3.36E07,3.769E+3,
3.3625E0007,3.858E+3,
3.365E007,3.777E+3,
3.3675E0007,3.863E+3,
3.37E07,3.795E+3,
3.3725E0007,3.667E+3,
3.375E007,3.821E+3,
3.3775E0007,3.718E+3,
3.38E07,3.692E+3,
3.3825E0007,3.716E+3,
3.385E007,3.860E+3,
3.3875E0007,3.743E+3,
3.39E07,3.714E+3,
3.3925E0007,3.662E+3,
3.395E007,3.592E+3,
3.3975E0007,3.685E+3,
3.4E07,3.626E+3,
3.4025E0007,3.644E+3,
3.405E007,3.762E+3,
3.4075E0007,3.753E+3,
3.41E07,3.717E+3,
3.4125E0007,3.665E+3,
3.415E007,3.719E+3,
3.4175E0007,3.668E+3,
3.42E07,3.732E+3,
3.4225E0007,3.569E+3,
3.425E007,3.565E+3,
3.4275E0007,3.714E+3,
3.43E07,3.632E+3,
3.4325E0007,3.642E+3,
3.435E007,3.585E+3,
3.4375E0007,3.728E+3,
3.44E07,3.704E+3,
3.4425E0007,3.656E+3,
3.445E007,3.616E+3,
3.4475E0007,3.669E+3,
3.45E07,3.565E+3,
3.4525E0007,3.557E+3,
3.455E007,3.507E+3,
3.4575E0007,3.560E+3,
3.46E07,3.522E+3,
3.4625E0007,3.575E+3,
3.465E007,3.544E+3,
3.4675E0007,3.490E+3,
3.47E07,3.455E+3,
3.4725E0007,3.567E+3,
3.475E007,3.449E+3,
3.4775E0007,3.442E+3,
3.48E07,3.535E+3,
3.4825E0007,3.462E+3,
3.485E007,3.469E+3,
3.4875E0007,3.518E+3,
3.49E07,3.516E+3,
3.4925E0007,3.410E+3,
3.495E007,3.449E+3,
3.4975E0007,3.501E+3,
3.5E07,3.539E+3,
3.5025E0007,3.318E+3,
3.505E007,3.475E+3,
3.5075E0007,3.458E+3,
3.51E07,3.428E+3,
3.5125E0007,3.417E+3,
3.515E007,3.469E+3,
3.5175E0007,3.507E+3,
3.52E07,3.462E+3,
3.5225E0007,3.401E+3,
3.525E007,3.388E+3,
3.5275E0007,3.403E+3,
3.53E07,3.365E+3,
3.5325E0007,3.403E+3,
3.535E007,3.296E+3,
3.5375E0007,3.344E+3,
3.54E07,3.372E+3,
3.5425E0007,3.391E+3,
3.545E007,3.304E+3,
3.5475E0007,3.347E+3,
3.55E07,3.492E+3,
3.5525E0007,3.456E+3,
3.555E007,3.267E+3,
3.5575E0007,3.350E+3,
3.56E07,3.400E+3,
3.5625E0007,3.379E+3,
3.565E007,3.369E+3,
3.5675E0007,3.284E+3,
3.57E07,3.301E+3,
3.5725E0007,3.252E+3,
3.575E007,3.320E+3,
3.5775E0007,3.403E+3,
3.58E07,3.392E+3,
3.5825E0007,3.327E+3,
3.585E007,3.290E+3,
3.5875E0007,3.226E+3,
3.59E07,3.246E+3,
3.5925E0007,3.214E+3,
3.595E007,3.220E+3,
3.5975E0007,3.380E+3,
3.6E07,3.250E+3,
3.6025E0007,3.222E+3,
3.605E007,3.284E+3,
3.6075E0007,3.285E+3,
3.61E07,3.178E+3,
3.6125E0007,3.279E+3,
3.615E007,3.420E+3,
3.6175E0007,3.198E+3,
3.62E07,3.237E+3,
3.6225E0007,3.234E+3,
3.625E007,3.166E+3,
3.6275E0007,3.199E+3,
3.63E07,3.073E+3,
3.6325E0007,3.314E+3,
3.635E007,3.118E+3,
3.6375E0007,3.077E+3,
3.64E07,3.174E+3,
3.6425E0007,3.155E+3,
3.645E007,3.209E+3,
3.6475E0007,3.213E+3,
3.65E07,3.198E+3,
3.6525E0007,3.131E+3,
3.655E007,3.185E+3,
3.6575E0007,3.133E+3,
3.66E07,3.120E+3,
3.6625E0007,3.160E+3,
3.665E007,3.124E+3,
3.6675E0007,3.138E+3,
3.67E07,3.067E+3,
3.6725E0007,3.076E+3,
3.675E007,3.149E+3,
3.6775E0007,3.022E+3,
3.68E07,3.050E+3,
3.6825E0007,3.179E+3,
3.685E007,3.079E+3,
3.6875E0007,3.108E+3,
3.69E07,3.066E+3,
3.6925E0007,3.058E+3,
3.695E007,3.148E+3,
3.6975E0007,2.986E+3,
3.7E07,3.047E+3,
3.7025E0007,3.007E+3,
3.705E007,3.070E+3,
3.7075E0007,3.110E+3,
3.71E07,3.081E+3,
3.7125E0007,3.071E+3,
3.715E007,3.020E+3,
3.7175E0007,3.066E+3,
3.72E07,3.002E+3,
3.7225E0007,3.129E+3,
3.725E007,3.040E+3,
3.7275E0007,3.075E+3,
3.73E07,3.049E+3,
3.7325E0007,2.943E+3,
3.735E007,2.960E+3,
3.7375E0007,2.976E+3,
3.74E07,2.995E+3,
3.7425E0007,2.986E+3,
3.745E007,2.979E+3,
3.7475E0007,3.038E+3,
3.75E07,2.958E+3,
3.7525E0007,2.940E+3,
3.755E007,2.992E+3,
3.7575E0007,2.868E+3,
3.76E07,2.980E+3,
3.7625E0007,2.966E+3,
3.765E007,2.886E+3,
3.7675E0007,2.903E+3,
3.77E07,2.959E+3,
3.7725E0007,2.895E+3,
3.775E007,2.880E+3,
3.7775E0007,3.012E+3,
3.78E07,2.945E+3,
3.7825E0007,2.971E+3,
3.785E007,2.946E+3,
3.7875E0007,2.862E+3,
3.79E07,3.004E+3,
3.7925E0007,2.894E+3,
3.795E007,2.851E+3,
3.7975E0007,2.947E+3,
3.8E07,2.968E+3,
3.8025E0007,2.887E+3,
3.805E007,2.804E+3,
3.8075E0007,2.907E+3,
3.81E07,2.856E+3,
3.8125E0007,2.739E+3,
3.815E007,2.934E+3,
3.8175E0007,2.838E+3,
3.82E07,2.777E+3,
3.8225E0007,2.834E+3,
3.825E007,2.781E+3,
3.8275E0007,2.866E+3,
3.83E07,2.907E+3,
3.8325E0007,2.784E+3,
3.835E007,2.854E+3,
3.8375E0007,2.830E+3,
3.84E07,2.826E+3,
3.8425E0007,2.719E+3,
3.845E007,2.786E+3,
3.8475E0007,2.832E+3,
3.85E07,2.798E+3,
3.8525E0007,2.869E+3,
3.855E007,2.853E+3,
3.8575E0007,2.724E+3,
3.86E07,2.809E+3,
3.8625E0007,2.765E+3,
3.865E007,2.735E+3,
3.8675E0007,2.862E+3,
3.87E07,2.709E+3,
3.8725E0007,2.807E+3,
3.875E007,2.793E+3,
3.8775E0007,2.722E+3,
3.88E07,2.681E+3,
3.8825E0007,2.795E+3,
3.885E007,2.664E+3,
3.8875E0007,2.699E+3,
3.89E07,2.772E+3,
3.8925E0007,2.733E+3,
3.895E007,2.742E+3,
3.8975E0007,2.802E+3,
3.9E07,2.809E+3,
3.9025E0007,2.647E+3,
3.905E007,2.653E+3,
3.9075E0007,2.722E+3,
3.91E07,2.652E+3,
3.9125E0007,2.674E+3,
3.915E007,2.764E+3,
3.9175E0007,2.720E+3,
3.92E07,2.731E+3,
3.9225E0007,2.734E+3,
3.925E007,2.666E+3,
3.9275E0007,2.563E+3,
3.93E07,2.691E+3,
3.9325E0007,2.653E+3,
3.935E007,2.696E+3,
3.9375E0007,2.752E+3,
3.94E07,2.676E+3,
3.9425E0007,2.695E+3,
3.945E007,2.657E+3,
3.9475E0007,2.669E+3,
3.95E07,2.703E+3,
3.9525E0007,2.628E+3,
3.955E007,2.583E+3,
3.9575E0007,2.591E+3,
3.96E07,2.627E+3,
3.9625E0007,2.554E+3,
3.965E007,2.531E+3,
3.9675E0007,2.657E+3,
3.97E07,2.684E+3,
3.9725E0007,2.591E+3,
3.975E007,2.680E+3,
3.9775E0007,2.539E+3,
3.98E07,2.626E+3,
3.9825E0007,2.649E+3,
3.985E007,2.581E+3,
3.9875E0007,2.516E+3,
3.99E07,2.518E+3,
3.9925E0007,2.702E+3,
3.995E007,2.571E+3,
3.9975E0007,2.515E+3,
4E07,2.600E+3,
4.0025E0007,2.616E+3,
4.005E007,2.531E+3,
4.0075E0007,2.565E+3,
4.01E07,2.561E+3,
4.0125E0007,2.630E+3,
4.015E007,2.594E+3,
4.0175E0007,2.491E+3,
4.02E07,2.557E+3,
4.0225E0007,2.570E+3,
4.025E007,2.569E+3,
4.0275E0007,2.676E+3,
4.03E07,2.506E+3,
4.0325E0007,2.589E+3,
4.035E007,2.441E+3,
4.0375E0007,2.508E+3,
4.04E07,2.518E+3,
4.0425E0007,2.548E+3,
4.045E007,2.472E+3,
4.0475E0007,2.442E+3,
4.05E07,2.499E+3,
4.0525E0007,2.478E+3,
4.055E007,2.488E+3,
4.0575E0007,2.507E+3,
4.06E07,2.582E+3,
4.0625E0007,2.513E+3,
4.065E007,2.479E+3,
4.0675E0007,2.579E+3,
4.07E07,2.435E+3,
4.0725E0007,2.438E+3,
4.075E007,2.483E+3,
4.0775E0007,2.580E+3,
4.08E07,2.517E+3,
4.0825E0007,2.458E+3,
4.085E007,2.431E+3,
4.0875E0007,2.392E+3,
4.09E07,2.356E+3,
4.0925E0007,2.463E+3,
4.095E007,2.481E+3,
4.0975E0007,2.444E+3,
4.1E07,2.326E+3,
4.1025E0007,2.387E+3,
4.105E007,2.353E+3,
4.1075E0007,2.354E+3,
4.11E07,2.419E+3,
4.1125E0007,2.397E+3,
4.115E007,2.393E+3,
4.1175E0007,2.484E+3,
4.12E07,2.508E+3,
4.1225E0007,2.346E+3,
4.125E007,2.435E+3,
4.1275E0007,2.459E+3,
4.13E07,2.462E+3,
4.1325E0007,2.331E+3,
4.135E007,2.378E+3,
4.1375E0007,2.377E+3,
4.14E07,2.325E+3,
4.1425E0007,2.345E+3,
4.145E007,2.344E+3,
4.1475E0007,2.448E+3,
4.15E07,2.334E+3,
4.1525E0007,2.297E+3,
4.155E007,2.443E+3,
4.1575E0007,2.378E+3,
4.16E07,2.422E+3,
4.1625E0007,2.398E+3,
4.165E007,2.319E+3,
4.1675E0007,2.314E+3,
4.17E07,2.243E+3,
4.1725E0007,2.316E+3,
4.175E007,2.481E+3,
4.1775E0007,2.346E+3,
4.18E07,2.343E+3,
4.1825E0007,2.316E+3,
4.185E007,2.344E+3,
4.1875E0007,2.308E+3,
4.19E07,2.248E+3,
4.1925E0007,2.232E+3,
4.195E007,2.375E+3,
4.1975E0007,2.300E+3,
4.2E07,2.173E+3,
4.2025E0007,2.238E+3,
4.205E007,2.387E+3,
4.2075E0007,2.339E+3,
4.21E07,2.214E+3,
4.2125E0007,2.307E+3,
4.215E007,2.286E+3,
4.2175E0007,2.286E+3,
4.22E07,2.192E+3,
4.2225E0007,2.306E+3,
4.225E007,2.279E+3,
4.2275E0007,2.277E+3,
4.23E07,2.235E+3,
4.2325E0007,2.255E+3,
4.235E007,2.283E+3,
4.2375E0007,2.237E+3,
4.24E07,2.364E+3,
4.2425E0007,2.173E+3,
4.245E007,2.150E+3,
4.2475E0007,2.251E+3,
4.25E07,2.223E+3,
4.2525E0007,2.274E+3,
4.255E007,2.202E+3,
4.2575E0007,2.227E+3,
4.26E07,2.182E+3,
4.2625E0007,2.214E+3,
4.265E007,2.139E+3,
4.2675E0007,2.189E+3,
4.27E07,2.199E+3,
4.2725E0007,2.245E+3,
4.275E007,2.149E+3,
4.2775E0007,2.131E+3,
4.28E07,2.178E+3,
4.2825E0007,2.274E+3,
4.285E007,2.066E+3,
4.2875E0007,2.138E+3,
4.29E07,2.208E+3,
4.2925E0007,2.170E+3,
4.295E007,2.175E+3,
4.2975E0007,2.210E+3,
4.3E07,2.177E+3,
4.3025E0007,2.261E+3,
4.305E007,2.198E+3,
4.3075E0007,2.152E+3,
4.31E07,2.145E+3,
4.3125E0007,2.229E+3,
4.315E007,2.145E+3,
4.3175E0007,2.136E+3,
4.32E07,2.183E+3,
4.3225E0007,2.124E+3,
4.325E007,2.112E+3,
4.3275E0007,2.152E+3,
4.33E07,2.082E+3,
4.3325E0007,2.122E+3,
4.335E007,2.180E+3,
4.3375E0007,2.224E+3,
4.34E07,2.103E+3,
4.3425E0007,2.111E+3,
4.345E007,2.129E+3,
4.3475E0007,2.088E+3,
4.35E07,2.168E+3,
4.3525E0007,2.073E+3,
4.355E007,2.068E+3,
4.3575E0007,2.067E+3,
4.36E07,2.218E+3,
4.3625E0007,2.069E+3,
4.365E007,2.153E+3,
4.3675E0007,2.143E+3,
4.37E07,2.143E+3,
4.3725E0007,2.126E+3,
4.375E007,2.119E+3,
4.3775E0007,2.110E+3,
4.38E07,2.036E+3,
4.3825E0007,2.133E+3,
4.385E007,2.086E+3,
4.3875E0007,2.085E+3,
4.39E07,2.033E+3,
4.3925E0007,2.157E+3,
4.395E007,2.095E+3,
4.3975E0007,2.077E+3,
4.4E07,2.114E+3,
4.4025E0007,2.101E+3,
4.405E007,2.094E+3,
4.4075E0007,2.009E+3,
4.41E07,2.029E+3,
4.4125E0007,2.025E+3,
4.415E007,2.007E+3,
4.4175E0007,2.038E+3,
4.42E07,2.058E+3,
4.4225E0007,2.015E+3,
4.425E007,2.092E+3,
4.4275E0007,2.087E+3,
4.43E07,2.077E+3,
4.4325E0007,2.047E+3,
4.435E007,2.046E+3,
4.4375E0007,1.986E+3,
4.44E07,2.089E+3,
4.4425E0007,2.043E+3,
4.445E007,2.072E+3,
4.4475E0007,2.019E+3,
4.45E07,1.908E+3,
4.4525E0007,2.106E+3,
4.455E007,1.926E+3,
4.4575E0007,1.954E+3,
4.46E07,1.983E+3,
4.4625E0007,2.000E+3,
4.465E007,1.955E+3,
4.4675E0007,1.940E+3,
4.47E07,1.962E+3,
4.4725E0007,2.011E+3,
4.475E007,2.013E+3,
4.4775E0007,1.917E+3,
4.48E07,2.032E+3,
4.4825E0007,1.982E+3,
4.485E007,2.037E+3,
4.4875E0007,2.001E+3,
4.49E07,1.941E+3,
4.4925E0007,2.028E+3,
4.495E007,1.937E+3,
4.4975E0007,2.002E+3,
4.5E07,1.954E+3,
4.5025E0007,2.037E+3,
4.505E007,1.984E+3,
4.5075E0007,1.953E+3,
4.51E07,1.819E+3,
4.5125E0007,1.995E+3,
4.515E007,1.992E+3,
4.5175E0007,1.981E+3,
4.52E07,1.945E+3,
4.5225E0007,2.120E+3,
4.525E007,1.915E+3,
4.5275E0007,1.950E+3,
4.53E07,1.916E+3,
4.5325E0007,2.054E+3,
4.535E007,1.878E+3,
4.5375E0007,1.918E+3,
4.54E07,1.921E+3,
4.5425E0007,1.932E+3,
4.545E007,1.980E+3,
4.5475E0007,1.970E+3,
4.55E07,1.934E+3,
4.5525E0007,1.863E+3,
4.555E007,1.934E+3,
4.5575E0007,1.933E+3,
4.56E07,1.912E+3,
4.5625E0007,1.906E+3,
4.565E007,1.948E+3,
