Labels,T27_decay_canolaOil,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,99975008.000000,
Step,2.5E04,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

2.27E07,4.499E+3,
2.2725E0007,4.561E+3,
2.275E007,4.427E+3,
2.2775E0007,4.412E+3,
2.28E07,4.531E+3,
2.2825E0007,4.499E+3,
2.285E007,4.471E+3,
2.2875E0007,4.473E+3,
2.29E07,4.497E+3,
2.2925E0007,4.393E+3,
2.295E007,4.368E+3,
2.2975E0007,4.401E+3,
2.3E07,4.400E+3,
2.3025E0007,4.390E+3,
2.305E007,4.359E+3,
2.3075E0007,4.363E+3,
2.31E07,4.376E+3,
2.3125E0007,4.543E+3,
2.315E007,4.332E+3,
2.3175E0007,4.309E+3,
2.32E07,4.333E+3,
2.3225E0007,4.403E+3,
2.325E007,4.234E+3,
2.3275E0007,4.286E+3,
2.33E07,4.437E+3,
2.3325E0007,4.282E+3,
2.335E007,4.189E+3,
2.3375E0007,4.360E+3,
2.34E07,4.292E+3,
2.3425E0007,4.279E+3,
2.345E007,4.152E+3,
2.3475E0007,4.299E+3,
2.35E07,4.263E+3,
2.3525E0007,4.243E+3,
2.355E007,4.188E+3,
2.3575E0007,4.311E+3,
2.36E07,4.421E+3,
2.3625E0007,4.141E+3,
2.365E007,4.280E+3,
2.3675E0007,4.164E+3,
2.37E07,4.135E+3,
2.3725E0007,4.046E+3,
2.375E007,4.122E+3,
2.3775E0007,4.222E+3,
2.38E07,4.130E+3,
2.3825E0007,4.068E+3,
2.385E007,4.143E+3,
2.3875E0007,4.055E+3,
2.39E07,4.078E+3,
2.3925E0007,4.089E+3,
2.395E007,4.002E+3,
2.3975E0007,4.046E+3,
2.4E07,4.119E+3,
2.4025E0007,4.095E+3,
2.405E007,4.057E+3,
2.4075E0007,4.064E+3,
2.41E07,4.104E+3,
2.4125E0007,4.047E+3,
2.415E007,4.035E+3,
2.4175E0007,4.009E+3,
2.42E07,4.045E+3,
2.4225E0007,4.030E+3,
2.425E007,3.901E+3,
2.4275E0007,4.001E+3,
2.43E07,4.049E+3,
2.4325E0007,4.035E+3,
2.435E007,4.004E+3,
2.4375E0007,4.017E+3,
2.44E07,3.941E+3,
2.4425E0007,3.972E+3,
2.445E007,3.927E+3,
2.4475E0007,3.882E+3,
2.45E07,3.908E+3,
2.4525E0007,3.915E+3,
2.455E007,3.822E+3,
2.4575E0007,3.819E+3,
2.46E07,3.743E+3,
2.4625E0007,4.021E+3,
2.465E007,3.855E+3,
2.4675E0007,3.850E+3,
2.47E07,3.858E+3,
2.4725E0007,3.862E+3,
2.475E007,3.881E+3,
2.4775E0007,3.954E+3,
2.48E07,3.758E+3,
2.4825E0007,3.791E+3,
2.485E007,3.852E+3,
2.4875E0007,3.786E+3,
2.49E07,3.777E+3,
2.4925E0007,3.732E+3,
2.495E007,3.754E+3,
2.4975E0007,3.780E+3,
2.5E07,3.740E+3,
2.5025E0007,3.761E+3,
2.505E007,3.671E+3,
2.5075E0007,3.781E+3,
2.51E07,3.775E+3,
2.5125E0007,3.697E+3,
2.515E007,3.639E+3,
2.5175E0007,3.758E+3,
2.52E07,3.778E+3,
2.5225E0007,3.745E+3,
2.525E007,3.663E+3,
2.5275E0007,3.631E+3,
2.53E07,3.719E+3,
2.5325E0007,3.656E+3,
2.535E007,3.734E+3,
2.5375E0007,3.624E+3,
2.54E07,3.633E+3,
2.5425E0007,3.531E+3,
2.545E007,3.640E+3,
2.5475E0007,3.497E+3,
2.55E07,3.593E+3,
2.5525E0007,3.575E+3,
2.555E007,3.569E+3,
2.5575E0007,3.533E+3,
2.56E07,3.521E+3,
2.5625E0007,3.568E+3,
2.565E007,3.606E+3,
2.5675E0007,3.617E+3,
2.57E07,3.724E+3,
2.5725E0007,3.424E+3,
2.575E007,3.554E+3,
2.5775E0007,3.512E+3,
2.58E07,3.600E+3,
2.5825E0007,3.464E+3,
2.585E007,3.477E+3,
2.5875E0007,3.625E+3,
2.59E07,3.474E+3,
2.5925E0007,3.605E+3,
2.595E007,3.526E+3,
2.5975E0007,3.466E+3,
2.6E07,3.435E+3,
2.6025E0007,3.476E+3,
2.605E007,3.424E+3,
2.6075E0007,3.398E+3,
2.61E07,3.476E+3,
2.6125E0007,3.432E+3,
2.615E007,3.411E+3,
2.6175E0007,3.405E+3,
2.62E07,3.489E+3,
2.6225E0007,3.376E+3,
2.625E007,3.443E+3,
2.6275E0007,3.382E+3,
2.63E07,3.333E+3,
2.6325E0007,3.368E+3,
2.635E007,3.361E+3,
2.6375E0007,3.371E+3,
2.64E07,3.442E+3,
2.6425E0007,3.477E+3,
2.645E007,3.396E+3,
2.6475E0007,3.311E+3,
2.65E07,3.438E+3,
2.6525E0007,3.389E+3,
2.655E007,3.392E+3,
2.6575E0007,3.286E+3,
2.66E07,3.347E+3,
2.6625E0007,3.466E+3,
2.665E007,3.302E+3,
2.6675E0007,3.283E+3,
2.67E07,3.324E+3,
2.6725E0007,3.302E+3,
2.675E007,3.263E+3,
2.6775E0007,3.319E+3,
2.68E07,3.437E+3,
2.6825E0007,3.282E+3,
2.685E007,3.257E+3,
2.6875E0007,3.246E+3,
2.69E07,3.289E+3,
2.6925E0007,3.179E+3,
2.695E007,3.219E+3,
2.6975E0007,3.236E+3,
2.7E07,3.257E+3,
2.7025E0007,3.267E+3,
2.705E007,3.215E+3,
2.7075E0007,3.191E+3,
2.71E07,3.114E+3,
2.7125E0007,3.234E+3,
2.715E007,3.222E+3,
2.7175E0007,3.157E+3,
2.72E07,3.305E+3,
2.7225E0007,3.184E+3,
2.725E007,3.159E+3,
2.7275E0007,3.153E+3,
2.73E07,3.127E+3,
2.7325E0007,3.153E+3,
2.735E007,3.121E+3,
2.7375E0007,3.160E+3,
2.74E07,3.138E+3,
2.7425E0007,3.201E+3,
2.745E007,3.204E+3,
2.7475E0007,3.090E+3,
2.75E07,3.171E+3,
2.7525E0007,3.108E+3,
2.755E007,3.045E+3,
2.7575E0007,2.993E+3,
2.76E07,3.124E+3,
2.7625E0007,3.088E+3,
2.765E007,3.177E+3,
2.7675E0007,3.144E+3,
2.77E07,3.119E+3,
2.7725E0007,3.073E+3,
2.775E007,2.969E+3,
2.7775E0007,2.953E+3,
2.78E07,2.960E+3,
2.7825E0007,2.991E+3,
2.785E007,3.053E+3,
2.7875E0007,3.043E+3,
2.79E07,2.976E+3,
2.7925E0007,3.037E+3,
2.795E007,3.016E+3,
2.7975E0007,3.038E+3,
2.8E07,3.006E+3,
2.8025E0007,2.956E+3,
2.805E007,2.854E+3,
2.8075E0007,2.855E+3,
2.81E07,2.904E+3,
2.8125E0007,2.966E+3,
2.815E007,2.959E+3,
2.8175E0007,2.980E+3,
2.82E07,2.909E+3,
2.8225E0007,2.957E+3,
2.825E007,2.959E+3,
2.8275E0007,2.913E+3,
2.83E07,2.937E+3,
2.8325E0007,2.901E+3,
2.835E007,2.774E+3,
2.8375E0007,2.959E+3,
2.84E07,2.939E+3,
2.8425E0007,2.868E+3,
2.845E007,2.887E+3,
2.8475E0007,2.941E+3,
2.85E07,2.946E+3,
2.8525E0007,2.873E+3,
2.855E007,2.839E+3,
2.8575E0007,2.831E+3,
2.86E07,2.885E+3,
2.8625E0007,2.914E+3,
2.865E007,2.856E+3,
2.8675E0007,2.939E+3,
2.87E07,2.868E+3,
2.8725E0007,2.785E+3,
2.875E007,2.839E+3,
2.8775E0007,2.744E+3,
2.88E07,2.793E+3,
2.8825E0007,2.851E+3,
2.885E007,2.902E+3,
2.8875E0007,2.864E+3,
2.89E07,2.775E+3,
2.8925E0007,2.922E+3,
2.895E007,2.812E+3,
2.8975E0007,2.854E+3,
2.9E07,2.793E+3,
2.9025E0007,2.835E+3,
2.905E007,2.772E+3,
2.9075E0007,2.746E+3,
2.91E07,2.775E+3,
2.9125E0007,2.819E+3,
2.915E007,2.773E+3,
2.9175E0007,2.718E+3,
2.92E07,2.789E+3,
2.9225E0007,2.736E+3,
2.925E007,2.771E+3,
2.9275E0007,2.726E+3,
2.93E07,2.772E+3,
2.9325E0007,2.747E+3,
2.935E007,2.772E+3,
2.9375E0007,2.715E+3,
2.94E07,2.706E+3,
2.9425E0007,2.568E+3,
2.945E007,2.707E+3,
2.9475E0007,2.656E+3,
2.95E07,2.685E+3,
2.9525E0007,2.671E+3,
2.955E007,2.678E+3,
2.9575E0007,2.583E+3,
2.96E07,2.709E+3,
2.9625E0007,2.735E+3,
2.965E007,2.570E+3,
2.9675E0007,2.696E+3,
2.97E07,2.669E+3,
2.9725E0007,2.610E+3,
2.975E007,2.680E+3,
2.9775E0007,2.682E+3,
2.98E07,2.525E+3,
2.9825E0007,2.674E+3,
2.985E007,2.518E+3,
2.9875E0007,2.669E+3,
2.99E07,2.635E+3,
2.9925E0007,2.575E+3,
2.995E007,2.668E+3,
2.9975E0007,2.602E+3,
3E07,2.621E+3,
3.0025E0007,2.639E+3,
3.005E007,2.496E+3,
3.0075E0007,2.673E+3,
3.01E07,2.558E+3,
3.0125E0007,2.544E+3,
3.015E007,2.673E+3,
3.0175E0007,2.494E+3,
3.02E07,2.593E+3,
3.0225E0007,2.513E+3,
3.025E007,2.489E+3,
3.0275E0007,2.529E+3,
3.03E07,2.651E+3,
3.0325E0007,2.615E+3,
3.035E007,2.586E+3,
3.0375E0007,2.530E+3,
3.04E07,2.469E+3,
3.0425E0007,2.526E+3,
3.045E007,2.510E+3,
3.0475E0007,2.423E+3,
3.05E07,2.555E+3,
3.0525E0007,2.501E+3,
3.055E007,2.515E+3,
3.0575E0007,2.516E+3,
3.06E07,2.464E+3,
3.0625E0007,2.434E+3,
3.065E007,2.480E+3,
3.0675E0007,2.472E+3,
3.07E07,2.478E+3,
3.0725E0007,2.550E+3,
3.075E007,2.443E+3,
3.0775E0007,2.464E+3,
3.08E07,2.450E+3,
3.0825E0007,2.483E+3,
3.085E007,2.439E+3,
3.0875E0007,2.407E+3,
3.09E07,2.361E+3,
3.0925E0007,2.426E+3,
3.095E007,2.427E+3,
3.0975E0007,2.387E+3,
3.1E07,2.436E+3,
3.1025E0007,2.463E+3,
3.105E007,2.469E+3,
3.1075E0007,2.415E+3,
3.11E07,2.438E+3,
3.1125E0007,2.355E+3,
3.115E007,2.426E+3,
3.1175E0007,2.373E+3,
3.12E07,2.342E+3,
3.1225E0007,2.323E+3,
3.125E007,2.373E+3,
3.1275E0007,2.385E+3,
3.13E07,2.368E+3,
3.1325E0007,2.322E+3,
3.135E007,2.279E+3,
3.1375E0007,2.403E+3,
3.14E07,2.463E+3,
3.1425E0007,2.368E+3,
3.145E007,2.245E+3,
3.1475E0007,2.391E+3,
3.15E07,2.390E+3,
3.1525E0007,2.447E+3,
3.155E007,2.274E+3,
3.1575E0007,2.310E+3,
3.16E07,2.443E+3,
3.1625E0007,2.341E+3,
3.165E007,2.305E+3,
3.1675E0007,2.405E+3,
3.17E07,2.333E+3,
3.1725E0007,2.283E+3,
3.175E007,2.372E+3,
3.1775E0007,2.295E+3,
3.18E07,2.332E+3,
3.1825E0007,2.297E+3,
3.185E007,2.320E+3,
3.1875E0007,2.247E+3,
3.19E07,2.249E+3,
3.1925E0007,2.202E+3,
3.195E007,2.359E+3,
3.1975E0007,2.270E+3,
3.2E07,2.258E+3,
3.2025E0007,2.287E+3,
3.205E007,2.360E+3,
3.2075E0007,2.318E+3,
3.21E07,2.333E+3,
3.2125E0007,2.264E+3,
3.215E007,2.262E+3,
3.2175E0007,2.191E+3,
3.22E07,2.247E+3,
3.2225E0007,2.308E+3,
3.225E007,2.255E+3,
3.2275E0007,2.290E+3,
3.23E07,2.238E+3,
3.2325E0007,2.251E+3,
3.235E007,2.155E+3,
3.2375E0007,2.310E+3,
3.24E07,2.305E+3,
3.2425E0007,2.243E+3,
3.245E007,2.180E+3,
3.2475E0007,2.185E+3,
3.25E07,2.261E+3,
3.2525E0007,2.214E+3,
3.255E007,2.191E+3,
3.2575E0007,2.274E+3,
3.26E07,2.160E+3,
3.2625E0007,2.118E+3,
3.265E007,2.186E+3,
3.2675E0007,2.240E+3,
3.27E07,2.194E+3,
3.2725E0007,2.118E+3,
3.275E007,2.151E+3,
3.2775E0007,2.114E+3,
3.28E07,2.188E+3,
3.2825E0007,2.109E+3,
3.285E007,2.115E+3,
3.2875E0007,2.125E+3,
3.29E07,2.176E+3,
3.2925E0007,2.186E+3,
3.295E007,2.166E+3,
3.2975E0007,2.089E+3,
3.3E07,2.149E+3,
3.3025E0007,2.095E+3,
3.305E007,1.995E+3,
3.3075E0007,2.102E+3,
3.31E07,2.142E+3,
3.3125E0007,2.068E+3,
3.315E007,2.067E+3,
3.3175E0007,2.079E+3,
3.32E07,2.047E+3,
3.3225E0007,2.131E+3,
3.325E007,2.123E+3,
3.3275E0007,2.117E+3,
3.33E07,2.092E+3,
3.3325E0007,2.058E+3,
3.335E007,2.053E+3,
3.3375E0007,2.200E+3,
3.34E07,2.089E+3,
3.3425E0007,2.192E+3,
3.345E007,2.058E+3,
3.3475E0007,2.058E+3,
3.35E07,2.010E+3,
3.3525E0007,2.020E+3,
3.355E007,2.057E+3,
3.3575E0007,2.064E+3,
3.36E07,2.057E+3,
3.3625E0007,2.042E+3,
3.365E007,2.146E+3,
3.3675E0007,2.100E+3,
3.37E07,2.019E+3,
3.3725E0007,2.036E+3,
3.375E007,2.060E+3,
3.3775E0007,2.021E+3,
3.38E07,1.967E+3,
3.3825E0007,2.038E+3,
3.385E007,2.025E+3,
3.3875E0007,1.977E+3,
3.39E07,2.038E+3,
3.3925E0007,2.065E+3,
3.395E007,2.020E+3,
3.3975E0007,2.034E+3,
3.4E07,2.051E+3,
3.4025E0007,1.990E+3,
3.405E007,1.989E+3,
3.4075E0007,1.954E+3,
3.41E07,2.006E+3,
3.4125E0007,2.025E+3,
3.415E007,1.987E+3,
3.4175E0007,1.999E+3,
3.42E07,1.962E+3,
3.4225E0007,1.953E+3,
3.425E007,1.957E+3,
3.4275E0007,1.983E+3,
3.43E07,2.008E+3,
3.4325E0007,1.951E+3,
3.435E007,1.981E+3,
3.4375E0007,1.945E+3,
3.44E07,1.918E+3,
3.4425E0007,1.984E+3,
3.445E007,2.036E+3,
3.4475E0007,2.010E+3,
3.45E07,1.913E+3,
3.4525E0007,2.005E+3,
3.455E007,1.886E+3,
3.4575E0007,1.965E+3,
3.46E07,1.892E+3,
3.4625E0007,1.962E+3,
3.465E007,1.944E+3,
3.4675E0007,1.936E+3,
3.47E07,2.029E+3,
3.4725E0007,1.920E+3,
3.475E007,1.982E+3,
3.4775E0007,1.909E+3,
3.48E07,1.931E+3,
3.4825E0007,1.897E+3,
3.485E007,1.830E+3,
3.4875E0007,1.899E+3,
3.49E07,1.864E+3,
3.4925E0007,1.881E+3,
3.495E007,1.907E+3,
3.4975E0007,1.911E+3,
3.5E07,1.886E+3,
3.5025E0007,1.933E+3,
3.505E007,1.893E+3,
3.5075E0007,1.904E+3,
3.51E07,1.881E+3,
3.5125E0007,1.937E+3,
3.515E007,1.927E+3,
3.5175E0007,1.896E+3,
3.52E07,1.864E+3,
3.5225E0007,1.842E+3,
3.525E007,1.856E+3,
3.5275E0007,1.951E+3,
3.53E07,1.984E+3,
3.5325E0007,1.856E+3,
3.535E007,1.875E+3,
3.5375E0007,1.789E+3,
3.54E07,1.830E+3,
3.5425E0007,1.874E+3,
3.545E007,1.797E+3,
3.5475E0007,1.834E+3,
3.55E07,1.891E+3,
3.5525E0007,1.849E+3,
3.555E007,1.897E+3,
3.5575E0007,1.802E+3,
3.56E07,1.832E+3,
3.5625E0007,1.875E+3,
3.565E007,1.827E+3,
3.5675E0007,1.849E+3,
3.57E07,1.820E+3,
3.5725E0007,1.864E+3,
3.575E007,1.826E+3,
3.5775E0007,1.865E+3,
3.58E07,1.780E+3,
3.5825E0007,1.843E+3,
3.585E007,1.776E+3,
3.5875E0007,1.865E+3,
3.59E07,1.734E+3,
3.5925E0007,1.788E+3,
3.595E007,1.830E+3,
3.5975E0007,1.818E+3,
3.6E07,1.787E+3,
3.6025E0007,1.745E+3,
3.605E007,1.732E+3,
3.6075E0007,1.775E+3,
3.61E07,1.718E+3,
3.6125E0007,1.705E+3,
3.615E007,1.753E+3,
3.6175E0007,1.781E+3,
3.62E07,1.765E+3,
3.6225E0007,1.696E+3,
3.625E007,1.742E+3,
3.6275E0007,1.708E+3,
3.63E07,1.737E+3,
3.6325E0007,1.777E+3,
3.635E007,1.751E+3,
3.6375E0007,1.719E+3,
3.64E07,1.822E+3,
3.6425E0007,1.713E+3,
3.645E007,1.791E+3,
3.6475E0007,1.755E+3,
3.65E07,1.703E+3,
3.6525E0007,1.821E+3,
3.655E007,1.700E+3,
3.6575E0007,1.707E+3,
3.66E07,1.783E+3,
3.6625E0007,1.739E+3,
3.665E007,1.738E+3,
3.6675E0007,1.708E+3,
3.67E07,1.781E+3,
3.6725E0007,1.775E+3,
3.675E007,1.778E+3,
3.6775E0007,1.682E+3,
3.68E07,1.729E+3,
3.6825E0007,1.648E+3,
3.685E007,1.692E+3,
3.6875E0007,1.657E+3,
3.69E07,1.837E+3,
3.6925E0007,1.741E+3,
3.695E007,1.701E+3,
3.6975E0007,1.629E+3,
3.7E07,1.688E+3,
3.7025E0007,1.721E+3,
3.705E007,1.701E+3,
3.7075E0007,1.697E+3,
3.71E07,1.726E+3,
3.7125E0007,1.709E+3,
3.715E007,1.657E+3,
3.7175E0007,1.725E+3,
3.72E07,1.702E+3,
3.7225E0007,1.611E+3,
3.725E007,1.640E+3,
3.7275E0007,1.694E+3,
3.73E07,1.746E+3,
3.7325E0007,1.616E+3,
3.735E007,1.649E+3,
3.7375E0007,1.699E+3,
3.74E07,1.676E+3,
3.7425E0007,1.707E+3,
3.745E007,1.611E+3,
3.7475E0007,1.671E+3,
3.75E07,1.669E+3,
3.7525E0007,1.635E+3,
3.755E007,1.764E+3,
3.7575E0007,1.602E+3,
3.76E07,1.740E+3,
3.7625E0007,1.616E+3,
3.765E007,1.643E+3,
3.7675E0007,1.626E+3,
3.77E07,1.623E+3,
3.7725E0007,1.689E+3,
3.775E007,1.573E+3,
3.7775E0007,1.594E+3,
3.78E07,1.662E+3,
3.7825E0007,1.646E+3,
3.785E007,1.553E+3,
3.7875E0007,1.647E+3,
3.79E07,1.666E+3,
3.7925E0007,1.632E+3,
3.795E007,1.628E+3,
3.7975E0007,1.588E+3,
3.8E07,1.550E+3,
3.8025E0007,1.623E+3,
3.805E007,1.628E+3,
3.8075E0007,1.588E+3,
3.81E07,1.589E+3,
3.8125E0007,1.602E+3,
3.815E007,1.509E+3,
3.8175E0007,1.589E+3,
3.82E07,1.604E+3,
3.8225E0007,1.623E+3,
3.825E007,1.551E+3,
3.8275E0007,1.564E+3,
3.83E07,1.539E+3,
3.8325E0007,1.515E+3,
3.835E007,1.538E+3,
3.8375E0007,1.528E+3,
3.84E07,1.586E+3,
3.8425E0007,1.551E+3,
3.845E007,1.532E+3,
3.8475E0007,1.461E+3,
3.85E07,1.639E+3,
3.8525E0007,1.645E+3,
3.855E007,1.606E+3,
3.8575E0007,1.554E+3,
3.86E07,1.521E+3,
3.8625E0007,1.531E+3,
3.865E007,1.589E+3,
3.8675E0007,1.545E+3,
3.87E07,1.597E+3,
3.8725E0007,1.533E+3,
3.875E007,1.629E+3,
3.8775E0007,1.536E+3,
3.88E07,1.604E+3,
3.8825E0007,1.521E+3,
3.885E007,1.584E+3,
3.8875E0007,1.578E+3,
3.89E07,1.549E+3,
3.8925E0007,1.510E+3,
3.895E007,1.647E+3,
3.8975E0007,1.535E+3,
3.9E07,1.549E+3,
3.9025E0007,1.528E+3,
3.905E007,1.578E+3,
3.9075E0007,1.514E+3,
3.91E07,1.594E+3,
3.9125E0007,1.552E+3,
3.915E007,1.500E+3,
3.9175E0007,1.531E+3,
3.92E07,1.486E+3,
3.9225E0007,1.583E+3,
3.925E007,1.555E+3,
3.9275E0007,1.495E+3,
3.93E07,1.547E+3,
3.9325E0007,1.486E+3,
3.935E007,1.466E+3,
3.9375E0007,1.471E+3,
3.94E07,1.530E+3,
3.9425E0007,1.498E+3,
3.945E007,1.526E+3,
3.9475E0007,1.527E+3,
3.95E07,1.481E+3,
3.9525E0007,1.527E+3,
3.955E007,1.526E+3,
3.9575E0007,1.531E+3,
3.96E07,1.449E+3,
3.9625E0007,1.521E+3,
3.965E007,1.549E+3,
3.9675E0007,1.508E+3,
3.97E07,1.541E+3,
3.9725E0007,1.475E+3,
3.975E007,1.442E+3,
3.9775E0007,1.401E+3,
3.98E07,1.412E+3,
3.9825E0007,1.487E+3,
3.985E007,1.458E+3,
3.9875E0007,1.509E+3,
3.99E07,1.540E+3,
3.9925E0007,1.494E+3,
3.995E007,1.475E+3,
3.9975E0007,1.470E+3,
4E07,1.474E+3,
4.0025E0007,1.429E+3,
4.005E007,1.468E+3,
4.0075E0007,1.483E+3,
4.01E07,1.485E+3,
4.0125E0007,1.435E+3,
4.015E007,1.446E+3,
4.0175E0007,1.463E+3,
4.02E07,1.537E+3,
4.0225E0007,1.469E+3,
4.025E007,1.433E+3,
4.0275E0007,1.392E+3,
4.03E07,1.437E+3,
4.0325E0007,1.390E+3,
4.035E007,1.498E+3,
4.0375E0007,1.421E+3,
4.04E07,1.474E+3,
4.0425E0007,1.459E+3,
4.045E007,1.411E+3,
4.0475E0007,1.434E+3,
4.05E07,1.395E+3,
4.0525E0007,1.366E+3,
4.055E007,1.456E+3,
4.0575E0007,1.443E+3,
4.06E07,1.415E+3,
4.0625E0007,1.441E+3,
4.065E007,1.397E+3,
4.0675E0007,1.411E+3,
4.07E07,1.443E+3,
4.0725E0007,1.423E+3,
4.075E007,1.394E+3,
4.0775E0007,1.452E+3,
4.08E07,1.426E+3,
4.0825E0007,1.431E+3,
4.085E007,1.421E+3,
4.0875E0007,1.432E+3,
4.09E07,1.413E+3,
4.0925E0007,1.455E+3,
4.095E007,1.436E+3,
4.0975E0007,1.346E+3,
4.1E07,1.372E+3,
4.1025E0007,1.459E+3,
4.105E007,1.443E+3,
4.1075E0007,1.437E+3,
4.11E07,1.425E+3,
4.1125E0007,1.348E+3,
4.115E007,1.407E+3,
4.1175E0007,1.430E+3,
4.12E07,1.392E+3,
4.1225E0007,1.441E+3,
4.125E007,1.404E+3,
4.1275E0007,1.428E+3,
4.13E07,1.397E+3,
4.1325E0007,1.361E+3,
4.135E007,1.304E+3,
4.1375E0007,1.378E+3,
4.14E07,1.286E+3,
4.1425E0007,1.404E+3,
4.145E007,1.426E+3,
4.1475E0007,1.364E+3,
4.15E07,1.370E+3,
4.1525E0007,1.374E+3,
4.155E007,1.365E+3,
4.1575E0007,1.400E+3,
4.16E07,1.352E+3,
4.1625E0007,1.378E+3,
4.165E007,1.458E+3,
4.1675E0007,1.302E+3,
4.17E07,1.347E+3,
4.1725E0007,1.359E+3,
4.175E007,1.342E+3,
4.1775E0007,1.450E+3,
4.18E07,1.321E+3,
4.1825E0007,1.304E+3,
4.185E007,1.367E+3,
4.1875E0007,1.312E+3,
4.19E07,1.400E+3,
4.1925E0007,1.404E+3,
4.195E007,1.379E+3,
4.1975E0007,1.395E+3,
4.2E07,1.385E+3,
4.2025E0007,1.388E+3,
4.205E007,1.328E+3,
4.2075E0007,1.395E+3,
4.21E07,1.415E+3,
4.2125E0007,1.350E+3,
4.215E007,1.300E+3,
4.2175E0007,1.393E+3,
4.22E07,1.364E+3,
4.2225E0007,1.383E+3,
4.225E007,1.334E+3,
4.2275E0007,1.274E+3,
4.23E07,1.332E+3,
4.2325E0007,1.320E+3,
4.235E007,1.284E+3,
4.2375E0007,1.314E+3,
4.24E07,1.322E+3,
4.2425E0007,1.346E+3,
4.245E007,1.377E+3,
4.2475E0007,1.267E+3,
4.25E07,1.356E+3,
4.2525E0007,1.326E+3,
4.255E007,1.301E+3,
4.2575E0007,1.347E+3,
4.26E07,1.306E+3,
4.2625E0007,1.313E+3,
4.265E007,1.376E+3,
4.2675E0007,1.298E+3,
4.27E07,1.312E+3,
4.2725E0007,1.294E+3,
4.275E007,1.347E+3,
4.2775E0007,1.297E+3,
4.28E07,1.319E+3,
4.2825E0007,1.267E+3,
4.285E007,1.276E+3,
4.2875E0007,1.329E+3,
4.29E07,1.255E+3,
4.2925E0007,1.224E+3,
4.295E007,1.267E+3,
4.2975E0007,1.268E+3,
4.3E07,1.305E+3,
4.3025E0007,1.340E+3,
4.305E007,1.296E+3,
4.3075E0007,1.284E+3,
4.31E07,1.293E+3,
4.3125E0007,1.209E+3,
4.315E007,1.363E+3,
4.3175E0007,1.250E+3,
4.32E07,1.234E+3,
4.3225E0007,1.296E+3,
4.325E007,1.212E+3,
4.3275E0007,1.263E+3,
4.33E07,1.310E+3,
4.3325E0007,1.254E+3,
4.335E007,1.271E+3,
4.3375E0007,1.291E+3,
4.34E07,1.272E+3,
4.3425E0007,1.266E+3,
4.345E007,1.217E+3,
4.3475E0007,1.280E+3,
4.35E07,1.244E+3,
4.3525E0007,1.304E+3,
4.355E007,1.186E+3,
4.3575E0007,1.317E+3,
4.36E07,1.228E+3,
4.3625E0007,1.260E+3,
4.365E007,1.186E+3,
4.3675E0007,1.317E+3,
4.37E07,1.277E+3,
4.3725E0007,1.302E+3,
4.375E007,1.243E+3,
4.3775E0007,1.211E+3,
4.38E07,1.176E+3,
4.3825E0007,1.232E+3,
4.385E007,1.231E+3,
4.3875E0007,1.301E+3,
4.39E07,1.244E+3,
4.3925E0007,1.217E+3,
4.395E007,1.272E+3,
4.3975E0007,1.290E+3,
4.4E07,1.237E+3,
4.4025E0007,1.227E+3,
4.405E007,1.282E+3,
4.4075E0007,1.223E+3,
4.41E07,1.187E+3,
4.4125E0007,1.242E+3,
4.415E007,1.197E+3,
4.4175E0007,1.249E+3,
4.42E07,1.287E+3,
4.4225E0007,1.230E+3,
4.425E007,1.174E+3,
4.4275E0007,1.275E+3,
4.43E07,1.188E+3,
4.4325E0007,1.268E+3,
4.435E007,1.222E+3,
4.4375E0007,1.245E+3,
4.44E07,1.278E+3,
4.4425E0007,1.296E+3,
4.445E007,1.175E+3,
4.4475E0007,1.184E+3,
4.45E07,1.200E+3,
4.4525E0007,1.268E+3,
4.455E007,1.221E+3,
4.4575E0007,1.261E+3,
4.46E07,1.216E+3,
4.4625E0007,1.247E+3,
4.465E007,1.209E+3,
4.4675E0007,1.123E+3,
4.47E07,1.235E+3,
4.4725E0007,1.168E+3,
4.475E007,1.198E+3,
4.4775E0007,1.178E+3,
4.48E07,1.189E+3,
4.4825E0007,1.156E+3,
4.485E007,1.212E+3,
4.4875E0007,1.187E+3,
4.49E07,1.169E+3,
4.4925E0007,1.258E+3,
4.495E007,1.196E+3,
4.4975E0007,1.184E+3,
4.5E07,1.204E+3,
4.5025E0007,1.216E+3,
4.505E007,1.204E+3,
4.5075E0007,1.225E+3,
4.51E07,1.250E+3,
4.5125E0007,1.166E+3,
4.515E007,1.175E+3,
4.5175E0007,1.172E+3,
4.52E07,1.178E+3,
4.5225E0007,1.175E+3,
4.525E007,1.191E+3,
4.5275E0007,1.221E+3,
4.53E07,1.218E+3,
4.5325E0007,1.242E+3,
4.535E007,1.139E+3,
4.5375E0007,1.171E+3,
4.54E07,1.190E+3,
4.5425E0007,1.177E+3,
4.545E007,1.145E+3,
4.5475E0007,1.168E+3,
4.55E07,1.224E+3,
4.5525E0007,1.207E+3,
4.555E007,1.192E+3,
4.5575E0007,1.190E+3,
4.56E07,1.129E+3,
4.5625E0007,1.189E+3,
4.565E007,1.235E+3,
4.5675E0007,1.191E+3,
4.57E07,1.189E+3,
4.5725E0007,1.120E+3,
4.575E007,1.164E+3,
4.5775E0007,1.169E+3,
4.58E07,1.200E+3,
4.5825E0007,1.162E+3,
4.585E007,1.200E+3,
