Labels,T2_decay_canolaOil,
2.3625E0007,4.851E+3,
2.365E007,4.949E+3,
2.3675E0007,4.895E+3,
2.37E07,4.806E+3,
2.3725E0007,4.726E+3,
2.375E007,4.780E+3,
2.3775E0007,4.743E+3,
2.38E07,4.837E+3,
2.3825E0007,4.882E+3,
2.385E007,4.740E+3,
2.3875E0007,4.850E+3,
2.39E07,4.736E+3,
2.3925E0007,4.706E+3,
2.395E007,4.716E+3,
2.3975E0007,4.827E+3,
2.4E07,4.733E+3,
2.4025E0007,4.691E+3,
2.405E007,4.809E+3,
2.4075E0007,4.824E+3,
2.41E07,4.717E+3,
2.4125E0007,4.734E+3,
2.415E007,4.727E+3,
2.4175E0007,4.718E+3,
2.42E07,4.695E+3,
2.4225E0007,4.612E+3,
2.425E007,4.631E+3,
2.4275E0007,4.659E+3,
2.43E07,4.528E+3,
2.4325E0007,4.687E+3,
2.435E007,4.679E+3,
2.4375E0007,4.641E+3,
2.44E07,4.632E+3,
2.4425E0007,4.639E+3,
2.445E007,4.596E+3,
2.4475E0007,4.439E+3,
2.45E07,4.518E+3,
2.4525E0007,4.676E+3,
2.455E007,4.572E+3,
2.4575E0007,4.527E+3,
2.46E07,4.642E+3,
2.4625E0007,4.585E+3,
2.465E007,4.470E+3,
2.4675E0007,4.475E+3,
2.47E07,4.386E+3,
2.4725E0007,4.536E+3,
2.475E007,4.523E+3,
2.4775E0007,4.570E+3,
2.48E07,4.519E+3,
2.4825E0007,4.534E+3,
2.485E007,4.685E+3,
2.4875E0007,4.581E+3,
2.49E07,4.364E+3,
2.4925E0007,4.443E+3,
2.495E007,4.429E+3,
2.4975E0007,4.382E+3,
2.5E07,4.385E+3,
2.5025E0007,4.471E+3,
2.505E007,4.438E+3,
2.5075E0007,4.371E+3,
2.51E07,4.453E+3,
2.5125E0007,4.242E+3,
2.515E007,4.422E+3,
2.5175E0007,4.439E+3,
2.52E07,4.289E+3,
2.5225E0007,4.425E+3,
2.525E007,4.335E+3,
2.5275E0007,4.403E+3,
2.53E07,4.398E+3,
2.5325E0007,4.379E+3,
2.535E007,4.425E+3,
2.5375E0007,4.393E+3,
2.54E07,4.331E+3,
2.5425E0007,4.312E+3,
2.545E007,4.269E+3,
2.5475E0007,4.321E+3,
2.55E07,4.305E+3,
2.5525E0007,4.362E+3,
2.555E007,4.293E+3,
2.5575E0007,4.231E+3,
2.56E07,4.215E+3,
2.5625E0007,4.281E+3,
2.565E007,4.091E+3,
2.5675E0007,4.358E+3,
2.57E07,4.155E+3,
2.5725E0007,4.188E+3,
2.575E007,4.125E+3,
2.5775E0007,4.247E+3,
2.58E07,4.257E+3,
2.5825E0007,4.214E+3,
2.585E007,4.087E+3,
2.5875E0007,4.054E+3,
2.59E07,4.162E+3,
2.5925E0007,4.135E+3,
2.595E007,4.105E+3,
2.5975E0007,4.133E+3,
2.6E07,4.183E+3,
2.6025E0007,4.074E+3,
2.605E007,4.094E+3,
2.6075E0007,4.041E+3,
2.61E07,4.128E+3,
2.6125E0007,4.179E+3,
2.615E007,3.941E+3,
2.6175E0007,4.094E+3,
2.62E07,4.007E+3,
2.6225E0007,3.979E+3,
2.625E007,4.037E+3,
2.6275E0007,4.054E+3,
2.63E07,4.110E+3,
2.6325E0007,4.085E+3,
2.635E007,4.033E+3,
2.6375E0007,4.033E+3,
2.64E07,4.111E+3,
2.6425E0007,4.012E+3,
2.645E007,4.073E+3,
2.6475E0007,4.081E+3,
2.65E07,3.948E+3,
2.6525E0007,3.927E+3,
2.655E007,3.993E+3,
2.6575E0007,3.995E+3,
2.66E07,3.983E+3,
2.6625E0007,4.041E+3,
2.665E007,3.983E+3,
2.6675E0007,3.933E+3,
2.67E07,3.858E+3,
2.6725E0007,3.959E+3,
2.675E007,3.824E+3,
2.6775E0007,3.890E+3,
2.68E07,3.884E+3,
2.6825E0007,3.883E+3,
2.685E007,3.816E+3,
2.6875E0007,3.928E+3,
2.69E07,4.057E+3,
2.6925E0007,3.882E+3,
2.695E007,3.864E+3,
2.6975E0007,3.904E+3,
2.7E07,3.922E+3,
2.7025E0007,3.851E+3,
2.705E007,3.839E+3,
2.7075E0007,3.830E+3,
2.71E07,3.950E+3,
2.7125E0007,3.886E+3,
2.715E007,3.785E+3,
2.7175E0007,3.700E+3,
2.72E07,3.740E+3,
2.7225E0007,3.842E+3,
2.725E007,3.752E+3,
2.7275E0007,3.689E+3,
2.73E07,3.848E+3,
2.7325E0007,3.772E+3,
2.735E007,3.836E+3,
2.7375E0007,3.848E+3,
2.74E07,3.763E+3,
2.7425E0007,3.753E+3,
2.745E007,3.713E+3,
2.7475E0007,3.806E+3,
2.75E07,3.844E+3,
2.7525E0007,3.832E+3,
2.755E007,3.669E+3,
2.7575E0007,3.877E+3,
2.76E07,3.619E+3,
2.7625E0007,3.787E+3,
2.765E007,3.685E+3,
2.7675E0007,3.689E+3,
2.77E07,3.698E+3,
2.7725E0007,3.682E+3,
2.775E007,3.712E+3,
2.7775E0007,3.634E+3,
2.78E07,3.667E+3,
2.7825E0007,3.678E+3,
2.785E007,3.542E+3,
2.7875E0007,3.624E+3,
2.79E07,3.635E+3,
2.7925E0007,3.651E+3,
2.795E007,3.606E+3,
2.7975E0007,3.638E+3,
2.8E07,3.611E+3,
2.8025E0007,3.548E+3,
2.805E007,3.537E+3,
2.8075E0007,3.670E+3,
2.81E07,3.621E+3,
2.8125E0007,3.582E+3,
2.815E007,3.608E+3,
2.8175E0007,3.559E+3,
2.82E07,3.520E+3,
2.8225E0007,3.604E+3,
2.825E007,3.574E+3,
2.8275E0007,3.608E+3,
2.83E07,3.528E+3,
2.8325E0007,3.468E+3,
2.835E007,3.487E+3,
2.8375E0007,3.495E+3,
2.84E07,3.607E+3,
2.8425E0007,3.426E+3,
2.845E007,3.606E+3,
2.8475E0007,3.533E+3,
2.85E07,3.618E+3,
2.8525E0007,3.495E+3,
2.855E007,3.474E+3,
2.8575E0007,3.422E+3,
2.86E07,3.494E+3,
2.8625E0007,3.394E+3,
2.865E007,3.422E+3,
2.8675E0007,3.539E+3,
2.87E07,3.376E+3,
2.8725E0007,3.471E+3,
2.875E007,3.454E+3,
2.8775E0007,3.410E+3,
2.88E07,3.393E+3,
2.8825E0007,3.513E+3,
2.885E007,3.423E+3,
2.8875E0007,3.388E+3,
2.89E07,3.297E+3,
2.8925E0007,3.378E+3,
2.895E007,3.499E+3,
2.8975E0007,3.449E+3,
2.9E07,3.380E+3,
2.9025E0007,3.420E+3,
2.905E007,3.355E+3,
2.9075E0007,3.377E+3,
2.91E07,3.424E+3,
2.9125E0007,3.448E+3,
2.915E007,3.391E+3,
2.9175E0007,3.364E+3,
2.92E07,3.289E+3,
2.9225E0007,3.273E+3,
2.925E007,3.372E+3,
2.9275E0007,3.212E+3,
2.93E07,3.398E+3,
2.9325E0007,3.322E+3,
2.935E007,3.329E+3,
2.9375E0007,3.210E+3,
2.94E07,3.367E+3,
2.9425E0007,3.272E+3,
2.945E007,3.384E+3,
2.9475E0007,3.356E+3,
2.95E07,3.219E+3,
2.9525E0007,3.316E+3,
2.955E007,3.281E+3,
2.9575E0007,3.272E+3,
2.96E07,3.314E+3,
2.9625E0007,3.222E+3,
2.965E007,3.293E+3,
2.9675E0007,3.308E+3,
2.97E07,3.290E+3,
2.9725E0007,3.242E+3,
2.975E007,3.244E+3,
2.9775E0007,3.221E+3,
2.98E07,3.241E+3,
2.9825E0007,3.234E+3,
2.985E007,3.247E+3,
2.9875E0007,3.112E+3,
2.99E07,3.121E+3,
2.9925E0007,3.179E+3,
2.995E007,3.334E+3,
2.9975E0007,3.199E+3,
3E07,3.250E+3,
3.0025E0007,3.103E+3,
3.005E007,3.246E+3,
3.0075E0007,3.183E+3,
3.01E07,3.147E+3,
3.0125E0007,3.163E+3,
3.015E007,3.088E+3,
3.0175E0007,3.113E+3,
3.02E07,3.137E+3,
3.0225E0007,3.211E+3,
3.025E007,3.089E+3,
3.0275E0007,3.128E+3,
3.03E07,3.139E+3,
3.0325E0007,3.169E+3,
3.035E007,3.083E+3,
3.0375E0007,3.144E+3,
3.04E07,3.061E+3,
3.0425E0007,3.064E+3,
3.045E007,3.093E+3,
3.0475E0007,3.197E+3,
3.05E07,2.991E+3,
3.0525E0007,3.022E+3,
3.055E007,3.094E+3,
3.0575E0007,3.085E+3,
3.06E07,3.113E+3,
3.0625E0007,3.047E+3,
3.065E007,3.090E+3,
3.0675E0007,3.108E+3,
3.07E07,2.996E+3,
3.0725E0007,3.048E+3,
3.075E007,2.990E+3,
3.0775E0007,3.084E+3,
3.08E07,3.040E+3,
3.0825E0007,2.931E+3,
3.085E007,3.018E+3,
3.0875E0007,3.050E+3,
3.09E07,3.027E+3,
3.0925E0007,3.027E+3,
3.095E007,3.052E+3,
3.0975E0007,3.040E+3,
3.1E07,3.041E+3,
3.1025E0007,2.986E+3,
3.105E007,2.968E+3,
3.1075E0007,3.025E+3,
3.11E07,2.901E+3,
3.1125E0007,3.026E+3,
3.115E007,2.862E+3,
3.1175E0007,3.017E+3,
3.12E07,2.925E+3,
3.1225E0007,2.960E+3,
3.125E007,3.004E+3,
3.1275E0007,2.925E+3,
3.13E07,3.014E+3,
3.1325E0007,2.905E+3,
3.135E007,2.972E+3,
3.1375E0007,2.957E+3,
3.14E07,3.033E+3,
3.1425E0007,2.901E+3,
3.145E007,2.885E+3,
3.1475E0007,2.899E+3,
3.15E07,2.871E+3,
3.1525E0007,2.878E+3,
3.155E007,2.881E+3,
3.1575E0007,2.956E+3,
3.16E07,2.898E+3,
3.1625E0007,2.824E+3,
3.165E007,2.828E+3,
3.1675E0007,2.851E+3,
3.17E07,2.865E+3,
3.1725E0007,2.827E+3,
3.175E007,2.773E+3,
3.1775E0007,2.839E+3,
3.18E07,2.824E+3,
3.1825E0007,2.837E+3,
3.185E007,2.921E+3,
3.1875E0007,2.771E+3,
3.19E07,2.823E+3,
3.1925E0007,2.850E+3,
3.195E007,2.897E+3,
3.1975E0007,2.795E+3,
3.2E07,2.794E+3,
3.2025E0007,2.882E+3,
3.205E007,2.740E+3,
3.2075E0007,2.809E+3,
3.21E07,2.819E+3,
3.2125E0007,2.861E+3,
3.215E007,2.876E+3,
3.2175E0007,2.868E+3,
3.22E07,2.796E+3,
3.2225E0007,2.773E+3,
3.225E007,2.776E+3,
3.2275E0007,2.810E+3,
3.23E07,2.693E+3,
3.2325E0007,2.798E+3,
3.235E007,2.754E+3,
3.2375E0007,2.649E+3,
3.24E07,2.763E+3,
3.2425E0007,2.837E+3,
3.245E007,2.766E+3,
3.2475E0007,2.754E+3,
3.25E07,2.702E+3,
3.2525E0007,2.749E+3,
3.255E007,2.739E+3,
3.2575E0007,2.687E+3,
3.26E07,2.794E+3,
3.2625E0007,2.617E+3,
3.265E007,2.729E+3,
3.2675E0007,2.696E+3,
3.27E07,2.714E+3,
3.2725E0007,2.650E+3,
3.275E007,2.680E+3,
3.2775E0007,2.704E+3,
3.28E07,2.676E+3,
3.2825E0007,2.689E+3,
3.285E007,2.591E+3,
3.2875E0007,2.665E+3,
3.29E07,2.681E+3,
3.2925E0007,2.628E+3,
3.295E007,2.610E+3,
3.2975E0007,2.617E+3,
3.3E07,2.633E+3,
3.3025E0007,2.631E+3,
3.305E007,2.661E+3,
3.3075E0007,2.622E+3,
3.31E07,2.690E+3,
3.3125E0007,2.636E+3,
3.315E007,2.637E+3,
3.3175E0007,2.554E+3,
3.32E07,2.681E+3,
3.3225E0007,2.712E+3,
3.325E007,2.638E+3,
3.3275E0007,2.514E+3,
3.33E07,2.601E+3,
3.3325E0007,2.579E+3,
3.335E007,2.646E+3,
3.3375E0007,2.583E+3,
3.34E07,2.569E+3,
3.3425E0007,2.519E+3,
3.345E007,2.586E+3,
3.3475E0007,2.584E+3,
3.35E07,2.668E+3,
3.3525E0007,2.602E+3,
3.355E007,2.629E+3,
3.3575E0007,2.497E+3,
3.36E07,2.552E+3,
3.3625E0007,2.661E+3,
3.365E007,2.520E+3,
3.3675E0007,2.567E+3,
3.37E07,2.471E+3,
3.3725E0007,2.557E+3,
3.375E007,2.635E+3,
3.3775E0007,2.508E+3,
3.38E07,2.564E+3,
3.3825E0007,2.464E+3,
3.385E007,2.561E+3,
3.3875E0007,2.544E+3,
3.39E07,2.563E+3,
3.3925E0007,2.572E+3,
3.395E007,2.536E+3,
3.3975E0007,2.494E+3,
3.4E07,2.524E+3,
3.4025E0007,2.512E+3,
3.405E007,2.462E+3,
3.4075E0007,2.495E+3,
3.41E07,2.461E+3,
3.4125E0007,2.499E+3,
3.415E007,2.451E+3,
3.4175E0007,2.596E+3,
3.42E07,2.492E+3,
3.4225E0007,2.453E+3,
3.425E007,2.481E+3,
3.4275E0007,2.502E+3,
3.43E07,2.421E+3,
3.4325E0007,2.404E+3,
3.435E007,2.561E+3,
3.4375E0007,2.464E+3,
3.44E07,2.423E+3,
3.4425E0007,2.422E+3,
3.445E007,2.447E+3,
3.4475E0007,2.446E+3,
3.45E07,2.434E+3,
3.4525E0007,2.459E+3,
3.455E007,2.490E+3,
3.4575E0007,2.421E+3,
3.46E07,2.413E+3,
3.4625E0007,2.329E+3,
3.465E007,2.495E+3,
3.4675E0007,2.348E+3,
3.47E07,2.391E+3,
3.4725E0007,2.331E+3,
3.475E007,2.417E+3,
3.4775E0007,2.389E+3,
3.48E07,2.392E+3,
3.4825E0007,2.386E+3,
3.485E007,2.330E+3,
3.4875E0007,2.369E+3,
3.49E07,2.338E+3,
3.4925E0007,2.429E+3,
3.495E007,2.419E+3,
3.4975E0007,2.351E+3,
3.5E07,2.442E+3,
3.5025E0007,2.365E+3,
3.505E007,2.356E+3,
3.5075E0007,2.370E+3,
3.51E07,2.410E+3,
3.5125E0007,2.346E+3,
3.515E007,2.400E+3,
3.5175E0007,2.295E+3,
3.52E07,2.318E+3,
3.5225E0007,2.350E+3,
3.525E007,2.248E+3,
3.5275E0007,2.393E+3,
3.53E07,2.306E+3,
3.5325E0007,2.297E+3,
3.535E007,2.213E+3,
3.5375E0007,2.335E+3,
3.54E07,2.356E+3,
3.5425E0007,2.339E+3,
3.545E007,2.345E+3,
3.5475E0007,2.231E+3,
3.55E07,2.259E+3,
3.5525E0007,2.347E+3,
3.555E007,2.276E+3,
3.5575E0007,2.283E+3,
3.56E07,2.248E+3,
3.5625E0007,2.345E+3,
3.565E007,2.282E+3,
3.5675E0007,2.287E+3,
3.57E07,2.271E+3,
3.5725E0007,2.285E+3,
3.575E007,2.233E+3,
3.5775E0007,2.234E+3,
3.58E07,2.371E+3,
3.5825E0007,2.203E+3,
3.585E007,2.244E+3,
3.5875E0007,2.268E+3,
3.59E07,2.219E+3,
3.5925E0007,2.257E+3,
3.595E007,2.247E+3,
3.5975E0007,2.221E+3,
3.6E07,2.192E+3,
3.6025E0007,2.248E+3,
3.605E007,2.265E+3,
3.6075E0007,2.177E+3,
3.61E07,2.149E+3,
3.6125E0007,2.261E+3,
3.615E007,2.217E+3,
3.6175E0007,2.202E+3,
3.62E07,2.185E+3,
3.6225E0007,2.198E+3,
3.625E007,2.228E+3,
3.6275E0007,2.251E+3,
3.63E07,2.235E+3,
3.6325E0007,2.233E+3,
3.635E007,2.148E+3,
3.6375E0007,2.129E+3,
3.64E07,2.223E+3,
3.6425E0007,2.178E+3,
3.645E007,2.125E+3,
3.6475E0007,2.087E+3,
3.65E07,2.159E+3,
3.6525E0007,2.087E+3,
3.655E007,2.218E+3,
3.6575E0007,2.075E+3,
3.66E07,2.194E+3,
3.6625E0007,2.155E+3,
3.665E007,2.173E+3,
3.6675E0007,2.098E+3,
3.67E07,2.140E+3,
3.6725E0007,2.136E+3,
3.675E007,2.200E+3,
3.6775E0007,2.179E+3,
3.68E07,2.178E+3,
3.6825E0007,2.163E+3,
3.685E007,2.117E+3,
3.6875E0007,2.170E+3,
3.69E07,2.101E+3,
3.6925E0007,2.155E+3,
3.695E007,2.098E+3,
3.6975E0007,2.150E+3,
3.7E07,2.003E+3,
3.7025E0007,2.141E+3,
3.705E007,2.083E+3,
3.7075E0007,2.071E+3,
3.71E07,2.105E+3,
3.7125E0007,2.182E+3,
3.715E007,2.115E+3,
3.7175E0007,2.026E+3,
3.72E07,2.028E+3,
3.7225E0007,1.996E+3,
3.725E007,2.208E+3,
3.7275E0007,2.091E+3,
3.73E07,2.046E+3,
3.7325E0007,2.098E+3,
3.735E007,2.020E+3,
3.7375E0007,2.011E+3,
3.74E07,2.032E+3,
3.7425E0007,1.994E+3,
3.745E007,1.992E+3,
3.7475E0007,2.123E+3,
3.75E07,2.105E+3,
3.7525E0007,2.086E+3,
3.755E007,1.993E+3,
3.7575E0007,2.107E+3,
3.76E07,2.080E+3,
3.7625E0007,2.073E+3,
3.765E007,2.053E+3,
3.7675E0007,2.045E+3,
3.77E07,2.139E+3,
3.7725E0007,2.021E+3,
3.775E007,2.001E+3,
3.7775E0007,1.971E+3,
3.78E07,2.071E+3,
3.7825E0007,1.987E+3,
3.785E007,1.988E+3,
3.7875E0007,1.977E+3,
3.79E07,1.972E+3,
3.7925E0007,1.955E+3,
3.795E007,2.045E+3,
3.7975E0007,2.013E+3,
3.8E07,2.000E+3,
3.8025E0007,2.008E+3,
3.805E007,1.996E+3,
3.8075E0007,1.980E+3,
3.81E07,2.061E+3,
3.8125E0007,2.051E+3,
3.815E007,2.000E+3,
3.8175E0007,2.026E+3,
3.82E07,1.987E+3,
3.8225E0007,2.021E+3,
3.825E007,1.987E+3,
3.8275E0007,1.899E+3,
3.83E07,1.969E+3,
3.8325E0007,1.954E+3,
3.835E007,1.955E+3,
3.8375E0007,1.936E+3,
3.84E07,2.039E+3,
3.8425E0007,1.966E+3,
3.845E007,2.038E+3,
3.8475E0007,1.982E+3,
3.85E07,1.999E+3,
3.8525E0007,1.932E+3,
3.855E007,1.937E+3,
3.8575E0007,1.908E+3,
3.86E07,2.003E+3,
3.8625E0007,1.939E+3,
3.865E007,1.863E+3,
3.8675E0007,1.988E+3,
3.87E07,1.860E+3,
3.8725E0007,1.983E+3,
3.875E007,1.985E+3,
3.8775E0007,1.894E+3,
3.88E07,1.877E+3,
3.8825E0007,1.916E+3,
3.885E007,1.949E+3,
3.8875E0007,1.963E+3,
3.89E07,1.928E+3,
3.8925E0007,1.837E+3,
3.895E007,1.871E+3,
3.8975E0007,1.938E+3,
3.9E07,1.884E+3,
3.9025E0007,1.937E+3,
3.905E007,1.886E+3,
3.9075E0007,1.885E+3,
3.91E07,1.925E+3,
3.9125E0007,1.912E+3,
3.915E007,1.952E+3,
3.9175E0007,1.867E+3,
3.92E07,1.839E+3,
3.9225E0007,1.939E+3,
3.925E007,1.811E+3,
3.9275E0007,1.916E+3,
3.93E07,1.869E+3,
3.9325E0007,1.882E+3,
3.935E007,1.870E+3,
3.9375E0007,1.894E+3,
3.94E07,1.828E+3,
3.9425E0007,1.824E+3,
3.945E007,1.855E+3,
3.9475E0007,1.905E+3,
3.95E07,1.879E+3,
3.9525E0007,1.851E+3,
3.955E007,1.825E+3,
3.9575E0007,1.880E+3,
3.96E07,1.819E+3,
3.9625E0007,1.822E+3,
3.965E007,1.879E+3,
3.9675E0007,1.821E+3,
3.97E07,1.839E+3,
3.9725E0007,1.771E+3,
3.975E007,1.840E+3,
3.9775E0007,1.846E+3,
3.98E07,1.825E+3,
3.9825E0007,1.790E+3,
3.985E007,1.817E+3,
3.9875E0007,1.855E+3,
3.99E07,1.857E+3,
3.9925E0007,1.764E+3,
3.995E007,1.842E+3,
3.9975E0007,1.834E+3,
4E07,1.764E+3,
4.0025E0007,1.778E+3,
4.005E007,1.749E+3,
4.0075E0007,1.773E+3,
4.01E07,1.818E+3,
4.0125E0007,1.799E+3,
4.015E007,1.787E+3,
4.0175E0007,1.807E+3,
4.02E07,1.784E+3,
4.0225E0007,1.802E+3,
4.025E007,1.779E+3,
4.0275E0007,1.801E+3,
4.03E07,1.758E+3,
4.0325E0007,1.788E+3,
4.035E007,1.738E+3,
4.0375E0007,1.689E+3,
4.04E07,1.803E+3,
4.0425E0007,1.689E+3,
4.045E007,1.751E+3,
4.0475E0007,1.774E+3,
4.05E07,1.682E+3,
4.0525E0007,1.754E+3,
4.055E007,1.747E+3,
4.0575E0007,1.770E+3,
4.06E07,1.804E+3,
4.0625E0007,1.772E+3,
4.065E007,1.827E+3,
4.0675E0007,1.672E+3,
4.07E07,1.793E+3,
4.0725E0007,1.708E+3,
4.075E007,1.765E+3,
4.0775E0007,1.723E+3,
4.08E07,1.711E+3,
4.0825E0007,1.774E+3,
4.085E007,1.669E+3,
4.0875E0007,1.751E+3,
4.09E07,1.721E+3,
4.0925E0007,1.725E+3,
4.095E007,1.699E+3,
4.0975E0007,1.677E+3,
4.1E07,1.752E+3,
4.1025E0007,1.779E+3,
4.105E007,1.709E+3,
4.1075E0007,1.742E+3,
4.11E07,1.710E+3,
4.1125E0007,1.787E+3,
4.115E007,1.740E+3,
4.1175E0007,1.732E+3,
4.12E07,1.688E+3,
4.1225E0007,1.694E+3,
4.125E007,1.661E+3,
4.1275E0007,1.656E+3,
4.13E07,1.763E+3,
4.1325E0007,1.743E+3,
4.135E007,1.654E+3,
4.1375E0007,1.734E+3,
4.14E07,1.724E+3,
4.1425E0007,1.669E+3,
4.145E007,1.685E+3,
4.1475E0007,1.751E+3,
4.15E07,1.606E+3,
4.1525E0007,1.712E+3,
4.155E007,1.669E+3,
4.1575E0007,1.718E+3,
4.16E07,1.644E+3,
4.1625E0007,1.684E+3,
4.165E007,1.677E+3,
4.1675E0007,1.663E+3,
4.17E07,1.744E+3,
4.1725E0007,1.655E+3,
4.175E007,1.617E+3,
4.1775E0007,1.675E+3,
4.18E07,1.594E+3,
4.1825E0007,1.657E+3,
4.185E007,1.602E+3,
4.1875E0007,1.633E+3,
4.19E07,1.688E+3,
4.1925E0007,1.675E+3,
4.195E007,1.643E+3,
4.1975E0007,1.662E+3,
4.2E07,1.701E+3,
4.2025E0007,1.595E+3,
4.205E007,1.538E+3,
4.2075E0007,1.661E+3,
4.21E07,1.662E+3,
4.2125E0007,1.693E+3,
4.215E007,1.592E+3,
4.2175E0007,1.676E+3,
4.22E07,1.614E+3,
4.2225E0007,1.650E+3,
4.225E007,1.665E+3,
4.2275E0007,1.644E+3,
4.23E07,1.651E+3,
4.2325E0007,1.709E+3,
4.235E007,1.637E+3,
4.2375E0007,1.613E+3,
4.24E07,1.575E+3,
4.2425E0007,1.581E+3,
4.245E007,1.532E+3,
4.2475E0007,1.654E+3,
4.25E07,1.632E+3,
4.2525E0007,1.665E+3,
4.255E007,1.672E+3,
4.2575E0007,1.650E+3,
4.26E07,1.559E+3,
4.2625E0007,1.574E+3,
4.265E007,1.647E+3,
4.2675E0007,1.599E+3,
4.27E07,1.538E+3,
4.2725E0007,1.586E+3,
4.275E007,1.563E+3,
4.2775E0007,1.631E+3,
4.28E07,1.664E+3,
4.2825E0007,1.594E+3,
4.285E007,1.574E+3,
4.2875E0007,1.633E+3,
4.29E07,1.531E+3,
4.2925E0007,1.593E+3,
4.295E007,1.562E+3,
4.2975E0007,1.690E+3,
4.3E07,1.576E+3,
4.3025E0007,1.566E+3,
4.305E007,1.572E+3,
4.3075E0007,1.521E+3,
4.31E07,1.532E+3,
4.3125E0007,1.486E+3,
4.315E007,1.580E+3,
4.3175E0007,1.623E+3,
4.32E07,1.538E+3,
4.3225E0007,1.619E+3,
4.325E007,1.595E+3,
4.3275E0007,1.567E+3,
4.33E07,1.480E+3,
4.3325E0007,1.527E+3,
4.335E007,1.594E+3,
4.3375E0007,1.519E+3,
4.34E07,1.611E+3,
4.3425E0007,1.555E+3,
4.345E007,1.539E+3,
4.3475E0007,1.571E+3,
4.35E07,1.526E+3,
4.3525E0007,1.646E+3,
4.355E007,1.504E+3,
4.3575E0007,1.488E+3,
4.36E07,1.534E+3,
4.3625E0007,1.480E+3,
4.365E007,1.566E+3,
4.3675E0007,1.606E+3,
4.37E07,1.552E+3,
4.3725E0007,1.455E+3,
4.375E007,1.545E+3,
4.3775E0007,1.543E+3,
4.38E07,1.457E+3,
4.3825E0007,1.551E+3,
4.385E007,1.517E+3,
4.3875E0007,1.539E+3,
4.39E07,1.592E+3,
4.3925E0007,1.533E+3,
4.395E007,1.522E+3,
4.3975E0007,1.513E+3,
4.4E07,1.444E+3,
4.4025E0007,1.577E+3,
4.405E007,1.526E+3,
4.4075E0007,1.438E+3,
4.41E07,1.572E+3,
4.4125E0007,1.488E+3,
4.415E007,1.530E+3,
4.4175E0007,1.464E+3,
4.42E07,1.485E+3,
4.4225E0007,1.496E+3,
4.425E007,1.480E+3,
4.4275E0007,1.527E+3,
4.43E07,1.515E+3,
4.4325E0007,1.495E+3,
4.435E007,1.513E+3,
4.4375E0007,1.452E+3,
4.44E07,1.417E+3,
4.4425E0007,1.487E+3,
4.445E007,1.493E+3,
4.4475E0007,1.455E+3,
4.45E07,1.476E+3,
4.4525E0007,1.465E+3,
4.455E007,1.459E+3,
4.4575E0007,1.490E+3,
4.46E07,1.485E+3,
4.4625E0007,1.486E+3,
4.465E007,1.443E+3,
4.4675E0007,1.474E+3,
4.47E07,1.445E+3,
4.4725E0007,1.438E+3,
4.475E007,1.457E+3,
4.4775E0007,1.480E+3,
4.48E07,1.464E+3,
4.4825E0007,1.431E+3,
4.485E007,1.445E+3,
4.4875E0007,1.500E+3,
4.49E07,1.437E+3,
4.4925E0007,1.424E+3,
4.495E007,1.444E+3,
4.4975E0007,1.456E+3,
4.5E07,1.382E+3,
4.5025E0007,1.427E+3,
4.505E007,1.426E+3,
4.5075E0007,1.450E+3,
4.51E07,1.431E+3,
4.5125E0007,1.406E+3,
4.515E007,1.484E+3,
4.5175E0007,1.441E+3,
4.52E07,1.456E+3,
4.5225E0007,1.455E+3,
4.525E007,1.435E+3,
4.5275E0007,1.401E+3,
4.53E07,1.403E+3,
4.5325E0007,1.419E+3,
4.535E007,1.433E+3,
4.5375E0007,1.485E+3,
4.54E07,1.443E+3,
4.5425E0007,1.465E+3,
4.545E007,1.422E+3,
4.5475E0007,1.412E+3,
4.55E07,1.450E+3,
4.5525E0007,1.417E+3,
4.555E007,1.421E+3,
4.5575E0007,1.380E+3,
4.56E07,1.383E+3,
4.5625E0007,1.415E+3,
4.565E007,1.428E+3,
4.5675E0007,1.458E+3,
4.57E07,1.387E+3,
4.5725E0007,1.338E+3,
4.575E007,1.441E+3,
4.5775E0007,1.481E+3,
4.58E07,1.435E+3,
4.5825E0007,1.457E+3,
4.585E007,1.448E+3,
4.5875E0007,1.474E+3,
4.59E07,1.392E+3,
4.5925E0007,1.374E+3,
4.595E007,1.360E+3,
4.5975E0007,1.456E+3,
4.6E07,1.401E+3,
4.6025E0007,1.334E+3,
4.605E007,1.371E+3,
4.6075E0007,1.461E+3,
4.61E07,1.345E+3,
4.6125E0007,1.428E+3,
4.615E007,1.415E+3,
4.6175E0007,1.376E+3,
4.62E07,1.356E+3,
4.6225E0007,1.368E+3,
4.625E007,1.370E+3,
4.6275E0007,1.381E+3,
4.63E07,1.361E+3,
4.6325E0007,1.423E+3,
4.635E007,1.364E+3,
4.6375E0007,1.370E+3,
4.64E07,1.335E+3,
4.6425E0007,1.418E+3,
4.645E007,1.391E+3,
4.6475E0007,1.356E+3,
4.65E07,1.357E+3,
4.6525E0007,1.367E+3,
4.655E007,1.368E+3,
4.6575E0007,1.338E+3,
4.66E07,1.343E+3,
4.6625E0007,1.295E+3,
4.665E007,1.321E+3,
4.6675E0007,1.392E+3,
4.67E07,1.345E+3,
4.6725E0007,1.440E+3,
4.675E007,1.357E+3,
4.6775E0007,1.279E+3,
4.68E07,1.333E+3,
4.6825E0007,1.375E+3,
4.685E007,1.390E+3,
4.6875E0007,1.355E+3,
4.69E07,1.354E+3,
