Labels,T2_air,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,99975008.000000,
Step,2.5E04,
Fixed/Offset, ,
XAxis,Time,
YAxis,Counts,

2.3075E0007,6.816E+3,
2.31E07,6.807E+3,
2.3125E0007,6.755E+3,
2.315E007,6.749E+3,
2.3175E0007,6.774E+3,
2.32E07,6.660E+3,
2.3225E0007,6.662E+3,
2.325E007,6.586E+3,
2.3275E0007,6.578E+3,
2.33E07,6.633E+3,
2.3325E0007,6.644E+3,
2.335E007,6.563E+3,
2.3375E0007,6.724E+3,
2.34E07,6.710E+3,
2.3425E0007,6.522E+3,
2.345E007,6.548E+3,
2.3475E0007,6.429E+3,
2.35E07,6.683E+3,
2.3525E0007,6.440E+3,
2.355E007,6.567E+3,
2.3575E0007,6.594E+3,
2.36E07,6.507E+3,
2.3625E0007,6.538E+3,
2.365E007,6.505E+3,
2.3675E0007,6.566E+3,
2.37E07,6.612E+3,
2.3725E0007,6.342E+3,
2.375E007,6.389E+3,
2.3775E0007,6.500E+3,
2.38E07,6.465E+3,
2.3825E0007,6.332E+3,
2.385E007,6.344E+3,
2.3875E0007,6.390E+3,
2.39E07,6.317E+3,
2.3925E0007,6.435E+3,
2.395E007,6.394E+3,
2.3975E0007,6.402E+3,
2.4E07,6.194E+3,
2.4025E0007,6.324E+3,
2.405E007,6.258E+3,
2.4075E0007,6.450E+3,
2.41E07,6.299E+3,
2.4125E0007,6.399E+3,
2.415E007,6.329E+3,
2.4175E0007,6.292E+3,
2.42E07,6.037E+3,
2.4225E0007,6.178E+3,
2.425E007,6.243E+3,
2.4275E0007,6.262E+3,
2.43E07,6.160E+3,
2.4325E0007,6.207E+3,
2.435E007,6.008E+3,
2.4375E0007,6.106E+3,
2.44E07,6.232E+3,
2.4425E0007,6.198E+3,
2.445E007,6.200E+3,
2.4475E0007,6.130E+3,
2.45E07,6.115E+3,
2.4525E0007,6.048E+3,
2.455E007,5.939E+3,
2.4575E0007,6.085E+3,
2.46E07,6.026E+3,
2.4625E0007,5.977E+3,
2.465E007,5.962E+3,
2.4675E0007,5.988E+3,
2.47E07,6.057E+3,
2.4725E0007,6.028E+3,
2.475E007,5.995E+3,
2.4775E0007,6.054E+3,
2.48E07,5.965E+3,
2.4825E0007,6.078E+3,
2.485E007,5.905E+3,
2.4875E0007,5.997E+3,
2.49E07,5.900E+3,
2.4925E0007,5.988E+3,
2.495E007,5.892E+3,
2.4975E0007,5.848E+3,
2.5E07,5.911E+3,
2.5025E0007,5.792E+3,
2.505E007,5.829E+3,
2.5075E0007,5.859E+3,
2.51E07,5.789E+3,
2.5125E0007,5.806E+3,
2.515E007,5.754E+3,
2.5175E0007,5.772E+3,
2.52E07,5.768E+3,
2.5225E0007,5.864E+3,
2.525E007,5.766E+3,
2.5275E0007,5.812E+3,
2.53E07,5.792E+3,
2.5325E0007,5.790E+3,
2.535E007,5.625E+3,
2.5375E0007,5.755E+3,
2.54E07,5.791E+3,
2.5425E0007,5.609E+3,
2.545E007,5.717E+3,
2.5475E0007,5.736E+3,
2.55E07,5.705E+3,
2.5525E0007,5.678E+3,
2.555E007,5.572E+3,
2.5575E0007,5.767E+3,
2.56E07,5.592E+3,
2.5625E0007,5.623E+3,
2.565E007,5.584E+3,
2.5675E0007,5.728E+3,
2.57E07,5.591E+3,
2.5725E0007,5.607E+3,
2.575E007,5.636E+3,
2.5775E0007,5.630E+3,
2.58E07,5.508E+3,
2.5825E0007,5.523E+3,
2.585E007,5.445E+3,
2.5875E0007,5.545E+3,
2.59E07,5.519E+3,
2.5925E0007,5.591E+3,
2.595E007,5.470E+3,
2.5975E0007,5.497E+3,
2.6E07,5.664E+3,
2.6025E0007,5.331E+3,
2.605E007,5.465E+3,
2.6075E0007,5.468E+3,
2.61E07,5.474E+3,
2.6125E0007,5.463E+3,
2.615E007,5.431E+3,
2.6175E0007,5.482E+3,
2.62E07,5.292E+3,
2.6225E0007,5.423E+3,
2.625E007,5.419E+3,
2.6275E0007,5.396E+3,
2.63E07,5.312E+3,
2.6325E0007,5.262E+3,
2.635E007,5.453E+3,
2.6375E0007,5.429E+3,
2.64E07,5.512E+3,
2.6425E0007,5.259E+3,
2.645E007,5.334E+3,
2.6475E0007,5.280E+3,
2.65E07,5.348E+3,
2.6525E0007,5.498E+3,
2.655E007,5.265E+3,
2.6575E0007,5.407E+3,
2.66E07,5.372E+3,
2.6625E0007,5.281E+3,
2.665E007,5.174E+3,
2.6675E0007,5.246E+3,
2.67E07,5.206E+3,
2.6725E0007,5.110E+3,
2.675E007,5.187E+3,
2.6775E0007,5.286E+3,
2.68E07,5.049E+3,
2.6825E0007,5.203E+3,
2.685E007,5.221E+3,
2.6875E0007,5.146E+3,
2.69E07,5.190E+3,
2.6925E0007,5.088E+3,
2.695E007,5.065E+3,
2.6975E0007,5.075E+3,
2.7E07,5.209E+3,
2.7025E0007,5.129E+3,
2.705E007,5.099E+3,
2.7075E0007,5.060E+3,
2.71E07,5.111E+3,
2.7125E0007,5.046E+3,
2.715E007,5.184E+3,
2.7175E0007,5.057E+3,
2.72E07,5.031E+3,
2.7225E0007,4.998E+3,
2.725E007,4.960E+3,
2.7275E0007,5.007E+3,
2.73E07,4.962E+3,
2.7325E0007,4.965E+3,
2.735E007,5.011E+3,
2.7375E0007,4.997E+3,
2.74E07,4.946E+3,
2.7425E0007,5.025E+3,
2.745E007,5.043E+3,
2.7475E0007,5.001E+3,
2.75E07,5.035E+3,
2.7525E0007,4.943E+3,
2.755E007,5.006E+3,
2.7575E0007,4.913E+3,
2.76E07,4.899E+3,
2.7625E0007,4.884E+3,
2.765E007,5.002E+3,
2.7675E0007,4.865E+3,
2.77E07,4.672E+3,
2.7725E0007,4.699E+3,
2.775E007,4.808E+3,
2.7775E0007,4.929E+3,
2.78E07,4.865E+3,
2.7825E0007,4.818E+3,
2.785E007,4.817E+3,
2.7875E0007,4.772E+3,
2.79E07,4.718E+3,
2.7925E0007,4.711E+3,
2.795E007,4.846E+3,
2.7975E0007,4.842E+3,
2.8E07,4.699E+3,
2.8025E0007,4.776E+3,
2.805E007,4.850E+3,
2.8075E0007,4.781E+3,
2.81E07,4.868E+3,
2.8125E0007,4.790E+3,
2.815E007,4.695E+3,
2.8175E0007,4.747E+3,
2.82E07,4.507E+3,
2.8225E0007,4.593E+3,
2.825E007,4.640E+3,
2.8275E0007,4.801E+3,
2.83E07,4.538E+3,
2.8325E0007,4.729E+3,
2.835E007,4.624E+3,
2.8375E0007,4.525E+3,
2.84E07,4.698E+3,
2.8425E0007,4.595E+3,
2.845E007,4.617E+3,
2.8475E0007,4.761E+3,
2.85E07,4.522E+3,
2.8525E0007,4.684E+3,
2.855E007,4.514E+3,
2.8575E0007,4.648E+3,
2.86E07,4.659E+3,
2.8625E0007,4.576E+3,
2.865E007,4.650E+3,
2.8675E0007,4.573E+3,
2.87E07,4.526E+3,
2.8725E0007,4.533E+3,
2.875E007,4.404E+3,
2.8775E0007,4.549E+3,
2.88E07,4.543E+3,
2.8825E0007,4.616E+3,
2.885E007,4.590E+3,
2.8875E0007,4.577E+3,
2.89E07,4.480E+3,
2.8925E0007,4.444E+3,
2.895E007,4.493E+3,
2.8975E0007,4.537E+3,
2.9E07,4.414E+3,
2.9025E0007,4.444E+3,
2.905E007,4.452E+3,
2.9075E0007,4.389E+3,
2.91E07,4.445E+3,
2.9125E0007,4.392E+3,
2.915E007,4.472E+3,
2.9175E0007,4.389E+3,
2.92E07,4.324E+3,
2.9225E0007,4.515E+3,
2.925E007,4.196E+3,
2.9275E0007,4.392E+3,
2.93E07,4.352E+3,
2.9325E0007,4.419E+3,
2.935E007,4.399E+3,
2.9375E0007,4.457E+3,
2.94E07,4.266E+3,
2.9425E0007,4.277E+3,
2.945E007,4.297E+3,
2.9475E0007,4.307E+3,
2.95E07,4.223E+3,
2.9525E0007,4.297E+3,
2.955E007,4.267E+3,
2.9575E0007,4.406E+3,
2.96E07,4.251E+3,
2.9625E0007,4.258E+3,
2.965E007,4.350E+3,
2.9675E0007,4.163E+3,
2.97E07,4.264E+3,
2.9725E0007,4.146E+3,
2.975E007,4.244E+3,
2.9775E0007,4.254E+3,
2.98E07,4.195E+3,
2.9825E0007,4.296E+3,
2.985E007,4.207E+3,
2.9875E0007,4.190E+3,
2.99E07,4.188E+3,
2.9925E0007,4.171E+3,
2.995E007,4.308E+3,
2.9975E0007,4.163E+3,
3E07,4.056E+3,
3.0025E0007,4.270E+3,
3.005E007,4.220E+3,
3.0075E0007,4.274E+3,
3.01E07,4.108E+3,
3.0125E0007,4.158E+3,
3.015E007,4.106E+3,
3.0175E0007,4.174E+3,
3.02E07,3.999E+3,
3.0225E0007,4.163E+3,
3.025E007,3.997E+3,
3.0275E0007,4.032E+3,
3.03E07,4.137E+3,
3.0325E0007,4.040E+3,
3.035E007,4.154E+3,
3.0375E0007,4.035E+3,
3.04E07,4.086E+3,
3.0425E0007,4.002E+3,
3.045E007,4.018E+3,
3.0475E0007,3.996E+3,
3.05E07,4.005E+3,
3.0525E0007,4.061E+3,
3.055E007,4.147E+3,
3.0575E0007,3.983E+3,
3.06E07,4.022E+3,
3.0625E0007,3.997E+3,
3.065E007,3.954E+3,
3.0675E0007,3.982E+3,
3.07E07,4.043E+3,
3.0725E0007,3.984E+3,
3.075E007,4.004E+3,
3.0775E0007,4.007E+3,
3.08E07,4.022E+3,
3.0825E0007,3.986E+3,
3.085E007,4.002E+3,
3.0875E0007,3.970E+3,
3.09E07,3.905E+3,
3.0925E0007,3.927E+3,
3.095E007,3.965E+3,
3.0975E0007,3.786E+3,
3.1E07,3.952E+3,
3.1025E0007,4.008E+3,
3.105E007,3.879E+3,
3.1075E0007,3.872E+3,
3.11E07,3.856E+3,
3.1125E0007,3.919E+3,
3.115E007,3.842E+3,
3.1175E0007,3.810E+3,
3.12E07,3.812E+3,
3.1225E0007,3.813E+3,
3.125E007,3.788E+3,
3.1275E0007,3.873E+3,
3.13E07,3.966E+3,
3.1325E0007,3.891E+3,
3.135E007,3.829E+3,
3.1375E0007,3.759E+3,
3.14E07,3.834E+3,
3.1425E0007,3.984E+3,
3.145E007,3.776E+3,
3.1475E0007,3.841E+3,
3.15E07,3.717E+3,
3.1525E0007,3.811E+3,
3.155E007,3.694E+3,
3.1575E0007,3.760E+3,
3.16E07,3.726E+3,
3.1625E0007,3.630E+3,
3.165E007,3.730E+3,
3.1675E0007,3.788E+3,
3.17E07,3.662E+3,
3.1725E0007,3.663E+3,
3.175E007,3.720E+3,
3.1775E0007,3.750E+3,
3.18E07,3.790E+3,
3.1825E0007,3.624E+3,
3.185E007,3.735E+3,
3.1875E0007,3.694E+3,
3.19E07,3.623E+3,
3.1925E0007,3.672E+3,
3.195E007,3.742E+3,
3.1975E0007,3.609E+3,
3.2E07,3.722E+3,
3.2025E0007,3.600E+3,
3.205E007,3.652E+3,
3.2075E0007,3.518E+3,
3.21E07,3.602E+3,
3.2125E0007,3.637E+3,
3.215E007,3.622E+3,
3.2175E0007,3.634E+3,
3.22E07,3.597E+3,
3.2225E0007,3.645E+3,
3.225E007,3.624E+3,
3.2275E0007,3.630E+3,
3.23E07,3.501E+3,
3.2325E0007,3.636E+3,
3.235E007,3.638E+3,
3.2375E0007,3.557E+3,
3.24E07,3.588E+3,
3.2425E0007,3.628E+3,
3.245E007,3.492E+3,
3.2475E0007,3.541E+3,
3.25E07,3.529E+3,
3.2525E0007,3.537E+3,
3.255E007,3.452E+3,
3.2575E0007,3.462E+3,
3.26E07,3.590E+3,
3.2625E0007,3.476E+3,
3.265E007,3.463E+3,
3.2675E0007,3.477E+3,
3.27E07,3.539E+3,
3.2725E0007,3.433E+3,
3.275E007,3.577E+3,
3.2775E0007,3.547E+3,
3.28E07,3.460E+3,
3.2825E0007,3.490E+3,
3.285E007,3.566E+3,
3.2875E0007,3.465E+3,
3.29E07,3.409E+3,
3.2925E0007,3.494E+3,
3.295E007,3.436E+3,
3.2975E0007,3.549E+3,
3.3E07,3.414E+3,
3.3025E0007,3.448E+3,
3.305E007,3.356E+3,
3.3075E0007,3.412E+3,
3.31E07,3.468E+3,
3.3125E0007,3.376E+3,
3.315E007,3.271E+3,
3.3175E0007,3.390E+3,
3.32E07,3.411E+3,
3.3225E0007,3.507E+3,
3.325E007,3.339E+3,
3.3275E0007,3.383E+3,
3.33E07,3.378E+3,
3.3325E0007,3.411E+3,
3.335E007,3.307E+3,
3.3375E0007,3.486E+3,
3.34E07,3.470E+3,
3.3425E0007,3.387E+3,
3.345E007,3.346E+3,
3.3475E0007,3.346E+3,
3.35E07,3.390E+3,
3.3525E0007,3.276E+3,
3.355E007,3.288E+3,
3.3575E0007,3.349E+3,
3.36E07,3.350E+3,
3.3625E0007,3.257E+3,
3.365E007,3.285E+3,
3.3675E0007,3.426E+3,
3.37E07,3.364E+3,
3.3725E0007,3.403E+3,
3.375E007,3.272E+3,
3.3775E0007,3.352E+3,
3.38E07,3.197E+3,
3.3825E0007,3.278E+3,
3.385E007,3.298E+3,
3.3875E0007,3.221E+3,
3.39E07,3.288E+3,
3.3925E0007,3.269E+3,
3.395E007,3.204E+3,
3.3975E0007,3.260E+3,
3.4E07,3.263E+3,
3.4025E0007,3.235E+3,
3.405E007,3.246E+3,
3.4075E0007,3.213E+3,
3.41E07,3.198E+3,
3.4125E0007,3.134E+3,
3.415E007,3.327E+3,
3.4175E0007,3.153E+3,
3.42E07,3.196E+3,
3.4225E0007,3.103E+3,
3.425E007,3.205E+3,
3.4275E0007,3.186E+3,
3.43E07,3.127E+3,
3.4325E0007,3.157E+3,
3.435E007,3.145E+3,
3.4375E0007,3.041E+3,
3.44E07,3.174E+3,
3.4425E0007,3.174E+3,
3.445E007,3.006E+3,
3.4475E0007,3.270E+3,
3.45E07,3.250E+3,
3.4525E0007,3.094E+3,
3.455E007,3.073E+3,
3.4575E0007,3.024E+3,
3.46E07,3.082E+3,
3.4625E0007,3.142E+3,
3.465E007,3.070E+3,
3.4675E0007,3.078E+3,
3.47E07,3.229E+3,
3.4725E0007,2.991E+3,
3.475E007,3.038E+3,
3.4775E0007,2.975E+3,
3.48E07,3.053E+3,
3.4825E0007,3.099E+3,
3.485E007,3.062E+3,
3.4875E0007,3.025E+3,
3.49E07,3.038E+3,
3.4925E0007,3.031E+3,
3.495E007,2.974E+3,
3.4975E0007,3.142E+3,
3.5E07,2.957E+3,
3.5025E0007,3.040E+3,
3.505E007,3.073E+3,
3.5075E0007,2.930E+3,
3.51E07,3.007E+3,
3.5125E0007,3.075E+3,
3.515E007,3.007E+3,
3.5175E0007,3.026E+3,
3.52E07,2.978E+3,
3.5225E0007,3.125E+3,
3.525E007,3.077E+3,
3.5275E0007,3.020E+3,
3.53E07,2.915E+3,
3.5325E0007,2.916E+3,
3.535E007,2.970E+3,
3.5375E0007,3.019E+3,
3.54E07,2.987E+3,
3.5425E0007,3.023E+3,
3.545E007,2.934E+3,
3.5475E0007,2.904E+3,
3.55E07,2.982E+3,
3.5525E0007,3.017E+3,
3.555E007,2.899E+3,
3.5575E0007,2.893E+3,
3.56E07,2.934E+3,
3.5625E0007,2.949E+3,
3.565E007,2.903E+3,
3.5675E0007,2.960E+3,
3.57E07,2.883E+3,
3.5725E0007,2.956E+3,
3.575E007,2.940E+3,
3.5775E0007,2.883E+3,
3.58E07,2.897E+3,
3.5825E0007,2.848E+3,
3.585E007,2.952E+3,
3.5875E0007,2.912E+3,
3.59E07,2.994E+3,
3.5925E0007,2.860E+3,
3.595E007,2.898E+3,
3.5975E0007,2.782E+3,
3.6E07,2.760E+3,
3.6025E0007,2.886E+3,
3.605E007,2.880E+3,
3.6075E0007,2.954E+3,
3.61E07,2.807E+3,
3.6125E0007,2.817E+3,
3.615E007,2.872E+3,
3.6175E0007,2.763E+3,
3.62E07,2.793E+3,
3.6225E0007,2.728E+3,
3.625E007,2.767E+3,
3.6275E0007,2.757E+3,
3.63E07,2.791E+3,
3.6325E0007,2.809E+3,
3.635E007,2.814E+3,
3.6375E0007,2.793E+3,
3.64E07,2.847E+3,
3.6425E0007,2.785E+3,
3.645E007,2.745E+3,
3.6475E0007,2.748E+3,
3.65E07,2.761E+3,
3.6525E0007,2.828E+3,
3.655E007,2.826E+3,
3.6575E0007,2.717E+3,
3.66E07,2.722E+3,
3.6625E0007,2.740E+3,
3.665E007,2.698E+3,
3.6675E0007,2.809E+3,
3.67E07,2.683E+3,
3.6725E0007,2.798E+3,
3.675E007,2.781E+3,
3.6775E0007,2.694E+3,
3.68E07,2.732E+3,
3.6825E0007,2.750E+3,
3.685E007,2.695E+3,
3.6875E0007,2.680E+3,
3.69E07,2.806E+3,
3.6925E0007,2.696E+3,
3.695E007,2.725E+3,
3.6975E0007,2.729E+3,
3.7E07,2.594E+3,
3.7025E0007,2.676E+3,
3.705E007,2.692E+3,
3.7075E0007,2.614E+3,
3.71E07,2.651E+3,
3.7125E0007,2.650E+3,
3.715E007,2.663E+3,
3.7175E0007,2.720E+3,
3.72E07,2.670E+3,
3.7225E0007,2.705E+3,
3.725E007,2.685E+3,
3.7275E0007,2.678E+3,
3.73E07,2.610E+3,
3.7325E0007,2.692E+3,
3.735E007,2.592E+3,
3.7375E0007,2.598E+3,
3.74E07,2.714E+3,
3.7425E0007,2.606E+3,
3.745E007,2.542E+3,
3.7475E0007,2.572E+3,
3.75E07,2.580E+3,
3.7525E0007,2.679E+3,
3.755E007,2.662E+3,
3.7575E0007,2.528E+3,
3.76E07,2.699E+3,
3.7625E0007,2.562E+3,
3.765E007,2.576E+3,
3.7675E0007,2.553E+3,
3.77E07,2.626E+3,
3.7725E0007,2.539E+3,
3.775E007,2.570E+3,
3.7775E0007,2.585E+3,
3.78E07,2.562E+3,
3.7825E0007,2.498E+3,
3.785E007,2.598E+3,
3.7875E0007,2.439E+3,
3.79E07,2.545E+3,
3.7925E0007,2.608E+3,
3.795E007,2.599E+3,
3.7975E0007,2.501E+3,
3.8E07,2.553E+3,
3.8025E0007,2.507E+3,
3.805E007,2.472E+3,
3.8075E0007,2.601E+3,
3.81E07,2.532E+3,
3.8125E0007,2.560E+3,
3.815E007,2.514E+3,
3.8175E0007,2.485E+3,
3.82E07,2.531E+3,
3.8225E0007,2.550E+3,
3.825E007,2.547E+3,
3.8275E0007,2.550E+3,
3.83E07,2.530E+3,
3.8325E0007,2.562E+3,
3.835E007,2.551E+3,
3.8375E0007,2.515E+3,
3.84E07,2.377E+3,
3.8425E0007,2.451E+3,
3.845E007,2.502E+3,
3.8475E0007,2.499E+3,
3.85E07,2.476E+3,
3.8525E0007,2.467E+3,
3.855E007,2.526E+3,
3.8575E0007,2.391E+3,
3.86E07,2.476E+3,
3.8625E0007,2.438E+3,
3.865E007,2.372E+3,
3.8675E0007,2.442E+3,
3.87E07,2.357E+3,
3.8725E0007,2.451E+3,
3.875E007,2.365E+3,
3.8775E0007,2.457E+3,
3.88E07,2.452E+3,
3.8825E0007,2.396E+3,
3.885E007,2.450E+3,
3.8875E0007,2.441E+3,
3.89E07,2.465E+3,
3.8925E0007,2.384E+3,
3.895E007,2.372E+3,
3.8975E0007,2.478E+3,
3.9E07,2.393E+3,
3.9025E0007,2.361E+3,
3.905E007,2.434E+3,
3.9075E0007,2.417E+3,
3.91E07,2.393E+3,
3.9125E0007,2.410E+3,
3.915E007,2.441E+3,
3.9175E0007,2.440E+3,
3.92E07,2.392E+3,
3.9225E0007,2.325E+3,
3.925E007,2.478E+3,
3.9275E0007,2.339E+3,
3.93E07,2.418E+3,
3.9325E0007,2.425E+3,
3.935E007,2.342E+3,
3.9375E0007,2.330E+3,
3.94E07,2.352E+3,
3.9425E0007,2.309E+3,
3.945E007,2.347E+3,
3.9475E0007,2.336E+3,
3.95E07,2.341E+3,
3.9525E0007,2.350E+3,
3.955E007,2.384E+3,
3.9575E0007,2.337E+3,
3.96E07,2.346E+3,
3.9625E0007,2.325E+3,
3.965E007,2.370E+3,
3.9675E0007,2.283E+3,
3.97E07,2.243E+3,
3.9725E0007,2.242E+3,
3.975E007,2.286E+3,
3.9775E0007,2.307E+3,
3.98E07,2.318E+3,
3.9825E0007,2.300E+3,
3.985E007,2.338E+3,
3.9875E0007,2.174E+3,
3.99E07,2.231E+3,
3.9925E0007,2.403E+3,
3.995E007,2.193E+3,
3.9975E0007,2.259E+3,
4E07,2.271E+3,
4.0025E0007,2.315E+3,
4.005E007,2.283E+3,
4.0075E0007,2.266E+3,
4.01E07,2.343E+3,
4.0125E0007,2.321E+3,
4.015E007,2.284E+3,
4.0175E0007,2.292E+3,
4.02E07,2.263E+3,
4.0225E0007,2.267E+3,
4.025E007,2.179E+3,
4.0275E0007,2.306E+3,
4.03E07,2.176E+3,
4.0325E0007,2.258E+3,
4.035E007,2.185E+3,
4.0375E0007,2.181E+3,
4.04E07,2.223E+3,
4.0425E0007,2.220E+3,
4.045E007,2.248E+3,
4.0475E0007,2.242E+3,
4.05E07,2.249E+3,
4.0525E0007,2.235E+3,
4.055E007,2.241E+3,
4.0575E0007,2.228E+3,
4.06E07,2.192E+3,
4.0625E0007,2.155E+3,
4.065E007,2.214E+3,
4.0675E0007,2.185E+3,
4.07E07,2.221E+3,
4.0725E0007,2.226E+3,
4.075E007,2.152E+3,
4.0775E0007,2.119E+3,
4.08E07,2.167E+3,
4.0825E0007,2.250E+3,
4.085E007,2.150E+3,
4.0875E0007,2.153E+3,
4.09E07,2.139E+3,
4.0925E0007,2.140E+3,
4.095E007,2.123E+3,
4.0975E0007,2.161E+3,
4.1E07,2.058E+3,
4.1025E0007,2.193E+3,
4.105E007,2.109E+3,
4.1075E0007,2.178E+3,
4.11E07,2.085E+3,
4.1125E0007,2.135E+3,
4.115E007,2.091E+3,
4.1175E0007,2.115E+3,
4.12E07,2.063E+3,
4.1225E0007,2.164E+3,
4.125E007,2.143E+3,
4.1275E0007,2.161E+3,
4.13E07,2.046E+3,
4.1325E0007,2.083E+3,
4.135E007,2.090E+3,
4.1375E0007,2.058E+3,
4.14E07,2.071E+3,
4.1425E0007,2.192E+3,
4.145E007,2.153E+3,
4.1475E0007,2.030E+3,
4.15E07,2.053E+3,
4.1525E0007,2.048E+3,
4.155E007,2.103E+3,
4.1575E0007,2.165E+3,
4.16E07,2.031E+3,
4.1625E0007,2.081E+3,
4.165E007,2.098E+3,
4.1675E0007,2.111E+3,
4.17E07,2.040E+3,
4.1725E0007,2.040E+3,
4.175E007,1.994E+3,
4.1775E0007,2.106E+3,
4.18E07,2.054E+3,
4.1825E0007,2.127E+3,
4.185E007,2.046E+3,
4.1875E0007,2.035E+3,
4.19E07,1.982E+3,
4.1925E0007,2.100E+3,
4.195E007,2.148E+3,
4.1975E0007,2.059E+3,
4.2E07,2.039E+3,
4.2025E0007,1.967E+3,
4.205E007,2.113E+3,
4.2075E0007,2.063E+3,
4.21E07,2.069E+3,
4.2125E0007,2.084E+3,
4.215E007,1.969E+3,
4.2175E0007,1.999E+3,
4.22E07,2.049E+3,
4.2225E0007,1.990E+3,
4.225E007,2.072E+3,
4.2275E0007,2.033E+3,
4.23E07,2.001E+3,
4.2325E0007,1.944E+3,
4.235E007,2.006E+3,
4.2375E0007,2.058E+3,
4.24E07,2.005E+3,
4.2425E0007,1.969E+3,
4.245E007,2.038E+3,
4.2475E0007,2.038E+3,
4.25E07,2.011E+3,
4.2525E0007,1.968E+3,
4.255E007,2.009E+3,
4.2575E0007,2.026E+3,
4.26E07,1.993E+3,
4.2625E0007,1.931E+3,
4.265E007,1.997E+3,
4.2675E0007,2.008E+3,
4.27E07,1.896E+3,
4.2725E0007,1.897E+3,
4.275E007,1.988E+3,
4.2775E0007,1.874E+3,
4.28E07,1.980E+3,
4.2825E0007,1.950E+3,
4.285E007,1.970E+3,
4.2875E0007,2.027E+3,
4.29E07,2.028E+3,
4.2925E0007,2.025E+3,
4.295E007,1.986E+3,
4.2975E0007,1.986E+3,
4.3E07,1.981E+3,
4.3025E0007,1.929E+3,
4.305E007,1.965E+3,
4.3075E0007,1.928E+3,
4.31E07,1.945E+3,
4.3125E0007,1.881E+3,
4.315E007,1.921E+3,
4.3175E0007,1.917E+3,
4.32E07,1.919E+3,
4.3225E0007,1.958E+3,
4.325E007,1.911E+3,
4.3275E0007,1.882E+3,
4.33E07,1.940E+3,
4.3325E0007,1.912E+3,
4.335E007,1.946E+3,
4.3375E0007,1.923E+3,
4.34E07,1.874E+3,
4.3425E0007,1.830E+3,
4.345E007,1.931E+3,
4.3475E0007,1.847E+3,
4.35E07,1.873E+3,
4.3525E0007,1.867E+3,
4.355E007,1.835E+3,
4.3575E0007,1.867E+3,
4.36E07,1.907E+3,
4.3625E0007,1.825E+3,
4.365E007,1.825E+3,
4.3675E0007,1.867E+3,
4.37E07,1.873E+3,
4.3725E0007,1.810E+3,
4.375E007,1.871E+3,
4.3775E0007,1.921E+3,
4.38E07,1.855E+3,
4.3825E0007,1.955E+3,
4.385E007,1.895E+3,
4.3875E0007,1.812E+3,
4.39E07,1.854E+3,
4.3925E0007,1.879E+3,
4.395E007,1.805E+3,
4.3975E0007,1.784E+3,
4.4E07,1.941E+3,
4.4025E0007,1.899E+3,
4.405E007,1.877E+3,
4.4075E0007,1.882E+3,
4.41E07,1.753E+3,
4.4125E0007,1.904E+3,
4.415E007,1.862E+3,
4.4175E0007,1.850E+3,
4.42E07,1.913E+3,
4.4225E0007,1.833E+3,
4.425E007,1.806E+3,
4.4275E0007,1.813E+3,
4.43E07,1.758E+3,
4.4325E0007,1.749E+3,
4.435E007,1.795E+3,
4.4375E0007,1.807E+3,
4.44E07,1.748E+3,
4.4425E0007,1.790E+3,
4.445E007,1.798E+3,
4.4475E0007,1.896E+3,
4.45E07,1.827E+3,
4.4525E0007,1.838E+3,
4.455E007,1.863E+3,
4.4575E0007,1.789E+3,
4.46E07,1.790E+3,
4.4625E0007,1.790E+3,
4.465E007,1.792E+3,
4.4675E0007,1.761E+3,
4.47E07,1.846E+3,
4.4725E0007,1.829E+3,
4.475E007,1.809E+3,
4.4775E0007,1.713E+3,
4.48E07,1.859E+3,
4.4825E0007,1.749E+3,
4.485E007,1.797E+3,
4.4875E0007,1.765E+3,
4.49E07,1.789E+3,
4.4925E0007,1.853E+3,
4.495E007,1.762E+3,
4.4975E0007,1.756E+3,
4.5E07,1.660E+3,
4.5025E0007,1.745E+3,
4.505E007,1.711E+3,
4.5075E0007,1.784E+3,
4.51E07,1.748E+3,
4.5125E0007,1.787E+3,
4.515E007,1.759E+3,
4.5175E0007,1.756E+3,
4.52E07,1.720E+3,
4.5225E0007,1.731E+3,
4.525E007,1.773E+3,
4.5275E0007,1.744E+3,
4.53E07,1.729E+3,
4.5325E0007,1.675E+3,
4.535E007,1.746E+3,
4.5375E0007,1.760E+3,
4.54E07,1.797E+3,
4.5425E0007,1.818E+3,
4.545E007,1.726E+3,
4.5475E0007,1.737E+3,
4.55E07,1.768E+3,
4.5525E0007,1.700E+3,
4.555E007,1.792E+3,
4.5575E0007,1.761E+3,
4.56E07,1.783E+3,
4.5625E0007,1.763E+3,
4.565E007,1.701E+3,
4.5675E0007,1.734E+3,
4.57E07,1.738E+3,
4.5725E0007,1.697E+3,
4.575E007,1.713E+3,
4.5775E0007,1.742E+3,
4.58E07,1.694E+3,
4.5825E0007,1.697E+3,
4.585E007,1.708E+3,
4.5875E0007,1.665E+3,
4.59E07,1.733E+3,
4.5925E0007,1.647E+3,
4.595E007,1.676E+3,
4.5975E0007,1.733E+3,
4.6E07,1.746E+3,
4.6025E0007,1.675E+3,
4.605E007,1.683E+3,
4.6075E0007,1.721E+3,
4.61E07,1.731E+3,
4.6125E0007,1.678E+3,
4.615E007,1.653E+3,
4.6175E0007,1.700E+3,
4.62E07,1.611E+3,
4.6225E0007,1.673E+3,
