Labels,T27_decay_air,
8175000.600000,2.053E+4,
8200000.600000,2.040E+4,
8225000.600000,2.045E+4,
8250000.600000,2.041E+4,
8275000.600000,2.051E+4,
8300000.600000,2.045E+4,
8325000.700000,2.013E+4,
8350000.700000,2.031E+4,
8375000.700000,2.014E+4,
8400000.700000,2.051E+4,
8425000.700000,2.034E+4,
8450000.700000,2.006E+4,
8475000.700000,2.029E+4,
8500000.700000,1.992E+4,
8525000.700000,2.032E+4,
8550000.700000,1.982E+4,
8575000.700000,1.984E+4,
8600000.700000,1.954E+4,
8625000.700000,1.985E+4,
8650000.700000,1.956E+4,
8675000.700000,1.977E+4,
8700000.700000,1.987E+4,
8725000.700000,1.928E+4,
8750000.700000,1.949E+4,
8775000.700000,1.928E+4,
8800000.700000,1.953E+4,
8825000.700000,1.935E+4,
8850000.700000,1.931E+4,
8875000.700000,1.932E+4,
8900000.700000,1.938E+4,
8925000.700000,1.893E+4,
8950000.700000,1.916E+4,
8975000.700000,1.911E+4,
9000000.700000,1.915E+4,
9025000.700000,1.899E+4,
9050000.700000,1.880E+4,
9075000.700000,1.914E+4,
9100000.700000,1.899E+4,
9125000.700000,1.886E+4,
9150000.700000,1.909E+4,
9175000.700000,1.874E+4,
9200000.700000,1.866E+4,
9225000.700000,1.887E+4,
9250000.700000,1.853E+4,
9275000.700000,1.873E+4,
9300000.700000,1.871E+4,
9325000.700000,1.873E+4,
9350000.700000,1.846E+4,
9375000.700000,1.849E+4,
9400000.700000,1.839E+4,
9425000.700000,1.850E+4,
9450000.700000,1.839E+4,
9475000.700000,1.821E+4,
9500000.700000,1.830E+4,
9525000.700000,1.818E+4,
9550000.700000,1.814E+4,
9575000.700000,1.809E+4,
9600000.800000,1.836E+4,
9625000.800000,1.818E+4,
9650000.800000,1.791E+4,
9675000.800000,1.804E+4,
9700000.800000,1.800E+4,
9725000.800000,1.789E+4,
9750000.800000,1.794E+4,
9775000.800000,1.775E+4,
9800000.800000,1.764E+4,
9825000.800000,1.799E+4,
9850000.800000,1.774E+4,
9875000.800000,1.766E+4,
9900000.800000,1.757E+4,
9925000.800000,1.758E+4,
9950000.800000,1.760E+4,
9975000.800000,1.741E+4,
1E07,1.774E+4,
1.0025E0007,1.742E+4,
1.005E007,1.739E+4,
1.0075E0007,1.716E+4,
1.01E07,1.746E+4,
1.0125E0007,1.707E+4,
1.015E007,1.714E+4,
1.0175E0007,1.713E+4,
1.02E07,1.727E+4,
1.0225E0007,1.700E+4,
1.025E007,1.712E+4,
1.0275E0007,1.712E+4,
1.03E07,1.693E+4,
1.0325E0007,1.693E+4,
1.035E007,1.696E+4,
1.0375E0007,1.695E+4,
1.04E07,1.706E+4,
1.0425E0007,1.695E+4,
1.045E007,1.672E+4,
1.0475E0007,1.669E+4,
1.05E07,1.664E+4,
1.0525E0007,1.664E+4,
1.055E007,1.651E+4,
1.0575E0007,1.676E+4,
1.06E07,1.669E+4,
1.0625E0007,1.651E+4,
1.065E007,1.631E+4,
1.0675E0007,1.655E+4,
1.07E07,1.661E+4,
1.0725E0007,1.614E+4,
1.075E007,1.630E+4,
1.0775E0007,1.652E+4,
1.08E07,1.629E+4,
1.0825E0007,1.628E+4,
1.085E007,1.643E+4,
1.0875E0007,1.602E+4,
1.09E07,1.626E+4,
1.0925E0007,1.616E+4,
1.095E007,1.636E+4,
1.0975E0007,1.586E+4,
1.1E07,1.589E+4,
1.1025E0007,1.598E+4,
1.105E007,1.575E+4,
1.1075E0007,1.573E+4,
1.11E07,1.599E+4,
1.1125E0007,1.569E+4,
1.115E007,1.565E+4,
1.1175E0007,1.590E+4,
1.12E07,1.563E+4,
1.1225E0007,1.546E+4,
1.125E007,1.561E+4,
1.1275E0007,1.564E+4,
1.13E07,1.540E+4,
1.1325E0007,1.538E+4,
1.135E007,1.549E+4,
1.1375E0007,1.520E+4,
1.14E07,1.517E+4,
1.1425E0007,1.538E+4,
1.145E007,1.516E+4,
1.1475E0007,1.539E+4,
1.15E07,1.542E+4,
1.1525E0007,1.528E+4,
1.155E007,1.532E+4,
1.1575E0007,1.513E+4,
1.16E07,1.485E+4,
1.1625E0007,1.482E+4,
1.165E007,1.511E+4,
1.1675E0007,1.498E+4,
1.17E07,1.502E+4,
1.1725E0007,1.494E+4,
1.175E007,1.489E+4,
1.1775E0007,1.484E+4,
1.18E07,1.482E+4,
1.1825E0007,1.490E+4,
1.185E007,1.473E+4,
1.1875E0007,1.467E+4,
1.19E07,1.479E+4,
1.1925E0007,1.448E+4,
1.195E007,1.469E+4,
1.1975E0007,1.462E+4,
1.2E07,1.461E+4,
1.2025E0007,1.458E+4,
1.205E007,1.445E+4,
1.2075E0007,1.445E+4,
1.21E07,1.441E+4,
1.2125E0007,1.447E+4,
1.215E007,1.453E+4,
1.2175E0007,1.423E+4,
1.22E07,1.416E+4,
1.2225E0007,1.421E+4,
1.225E007,1.427E+4,
1.2275E0007,1.428E+4,
1.23E07,1.410E+4,
1.2325E0007,1.428E+4,
1.235E007,1.418E+4,
1.2375E0007,1.416E+4,
1.24E07,1.397E+4,
1.2425E0007,1.395E+4,
1.245E007,1.390E+4,
1.2475E0007,1.400E+4,
1.25E07,1.378E+4,
1.2525E0007,1.405E+4,
1.255E007,1.405E+4,
1.2575E0007,1.387E+4,
1.26E07,1.391E+4,
1.2625E0007,1.383E+4,
1.265E007,1.380E+4,
1.2675E0007,1.379E+4,
1.27E07,1.355E+4,
1.2725E0007,1.374E+4,
1.275E007,1.375E+4,
1.2775E0007,1.380E+4,
1.28E07,1.353E+4,
1.2825E0007,1.351E+4,
1.285E007,1.359E+4,
1.2875E0007,1.363E+4,
1.29E07,1.335E+4,
1.2925E0007,1.334E+4,
1.295E007,1.335E+4,
1.2975E0007,1.337E+4,
1.3E07,1.330E+4,
1.3025E0007,1.321E+4,
1.305E007,1.323E+4,
1.3075E0007,1.323E+4,
1.31E07,1.317E+4,
1.3125E0007,1.316E+4,
1.315E007,1.326E+4,
1.3175E0007,1.294E+4,
1.32E07,1.302E+4,
1.3225E0007,1.310E+4,
1.325E007,1.295E+4,
1.3275E0007,1.306E+4,
1.33E07,1.300E+4,
1.3325E0007,1.273E+4,
1.335E007,1.278E+4,
1.3375E0007,1.291E+4,
1.34E07,1.271E+4,
1.3425E0007,1.289E+4,
1.345E007,1.276E+4,
1.3475E0007,1.283E+4,
1.35E07,1.282E+4,
1.3525E0007,1.283E+4,
1.355E007,1.254E+4,
1.3575E0007,1.268E+4,
1.36E07,1.291E+4,
1.3625E0007,1.261E+4,
1.365E007,1.269E+4,
1.3675E0007,1.247E+4,
1.37E07,1.251E+4,
1.3725E0007,1.246E+4,
1.375E007,1.246E+4,
1.3775E0007,1.224E+4,
1.38E07,1.223E+4,
1.3825E0007,1.248E+4,
1.385E007,1.230E+4,
1.3875E0007,1.232E+4,
1.39E07,1.229E+4,
1.3925E0007,1.219E+4,
1.395E007,1.229E+4,
1.3975E0007,1.216E+4,
1.4E07,1.206E+4,
1.4025E0007,1.213E+4,
1.405E007,1.205E+4,
1.4075E0007,1.197E+4,
1.41E07,1.183E+4,
1.4125E0007,1.203E+4,
1.415E007,1.203E+4,
1.4175E0007,1.217E+4,
1.42E07,1.201E+4,
1.4225E0007,1.199E+4,
1.425E007,1.169E+4,
1.4275E0007,1.200E+4,
1.43E07,1.201E+4,
1.4325E0007,1.166E+4,
1.435E007,1.177E+4,
1.4375E0007,1.182E+4,
1.44E07,1.177E+4,
1.4425E0007,1.191E+4,
1.445E007,1.161E+4,
1.4475E0007,1.173E+4,
1.45E07,1.183E+4,
1.4525E0007,1.179E+4,
1.455E007,1.149E+4,
1.4575E0007,1.155E+4,
1.46E07,1.147E+4,
1.4625E0007,1.162E+4,
1.465E007,1.159E+4,
1.4675E0007,1.157E+4,
1.47E07,1.152E+4,
1.4725E0007,1.162E+4,
1.475E007,1.135E+4,
1.4775E0007,1.135E+4,
1.48E07,1.130E+4,
1.4825E0007,1.145E+4,
1.485E007,1.112E+4,
1.4875E0007,1.107E+4,
1.49E07,1.132E+4,
1.4925E0007,1.118E+4,
1.495E007,1.137E+4,
1.4975E0007,1.108E+4,
1.5E07,1.101E+4,
1.5025E0007,1.123E+4,
1.505E007,1.104E+4,
1.5075E0007,1.100E+4,
1.51E07,1.097E+4,
1.5125E0007,1.090E+4,
1.515E007,1.083E+4,
1.5175E0007,1.096E+4,
1.52E07,1.076E+4,
1.5225E0007,1.065E+4,
1.525E007,1.074E+4,
1.5275E0007,1.084E+4,
1.53E07,1.086E+4,
1.5325E0007,1.074E+4,
1.535E007,1.084E+4,
1.5375E0007,1.081E+4,
1.54E07,1.064E+4,
1.5425E0007,1.058E+4,
1.545E007,1.066E+4,
1.5475E0007,1.066E+4,
1.55E07,1.049E+4,
1.5525E0007,1.053E+4,
1.555E007,1.065E+4,
1.5575E0007,1.063E+4,
1.56E07,1.061E+4,
1.5625E0007,1.068E+4,
1.565E007,1.060E+4,
1.5675E0007,1.044E+4,
1.57E07,1.035E+4,
1.5725E0007,1.037E+4,
1.575E007,1.052E+4,
1.5775E0007,1.017E+4,
1.58E07,1.051E+4,
1.5825E0007,1.059E+4,
1.585E007,1.047E+4,
1.5875E0007,1.021E+4,
1.59E07,1.013E+4,
1.5925E0007,1.037E+4,
1.595E007,1.023E+4,
1.5975E0007,1.038E+4,
1.6E07,1.030E+4,
1.6025E0007,1.011E+4,
1.605E007,1.031E+4,
1.6075E0007,1.002E+4,
1.61E07,1.028E+4,
1.6125E0007,1.013E+4,
1.615E007,1.008E+4,
1.6175E0007,1.009E+4,
1.62E07,9.909E+3,
1.6225E0007,1.005E+4,
1.625E007,9.944E+3,
1.6275E0007,9.937E+3,
1.63E07,9.907E+3,
1.6325E0007,9.726E+3,
1.635E007,9.903E+3,
1.6375E0007,9.971E+3,
1.64E07,9.752E+3,
1.6425E0007,9.919E+3,
1.645E007,9.764E+3,
1.6475E0007,9.816E+3,
1.65E07,9.700E+3,
1.6525E0007,9.742E+3,
1.655E007,9.779E+3,
1.6575E0007,9.667E+3,
1.66E07,9.755E+3,
1.6625E0007,9.658E+3,
1.665E007,9.464E+3,
1.6675E0007,9.536E+3,
1.67E07,9.602E+3,
1.6725E0007,9.767E+3,
1.675E007,9.665E+3,
1.6775E0007,9.475E+3,
1.68E07,9.485E+3,
1.6825E0007,9.392E+3,
1.685E007,9.319E+3,
1.6875E0007,9.438E+3,
1.69E07,9.340E+3,
1.6925E0007,9.477E+3,
1.695E007,9.363E+3,
1.6975E0007,9.501E+3,
1.7E07,9.487E+3,
1.7025E0007,9.524E+3,
1.705E007,9.389E+3,
1.7075E0007,9.339E+3,
1.71E07,9.159E+3,
1.7125E0007,9.074E+3,
1.715E007,9.314E+3,
1.7175E0007,9.115E+3,
1.72E07,9.225E+3,
1.7225E0007,9.119E+3,
1.725E007,9.274E+3,
1.7275E0007,9.193E+3,
1.73E07,9.106E+3,
1.7325E0007,8.944E+3,
1.735E007,9.207E+3,
1.7375E0007,8.989E+3,
1.74E07,9.068E+3,
1.7425E0007,8.743E+3,
1.745E007,8.926E+3,
1.7475E0007,8.957E+3,
1.75E07,8.942E+3,
1.7525E0007,8.838E+3,
1.755E007,8.994E+3,
1.7575E0007,8.822E+3,
1.76E07,8.854E+3,
1.7625E0007,8.760E+3,
1.765E007,8.817E+3,
1.7675E0007,8.811E+3,
1.77E07,8.910E+3,
1.7725E0007,8.831E+3,
1.775E007,8.634E+3,
1.7775E0007,8.624E+3,
1.78E07,8.769E+3,
1.7825E0007,8.775E+3,
1.785E007,8.727E+3,
1.7875E0007,8.725E+3,
1.79E07,8.648E+3,
1.7925E0007,8.635E+3,
1.795E007,8.538E+3,
1.7975E0007,8.691E+3,
1.8E07,8.386E+3,
1.8025E0007,8.626E+3,
1.805E007,8.473E+3,
1.8075E0007,8.521E+3,
1.81E07,8.387E+3,
1.8125E0007,8.574E+3,
1.815E007,8.385E+3,
1.8175E0007,8.424E+3,
1.82E07,8.460E+3,
1.8225E0007,8.504E+3,
1.825E007,8.116E+3,
1.8275E0007,8.293E+3,
1.83E07,8.333E+3,
1.8325E0007,8.189E+3,
1.835E007,8.359E+3,
1.8375E0007,8.296E+3,
1.84E07,8.292E+3,
1.8425E0007,8.189E+3,
1.845E007,8.182E+3,
1.8475E0007,8.104E+3,
1.85E07,8.098E+3,
1.8525E0007,8.179E+3,
1.855E007,8.186E+3,
1.8575E0007,8.345E+3,
1.86E07,8.030E+3,
1.8625E0007,8.115E+3,
1.865E007,8.090E+3,
1.8675E0007,7.977E+3,
1.87E07,8.021E+3,
1.8725E0007,8.206E+3,
1.875E007,8.072E+3,
1.8775E0007,7.892E+3,
1.88E07,8.147E+3,
1.8825E0007,7.910E+3,
1.885E007,8.009E+3,
1.8875E0007,7.898E+3,
1.89E07,7.782E+3,
1.8925E0007,7.846E+3,
1.895E007,7.737E+3,
1.8975E0007,7.951E+3,
1.9E07,7.819E+3,
1.9025E0007,7.994E+3,
1.905E007,7.830E+3,
1.9075E0007,7.938E+3,
1.91E07,7.793E+3,
1.9125E0007,7.709E+3,
1.915E007,7.691E+3,
1.9175E0007,7.738E+3,
1.92E07,7.609E+3,
1.9225E0007,7.659E+3,
1.925E007,7.627E+3,
1.9275E0007,7.636E+3,
1.93E07,7.587E+3,
1.9325E0007,7.703E+3,
1.935E007,7.533E+3,
1.9375E0007,7.578E+3,
1.94E07,7.641E+3,
1.9425E0007,7.590E+3,
1.945E007,7.610E+3,
1.9475E0007,7.650E+3,
1.95E07,7.556E+3,
1.9525E0007,7.550E+3,
1.955E007,7.423E+3,
1.9575E0007,7.448E+3,
1.96E07,7.426E+3,
1.9625E0007,7.444E+3,
1.965E007,7.451E+3,
1.9675E0007,7.501E+3,
1.97E07,7.435E+3,
1.9725E0007,7.369E+3,
1.975E007,7.174E+3,
1.9775E0007,7.279E+3,
1.98E07,7.354E+3,
1.9825E0007,7.279E+3,
1.985E007,7.240E+3,
1.9875E0007,7.193E+3,
1.99E07,7.207E+3,
1.9925E0007,7.264E+3,
1.995E007,7.304E+3,
1.9975E0007,7.319E+3,
2E07,7.272E+3,
2.0025E0007,7.159E+3,
2.005E007,7.220E+3,
2.0075E0007,7.025E+3,
2.01E07,6.968E+3,
2.0125E0007,7.180E+3,
2.015E007,7.068E+3,
2.0175E0007,7.075E+3,
2.02E07,7.150E+3,
2.0225E0007,7.140E+3,
2.025E007,6.994E+3,
2.0275E0007,6.955E+3,
2.03E07,6.917E+3,
2.0325E0007,7.089E+3,
2.035E007,7.060E+3,
2.0375E0007,7.039E+3,
2.04E07,6.930E+3,
2.0425E0007,6.940E+3,
2.045E007,6.994E+3,
2.0475E0007,6.831E+3,
2.05E07,6.895E+3,
2.0525E0007,6.808E+3,
2.055E007,6.811E+3,
2.0575E0007,6.855E+3,
2.06E07,6.925E+3,
2.0625E0007,6.742E+3,
2.065E007,6.903E+3,
2.0675E0007,6.738E+3,
2.07E07,6.801E+3,
2.0725E0007,6.769E+3,
2.075E007,6.753E+3,
2.0775E0007,6.717E+3,
2.08E07,6.770E+3,
2.0825E0007,6.618E+3,
2.085E007,6.717E+3,
2.0875E0007,6.666E+3,
2.09E07,6.636E+3,
2.0925E0007,6.639E+3,
2.095E007,6.689E+3,
2.0975E0007,6.549E+3,
2.1E07,6.671E+3,
2.1025E0007,6.614E+3,
2.105E007,6.644E+3,
2.1075E0007,6.484E+3,
2.11E07,6.699E+3,
2.1125E0007,6.475E+3,
2.115E007,6.510E+3,
2.1175E0007,6.416E+3,
2.12E07,6.569E+3,
2.1225E0007,6.531E+3,
2.125E007,6.627E+3,
2.1275E0007,6.301E+3,
2.13E07,6.379E+3,
2.1325E0007,6.433E+3,
2.135E007,6.490E+3,
2.1375E0007,6.380E+3,
2.14E07,6.272E+3,
2.1425E0007,6.281E+3,
2.145E007,6.404E+3,
2.1475E0007,6.428E+3,
2.15E07,6.272E+3,
2.1525E0007,6.301E+3,
2.155E007,6.117E+3,
2.1575E0007,6.407E+3,
2.16E07,6.222E+3,
2.1625E0007,6.217E+3,
2.165E007,6.243E+3,
2.1675E0007,6.273E+3,
2.17E07,6.161E+3,
2.1725E0007,6.301E+3,
2.175E007,5.991E+3,
2.1775E0007,6.159E+3,
2.18E07,6.259E+3,
2.1825E0007,5.995E+3,
2.185E007,6.115E+3,
2.1875E0007,6.047E+3,
2.19E07,6.061E+3,
2.1925E0007,6.048E+3,
2.195E007,5.994E+3,
2.1975E0007,6.046E+3,
2.2E07,6.072E+3,
2.2025E0007,6.085E+3,
2.205E007,5.889E+3,
2.2075E0007,6.126E+3,
2.21E07,5.956E+3,
2.2125E0007,6.047E+3,
2.215E007,6.057E+3,
2.2175E0007,5.852E+3,
2.22E07,5.961E+3,
2.2225E0007,5.961E+3,
2.225E007,6.022E+3,
2.2275E0007,5.942E+3,
2.23E07,5.842E+3,
2.2325E0007,5.904E+3,
2.235E007,5.860E+3,
2.2375E0007,5.877E+3,
2.24E07,5.873E+3,
2.2425E0007,5.855E+3,
2.245E007,5.789E+3,
2.2475E0007,5.820E+3,
2.25E07,5.832E+3,
2.2525E0007,5.705E+3,
2.255E007,5.886E+3,
2.2575E0007,5.827E+3,
2.26E07,5.848E+3,
2.2625E0007,5.755E+3,
2.265E007,5.743E+3,
2.2675E0007,5.606E+3,
2.27E07,5.755E+3,
2.2725E0007,5.706E+3,
2.275E007,5.885E+3,
2.2775E0007,5.765E+3,
2.28E07,5.579E+3,
2.2825E0007,5.849E+3,
2.285E007,5.660E+3,
2.2875E0007,5.825E+3,
2.29E07,5.694E+3,
2.2925E0007,5.732E+3,
2.295E007,5.680E+3,
2.2975E0007,5.560E+3,
2.3E07,5.715E+3,
2.3025E0007,5.595E+3,
2.305E007,5.569E+3,
2.3075E0007,5.503E+3,
2.31E07,5.550E+3,
2.3125E0007,5.580E+3,
2.315E007,5.488E+3,
2.3175E0007,5.396E+3,
2.32E07,5.496E+3,
2.3225E0007,5.440E+3,
2.325E007,5.546E+3,
2.3275E0007,5.429E+3,
2.33E07,5.448E+3,
2.3325E0007,5.384E+3,
2.335E007,5.365E+3,
2.3375E0007,5.361E+3,
2.34E07,5.469E+3,
2.3425E0007,5.305E+3,
2.345E007,5.356E+3,
2.3475E0007,5.366E+3,
2.35E07,5.424E+3,
2.3525E0007,5.318E+3,
2.355E007,5.439E+3,
2.3575E0007,5.242E+3,
2.36E07,5.315E+3,
