nm, %R
1800.000000, 0.097180
1799.000000, 0.059434
1798.000000, 0.011617
1797.000000, 0.130943
1796.000000, 0.104549
1795.000000, 0.080329
1794.000000, 0.142411
1793.000000, 0.116219
1792.000000, 0.100415
1791.000000, 0.067922
1790.000000, 0.054067
1789.000000, 0.148316
1788.000000, 0.064416
1787.000000, 0.126266
1786.000000, 0.091388
1785.000000, 0.139415
1784.000000, 0.130089
1783.000000, 0.158587
1782.000000, 0.154775
1781.000000, 0.118328
1780.000000, 0.134602
1779.000000, 0.131800
1778.000000, 0.118868
1777.000000, 0.107352
1776.000000, 0.154306
1775.000000, 0.085681
1774.000000, 0.143119
1773.000000, 0.122595
1772.000000, 0.105242
1771.000000, 0.129094
1770.000000, 0.081438
1769.000000, 0.069023
1768.000000, 0.091440
1767.000000, 0.061021
1766.000000, 0.078169
1765.000000, 0.102307
1764.000000, 0.066048
1763.000000, 0.085547
1762.000000, 0.071680
1761.000000, 0.100438
1760.000000, 0.140131
1759.000000, 0.129770
1758.000000, 0.121486
1757.000000, 0.082924
1756.000000, 0.091576
1755.000000, 0.071078
1754.000000, 0.125730
1753.000000, 0.101415
1752.000000, 0.101514
1751.000000, 0.171910
1750.000000, 0.158207
1749.000000, 0.103460
1748.000000, 0.081245
1747.000000, 0.100736
1746.000000, 0.098374
1745.000000, 0.088122
1744.000000, 0.097532
1743.000000, 0.120679
1742.000000, 0.105632
1741.000000, 0.084863
1740.000000, 0.128021
1739.000000, 0.129394
1738.000000, 0.074556
1737.000000, 0.075443
1736.000000, 0.123253
1735.000000, 0.152702
1734.000000, 0.178454
1733.000000, 0.157090
1732.000000, 0.138364
1731.000000, 0.113777
1730.000000, 0.099954
1729.000000, 0.121137
1728.000000, 0.154509
1727.000000, 0.121133
1726.000000, 0.083739
1725.000000, 0.091985
1724.000000, 0.113933
1723.000000, 0.118969
1722.000000, 0.118083
1721.000000, 0.104496
1720.000000, 0.111496
1719.000000, 0.119567
1718.000000, 0.078973
1717.000000, 0.100156
1716.000000, 0.105771
1715.000000, 0.111600
1714.000000, 0.155736
1713.000000, 0.147761
1712.000000, 0.083759
1711.000000, 0.082858
1710.000000, 0.132828
1709.000000, 0.078028
1708.000000, 0.082154
1707.000000, 0.126322
1706.000000, 0.139024
1705.000000, 0.150059
1704.000000, 0.111761
1703.000000, 0.086310
1702.000000, 0.110523
1701.000000, 0.108774
1700.000000, 0.103040
1699.000000, 0.090032
1698.000000, 0.098368
1697.000000, 0.068999
1696.000000, 0.062668
1695.000000, 0.081499
1694.000000, 0.094818
1693.000000, 0.114026
1692.000000, 0.127311
1691.000000, 0.105452
1690.000000, 0.106082
1689.000000, 0.107244
1688.000000, 0.071363
1687.000000, 0.110321
1686.000000, 0.156447
1685.000000, 0.155835
1684.000000, 0.124623
1683.000000, 0.095144
1682.000000, 0.076778
1681.000000, 0.082593
1680.000000, 0.085163
1679.000000, 0.115136
1678.000000, 0.138123
1677.000000, 0.111687
1676.000000, 0.113556
1675.000000, 0.101641
1674.000000, 0.101460
1673.000000, 0.139124
1672.000000, 0.145909
1671.000000, 0.129836
1670.000000, 0.149238
1669.000000, 0.119029
1668.000000, 0.081276
1667.000000, 0.078317
1666.000000, 0.067755
1665.000000, 0.089824
1664.000000, 0.125837
1663.000000, 0.142647
1662.000000, 0.118167
1661.000000, 0.099222
1660.000000, 0.086206
1659.000000, 0.088100
1658.000000, 0.103384
1657.000000, 0.078813
1656.000000, 0.067069
1655.000000, 0.094799
1654.000000, 0.123357
1653.000000, 0.130654
1652.000000, 0.109228
1651.000000, 0.117533
1650.000000, 0.126065
1649.000000, 0.132964
1648.000000, 0.109867
1647.000000, 0.082092
1646.000000, 0.067886
1645.000000, 0.113911
1644.000000, 0.151123
1643.000000, 0.122572
1642.000000, 0.094234
1641.000000, 0.100648
1640.000000, 0.128991
